All compounds together:
optimized t0: 0.46
optimized tD: 0.66
optimized time: [0.6, 1.1, 2.0, 5.6, 5.9, 8.1, 9.0, 16.9, 17.9]
optimized perB: [0.03, 0.22, 0.25, 0.25, 0.3, 0.3, 0.35, 0.63, 0.98]
average/RMS error of calibration compounds after optimization: 0.012/0.064
average/RMS error of all compounds after optimization: -0.022/0.109
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.45
optimized tD: 0.63
optimized time: [0.5, 1.1, 1.9, 5.5, 6.0, 8.1, 9.0, 17.1, 17.9]
optimized perB: [0.03, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
For compounds without sulfate: 
optimized t0: 0.5
optimized tD: 0.56
optimized time: [0.6, 1.1, 2.1, 5.5, 6.0, 8.0, 9.0, 17.0, 17.9]
optimized perB: [0.03, 0.18, 0.23, 0.27, 0.3, 0.3, 0.35, 0.65, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.01/0.051
average/RMS error of all compounds after optimization: -0.027/0.108
name	actual RT	predict RT1	error1	predict RT2	error2
12o-DCA;GBA-3S	3.7	3.67	-0.03	3.69	-0.01	
12o-DCA;TBA	8.55	8.33	-0.22	8.33	-0.22	
12o-DCA;TBA-3S	3.61	3.63	0.02	3.65	0.04	
3o-CDCA;BA	13.54	13.6	0.06	13.6	0.06	
3o-CDCA;BA-7S	10.34	10.44	0.1	10.37	0.03	
3o-CDCA;GBA	9.74	9.72	-0.02	9.72	-0.02	
3o-CDCA;GBA-7S	5.38	5.29	-0.09	5.28	-0.1	
3o-CDCA;TBA	9.92	9.94	0.02	9.94	0.02	
3o-CDCA;TBA-7S	5.16	5.15	-0.01	5.14	-0.02	
3o-DCA;BA	13.53	13.48	-0.05	13.48	-0.05	
3o-DCA;BA-12S	10.45	10.49	0.04	10.42	-0.03	
3o-DCA;GBA	10.03	10.01	-0.02	10.01	-0.02	
3o-DCA;GBA-12S	6.29	6.14	-0.15	6.11	-0.18	
3o-DCA;TBA	10.17	10.17	0	10.17	0	
3o-DCA;TBA-12S	5.84	5.81	-0.03	5.79	-0.05	
3o-HDCA;BA	11.83	11.85	0.02	11.85	0.02	
3o-HDCA;BA-6S	8.29	8.38	0.09	8.32	0.03	
3o-HDCA;GBA	7.01	7.05	0.04	7.05	0.04	
3o-HDCA;GBA-6S	3.15	3.18	0.03	3.22	0.07	
3o-HDCA;TBA	7.2	7.24	0.04	7.24	0.04	
3o-HDCA;TBA-6S	3.12	3.18	0.06	3.22	0.1	
6o-alloMDCA;BA	12.03	12.03	0	12.03	0	
6o-alloMDCA;BA-3S	8.7	8.77	0.07	8.71	0.01	
6o-alloMDCA;GBA	7.27	7.23	-0.04	7.23	-0.04	
6o-alloMDCA;GBA-3S	3.48	3.48	0	3.51	0.03	
6o-alloMDCA;TBA	7.45	7.43	-0.02	7.43	-0.02	
6o-alloMDCA;TBA-3S	3.41	3.46	0.05	3.49	0.08	
6o-HDCA;BA	11.65	11.69	0.04	11.69	0.04	
6o-HDCA;BA-3S	8.76	8.79	0.03	8.72	-0.04	
6o-HDCA;GBA	7.04	7.07	0.03	7.07	0.03	
6o-HDCA;GBA-3S	3.5	3.5	0	3.53	0.03	
6o-HDCA;TBA	7.23	7.24	0.01	7.24	0.01	
6o-HDCA;TBA-3S	3.44	3.47	0.03	3.5	0.06	
7o-CDCA;BA	12.17	12.15	-0.02	12.15	-0.02	
7o-CDCA;BA-3S	9.21	9.29	0.08	9.22	0.01	
7o-CDCA;GBA	7.75	7.64	-0.11	7.64	-0.11	
7o-CDCA;GBA-3S	3.75	3.75	0	3.77	0.02	
7o-CDCA;TBA	7.92	7.82	-0.1	7.82	-0.1	
7o-CDCA;TBA-3S	3.64	3.67	0.03	3.69	0.05	
apoCA;BA	12.46	12.44	-0.02	12.44	-0.02	
apoCA;GBA	8.97	8.68	-0.29	8.68	-0.29	
apoCA;TBA	9.19	8.96	-0.23	8.96	-0.23	
12o-d9-DCA;BA	11.74	11.71	-0.03	11.71	-0.03	
12o-d9-DCA;BA-3S	8.01	8.05	0.04	8	-0.01	
12o-d9-DCA;GBA	7.33	7.27	-0.06	7.27	-0.06	
12o-d9-DCA;GBA-3S	3.32	3.33	0.01	3.36	0.04	
12o-d9-DCA;TBA	7.5	7.43	-0.07	7.43	-0.07	
12o-d9-DCA;TBA-3S	3.26	3.29	0.03	3.33	0.07	
3,12-2o-DCA;BA	12.31	12.31	0	12.31	0	
3,12-2o-DCA;GBA	7.82	7.72	-0.1	7.72	-0.1	
3,12-2o-DCA;TBA	8.05	7.95	-0.1	7.95	-0.1	
3,6-2o-HDCA;BA	12.4	12.47	0.07	12.47	0.07	
3,6-2o-HDCA;GBA	7.56	7.53	-0.03	7.53	-0.03	
3,6-2o-HDCA;TBA	7.8	7.79	-0.01	7.79	-0.01	
3,7-2o-CDCA;BA	12.45	12.51	0.06	12.51	0.06	
3,7-2o-CDCA;GBA	7.64	7.61	-0.03	7.61	-0.03	
3,7-2o-CDCA;TBA	7.85	7.83	-0.02	7.83	-0.02	
3o-d4-CDCA;BA	11.6	11.6	0	11.6	0	
iso-d5-7o-CDCA;BA	10.94	10.96	0.02	10.96	0.02	
iso-d5-7o-CDCA;BA-3S	8.02	8.17	0.15	8.11	0.09	
iso-d5-7o-CDCA;GBA	4.98	4.79	-0.19	4.79	-0.19	
iso-d5-7o-CDCA;TBA	5.26	5.09	-0.17	5.09	-0.17	
12-epiCA;BA	7.04	6.96	-0.08	6.96	-0.08	
12-epiCA;GBA	3.26	3.18	-0.08	3.18	-0.08	
12-epiCA;TBA	3.36	3.28	-0.08	3.28	-0.08	
alloCA;BA	8.16	7.97	-0.19	7.97	-0.19	
alloCA;GBA	7.68	7.57	-0.11	7.57	-0.11	
alloCA;TBA	7.79	7.68	-0.11	7.68	-0.11	
a-MCA;BA	9.53	9.46	-0.07	9.46	-0.07	
a-MCA;GBA	4.02	3.85	-0.17	3.85	-0.17	
a-MCA;TBA	4.12	3.96	-0.16	3.96	-0.16	
b-MCA;BA	9.13	8.89	-0.24	8.89	-0.24	
b-MCA;GBA	3.92	3.76	-0.16	3.76	-0.16	
b-MCA;TBA	4.23	4.05	-0.18	4.05	-0.18	
CA;BA	11.1	11.04	-0.06	11.04	-0.06	
CA;BA-7S	7.57	7.53	-0.04	7.49	-0.08	
CA;BA-3S	7.9	7.89	-0.01	7.84	-0.06	
CA;GBA	7.33	7.26	-0.07	7.26	-0.07	
CA;GBA-3S	3.54	3.49	-0.05	3.52	-0.02	
CA;TBA	7.5	7.42	-0.08	7.42	-0.08	
CA;TBA-3S	3.49	3.46	-0.03	3.49	0	
DCA-1b-ol;BA	8.68	8.44	-0.24	8.44	-0.24	
DCA-1b-ol;GBA	3.91	3.75	-0.16	3.75	-0.16	
DCA-1b-ol;TBA	4.06	3.89	-0.17	3.89	-0.17	
HCA;BA	10.49	10.45	-0.04	10.45	-0.04	
HCA;GBA	5.62	5.34	-0.28	5.34	-0.28	
HCA;TBA	6.01	5.71	-0.3	5.71	-0.3	
isoCA;BA	8.52	8.3	-0.22	8.3	-0.22	
isoCA;GBA	3.95	3.78	-0.17	3.78	-0.17	
isoCA;TBA	4.12	3.95	-0.17	3.95	-0.17	
UCA;BA	7.14	7.06	-0.08	7.06	-0.08	
UCA;GBA	3.51	3.39	-0.12	3.39	-0.12	
UCA;TBA	3.62	3.5	-0.12	3.5	-0.12	
w-MCA;BA	8.67	8.4	-0.27	8.4	-0.27	
w-MCA;GBA	3.73	3.57	-0.16	3.57	-0.16	
w-MCA;TBA	3.91	3.75	-0.16	3.75	-0.16	
12o-CA;BA	9.48	9.31	-0.17	9.31	-0.17	
12o-CA;GBA	4.78	4.51	-0.27	4.51	-0.27	
12o-CA;TBA	5.01	4.75	-0.26	4.75	-0.26	
3o-CA;BA	10.65	10.63	-0.02	10.63	-0.02	
3o-CA;GBA	6.71	6.52	-0.19	6.52	-0.19	
3o-CA;TBA	6.88	6.9	0.02	6.9	0.02	
7o-CA;BA	9.32	9.09	-0.23	9.09	-0.23	
7o-CA;GBA	4.72	4.46	-0.26	4.46	-0.26	
7o-CA;TBA	4.91	4.66	-0.25	4.66	-0.25	
7o-HCA;BA	10	9.99	-0.01	9.99	-0.01	
7o-HCA;GBA	4.54	4.33	-0.21	4.33	-0.21	
7o-HCA;TBA	4.75	4.56	-0.19	4.56	-0.19	
7,12-2o-CA;BA	7.14	7.1	-0.04	7.1	-0.04	
7,12-2o-CA;BA-3S	3.95	3.93	-0.02	3.95	0	
7,12-2o-CA;GBA	3.26	3.2	-0.06	3.2	-0.06	
7,12-2o-CA;GBA-3S	2.35	2.43	0.08	2.52	0.17	
7,12-2o-CA;TBA	3.35	3.28	-0.07	3.28	-0.07	
7,12-2o-CA;TBA-3S	2.32	2.42	0.1	2.52	0.2	
3,7,12-3o-CA;BA	7.12	7.13	0.01	7.13	0.01	
3,7,12-3o-CA;GBA	3.2	3.19	-0.01	3.19	-0.01	
3,7,12-3o-CA;TBA	3.29	3.27	-0.02	3.27	-0.02	
CA-6a-ol;BA	6.85	6.73	-0.12	6.73	-0.12	
CA-6a-ol;GBA	3.23	3.17	-0.06	3.17	-0.06	
CA-6a-ol;TBA	3.33	3.26	-0.07	3.26	-0.07	
