All compounds together:
optimized t0: 0.74
optimized tD: 0.38
optimized time: [0.6, 1.1, 2.1, 5.4, 6.1, 7.9, 9.0, 17.0, 17.9]
optimized perB: [0.03, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.67, 0.98]
average/RMS error of calibration compounds after optimization: -0.015/0.041
average/RMS error of all compounds after optimization: 0.013/0.051
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.73
optimized tD: 0.48
optimized time: [0.6, 1.1, 2.1, 5.4, 6.0, 7.9, 8.9, 17.1, 17.9]
optimized perB: [0.03, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.67, 0.98]
For compounds without sulfate: 
optimized t0: 0.68
optimized tD: 0.55
optimized time: [0.4, 0.9, 1.9, 5.4, 6.0, 8.1, 9.1, 17.1, 17.9]
optimized perB: [0.07, 0.22, 0.23, 0.27, 0.28, 0.32, 0.35, 0.67, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: 0.007/0.035
average/RMS error of all compounds after optimization: -0.001/0.092
name	actual RT	predict RT1	error1	predict RT2	error2
3,12-2o-DCA;TBA	9.33	9.4	0.07	9.15	-0.18	
3,6-2o-HDCA;BA	13.15	13.23	0.08	13.24	0.09	
3,6-2o-HDCA;GBA	8.7	8.81	0.11	8.69	-0.01	
3,6-2o-HDCA;TBA	9.08	9.19	0.11	8.98	-0.1	
3,7-2o-CDCA;BA	13.2	13.28	0.08	13.29	0.09	
3,7-2o-CDCA;GBA	8.81	8.95	0.14	8.79	-0.02	
3,7-2o-CDCA;TBA	9.12	9.25	0.13	9.03	-0.09	
3o-d4-CDCA;BA	12.29	12.36	0.07	12.36	0.07	
iso-d5-7o-CDCA;BA	11.68	11.77	0.09	11.74	0.06	
iso-d5-7o-CDCA;BA-3S	9.48	9.52	0.04	9.55	0.07	
iso-d5-7o-CDCA;GBA	6.42	6.49	0.07	6.14	-0.28	
iso-d5-7o-CDCA;TBA	6.83	6.84	0.01	6.42	-0.41	
12-epiCA;BA	7.9	8.01	0.11	7.93	0.03	
12-epiCA;GBA	3.89	3.91	0.02	3.91	0.02	
12-epiCA;TBA	4.04	4.06	0.02	4.1	0.06	
alloCA;BA	9.35	9.38	0.03	9.15	-0.2	
alloCA;GBA	8.73	8.76	0.03	8.68	-0.05	
alloCA;TBA	8.9	8.94	0.04	8.81	-0.09	
a-MCA;BA	10.4	10.48	0.08	10.33	-0.07	
a-MCA;GBA	4.96	4.97	0.01	5.04	0.08	
a-MCA;TBA	5.15	5.15	0	5.2	0.05	
b-MCA;BA	10.08	10.14	0.06	9.95	-0.13	
b-MCA;GBA	4.84	4.83	-0.01	4.92	0.08	
b-MCA;TBA	5.31	5.31	0	5.32	0.01	
CA;BA	11.73	11.77	0.04	11.77	0.04	
CA;BA-7S	8.63	8.66	0.03	8.67	0.04	
CA;BA-3S	9.18	9.2	0.02	9.22	0.04	
CA;GBA	8.23	8.23	0	8.25	0.02	
CA;GBA-3S	4.44	4.37	-0.07	4.44	0	
CA;TBA	8.48	8.48	0	8.47	-0.01	
CA;TBA-3S	4.41	4.32	-0.09	4.39	-0.02	
DCA-1b-ol;BA	9.79	9.84	0.05	9.61	-0.18	
DCA-1b-ol;GBA	4.8	4.81	0.01	4.91	0.11	
DCA-1b-ol;TBA	5.04	5.04	0	5.11	0.07	
HCA;BA	11.17	11.21	0.04	11.18	0.01	
HCA;GBA	7.01	7	-0.01	6.62	-0.39	
HCA;TBA	7.17	7.18	0.01	6.9	-0.27	
isoCA;BA	9.65	9.76	0.11	9.52	-0.13	
isoCA;GBA	4.85	4.86	0.01	4.95	0.1	
isoCA;TBA	5.11	5.13	0.02	5.19	0.08	
UCA;BA	8.02	8.13	0.11	8.06	0.04	
UCA;GBA	4.23	4.24	0.01	4.3	0.07	
UCA;TBA	4.41	4.42	0.01	4.49	0.08	
w-MCA;BA	9.77	9.82	0.05	9.58	-0.19	
w-MCA;GBA	4.54	4.53	-0.01	4.64	0.1	
w-MCA;TBA	4.83	4.81	-0.02	4.91	0.08	
12o-CA;BA	10.32	10.4	0.08	10.24	-0.08	
12o-CA;GBA	6	6.03	0.03	5.85	-0.15	
12o-CA;TBA	6.39	6.43	0.04	6.1	-0.29	
3o-CA;BA	11.37	11.45	0.08	11.42	0.05	
3o-CA;GBA	7.51	7.55	0.04	7.46	-0.05	
3o-CA;TBA	7.71	7.75	0.04	7.71	0	
7o-CA;BA	10.22	10.29	0.07	10.11	-0.11	
7o-CA;GBA	5.93	5.97	0.04	5.8	-0.13	
7o-CA;TBA	6.24	6.28	0.04	6.01	-0.23	
7o-HCA;BA	10.8	10.9	0.1	10.81	0.01	
7o-HCA;GBA	5.71	5.75	0.04	5.65	-0.06	
7o-HCA;TBA	6.07	6.13	0.06	5.91	-0.16	
7,12-2o-CA;BA	8.1	8.29	0.19	8.18	0.08	
7,12-2o-CA;BA-3S	5.01	5.11	0.1	5.17	0.16	
7,12-2o-CA;GBA	3.91	3.94	0.03	3.92	0.01	
7,12-2o-CA;GBA-3S	2.8	2.93	0.13	3.02	0.22	
7,12-2o-CA;TBA	4.05	4.08	0.03	4.09	0.04	
7,12-2o-CA;TBA-3S	2.8	2.92	0.12	3.01	0.21	
3,7,12-3o-CA;BA	8.2	8.48	0.28	8.31	0.11	
3,7,12-3o-CA;GBA	3.85	3.95	0.1	3.87	0.02	
3,7,12-3o-CA;TBA	3.99	4.08	0.09	4.03	0.04	
CA-6a-ol;BA	7.66	7.71	0.05	7.63	-0.03	
CA-6a-ol;GBA	3.89	3.87	-0.02	3.91	0.02	
CA-6a-ol;TBA	4.04	4.02	-0.02	4.09	0.05	
