All compounds together:
optimized t0: 0.7
optimized tD: 0.5
optimized time: [0.6, 1.1, 2.1, 5.5, 6.1, 7.9, 9.0, 17.1, 17.9]
optimized perB: [0.03, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.67, 0.98]
average/RMS error of calibration compounds after optimization: -0.007/0.039
average/RMS error of all compounds after optimization: 0.008/0.051
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.68
optimized tD: 0.58
optimized time: [0.4, 1.1, 2.0, 5.6, 5.9, 7.9, 8.9, 16.9, 17.9]
optimized perB: [0.07, 0.18, 0.25, 0.23, 0.32, 0.28, 0.35, 0.65, 0.98]
For compounds without sulfate: 
optimized t0: 0.63
optimized tD: 0.68
optimized time: [0.4, 0.9, 1.9, 5.5, 6.0, 7.9, 9.0, 16.9, 17.9]
optimized perB: [0.07, 0.22, 0.25, 0.23, 0.3, 0.3, 0.35, 0.65, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: 0.005/0.022
average/RMS error of all compounds after optimization: 0.03/0.094
name	actual RT	predict RT1	error1	predict RT2	error2
3o-LCA;TBA	12.89	12.89	0	12.89	0	
iso-d5-LCA;BA	15.27	15.26	-0.01	15.26	-0.01	
iso-d5-LCA;BA-3S	11.67	11.7	0.03	11.7	0.03	
iso-d5-LCA;GBA	10.56	10.55	-0.01	10.55	-0.01	
iso-d5-LCA;GBA-3S	7.12	7.16	0.04	7.22	0.1	
iso-d5-LCA;TBA	10.65	10.64	-0.01	10.64	-0.01	
iso-d5-LCA;TBA-3S	7.05	7.08	0.03	7.19	0.14	
3o-d4-LCA;BA	15.81	15.8	-0.01	15.8	-0.01	
3o-d4-LCA;GBA	11.3	11.3	0	11.3	0	
3o-d4-LCA;TBA	11.4	11.41	0.01	11.41	0.01	
12-epiDCA;BA	12.65	12.7	0.05	12.7	0.05	
12-epiDCA;BA-12S	9.56	9.58	0.02	9.72	0.16	
12-epiDCA;BA-3S	10.37	10.4	0.03	10.46	0.09	
12-epiDCA;GBA	8.66	8.69	0.03	8.69	0.03	
12-epiDCA;GBA-12S	4.2	4.18	-0.02	4.22	0.02	
12-epiDCA;GBA-3S	5.5	5.42	-0.08	5.87	0.37	
12-epiDCA;TBA	9.06	9.07	0.01	9.07	0.01	
12-epiDCA;TBA-12S	4.25	4.22	-0.03	4.27	0.02	
12-epiDCA;TBA-3S	5.14	5.08	-0.06	5.38	0.24	
3b-DCA;BA	12.64	12.7	0.06	12.7	0.06	
3b-DCA;BA-12S	9.86	9.85	-0.01	9.98	0.12	
3b-DCA;BA-3S	10.26	10.23	-0.03	10.31	0.05	
3b-DCA;GBA	8.43	8.44	0.01	8.44	0.01	
3b-DCA;GBA-12S	4.84	4.77	-0.07	4.94	0.1	
3b-DCA;GBA-3S	5.27	5.16	-0.11	5.52	0.25	
3b-DCA;TBA	8.71	8.7	-0.01	8.7	-0.01	
3b-DCA;TBA-12S	4.6	4.54	-0.06	4.65	0.05	
3b-DCA;TBA-3S	5.22	5.11	-0.11	5.46	0.24	
alloCDCA;BA	13.96	13.99	0.03	13.99	0.03	
alloCDCA;BA-3S	11.08	11.11	0.03	11.13	0.05	
alloCDCA;BA-7S	11.56	11.58	0.02	11.58	0.02	
alloCDCA;GBA	10.53	10.54	0.01	10.54	0.01	
alloCDCA;GBA-3S	7.03	7.04	0.01	7.19	0.16	
alloCDCA;GBA-7S	7.62	7.64	0.02	7.51	-0.11	
alloCDCA;TBA	10.66	10.67	0.01	10.67	0.01	
alloCDCA;TBA-3S	6.99	6.98	-0.01	7.17	0.18	
alloCDCA;TBA-7S	7.5	7.51	0.01	7.44	-0.06	
alloUDCA;BA	12.19	12.25	0.06	12.25	0.06	
alloUDCA;BA-3S	8.62	8.62	0	8.45	-0.17	
alloUDCA;BA-7S	10.32	10.33	0.01	10.39	0.07	
alloUDCA;GBA	7.68	7.71	0.03	7.71	0.03	
alloUDCA;GBA-3S	3.73	3.74	0.01	3.72	-0.01	
alloUDCA;GBA-7S	5.44	5.29	-0.15	5.71	0.27	
alloUDCA;TBA	7.93	7.95	0.02	7.95	0.02	
alloUDCA;TBA-3S	3.72	3.72	0	3.71	-0.01	
alloUDCA;TBA-7S	5.34	5.2	-0.14	5.58	0.24	
CDCA;BA	14.04	14.12	0.08	14.12	0.08	
CDCA;BA-3S	11.17	11.19	0.02	11.2	0.03	
CDCA;BA-7S	11.28	11.3	0.02	11.31	0.03	
CDCA;GBA	10.67	10.67	0	10.67	0	
CDCA;GBA-3S	7.12	7.15	0.03	7.22	0.1	
CDCA;GBA-7S	7.37	7.39	0.02	7.36	-0.01	
CDCA;TBA	10.8	10.8	0	10.8	0	
CDCA;TBA-3S	7.07	7.09	0.02	7.2	0.13	
CDCA;TBA-7S	7.28	7.31	0.03	7.31	0.03	
DCA;BA	14.29	14.33	0.04	14.33	0.04	
DCA;BA-3S	11.29	11.3	0.01	11.31	0.02	
DCA;BA-12S	11.51	11.53	0.02	11.53	0.02	
DCA;GBA	11.04	11.05	0.01	11.05	0.01	
DCA;GBA-3S	7.34	7.37	0.03	7.34	0	
DCA;GBA-12S	7.93	7.93	0	7.73	-0.2	
DCA;TBA	11.16	11.16	0	11.16	0	
DCA;TBA-3S	7.29	7.32	0.03	7.3	0.01	
DCA;TBA-12S	7.74	7.74	0	7.59	-0.15	
HDCA;BA	12.15	12.19	0.04	12.19	0.04	
HDCA;BA-6S	8.8	8.82	0.02	8.69	-0.11	
HDCA;BA-3S	10.22	10.23	0.01	10.3	0.08	
HDCA;GBA	7.84	7.84	0	7.84	0	
HDCA;GBA-6S	3.69	3.69	0	3.67	-0.02	
HDCA;GBA-3S	4.81	4.7	-0.11	4.88	0.07	
HDCA;TBA	8.09	8.08	-0.01	8.08	-0.01	
HDCA;TBA-6S	3.68	3.67	-0.01	3.66	-0.02	
HDCA;TBA-3S	4.74	4.62	-0.12	4.78	0.04	
isoCDCA;BA	12.59	12.64	0.05	12.64	0.05	
isoCDCA;BA-7S	10.07	10.06	-0.01	10.16	0.09	
isoCDCA;BA-3S	10.2	10.21	0.01	10.29	0.09	
isoCDCA;GBA	7.96	7.97	0.01	7.97	0.01	
isoCDCA;GBA-7S	4.61	4.57	-0.04	4.68	0.07	
isoCDCA;GBA-3S	4.84	4.76	-0.08	4.96	0.12	
isoCDCA;TBA	8.21	8.2	-0.01	8.2	-0.01	
isoCDCA;TBA-7S	4.44	4.37	-0.07	4.45	0.01	
isoCDCA;TBA-3S	4.75	4.67	-0.08	4.85	0.1	
isoDCA;BA	15.96	16	0.04	16	0.04	
isoDCA;GBA	12.43	12.44	0.01	12.44	0.01	
isoDCA;TBA	12.55	12.57	0.02	12.57	0.02	
isoHDCA;BA	11.69	11.74	0.05	11.74	0.05	
isoHDCA;BA-6S	9.63	9.63	0	9.77	0.14	
isoHDCA;BA-3S	9.68	9.68	0	9.82	0.14	
isoHDCA;GBA	6.64	6.51	-0.13	6.51	-0.13	
isoHDCA;GBA-6S	3.67	3.69	0.02	3.68	0.01	
isoHDCA;GBA-3S	4.04	4	-0.04	4.02	-0.02	
isoHDCA;TBA	6.97	6.96	-0.01	6.96	-0.01	
isoHDCA;TBA-6S	3.65	3.66	0.01	3.64	-0.01	
isoHDCA;TBA-3S	4.02	3.97	-0.05	3.99	-0.03	
isoUDCA;BA	11.38	11.46	0.08	11.46	0.08	
isoUDCA;BA-3S	7.84	7.89	0.05	7.77	-0.07	
isoUDCA;BA-7S	9.24	9.24	0	9.31	0.07	
isoUDCA;GBA	5.71	5.68	-0.03	5.68	-0.03	
isoUDCA;GBA-3S	3.33	3.4	0.07	3.38	0.05	
isoUDCA;GBA-7S	3.84	3.88	0.04	3.88	0.04	
isoUDCA;TBA	6.2	6.15	-0.05	6.15	-0.05	
isoUDCA;TBA-3S	3.33	3.4	0.07	3.38	0.05	
isoUDCA;TBA-7S	3.77	3.79	0.02	3.78	0.01	
MDCA;BA	11.29	11.36	0.07	11.36	0.07	
MDCA;BA-6S	7.83	7.87	0.04	7.74	-0.09	
MDCA;BA-3S	8.3	8.33	0.03	8.16	-0.14	
MDCA;GBA	6.05	6.01	-0.04	6.01	-0.04	
MDCA;GBA-6S	3.29	3.37	0.08	3.34	0.05	
MDCA;GBA-3S	3.45	3.49	0.04	3.47	0.02	
MDCA;TBA	6.54	6.49	-0.05	6.49	-0.05	
MDCA;TBA-6S	3.29	3.36	0.07	3.34	0.05	
MDCA;TBA-3S	3.43	3.47	0.04	3.45	0.02	
UDCA;BA	11.98	12.03	0.05	12.03	0.05	
UDCA;BA-3S	8.79	8.8	0.01	8.66	-0.13	
UDCA;BA-7S	10.14	10.14	0	10.23	0.09	
UDCA;GBA	7.68	7.7	0.02	7.7	0.02	
UDCA;GBA-3S	3.85	3.86	0.01	3.86	0.01	
UDCA;GBA-7S	5.28	5.22	-0.06	5.59	0.31	
UDCA;TBA	7.92	7.94	0.02	7.94	0.02	
UDCA;TBA-3S	3.84	3.84	0	3.84	0	
UDCA;TBA-7S	5.21	5.14	-0.07	5.48	0.27	
12o-DCA;BA	12.99	13.04	0.05	13.04	0.05	
12o-DCA;BA-3S	9.94	9.96	0.02	10.08	0.14	
12o-DCA;GBA	9.46	9.45	-0.01	9.45	-0.01	
12o-DCA;GBA-3S	4.68	4.64	-0.04	4.78	0.1	
12o-DCA;TBA	9.69	9.67	-0.02	9.67	-0.02	
12o-DCA;TBA-3S	4.61	4.58	-0.03	4.71	0.1	
3o-CDCA;BA	14.23	14.29	0.06	14.29	0.06	
3o-CDCA;BA-7S	11.07	11.11	0.04	11.13	0.06	
3o-CDCA;GBA	10.51	10.52	0.01	10.52	0.01	
3o-CDCA;GBA-7S	6.98	6.98	0	7.19	0.21	
3o-CDCA;TBA	10.67	10.69	0.02	10.69	0.02	
3o-CDCA;TBA-7S	6.89	6.85	-0.04	7.16	0.27	
3o-DCA;BA	14.19	14.18	-0.01	14.18	-0.01	
3o-DCA;BA-12S	11.14	11.17	0.03	11.19	0.05	
3o-DCA;GBA	10.73	10.75	0.02	10.75	0.02	
3o-DCA;GBA-12S	7.31	7.37	0.06	7.36	0.05	
3o-DCA;TBA	10.87	10.89	0.02	10.89	0.02	
3o-DCA;TBA-12S	7.17	7.25	0.08	7.28	0.11	
3o-HDCA;BA	12.53	12.59	0.06	12.59	0.06	
3o-HDCA;BA-6S	9.67	9.71	0.04	9.85	0.18	
3o-HDCA;GBA	7.9	7.94	0.04	7.94	0.04	
3o-HDCA;GBA-6S	3.88	3.91	0.03	3.91	0.03	
3o-HDCA;TBA	8.18	8.21	0.03	8.21	0.03	
3o-HDCA;TBA-6S	3.88	3.9	0.02	3.9	0.02	
6o-alloMDCA;BA	12.72	12.77	0.05	12.77	0.05	
6o-alloMDCA;BA-3S	9.93	9.94	0.01	10.06	0.13	
6o-alloMDCA;GBA	8.21	8.23	0.02	8.23	0.02	
6o-alloMDCA;GBA-3S	4.38	4.36	-0.02	4.43	0.05	
6o-alloMDCA;TBA	8.5	8.5	0	8.5	0	
6o-alloMDCA;TBA-3S	4.33	4.31	-0.02	4.38	0.05	
6o-HDCA;BA	12.36	12.43	0.07	12.43	0.07	
6o-HDCA;BA-3S	9.95	9.95	0	10.07	0.12	
6o-HDCA;GBA	7.94	7.97	0.03	7.97	0.03	
6o-HDCA;GBA-3S	4.42	4.38	-0.04	4.46	0.04	
6o-HDCA;TBA	8.21	8.22	0.01	8.22	0.01	
6o-HDCA;TBA-3S	4.38	4.34	-0.04	4.41	0.03	
7o-CDCA;BA	12.83	12.88	0.05	12.88	0.05	
7o-CDCA;BA-3S	10.19	10.22	0.03	10.3	0.11	
7o-CDCA;GBA	8.84	8.84	0	8.84	0	
7o-CDCA;GBA-3S	4.8	4.76	-0.04	4.95	0.15	
7o-CDCA;TBA	9.11	9.1	-0.01	9.1	-0.01	
7o-CDCA;TBA-3S	4.67	4.64	-0.03	4.79	0.12	
apoCA;BA	13.08	13.13	0.05	13.13	0.05	
apoCA;GBA	9.92	9.89	-0.03	9.89	-0.03	
apoCA;TBA	10.06	10.04	-0.02	10.04	-0.02	
12o-d9-DCA;BA	12.41	12.47	0.06	12.47	0.06	
12o-d9-DCA;BA-3S	9.37	9.39	0.02	9.52	0.15	
12o-d9-DCA;GBA	8.29	8.3	0.01	8.3	0.01	
12o-d9-DCA;GBA-3S	4.13	4.13	0	4.16	0.03	
12o-d9-DCA;TBA	8.54	8.54	0	8.54	0	
12o-d9-DCA;TBA-3S	4.07	4.07	0	4.1	0.03	
3,12-2o-DCA;BA	13.04	13.1	0.06	13.1	0.06	
3,12-2o-DCA;GBA	9.01	9.05	0.04	9.05	0.04	
3,12-2o-DCA;TBA	9.33	9.35	0.02	9.35	0.02	
3,6-2o-HDCA;BA	13.15	13.22	0.07	13.22	0.07	
3,6-2o-HDCA;GBA	8.7	8.76	0.06	8.76	0.06	
3,6-2o-HDCA;TBA	9.08	9.12	0.04	9.12	0.04	
3,7-2o-CDCA;BA	13.2	13.27	0.07	13.27	0.07	
3,7-2o-CDCA;GBA	8.81	8.88	0.07	8.88	0.07	
3,7-2o-CDCA;TBA	9.12	9.19	0.07	9.19	0.07	
3o-d4-CDCA;BA	12.29	12.35	0.06	12.35	0.06	
iso-d5-7o-CDCA;BA	11.68	11.76	0.08	11.76	0.08	
iso-d5-7o-CDCA;BA-3S	9.48	9.5	0.02	9.63	0.15	
iso-d5-7o-CDCA;GBA	6.42	6.37	-0.05	6.37	-0.05	
iso-d5-7o-CDCA;TBA	6.83	6.81	-0.02	6.81	-0.02	
12-epiCA;BA	7.9	7.99	0.09	7.99	0.09	
12-epiCA;GBA	3.89	3.93	0.04	3.93	0.04	
12-epiCA;TBA	4.04	4.07	0.03	4.07	0.03	
alloCA;BA	9.35	9.34	-0.01	9.34	-0.01	
alloCA;GBA	8.73	8.71	-0.02	8.71	-0.02	
alloCA;TBA	8.9	8.88	-0.02	8.88	-0.02	
a-MCA;BA	10.4	10.46	0.06	10.46	0.06	
a-MCA;GBA	4.96	4.94	-0.02	4.94	-0.02	
a-MCA;TBA	5.15	5.1	-0.05	5.1	-0.05	
b-MCA;BA	10.08	10.13	0.05	10.13	0.05	
b-MCA;GBA	4.84	4.8	-0.04	4.8	-0.04	
b-MCA;TBA	5.31	5.25	-0.06	5.25	-0.06	
CA;BA	11.73	11.77	0.04	11.77	0.04	
CA;BA-7S	8.63	8.62	-0.01	8.45	-0.18	
CA;BA-3S	9.18	9.16	-0.02	9.17	-0.01	
CA;GBA	8.23	8.22	-0.01	8.22	-0.01	
CA;GBA-3S	4.44	4.37	-0.07	4.44	0	
CA;TBA	8.48	8.45	-0.03	8.45	-0.03	
CA;TBA-3S	4.41	4.33	-0.08	4.4	-0.01	
DCA-1b-ol;BA	9.79	9.82	0.03	9.82	0.03	
DCA-1b-ol;GBA	4.8	4.79	-0.01	4.79	-0.01	
DCA-1b-ol;TBA	5.04	5	-0.04	5	-0.04	
HCA;BA	11.17	11.21	0.04	11.21	0.04	
HCA;GBA	7.01	7.02	0.01	7.02	0.01	
HCA;TBA	7.17	7.22	0.05	7.22	0.05	
isoCA;BA	9.65	9.73	0.08	9.73	0.08	
isoCA;GBA	4.85	4.83	-0.02	4.83	-0.02	
isoCA;TBA	5.11	5.09	-0.02	5.09	-0.02	
UCA;BA	8.02	8.1	0.08	8.1	0.08	
UCA;GBA	4.23	4.24	0.01	4.24	0.01	
UCA;TBA	4.41	4.41	0	4.41	0	
w-MCA;BA	9.77	9.79	0.02	9.79	0.02	
w-MCA;GBA	4.54	4.52	-0.02	4.52	-0.02	
w-MCA;TBA	4.83	4.79	-0.04	4.79	-0.04	
12o-CA;BA	10.32	10.38	0.06	10.38	0.06	
12o-CA;GBA	6	5.94	-0.06	5.94	-0.06	
12o-CA;TBA	6.39	6.31	-0.08	6.31	-0.08	
3o-CA;BA	11.37	11.45	0.08	11.45	0.08	
3o-CA;GBA	7.51	7.57	0.06	7.57	0.06	
3o-CA;TBA	7.71	7.76	0.05	7.76	0.05	
7o-CA;BA	10.22	10.27	0.05	10.27	0.05	
7o-CA;GBA	5.93	5.88	-0.05	5.88	-0.05	
7o-CA;TBA	6.24	6.18	-0.06	6.18	-0.06	
7o-HCA;BA	10.8	10.89	0.09	10.89	0.09	
7o-HCA;GBA	5.71	5.67	-0.04	5.67	-0.04	
7o-HCA;TBA	6.07	6.03	-0.04	6.03	-0.04	
7,12-2o-CA;BA	8.1	8.24	0.14	8.24	0.14	
7,12-2o-CA;BA-3S	5.01	5.07	0.06	5.27	0.26	
7,12-2o-CA;GBA	3.91	3.96	0.05	3.96	0.05	
7,12-2o-CA;GBA-3S	2.8	2.99	0.19	2.99	0.19	
7,12-2o-CA;TBA	4.05	4.09	0.04	4.09	0.04	
7,12-2o-CA;TBA-3S	2.8	2.99	0.19	2.99	0.19	
3,7,12-3o-CA;BA	8.2	8.42	0.22	8.42	0.22	
3,7,12-3o-CA;GBA	3.85	3.96	0.11	3.96	0.11	
3,7,12-3o-CA;TBA	3.99	4.09	0.1	4.09	0.1	
CA-6a-ol;BA	7.66	7.71	0.05	7.71	0.05	
CA-6a-ol;GBA	3.89	3.9	0.01	3.9	0.01	
CA-6a-ol;TBA	4.04	4.03	-0.01	4.03	-0.01	
