All compounds together:
optimized t0: 0.57
optimized tD: 0.28
optimized time: [0.4, 13.6, 15.4, 18.0]
optimized perB: [0.2, 0.4, 0.58, 0.72]
average/RMS error of calibration compounds after optimization: 0.013/0.045
average/RMS error of all compounds after optimization: 0.008/0.06
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.56
optimized tD: 0.28
optimized time: [0.4, 13.6, 15.4, 17.9]
optimized perB: [0.2, 0.4, 0.62, 0.68]
For compounds without sulfate: 
optimized t0: 0.56
optimized tD: 0.37
optimized time: [0.4, 13.6, 15.4, 18.1]
optimized perB: [0.2, 0.4, 0.6, 0.68]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.002/0.029
average/RMS error of all compounds after optimization: 0.001/0.05
name	actual RT	predict RT1	error1	predict RT2	error2
alloCDCA;GBA	9.96	9.92	-0.04	9.95	-0.01	
alloCDCA;GBA-3S	5.85	5.89	0.04	5.85	0	
alloCDCA;GBA-7S	6.74	6.76	0.02	6.72	-0.02	
alloCDCA;TBA	10.19	10.16	-0.03	10.19	0	
alloCDCA;TBA-3S	5.78	5.82	0.04	5.78	0	
alloCDCA;TBA-7S	6.59	6.59	0	6.55	-0.04	
alloUDCA;BA	12.71	12.75	0.04	12.77	0.06	
alloUDCA;BA-3S	7.64	7.71	0.07	7.67	0.03	
alloUDCA;BA-7S	9.51	9.55	0.04	9.5	-0.01	
alloUDCA;GBA	6.77	6.73	-0.04	6.76	-0.01	
alloUDCA;GBA-3S	3.14	3.18	0.04	3.14	0	
alloUDCA;GBA-7S	4.79	4.81	0.02	4.77	-0.02	
alloUDCA;TBA	7.05	7.02	-0.03	7.05	0	
alloUDCA;TBA-3S	3.14	3.19	0.05	3.16	0.02	
alloUDCA;TBA-7S	4.72	4.76	0.04	4.72	0	
CDCA;BA	15.52	15.58	0.06	15.58	0.06	
CDCA;BA-3S	11.08	11.12	0.04	11.06	-0.02	
CDCA;BA-7S	11.32	11.31	-0.01	11.26	-0.06	
CDCA;GBA	10.19	10.13	-0.06	10.17	-0.02	
CDCA;GBA-3S	5.97	6.01	0.04	5.97	0	
CDCA;GBA-7S	6.4	6.38	-0.02	6.34	-0.06	
CDCA;TBA	10.44	10.38	-0.06	10.41	-0.03	
CDCA;TBA-3S	5.9	5.94	0.04	5.9	0	
CDCA;TBA-7S	6.26	6.26	0	6.22	-0.04	
DCA;BA	15.69	15.71	0.02	15.7	0.01	
DCA;BA-3S	11.3	11.34	0.04	11.29	-0.01	
DCA;BA-12S	11.72	11.73	0.01	11.67	-0.05	
DCA;GBA	10.87	10.8	-0.07	10.83	-0.04	
DCA;GBA-3S	6.34	6.37	0.03	6.33	-0.01	
DCA;GBA-12S	7.08	7.09	0.01	7.04	-0.04	
DCA;TBA	11.09	11.03	-0.06	11.06	-0.03	
DCA;TBA-3S	6.26	6.29	0.03	6.25	-0.01	
DCA;TBA-12S	6.87	6.88	0.01	6.84	-0.03	
HDCA;BA	12.74	12.78	0.04	12.8	0.06	
HDCA;BA-6S	7.79	7.87	0.08	7.82	0.03	
HDCA;BA-3S	9.32	9.4	0.08	9.35	0.03	
HDCA;GBA	6.97	6.94	-0.03	6.98	0.01	
HDCA;GBA-6S	3.06	3.09	0.03	3.06	0	
HDCA;GBA-3S	4.34	4.36	0.02	4.32	-0.02	
HDCA;TBA	7.24	7.22	-0.02	7.26	0.02	
HDCA;TBA-6S	3.07	3.11	0.04	3.08	0.01	
HDCA;TBA-3S	4.29	4.32	0.03	4.29	0	
isoCDCA;BA	13.52	13.5	-0.02	13.52	0	
isoCDCA;BA-7S	9.11	9.13	0.02	9.08	-0.03	
isoCDCA;BA-3S	9.3	9.39	0.09	9.34	0.04	
isoCDCA;GBA	7.11	7.06	-0.05	7.09	-0.02	
isoCDCA;GBA-7S	4.16	4.15	-0.01	4.12	-0.04	
isoCDCA;GBA-3S	4.36	4.43	0.07	4.4	0.04	
isoCDCA;TBA	7.36	7.31	-0.05	7.34	-0.02	
isoCDCA;TBA-7S	4.01	4.01	0	3.98	-0.03	
isoCDCA;TBA-3S	4.32	4.39	0.07	4.35	0.03	
isoDCA;BA	16.7	16.74	0.04	16.65	-0.05	
isoDCA;GBA	13.5	13.43	-0.07	13.45	-0.05	
isoDCA;TBA	13.77	13.71	-0.06	13.74	-0.03	
isoHDCA;BA	11.85	11.85	0	11.88	0.03	
isoHDCA;BA-6S	8.53	8.57	0.04	8.52	-0.01	
isoHDCA;BA-3S	8.53	8.65	0.12	8.6	0.07	
isoHDCA;GBA	5.53	5.49	-0.04	5.53	0	
isoHDCA;GBA-6S	3.02	3.06	0.04	3.03	0.01	
isoHDCA;GBA-3S	3.56	3.64	0.08	3.6	0.04	
isoHDCA;TBA	5.81	5.77	-0.04	5.81	0	
isoHDCA;TBA-6S	3.01	3.06	0.05	3.03	0.02	
isoHDCA;TBA-3S	3.56	3.63	0.07	3.6	0.04	
isoUDCA;BA	11.2	11.23	0.03	11.26	0.06	
isoUDCA;BA-3S	6.86	6.96	0.1	6.92	0.06	
isoUDCA;BA-7S	8.14	8.19	0.05	8.14	0	
isoUDCA;GBA	4.99	4.93	-0.06	4.96	-0.03	
isoUDCA;GBA-3S	2.4	2.44	0.04	2.41	0.01	
isoUDCA;GBA-7S	3.26	3.27	0.01	3.24	-0.02	
isoUDCA;TBA	5.29	5.25	-0.04	5.28	-0.01	
isoUDCA;TBA-3S	2.42	2.47	0.05	2.44	0.02	
isoUDCA;TBA-7S	3.18	3.21	0.03	3.18	0	
MDCA;BA	11.02	11.07	0.05	11.09	0.07	
MDCA;BA-6S	6.85	6.94	0.09	6.89	0.04	
MDCA;BA-3S	7.33	7.43	0.1	7.38	0.05	
MDCA;GBA	5.2	5.16	-0.04	5.19	-0.01	
MDCA;GBA-6S	2.32	2.35	0.03	2.32	0	
MDCA;GBA-3S	2.64	2.57	-0.07	2.53	-0.11	
MDCA;TBA	5.48	5.45	-0.03	5.48	0	
MDCA;TBA-6S	2.33	2.37	0.04	2.34	0.01	
MDCA;TBA-3S	2.62	2.61	-0.01	2.57	-0.05	
UDCA;BA	12.31	12.33	0.02	12.35	0.04	
UDCA;BA-3S	7.77	7.85	0.08	7.8	0.03	
UDCA;BA-7S	9.21	9.26	0.05	9.21	0	
UDCA;GBA	6.77	6.72	-0.05	6.75	-0.02	
UDCA;GBA-3S	3.3	3.34	0.04	3.3	0	
UDCA;GBA-7S	4.69	4.73	0.04	4.69	0	
UDCA;TBA	7.04	7.01	-0.03	7.05	0.01	
UDCA;TBA-3S	3.29	3.35	0.06	3.31	0.02	
UDCA;TBA-7S	4.64	4.69	0.05	4.65	0.01	
12o-DCA;BA	14.27	14.3	0.03	14.31	0.04	
12o-DCA;BA-3S	8.9	8.99	0.09	8.93	0.03	
12o-DCA;GBA	8.4	8.37	-0.03	8.4	0	
12o-DCA;GBA-3S	4.23	4.27	0.04	4.23	0	
12o-DCA;TBA	8.64	8.6	-0.04	8.63	-0.01	
12o-DCA;TBA-3S	4.19	4.24	0.05	4.2	0.01	
3o-CDCA;BA	15.61	15.68	0.07	15.68	0.07	
3o-CDCA;BA-7S	10.83	10.88	0.05	10.83	0	
3o-CDCA;GBA	9.83	9.81	-0.02	9.85	0.02	
3o-CDCA;GBA-7S	5.77	5.8	0.03	5.76	-0.01	
3o-CDCA;TBA	10.11	10.1	-0.01	10.13	0.02	
3o-CDCA;TBA-7S	5.66	5.7	0.04	5.66	0	
3o-DCA;BA	15.58	15.6	0.02	15.6	0.02	
3o-DCA;BA-12S	10.95	10.98	0.03	10.92	-0.03	
3o-DCA;GBA	10.23	10.2	-0.03	10.23	0	
3o-DCA;GBA-12S	6.29	6.31	0.02	6.27	-0.02	
3o-DCA;TBA	10.48	10.45	-0.03	10.48	0	
3o-DCA;TBA-12S	6.08	6.12	0.04	6.08	0	
3o-HDCA;BA	13.36	13.42	0.06	13.44	0.08	
3o-HDCA;BA-6S	8.52	8.65	0.13	8.6	0.08	
3o-HDCA;GBA	7	7.02	0.02	7.05	0.05	
3o-HDCA;GBA-6S	3.3	3.37	0.07	3.33	0.03	
3o-HDCA;TBA	7.3	7.31	0.01	7.35	0.05	
3o-HDCA;TBA-6S	3.32	3.39	0.07	3.36	0.04	
6o-alloMDCA;BA	13.71	13.76	0.05	13.77	0.06	
6o-alloMDCA;BA-3S	8.88	8.98	0.1	8.93	0.05	
6o-alloMDCA;GBA	7.33	7.31	-0.02	7.35	0.02	
6o-alloMDCA;GBA-3S	3.98	4.02	0.04	3.98	0	
6o-alloMDCA;TBA	7.6	7.59	-0.01	7.63	0.03	
6o-alloMDCA;TBA-3S	3.96	4.02	0.06	3.98	0.02	
6o-HDCA;BA	13	13.12	0.12	13.14	0.14	
6o-HDCA;BA-3S	8.9	8.99	0.09	8.94	0.04	
6o-HDCA;GBA	7.05	7.05	0	7.08	0.03	
6o-HDCA;GBA-3S	3.99	4.04	0.05	4	0.01	
6o-HDCA;TBA	7.32	7.32	0	7.35	0.03	
6o-HDCA;TBA-3S	3.97	4.03	0.06	3.99	0.02	
7o-CDCA;BA	13.97	13.99	0.02	14.01	0.04	
7o-CDCA;BA-3S	9.29	9.37	0.08	9.32	0.03	
7o-CDCA;GBA	7.89	7.87	-0.02	7.9	0.01	
7o-CDCA;GBA-3S	4.32	4.38	0.06	4.34	0.02	
7o-CDCA;TBA	8.11	8.08	-0.03	8.11	0	
7o-CDCA;TBA-3S	4.23	4.3	0.07	4.26	0.03	
apoCA;BA	14.52	14.57	0.05	14.59	0.07	
apoCA;GBA	8.96	8.9	-0.06	8.94	-0.02	
apoCA;TBA	9.17	9.12	-0.05	9.15	-0.02	
12o-d9-DCA;BA	13.08	13.16	0.08	13.17	0.09	
12o-d9-DCA;BA-3S	8.24	8.33	0.09	8.28	0.04	
12o-d9-DCA;GBA	7.4	7.37	-0.03	7.41	0.01	
12o-d9-DCA;GBA-3S	3.66	3.7	0.04	3.67	0.01	
12o-d9-DCA;TBA	7.63	7.6	-0.03	7.64	0.01	
12o-d9-DCA;TBA-3S	3.61	3.67	0.06	3.63	0.02	
3,12-2o-DCA;BA	14.18	14.26	0.08	14.27	0.09	
3,12-2o-DCA;GBA	7.98	7.97	-0.01	8	0.02	
3,12-2o-DCA;TBA	8.24	8.23	-0.01	8.26	0.02	
3,6-2o-HDCA;BA	14.41	14.57	0.16	14.59	0.18	
3,6-2o-HDCA;GBA	7.7	7.74	0.04	7.77	0.07	
3,6-2o-HDCA;TBA	8	8.05	0.05	8.08	0.08	
3,7-2o-CDCA;BA	14.48	14.62	0.14	14.64	0.16	
3,7-2o-CDCA;GBA	7.8	7.84	0.04	7.87	0.07	
3,7-2o-CDCA;TBA	8.05	8.1	0.05	8.13	0.08	
3o-d4-CDCA;BA	13.09	12.95	-0.14	12.97	-0.12	
iso-d5-7o-CDCA;BA	11.75	11.79	0.04	11.81	0.06	
iso-d5-7o-CDCA;BA-3S	8.31	8.44	0.13	8.39	0.08	
iso-d5-7o-CDCA;GBA	5.41	5.39	-0.02	5.42	0.01	
iso-d5-7o-CDCA;TBA	5.65	5.64	-0.01	5.67	0.02	
12-epiCA;BA	6.96	6.94	-0.02	6.96	0	
12-epiCA;GBA	3.26	3.21	-0.05	3.22	-0.04	
12-epiCA;TBA	3.46	3.41	-0.05	3.43	-0.03	
alloCA;BA	8.26	8.25	-0.01	8.28	0.02	
alloCA;GBA	7.79	7.77	-0.02	7.81	0.02	
alloCA;TBA	7.93	7.91	-0.02	7.95	0.02	
a-MCA;BA	9.55	9.6	0.05	9.62	0.07	
a-MCA;GBA	4.41	4.37	-0.04	4.4	-0.01	
a-MCA;TBA	4.58	4.55	-0.03	4.58	0	
b-MCA;BA	9.11	9.12	0.01	9.15	0.04	
b-MCA;GBA	4.32	4.28	-0.04	4.31	-0.01	
b-MCA;TBA	4.68	4.65	-0.03	4.68	0	
CA;BA	11.95	11.95	0	11.97	0.02	
CA;BA-7S	7.7	7.72	0.02	7.67	-0.03	
CA;BA-3S	8.1	8.15	0.05	8.1	0	
CA;GBA	7.39	7.34	-0.05	7.38	-0.01	
CA;GBA-3S	4.04	4.03	-0.01	3.99	-0.05	
CA;TBA	7.6	7.57	-0.03	7.61	0.01	
CA;TBA-3S	4.02	4.01	-0.01	3.97	-0.05	
DCA-1b-ol;BA	8.73	8.73	0	8.76	0.03	
DCA-1b-ol;GBA	4.32	4.28	-0.04	4.3	-0.02	
DCA-1b-ol;TBA	4.53	4.47	-0.06	4.5	-0.03	
HCA;BA	10.91	10.92	0.01	10.94	0.03	
HCA;GBA	5.86	5.83	-0.03	5.86	0	
HCA;TBA	6.12	6.07	-0.05	6.11	-0.01	
isoCA;BA	8.58	8.6	0.02	8.63	0.05	
isoCA;GBA	4.35	4.31	-0.04	4.34	-0.01	
isoCA;TBA	4.57	4.54	-0.03	4.57	0	
UCA;BA	7.09	7.08	-0.01	7.1	0.01	
UCA;GBA	3.68	3.62	-0.06	3.64	-0.04	
UCA;TBA	3.88	3.82	-0.06	3.84	-0.04	
w-MCA;BA	8.7	8.7	0	8.72	0.02	
w-MCA;GBA	4.06	4	-0.06	4.03	-0.03	
w-MCA;TBA	4.33	4.28	-0.05	4.3	-0.03	
12o-CA;BA	9.5	9.47	-0.03	9.49	-0.01	
12o-CA;GBA	5.18	5.13	-0.05	5.16	-0.02	
12o-CA;TBA	5.41	5.36	-0.05	5.39	-0.02	
3o-CA;BA	11.16	11.23	0.07	11.25	0.09	
3o-CA;GBA	6.57	6.55	-0.02	6.59	0.02	
3o-CA;TBA	6.81	6.79	-0.02	6.83	0.02	
7o-CA;BA	9.3	9.3	0	9.33	0.03	
7o-CA;GBA	5.13	5.08	-0.05	5.11	-0.02	
7o-CA;TBA	5.31	5.27	-0.04	5.3	-0.01	
7o-HCA;BA	10.19	10.24	0.05	10.27	0.08	
7o-HCA;GBA	4.97	4.94	-0.03	4.97	0	
7o-HCA;TBA	5.2	5.18	-0.02	5.21	0.01	
7,12-2o-CA;BA	7.11	7.16	0.05	7.18	0.07	
7,12-2o-CA;BA-3S	4.32	4.4	0.08	4.36	0.04	
7,12-2o-CA;GBA	3.19	3.17	-0.02	3.19	0	
7,12-2o-CA;GBA-3S	1.3	1.33	0.03	1.3	0	
7,12-2o-CA;TBA	3.38	3.36	-0.02	3.38	0	
7,12-2o-CA;TBA-3S	1.29	1.32	0.03	1.3	0.01	
3,7,12-3o-CA;BA	7.13	7.23	0.1	7.25	0.12	
3,7,12-3o-CA;GBA	3	3.03	0.03	3.03	0.03	
3,7,12-3o-CA;TBA	3.2	3.21	0.01	3.21	0.01	
CA-6a-ol;BA	6.7	6.69	-0.01	6.72	0.02	
CA-6a-ol;GBA	3.29	3.26	-0.03	3.29	0	
CA-6a-ol;TBA	3.48	3.46	-0.02	3.48	0	
