All compounds together:
optimized t0: 0.62
optimized tD: 0.35
optimized time: [0.6, 1.0, 2.1, 5.4, 6.0, 8.0, 9.0, 17.0, 17.9]
optimized perB: [0.03, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
average/RMS error of calibration compounds after optimization: -0.002/0.012
average/RMS error of all compounds after optimization: 0.009/0.037
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.62
optimized tD: 0.36
optimized time: [0.4, 1.0, 2.1, 5.4, 6.0, 8.0, 9.0, 17.0, 17.9]
optimized perB: [0.07, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
For compounds without sulfate: 
optimized t0: 0.64
optimized tD: 0.28
optimized time: [0.4, 1.1, 2.0, 5.4, 6.0, 7.9, 9.0, 17.0, 17.9]
optimized perB: [0.07, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: 0/0.012
average/RMS error of all compounds after optimization: 0.012/0.046
name	actual RT	predict RT1	error1	predict RT2	error2
12o-DCA;TBA	9.03	9.08	0.05	9.1	0.07	
12o-DCA;TBA-3S	4	4.01	0.01	4.01	0.01	
3o-CDCA;BA	13.92	13.94	0.02	13.95	0.03	
3o-CDCA;BA-7S	10.72	10.71	-0.01	10.72	0	
3o-CDCA;GBA	10.08	10.09	0.01	10.07	-0.01	
3o-CDCA;GBA-7S	6.15	6.26	0.11	6.25	0.1	
3o-CDCA;TBA	10.26	10.26	0	10.24	-0.02	
3o-CDCA;TBA-7S	5.96	6.06	0.1	6.06	0.1	
3o-DCA;BA	13.83	13.82	-0.01	13.83	0	
3o-DCA;BA-12S	10.78	10.77	-0.01	10.78	0	
3o-DCA;GBA	10.33	10.33	0	10.31	-0.02	
3o-DCA;GBA-12S	6.88	6.87	-0.01	6.88	0	
3o-DCA;TBA	10.48	10.48	0	10.46	-0.02	
3o-DCA;TBA-12S	6.67	6.72	0.05	6.73	0.06	
3o-HDCA;BA	12.2	12.19	-0.01	12.19	-0.01	
3o-HDCA;BA-6S	9.12	9.15	0.03	9.16	0.04	
3o-HDCA;GBA	7.38	7.37	-0.01	7.38	0	
3o-HDCA;GBA-6S	3.42	3.41	-0.01	3.41	-0.01	
3o-HDCA;TBA	7.64	7.62	-0.02	7.63	-0.01	
3o-HDCA;TBA-6S	3.42	3.41	-0.01	3.41	-0.01	
6o-alloMDCA;BA	12.39	12.38	-0.01	12.38	-0.01	
6o-alloMDCA;BA-3S	9.45	9.47	0.02	9.47	0.02	
6o-alloMDCA;GBA	7.62	7.63	0.01	7.64	0.02	
6o-alloMDCA;GBA-3S	3.87	3.81	-0.06	3.81	-0.06	
6o-alloMDCA;TBA	7.88	7.87	-0.01	7.89	0.01	
6o-alloMDCA;TBA-3S	3.78	3.78	0	3.78	0	
6o-HDCA;BA	12.02	12.03	0.01	12.03	0.01	
6o-HDCA;BA-3S	9.46	9.48	0.02	9.49	0.03	
6o-HDCA;GBA	7.4	7.39	-0.01	7.4	0	
6o-HDCA;GBA-3S	3.85	3.83	-0.02	3.84	-0.01	
6o-HDCA;TBA	7.62	7.62	0	7.63	0.01	
6o-HDCA;TBA-3S	3.81	3.8	-0.01	3.8	-0.01	
7o-CDCA;BA	12.5	12.49	-0.01	12.49	-0.01	
7o-CDCA;BA-3S	9.78	9.79	0.01	9.8	0.02	
7o-CDCA;GBA	8.15	8.17	0.02	8.2	0.05	
7o-CDCA;GBA-3S	4.19	4.17	-0.02	4.17	-0.02	
7o-CDCA;TBA	8.39	8.4	0.01	8.44	0.05	
7o-CDCA;TBA-3S	4.09	4.07	-0.02	4.07	-0.02	
apoCA;BA	12.73	12.75	0.02	12.76	0.03	
apoCA;GBA	9.37	9.4	0.03	9.38	0.01	
apoCA;TBA	9.56	9.59	0.03	9.56	0	
12o-d9-DCA;BA	12.05	12.07	0.02	12.07	0.02	
12o-d9-DCA;BA-3S	8.68	8.71	0.03	8.72	0.04	
12o-d9-DCA;GBA	7.68	7.69	0.01	7.7	0.02	
12o-d9-DCA;GBA-3S	3.61	3.61	0	3.61	0	
12o-d9-DCA;TBA	7.88	7.9	0.02	7.92	0.04	
12o-d9-DCA;TBA-3S	3.57	3.56	-0.01	3.56	-0.01	
3,12-2o-DCA;BA	12.71	12.7	-0.01	12.71	0	
3,12-2o-DCA;GBA	8.29	8.33	0.04	8.37	0.08	
3,12-2o-DCA;TBA	8.58	8.63	0.05	8.68	0.1	
3,6-2o-HDCA;BA	12.84	12.83	-0.01	12.84	0	
3,6-2o-HDCA;GBA	8.05	8.07	0.02	8.1	0.05	
3,6-2o-HDCA;TBA	8.36	8.4	0.04	8.44	0.08	
3,7-2o-CDCA;BA	12.87	12.88	0.01	12.88	0.01	
3,7-2o-CDCA;GBA	8.15	8.19	0.04	8.22	0.07	
3,7-2o-CDCA;TBA	8.41	8.47	0.06	8.51	0.1	
3o-d4-CDCA;BA	11.95	11.95	0	11.95	0	
iso-d5-7o-CDCA;BA	11.34	11.33	-0.01	11.33	-0.01	
iso-d5-7o-CDCA;BA-3S	8.86	8.85	-0.01	8.86	0	
iso-d5-7o-CDCA;GBA	5.47	5.59	0.12	5.62	0.15	
iso-d5-7o-CDCA;TBA	5.88	5.99	0.11	6.04	0.16	
12-epiCA;BA	7.36	7.37	0.01	7.38	0.02	
12-epiCA;GBA	3.42	3.42	0	3.38	-0.04	
12-epiCA;TBA	3.54	3.54	0	3.51	-0.03	
alloCA;BA	8.58	8.63	0.05	8.68	0.1	
alloCA;GBA	8.03	8.06	0.03	8.08	0.05	
alloCA;TBA	8.17	8.21	0.04	8.24	0.07	
a-MCA;BA	9.93	9.99	0.06	9.97	0.04	
a-MCA;GBA	4.27	4.31	0.04	4.3	0.03	
a-MCA;TBA	4.42	4.46	0.04	4.46	0.04	
b-MCA;BA	9.58	9.62	0.04	9.61	0.03	
b-MCA;GBA	4.21	4.19	-0.02	4.18	-0.03	
b-MCA;TBA	4.59	4.59	0	4.6	0.01	
CA;BA	11.36	11.37	0.01	11.36	0	
CA;BA-7S	8	7.99	-0.01	7.99	-0.01	
CA;BA-3S	8.46	8.47	0.01	8.47	0.01	
CA;GBA	7.64	7.63	-0.01	7.63	-0.01	
CA;GBA-3S	3.82	3.82	0	3.82	0	
CA;TBA	7.85	7.84	-0.01	7.85	0	
CA;TBA-3S	3.79	3.79	0	3.79	0	
DCA-1b-ol;BA	9.21	9.25	0.04	9.26	0.05	
DCA-1b-ol;GBA	4.16	4.18	0.02	4.17	0.01	
DCA-1b-ol;TBA	4.34	4.37	0.03	4.36	0.02	
HCA;BA	10.78	10.79	0.01	10.77	-0.01	
HCA;GBA	6.17	6.32	0.15	6.37	0.2	
HCA;TBA	6.64	6.67	0.03	6.67	0.03	
isoCA;BA	9	9.12	0.12	9.14	0.14	
isoCA;GBA	4.21	4.22	0.01	4.21	0	
isoCA;TBA	4.42	4.45	0.03	4.45	0.03	
UCA;BA	7.45	7.48	0.03	7.49	0.04	
UCA;GBA	3.68	3.69	0.01	3.67	-0.01	
UCA;TBA	3.83	3.84	0.01	3.82	-0.01	
w-MCA;BA	9.18	9.21	0.03	9.22	0.04	
w-MCA;GBA	3.95	3.94	-0.01	3.92	-0.03	
w-MCA;TBA	4.16	4.18	0.02	4.17	0.01	
12o-CA;BA	9.85	9.9	0.05	9.88	0.03	
12o-CA;GBA	5.1	5.2	0.1	5.22	0.12	
12o-CA;TBA	5.42	5.53	0.11	5.56	0.14	
3o-CA;BA	10.99	11.01	0.02	11	0.01	
3o-CA;GBA	7.03	7.04	0.01	7.03	0	
3o-CA;TBA	7.21	7.21	0	7.2	-0.01	
7o-CA;BA	9.73	9.77	0.04	9.76	0.03	
7o-CA;GBA	5.07	5.14	0.07	5.16	0.09	
7o-CA;TBA	5.34	5.41	0.07	5.44	0.1	
7o-HCA;BA	10.4	10.42	0.02	10.41	0.01	
7o-HCA;GBA	4.95	4.96	0.01	4.98	0.03	
7o-HCA;TBA	5.24	5.28	0.04	5.3	0.06	
7,12-2o-CA;BA	7.55	7.59	0.04	7.61	0.06	
7,12-2o-CA;BA-3S	4.39	4.42	0.03	4.41	0.02	
7,12-2o-CA;GBA	3.44	3.44	0	3.4	-0.04	
7,12-2o-CA;GBA-3S	2.52	2.47	-0.05	2.45	-0.07	
7,12-2o-CA;TBA	3.55	3.56	0.01	3.53	-0.02	
7,12-2o-CA;TBA-3S	2.52	2.46	-0.06	2.45	-0.07	
3,7,12-3o-CA;BA	7.66	7.71	0.05	7.74	0.08	
3,7,12-3o-CA;GBA	3.43	3.43	0	3.4	-0.03	
3,7,12-3o-CA;TBA	3.56	3.54	-0.02	3.51	-0.05	
CA-6a-ol;BA	7.18	7.15	-0.03	7.15	-0.03	
CA-6a-ol;GBA	3.42	3.39	-0.03	3.36	-0.06	
CA-6a-ol;TBA	3.55	3.52	-0.03	3.48	-0.07	
