All compounds together:
optimized t0: 0.53
optimized tD: 0.3
optimized time: [0.4, 13.6, 15.6, 18.0]
optimized perB: [0.2, 0.4, 0.6, 0.68]
average/RMS error of calibration compounds after optimization: 0.016/0.08
average/RMS error of all compounds after optimization: 0.042/0.098
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.51
optimized tD: 0.3
optimized time: [0.4, 13.6, 15.4, 17.9]
optimized perB: [0.2, 0.4, 0.58, 0.68]
For compounds without sulfate: 
optimized t0: 0.53
optimized tD: 0.37
optimized time: [0.4, 13.6, 15.5, 17.9]
optimized perB: [0.2, 0.4, 0.6, 0.68]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.005/0.021
average/RMS error of all compounds after optimization: 0.036/0.069
name	actual RT	predict RT1	error1	predict RT2	error2
alloUDCA;TBA	6.88	6.83	-0.05	6.9	0.02	
alloUDCA;TBA-3S	2.95	3.07	0.12	2.99	0.04	
alloUDCA;TBA-7S	4.5	4.62	0.12	4.54	0.04	
CDCA;BA	15.45	15.46	0.01	15.51	0.06	
CDCA;BA-3S	10.83	10.92	0.09	10.8	-0.03	
CDCA;BA-7S	11.1	11.11	0.01	10.99	-0.11	
CDCA;GBA	10.03	9.94	-0.09	10.01	-0.02	
CDCA;GBA-3S	5.75	5.86	0.11	5.78	0.03	
CDCA;GBA-7S	6.2	6.23	0.03	6.14	-0.06	
CDCA;TBA	10.26	10.18	-0.08	10.25	-0.01	
CDCA;TBA-3S	5.65	5.8	0.15	5.71	0.06	
CDCA;TBA-7S	6.03	6.11	0.08	6.02	-0.01	
DCA;BA	15.62	15.59	-0.03	15.63	0.01	
DCA;BA-3S	11.06	11.14	0.08	11.02	-0.04	
DCA;BA-12S	11.51	11.52	0.01	11.4	-0.11	
DCA;GBA	10.69	10.59	-0.1	10.66	-0.03	
DCA;GBA-3S	6.13	6.22	0.09	6.13	0	
DCA;GBA-12S	6.89	6.92	0.03	6.83	-0.06	
DCA;TBA	10.9	10.82	-0.08	10.89	-0.01	
DCA;TBA-3S	6.03	6.14	0.11	6.06	0.03	
DCA;TBA-12S	6.65	6.72	0.07	6.62	-0.03	
HDCA;BA	12.52	12.53	0.01	12.6	0.08	
HDCA;BA-6S	7.54	7.69	0.15	7.58	0.04	
HDCA;BA-3S	9.07	9.21	0.14	9.1	0.03	
HDCA;GBA	6.8	6.77	-0.03	6.84	0.04	
HDCA;GBA-6S	2.89	2.97	0.08	2.89	0	
HDCA;GBA-3S	4.13	4.22	0.09	4.14	0.01	
HDCA;TBA	7.04	7.05	0.01	7.11	0.07	
HDCA;TBA-6S	2.86	2.99	0.13	2.91	0.05	
HDCA;TBA-3S	4.05	4.19	0.14	4.11	0.06	
isoCDCA;BA	13.27	13.23	-0.04	13.29	0.02	
isoCDCA;BA-7S	8.89	8.94	0.05	8.83	-0.06	
isoCDCA;BA-3S	9.02	9.2	0.18	9.09	0.07	
isoCDCA;GBA	6.95	6.88	-0.07	6.94	-0.01	
isoCDCA;GBA-7S	3.99	4.01	0.02	3.93	-0.06	
isoCDCA;GBA-3S	4.15	4.3	0.15	4.22	0.07	
isoCDCA;TBA	7.18	7.12	-0.06	7.19	0.01	
isoCDCA;TBA-7S	3.79	3.88	0.09	3.8	0.01	
isoCDCA;TBA-3S	4.04	4.25	0.21	4.17	0.13	
isoDCA;BA	16.61	16.6	-0.01	16.61	0	
isoDCA;GBA	13.3	13.18	-0.12	13.25	-0.05	
isoDCA;TBA	13.53	13.47	-0.06	13.53	0	
isoHDCA;BA	11.6	11.61	0.01	11.68	0.08	
isoHDCA;BA-6S	8.28	8.38	0.1	8.27	-0.01	
isoHDCA;BA-3S	8.28	8.46	0.18	8.35	0.07	
isoHDCA;GBA	5.37	5.33	-0.04	5.39	0.02	
isoHDCA;GBA-6S	2.85	2.94	0.09	2.86	0.01	
isoHDCA;GBA-3S	3.34	3.51	0.17	3.43	0.09	
isoHDCA;TBA	5.62	5.61	-0.01	5.67	0.05	
isoHDCA;TBA-6S	2.8	2.94	0.14	2.87	0.07	
isoHDCA;TBA-3S	3.32	3.51	0.19	3.43	0.11	
isoUDCA;BA	10.97	10.98	0.01	11.05	0.08	
isoUDCA;BA-3S	6.61	6.79	0.18	6.68	0.07	
isoUDCA;BA-7S	7.9	8	0.1	7.89	-0.01	
isoUDCA;GBA	4.83	4.77	-0.06	4.82	-0.01	
isoUDCA;GBA-3S	2.23	2.33	0.1	2.26	0.03	
isoUDCA;GBA-7S	3.1	3.14	0.04	3.06	-0.04	
isoUDCA;TBA	5.12	5.08	-0.04	5.14	0.02	
isoUDCA;TBA-3S	2.25	2.36	0.11	2.29	0.04	
isoUDCA;TBA-7S	2.97	3.08	0.11	3.01	0.04	
MDCA;BA	10.8	10.82	0.02	10.89	0.09	
MDCA;BA-6S	6.61	6.76	0.15	6.66	0.05	
MDCA;BA-3S	7.09	7.24	0.15	7.14	0.05	
MDCA;GBA	5.05	4.99	-0.06	5.05	0	
MDCA;GBA-6S	2.17	2.24	0.07	2.17	0	
MDCA;GBA-3S	2.48	2.44	-0.04	2.38	-0.1	
MDCA;TBA	5.29	5.28	-0.01	5.34	0.05	
MDCA;TBA-6S	2.15	2.26	0.11	2.19	0.04	
MDCA;TBA-3S	2.45	2.49	0.04	2.42	-0.03	
UDCA;BA	12.1	12.08	-0.02	12.15	0.05	
UDCA;BA-3S	7.54	7.67	0.13	7.56	0.02	
UDCA;BA-7S	8.99	9.07	0.08	8.96	-0.03	
UDCA;GBA	6.6	6.54	-0.06	6.6	0	
UDCA;GBA-3S	3.11	3.2	0.09	3.13	0.02	
UDCA;GBA-7S	4.46	4.59	0.13	4.5	0.04	
UDCA;TBA	6.86	6.83	-0.03	6.89	0.03	
UDCA;TBA-3S	3.08	3.22	0.14	3.14	0.06	
UDCA;TBA-7S	4.39	4.55	0.16	4.47	0.08	
12o-DCA;BA	14.02	14.02	0	14.08	0.06	
12o-DCA;BA-3S	8.67	8.79	0.12	8.68	0.01	
12o-DCA;GBA	8.24	8.17	-0.07	8.24	0	
12o-DCA;GBA-3S	4	4.13	0.13	4.05	0.05	
12o-DCA;TBA	8.46	8.4	-0.06	8.47	0.01	
12o-DCA;TBA-3S	3.92	4.1	0.18	4.02	0.1	
3o-CDCA;BA	15.5	15.56	0.06	15.6	0.1	
3o-CDCA;BA-7S	10.56	10.68	0.12	10.56	0	
3o-CDCA;GBA	9.62	9.61	-0.01	9.67	0.05	
3o-CDCA;GBA-7S	5.55	5.64	0.09	5.55	0	
3o-CDCA;TBA	9.88	9.89	0.01	9.96	0.08	
3o-CDCA;TBA-7S	5.4	5.55	0.15	5.46	0.06	
3o-DCA;BA	15.48	15.47	-0.01	15.52	0.04	
3o-DCA;BA-12S	10.72	10.77	0.05	10.64	-0.08	
3o-DCA;GBA	10.03	9.99	-0.04	10.06	0.03	
3o-DCA;GBA-12S	6.07	6.15	0.08	6.05	-0.02	
3o-DCA;TBA	10.24	10.24	0	10.3	0.06	
3o-DCA;TBA-12S	5.83	5.96	0.13	5.87	0.04	
3o-HDCA;BA	13.09	13.15	0.06	13.22	0.13	
3o-HDCA;BA-6S	8.26	8.46	0.2	8.35	0.09	
3o-HDCA;GBA	6.81	6.83	0.02	6.9	0.09	
3o-HDCA;GBA-6S	3.1	3.24	0.14	3.16	0.06	
3o-HDCA;TBA	7.08	7.13	0.05	7.2	0.12	
3o-HDCA;TBA-6S	3.07	3.26	0.19	3.19	0.12	
6o-alloMDCA;BA	13.43	13.48	0.05	13.55	0.12	
6o-alloMDCA;BA-3S	8.61	8.79	0.18	8.68	0.07	
6o-alloMDCA;GBA	7.17	7.13	-0.04	7.19	0.02	
6o-alloMDCA;GBA-3S	3.74	3.88	0.14	3.8	0.06	
6o-alloMDCA;TBA	7.41	7.41	0	7.47	0.06	
6o-alloMDCA;TBA-3S	3.67	3.89	0.22	3.81	0.14	
6o-HDCA;BA	12.73	12.85	0.12	12.92	0.19	
6o-HDCA;BA-3S	8.63	8.8	0.17	8.69	0.06	
6o-HDCA;GBA	6.85	6.86	0.01	6.93	0.08	
6o-HDCA;GBA-3S	3.78	3.9	0.12	3.83	0.05	
6o-HDCA;TBA	7.11	7.14	0.03	7.2	0.09	
6o-HDCA;TBA-3S	3.71	3.89	0.18	3.81	0.1	
7o-CDCA;BA	13.72	13.72	0	13.79	0.07	
7o-CDCA;BA-3S	9.01	9.18	0.17	9.07	0.06	
7o-CDCA;GBA	7.72	7.68	-0.04	7.74	0.02	
7o-CDCA;GBA-3S	4.1	4.24	0.14	4.15	0.05	
7o-CDCA;TBA	7.89	7.89	0	7.95	0.06	
7o-CDCA;TBA-3S	3.97	4.16	0.19	4.08	0.11	
apoCA;BA	14.32	14.3	-0.02	14.37	0.05	
apoCA;GBA	8.82	8.71	-0.11	8.78	-0.04	
apoCA;TBA	9.01	8.93	-0.08	8.99	-0.02	
12o-d9-DCA;BA	12.85	12.88	0.03	12.95	0.1	
12o-d9-DCA;BA-3S	7.98	8.14	0.16	8.03	0.05	
12o-d9-DCA;GBA	7.23	7.18	-0.05	7.25	0.02	
12o-d9-DCA;GBA-3S	3.45	3.57	0.12	3.49	0.04	
12o-d9-DCA;TBA	7.42	7.41	-0.01	7.48	0.06	
12o-d9-DCA;TBA-3S	3.36	3.53	0.17	3.46	0.1	
3,12-2o-DCA;BA	13.85	13.96	0.11	14.03	0.18	
3,12-2o-DCA;GBA	7.77	7.77	0	7.83	0.06	
3,12-2o-DCA;TBA	8	8.02	0.02	8.09	0.09	
3,6-2o-HDCA;BA	14.04	14.29	0.25	14.36	0.32	
3,6-2o-HDCA;GBA	7.47	7.54	0.07	7.61	0.14	
3,6-2o-HDCA;TBA	7.73	7.85	0.12	7.91	0.18	
3,7-2o-CDCA;BA	14.15	14.34	0.19	14.4	0.25	
3,7-2o-CDCA;GBA	7.59	7.64	0.05	7.7	0.11	
3,7-2o-CDCA;TBA	7.81	7.89	0.08	7.96	0.15	
3o-d4-CDCA;BA	12.63	12.69	0.06	12.76	0.13	
iso-d5-7o-CDCA;BA	11.46	11.53	0.07	11.6	0.14	
iso-d5-7o-CDCA;BA-3S	8.02	8.25	0.23	8.14	0.12	
iso-d5-7o-CDCA;GBA	5.21	5.23	0.02	5.29	0.08	
iso-d5-7o-CDCA;TBA	5.43	5.48	0.05	5.54	0.11	
12-epiCA;BA	6.83	6.73	-0.1	6.8	-0.03	
12-epiCA;GBA	3.14	3.07	-0.07	3.11	-0.03	
12-epiCA;TBA	3.32	3.27	-0.05	3.31	-0.01	
alloCA;BA	8.11	8.05	-0.06	8.12	0.01	
alloCA;GBA	7.64	7.59	-0.05	7.65	0.01	
alloCA;TBA	7.76	7.73	-0.03	7.79	0.03	
a-MCA;BA	9.37	9.37	0	9.44	0.07	
a-MCA;GBA	4.26	4.22	-0.04	4.27	0.01	
a-MCA;TBA	4.42	4.39	-0.03	4.45	0.03	
b-MCA;BA	8.94	8.9	-0.04	8.97	0.03	
b-MCA;GBA	4.18	4.13	-0.05	4.18	0	
b-MCA;TBA	4.52	4.49	-0.03	4.54	0.02	
CA;BA	11.78	11.71	-0.07	11.77	-0.01	
CA;BA-7S	7.53	7.54	0.01	7.43	-0.1	
CA;BA-3S	7.88	7.97	0.09	7.86	-0.02	
CA;GBA	7.25	7.17	-0.08	7.23	-0.02	
CA;GBA-3S	3.83	3.89	0.06	3.81	-0.02	
CA;TBA	7.45	7.39	-0.06	7.46	0.01	
CA;TBA-3S	3.79	3.88	0.09	3.8	0.01	
DCA-1b-ol;BA	8.59	8.52	-0.07	8.58	-0.01	
DCA-1b-ol;GBA	4.19	4.12	-0.07	4.18	-0.01	
DCA-1b-ol;TBA	4.35	4.32	-0.03	4.37	0.02	
HCA;BA	10.73	10.69	-0.04	10.76	0.03	
HCA;GBA	5.71	5.66	-0.05	5.73	0.02	
HCA;TBA	5.93	5.91	-0.02	5.97	0.04	
isoCA;BA	8.43	8.39	-0.04	8.46	0.03	
isoCA;GBA	4.21	4.16	-0.05	4.21	0	
isoCA;TBA	4.42	4.39	-0.03	4.45	0.03	
UCA;BA	6.95	6.87	-0.08	6.94	-0.01	
UCA;GBA	3.56	3.47	-0.09	3.52	-0.04	
UCA;TBA	3.73	3.67	-0.06	3.72	-0.01	
w-MCA;BA	8.54	8.48	-0.06	8.55	0.01	
w-MCA;GBA	3.92	3.85	-0.07	3.9	-0.02	
w-MCA;TBA	4.17	4.12	-0.05	4.18	0.01	
12o-CA;BA	9.3	9.24	-0.06	9.31	0.01	
12o-CA;GBA	5.02	4.96	-0.06	5.02	0	
12o-CA;TBA	5.22	5.2	-0.02	5.25	0.03	
3o-CA;BA	10.95	10.98	0.03	11.05	0.1	
3o-CA;GBA	6.4	6.37	-0.03	6.44	0.04	
3o-CA;TBA	6.6	6.61	0.01	6.68	0.08	
7o-CA;BA	9.14	9.08	-0.06	9.14	0	
7o-CA;GBA	4.97	4.91	-0.06	4.97	0	
7o-CA;TBA	5.14	5.1	-0.04	5.16	0.02	
7o-HCA;BA	9.99	10	0.01	10.07	0.08	
7o-HCA;GBA	4.81	4.77	-0.04	4.83	0.02	
7o-HCA;TBA	5.01	5.01	0	5.07	0.06	
7,12-2o-CA;BA	6.94	6.94	0	7	0.06	
7,12-2o-CA;BA-3S	4.11	4.24	0.13	4.14	0.03	
7,12-2o-CA;GBA	3.08	3.03	-0.05	3.07	-0.01	
7,12-2o-CA;GBA-3S	1.24	1.23	-0.01	1.19	-0.05	
7,12-2o-CA;TBA	3.24	3.22	-0.02	3.26	0.02	
7,12-2o-CA;TBA-3S	1.21	1.23	0.02	1.19	-0.02	
3,7,12-3o-CA;BA	6.89	7	0.11	7.06	0.17	
3,7,12-3o-CA;GBA	2.86	2.88	0.02	2.91	0.05	
3,7,12-3o-CA;TBA	3.03	3.06	0.03	3.09	0.06	
CA-6a-ol;BA	6.57	6.5	-0.07	6.57	0	
CA-6a-ol;GBA	3.18	3.13	-0.05	3.17	-0.01	
CA-6a-ol;TBA	3.36	3.32	-0.04	3.37	0.01	
