All compounds together:
optimized t0: 0.72
optimized tD: 0.44
optimized time: [0.6, 1.1, 2.1, 5.5, 6.1, 7.9, 9.0, 17.1, 17.9]
optimized perB: [0.03, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.67, 0.98]
average/RMS error of calibration compounds after optimization: -0.002/0.041
average/RMS error of all compounds after optimization: 0.019/0.052
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.73
optimized tD: 0.48
optimized time: [0.6, 1.1, 2.1, 5.4, 6.0, 7.9, 8.9, 17.1, 17.9]
optimized perB: [0.03, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.67, 0.98]
For compounds without sulfate: 
optimized t0: 0.68
optimized tD: 0.51
optimized time: [0.4, 1.1, 2.1, 5.6, 6.1, 7.9, 9.0, 16.9, 17.9]
optimized perB: [0.07, 0.18, 0.27, 0.25, 0.28, 0.3, 0.35, 0.65, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: 0.003/0.032
average/RMS error of all compounds after optimization: 0.033/0.054
name	actual RT	predict RT1	error1	predict RT2	error2
3o-LCA;BA	17.51	17.5	-0.01	17.5	-0.01	
3o-LCA;GBA	12.83	12.83	0	12.83	0	
3o-LCA;TBA	12.89	12.89	0	12.89	0	
iso-d5-LCA;BA	15.27	15.27	0	15.27	0	
iso-d5-LCA;BA-3S	11.67	11.7	0.03	11.68	0.01	
iso-d5-LCA;GBA	10.56	10.55	-0.01	10.55	-0.01	
iso-d5-LCA;GBA-3S	7.12	7.16	0.04	7.14	0.02	
iso-d5-LCA;TBA	10.65	10.64	-0.01	10.64	-0.01	
iso-d5-LCA;TBA-3S	7.05	7.08	0.03	7.07	0.02	
3o-d4-LCA;BA	15.81	15.82	0.01	15.82	0.01	
3o-d4-LCA;GBA	11.3	11.31	0.01	11.31	0.01	
3o-d4-LCA;TBA	11.4	11.4	0	11.4	0	
12-epiDCA;BA	12.65	12.71	0.06	12.71	0.06	
12-epiDCA;BA-12S	9.56	9.6	0.04	9.62	0.06	
12-epiDCA;BA-3S	10.37	10.41	0.04	10.41	0.04	
12-epiDCA;GBA	8.66	8.73	0.07	8.73	0.07	
12-epiDCA;GBA-12S	4.2	4.17	-0.03	4.24	0.04	
12-epiDCA;GBA-3S	5.5	5.45	-0.05	5.53	0.03	
12-epiDCA;TBA	9.06	9.12	0.06	9.12	0.06	
12-epiDCA;TBA-12S	4.25	4.22	-0.03	4.28	0.03	
12-epiDCA;TBA-3S	5.14	5.11	-0.03	5.19	0.05	
3b-DCA;BA	12.64	12.71	0.07	12.71	0.07	
3b-DCA;BA-12S	9.86	9.86	0	9.88	0.02	
3b-DCA;BA-3S	10.26	10.23	-0.03	10.23	-0.03	
3b-DCA;GBA	8.43	8.47	0.04	8.47	0.04	
3b-DCA;GBA-12S	4.84	4.78	-0.06	4.86	0.02	
3b-DCA;GBA-3S	5.27	5.19	-0.08	5.27	0	
3b-DCA;TBA	8.71	8.74	0.03	8.74	0.03	
3b-DCA;TBA-12S	4.6	4.55	-0.05	4.62	0.02	
3b-DCA;TBA-3S	5.22	5.14	-0.08	5.22	0	
alloCDCA;BA	13.96	14	0.04	14	0.04	
alloCDCA;BA-3S	11.08	11.11	0.03	11.1	0.02	
alloCDCA;BA-7S	11.56	11.57	0.01	11.56	0	
alloCDCA;GBA	10.53	10.54	0.01	10.54	0.01	
alloCDCA;GBA-3S	7.03	7.05	0.02	7.04	0.01	
alloCDCA;GBA-7S	7.62	7.64	0.02	7.63	0.01	
alloCDCA;TBA	10.66	10.67	0.01	10.67	0.01	
alloCDCA;TBA-3S	6.99	6.98	-0.01	6.99	0	
alloCDCA;TBA-7S	7.5	7.51	0.01	7.5	0	
alloUDCA;BA	12.19	12.26	0.07	12.26	0.07	
alloUDCA;BA-3S	8.62	8.66	0.04	8.67	0.05	
alloUDCA;BA-7S	10.32	10.33	0.01	10.33	0.01	
alloUDCA;GBA	7.68	7.72	0.04	7.72	0.04	
alloUDCA;GBA-3S	3.73	3.72	-0.01	3.78	0.05	
alloUDCA;GBA-7S	5.44	5.32	-0.12	5.4	-0.04	
alloUDCA;TBA	7.93	7.96	0.03	7.96	0.03	
alloUDCA;TBA-3S	3.72	3.7	-0.02	3.76	0.04	
alloUDCA;TBA-7S	5.34	5.22	-0.12	5.3	-0.04	
CDCA;BA	14.04	14.13	0.09	14.13	0.09	
CDCA;BA-3S	11.17	11.19	0.02	11.18	0.01	
CDCA;BA-7S	11.28	11.3	0.02	11.29	0.01	
CDCA;GBA	10.67	10.67	0	10.67	0	
CDCA;GBA-3S	7.12	7.14	0.02	7.13	0.01	
CDCA;GBA-7S	7.37	7.38	0.01	7.37	0	
CDCA;TBA	10.8	10.8	0	10.8	0	
CDCA;TBA-3S	7.07	7.09	0.02	7.08	0.01	
CDCA;TBA-7S	7.28	7.3	0.02	7.28	0	
DCA;BA	14.29	14.35	0.06	14.35	0.06	
DCA;BA-3S	11.29	11.3	0.01	11.29	0	
DCA;BA-12S	11.51	11.52	0.01	11.51	0	
DCA;GBA	11.04	11.04	0	11.04	0	
DCA;GBA-3S	7.34	7.36	0.02	7.35	0.01	
DCA;GBA-12S	7.93	7.93	0	7.93	0	
DCA;TBA	11.16	11.16	0	11.16	0	
DCA;TBA-3S	7.29	7.31	0.02	7.29	0	
DCA;TBA-12S	7.74	7.75	0.01	7.74	0	
HDCA;BA	12.15	12.19	0.04	12.19	0.04	
HDCA;BA-6S	8.8	8.86	0.06	8.87	0.07	
HDCA;BA-3S	10.22	10.23	0.01	10.23	0.01	
HDCA;GBA	7.84	7.85	0.01	7.85	0.01	
HDCA;GBA-6S	3.69	3.67	-0.02	3.73	0.04	
HDCA;GBA-3S	4.81	4.71	-0.1	4.79	-0.02	
HDCA;TBA	8.09	8.1	0.01	8.1	0.01	
HDCA;TBA-6S	3.68	3.65	-0.03	3.71	0.03	
HDCA;TBA-3S	4.74	4.63	-0.11	4.71	-0.03	
isoCDCA;BA	12.59	12.65	0.06	12.65	0.06	
isoCDCA;BA-7S	10.07	10.07	0	10.08	0.01	
isoCDCA;BA-3S	10.2	10.22	0.02	10.22	0.02	
isoCDCA;GBA	7.96	7.99	0.03	7.99	0.03	
isoCDCA;GBA-7S	4.61	4.57	-0.04	4.65	0.04	
isoCDCA;GBA-3S	4.84	4.77	-0.07	4.85	0.01	
isoCDCA;TBA	8.21	8.22	0.01	8.22	0.01	
isoCDCA;TBA-7S	4.44	4.38	-0.06	4.45	0.01	
isoCDCA;TBA-3S	4.75	4.68	-0.07	4.76	0.01	
isoDCA;BA	15.96	16.02	0.06	16.02	0.06	
isoDCA;GBA	12.43	12.45	0.02	12.45	0.02	
isoDCA;TBA	12.55	12.58	0.03	12.58	0.03	
isoHDCA;BA	11.69	11.74	0.05	11.74	0.05	
isoHDCA;BA-6S	9.63	9.64	0.01	9.67	0.04	
isoHDCA;BA-3S	9.68	9.69	0.01	9.71	0.03	
isoHDCA;GBA	6.64	6.58	-0.06	6.58	-0.06	
isoHDCA;GBA-6S	3.67	3.67	0	3.73	0.06	
isoHDCA;GBA-3S	4.04	3.99	-0.05	4.06	0.02	
isoHDCA;TBA	6.97	6.98	0.01	6.98	0.01	
isoHDCA;TBA-6S	3.65	3.64	-0.01	3.7	0.05	
isoHDCA;TBA-3S	4.02	3.96	-0.06	4.03	0.01	
isoUDCA;BA	11.38	11.47	0.09	11.47	0.09	
isoUDCA;BA-3S	7.84	7.9	0.06	7.91	0.07	
isoUDCA;BA-7S	9.24	9.27	0.03	9.3	0.06	
isoUDCA;GBA	5.71	5.72	0.01	5.72	0.01	
isoUDCA;GBA-3S	3.33	3.38	0.05	3.43	0.1	
isoUDCA;GBA-7S	3.84	3.87	0.03	3.93	0.09	
isoUDCA;TBA	6.2	6.21	0.01	6.21	0.01	
isoUDCA;TBA-3S	3.33	3.37	0.04	3.43	0.1	
isoUDCA;TBA-7S	3.77	3.77	0	3.83	0.06	
MDCA;BA	11.29	11.37	0.08	11.37	0.08	
MDCA;BA-6S	7.83	7.88	0.05	7.88	0.05	
MDCA;BA-3S	8.3	8.36	0.06	8.37	0.07	
MDCA;GBA	6.05	6.06	0.01	6.06	0.01	
MDCA;GBA-6S	3.29	3.34	0.05	3.39	0.1	
MDCA;GBA-3S	3.45	3.46	0.01	3.52	0.07	
MDCA;TBA	6.54	6.55	0.01	6.55	0.01	
MDCA;TBA-6S	3.29	3.34	0.05	3.39	0.1	
MDCA;TBA-3S	3.43	3.45	0.02	3.51	0.08	
UDCA;BA	11.98	12.04	0.06	12.04	0.06	
UDCA;BA-3S	8.79	8.83	0.04	8.85	0.06	
UDCA;BA-7S	10.14	10.14	0	10.15	0.01	
UDCA;GBA	7.68	7.71	0.03	7.71	0.03	
UDCA;GBA-3S	3.85	3.84	-0.01	3.91	0.06	
UDCA;GBA-7S	5.28	5.25	-0.03	5.33	0.05	
UDCA;TBA	7.92	7.96	0.04	7.96	0.04	
UDCA;TBA-3S	3.84	3.83	-0.01	3.89	0.05	
UDCA;TBA-7S	5.21	5.16	-0.05	5.25	0.04	
12o-DCA;BA	12.99	13.05	0.06	13.05	0.06	
12o-DCA;BA-3S	9.94	9.97	0.03	9.98	0.04	
12o-DCA;GBA	9.46	9.48	0.02	9.48	0.02	
12o-DCA;GBA-3S	4.68	4.65	-0.03	4.72	0.04	
12o-DCA;TBA	9.69	9.68	-0.01	9.68	-0.01	
12o-DCA;TBA-3S	4.61	4.58	-0.03	4.66	0.05	
3o-CDCA;BA	14.23	14.31	0.08	14.31	0.08	
3o-CDCA;BA-7S	11.07	11.11	0.04	11.1	0.03	
3o-CDCA;GBA	10.51	10.53	0.02	10.53	0.02	
3o-CDCA;GBA-7S	6.98	6.99	0.01	7.01	0.03	
3o-CDCA;TBA	10.67	10.69	0.02	10.69	0.02	
3o-CDCA;TBA-7S	6.89	6.88	-0.01	6.91	0.02	
3o-DCA;BA	14.19	14.2	0.01	14.2	0.01	
3o-DCA;BA-12S	11.14	11.17	0.03	11.16	0.02	
3o-DCA;GBA	10.73	10.76	0.03	10.76	0.03	
3o-DCA;GBA-12S	7.31	7.36	0.05	7.35	0.04	
3o-DCA;TBA	10.87	10.9	0.03	10.9	0.03	
3o-DCA;TBA-12S	7.17	7.24	0.07	7.23	0.06	
3o-HDCA;BA	12.53	12.6	0.07	12.6	0.07	
3o-HDCA;BA-6S	9.67	9.73	0.06	9.75	0.08	
3o-HDCA;GBA	7.9	7.96	0.06	7.96	0.06	
3o-HDCA;GBA-6S	3.88	3.89	0.01	3.96	0.08	
3o-HDCA;TBA	8.18	8.24	0.06	8.24	0.06	
3o-HDCA;TBA-6S	3.88	3.89	0.01	3.95	0.07	
6o-alloMDCA;BA	12.72	12.78	0.06	12.78	0.06	
6o-alloMDCA;BA-3S	9.93	9.95	0.02	9.97	0.04	
6o-alloMDCA;GBA	8.21	8.26	0.05	8.26	0.05	
6o-alloMDCA;GBA-3S	4.38	4.36	-0.02	4.43	0.05	
6o-alloMDCA;TBA	8.5	8.54	0.04	8.54	0.04	
6o-alloMDCA;TBA-3S	4.33	4.31	-0.02	4.38	0.05	
6o-HDCA;BA	12.36	12.44	0.08	12.44	0.08	
6o-HDCA;BA-3S	9.95	9.96	0.01	9.98	0.03	
6o-HDCA;GBA	7.94	7.98	0.04	7.98	0.04	
6o-HDCA;GBA-3S	4.42	4.38	-0.04	4.45	0.03	
6o-HDCA;TBA	8.21	8.24	0.03	8.24	0.03	
6o-HDCA;TBA-3S	4.38	4.34	-0.04	4.41	0.03	
7o-CDCA;BA	12.83	12.89	0.06	12.89	0.06	
7o-CDCA;BA-3S	10.19	10.23	0.04	10.23	0.04	
7o-CDCA;GBA	8.84	8.88	0.04	8.88	0.04	
7o-CDCA;GBA-3S	4.8	4.77	-0.03	4.85	0.05	
7o-CDCA;TBA	9.11	9.15	0.04	9.15	0.04	
7o-CDCA;TBA-3S	4.67	4.65	-0.02	4.72	0.05	
apoCA;BA	13.08	13.14	0.06	13.14	0.06	
apoCA;GBA	9.92	9.9	-0.02	9.9	-0.02	
apoCA;TBA	10.06	10.05	-0.01	10.05	-0.01	
12o-d9-DCA;BA	12.41	12.48	0.07	12.48	0.07	
12o-d9-DCA;BA-3S	9.37	9.42	0.05	9.45	0.08	
12o-d9-DCA;GBA	8.29	8.33	0.04	8.33	0.04	
12o-d9-DCA;GBA-3S	4.13	4.12	-0.01	4.19	0.06	
12o-d9-DCA;TBA	8.54	8.57	0.03	8.57	0.03	
12o-d9-DCA;TBA-3S	4.07	4.06	-0.01	4.13	0.06	
3,12-2o-DCA;BA	13.04	13.12	0.08	13.12	0.08	
3,12-2o-DCA;GBA	9.01	9.1	0.09	9.1	0.09	
3,12-2o-DCA;TBA	9.33	9.39	0.06	9.39	0.06	
3,6-2o-HDCA;BA	13.15	13.24	0.09	13.24	0.09	
3,6-2o-HDCA;GBA	8.7	8.8	0.1	8.8	0.1	
3,6-2o-HDCA;TBA	9.08	9.17	0.09	9.17	0.09	
3,7-2o-CDCA;BA	13.2	13.29	0.09	13.29	0.09	
3,7-2o-CDCA;GBA	8.81	8.93	0.12	8.93	0.12	
3,7-2o-CDCA;TBA	9.12	9.23	0.11	9.23	0.11	
3o-d4-CDCA;BA	12.29	12.36	0.07	12.36	0.07	
iso-d5-7o-CDCA;BA	11.68	11.77	0.09	11.77	0.09	
iso-d5-7o-CDCA;BA-3S	9.48	9.52	0.04	9.55	0.07	
iso-d5-7o-CDCA;GBA	6.42	6.43	0.01	6.43	0.01	
iso-d5-7o-CDCA;TBA	6.83	6.85	0.02	6.85	0.02	
12-epiCA;BA	7.9	8.01	0.11	8.01	0.11	
12-epiCA;GBA	3.89	3.92	0.03	3.92	0.03	
12-epiCA;TBA	4.04	4.07	0.03	4.07	0.03	
alloCA;BA	9.35	9.37	0.02	9.37	0.02	
alloCA;GBA	8.73	8.75	0.02	8.75	0.02	
alloCA;TBA	8.9	8.93	0.03	8.93	0.03	
a-MCA;BA	10.4	10.48	0.08	10.48	0.08	
a-MCA;GBA	4.96	4.95	-0.01	4.95	-0.01	
a-MCA;TBA	5.15	5.13	-0.02	5.13	-0.02	
b-MCA;BA	10.08	10.14	0.06	10.14	0.06	
b-MCA;GBA	4.84	4.82	-0.02	4.82	-0.02	
b-MCA;TBA	5.31	5.28	-0.03	5.28	-0.03	
CA;BA	11.73	11.78	0.05	11.78	0.05	
CA;BA-7S	8.63	8.66	0.03	8.67	0.04	
CA;BA-3S	9.18	9.2	0.02	9.22	0.04	
CA;GBA	8.23	8.24	0.01	8.24	0.01	
CA;GBA-3S	4.44	4.37	-0.07	4.44	0	
CA;TBA	8.48	8.48	0	8.48	0	
CA;TBA-3S	4.41	4.33	-0.08	4.39	-0.02	
DCA-1b-ol;BA	9.79	9.84	0.05	9.84	0.05	
DCA-1b-ol;GBA	4.8	4.8	0	4.8	0	
DCA-1b-ol;TBA	5.04	5.02	-0.02	5.02	-0.02	
HCA;BA	11.17	11.22	0.05	11.22	0.05	
HCA;GBA	7.01	7.03	0.02	7.03	0.02	
HCA;TBA	7.17	7.22	0.05	7.22	0.05	
isoCA;BA	9.65	9.75	0.1	9.75	0.1	
isoCA;GBA	4.85	4.84	-0.01	4.84	-0.01	
isoCA;TBA	5.11	5.11	0	5.11	0	
UCA;BA	8.02	8.13	0.11	8.13	0.11	
UCA;GBA	4.23	4.24	0.01	4.24	0.01	
UCA;TBA	4.41	4.41	0	4.41	0	
w-MCA;BA	9.77	9.81	0.04	9.81	0.04	
w-MCA;GBA	4.54	4.52	-0.02	4.52	-0.02	
w-MCA;TBA	4.83	4.8	-0.03	4.8	-0.03	
12o-CA;BA	10.32	10.39	0.07	10.39	0.07	
12o-CA;GBA	6	5.98	-0.02	5.98	-0.02	
12o-CA;TBA	6.39	6.37	-0.02	6.37	-0.02	
3o-CA;BA	11.37	11.45	0.08	11.45	0.08	
3o-CA;GBA	7.51	7.58	0.07	7.58	0.07	
3o-CA;TBA	7.71	7.77	0.06	7.77	0.06	
7o-CA;BA	10.22	10.28	0.06	10.28	0.06	
7o-CA;GBA	5.93	5.92	-0.01	5.92	-0.01	
7o-CA;TBA	6.24	6.23	-0.01	6.23	-0.01	
7o-HCA;BA	10.8	10.9	0.1	10.9	0.1	
7o-HCA;GBA	5.71	5.71	0	5.71	0	
7o-HCA;TBA	6.07	6.08	0.01	6.08	0.01	
7,12-2o-CA;BA	8.1	8.28	0.18	8.28	0.18	
7,12-2o-CA;BA-3S	5.01	5.09	0.08	5.17	0.16	
7,12-2o-CA;GBA	3.91	3.95	0.04	3.95	0.04	
7,12-2o-CA;GBA-3S	2.8	2.96	0.16	3.02	0.22	
7,12-2o-CA;TBA	4.05	4.09	0.04	4.09	0.04	
7,12-2o-CA;TBA-3S	2.8	2.96	0.16	3.01	0.21	
3,7,12-3o-CA;BA	8.2	8.46	0.26	8.46	0.26	
3,7,12-3o-CA;GBA	3.85	3.95	0.1	3.95	0.1	
3,7,12-3o-CA;TBA	3.99	4.08	0.09	4.08	0.09	
CA-6a-ol;BA	7.66	7.73	0.07	7.73	0.07	
CA-6a-ol;GBA	3.89	3.88	-0.01	3.88	-0.01	
CA-6a-ol;TBA	4.04	4.03	-0.01	4.03	-0.01	
