All compounds together:
optimized t0: 0.68
optimized tD: 0.58
optimized time: [0.6, 13.5, 15.4, 18.1]
optimized perB: [0.2, 0.4, 0.62, 0.68]
average/RMS error of calibration compounds after optimization: -0/0.047
average/RMS error of all compounds after optimization: 0.012/0.046
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.75
optimized tD: 0.36
optimized time: [0.6, 13.4, 15.4, 17.9]
optimized perB: [0.2, 0.4, 0.6, 0.68]
For compounds without sulfate: 
optimized t0: 0.75
optimized tD: 0.28
optimized time: [0.6, 13.5, 15.4, 18.0]
optimized perB: [0.2, 0.4, 0.6, 0.72]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: 0.008/0.046
average/RMS error of all compounds after optimization: 0.043/0.075
name	actual RT	predict RT1	error1	predict RT2	error2
12-epiDCA;TBA	8.93	8.94	0.01	8.96	0.03	
12-epiDCA;TBA-12S	4.62	4.62	0	4.65	0.03	
12-epiDCA;TBA-3S	5.41	5.41	0	5.45	0.04	
3b-DCA;BA	14.53	14.61	0.08	14.72	0.19	
3b-DCA;BA-12S	9.73	9.74	0.01	9.78	0.05	
3b-DCA;BA-3S	10.35	10.29	-0.06	10.32	-0.03	
3b-DCA;GBA	8.41	8.41	0	8.42	0.01	
3b-DCA;GBA-12S	5.16	5.13	-0.03	5.17	0.01	
3b-DCA;GBA-3S	5.56	5.51	-0.05	5.54	-0.02	
3b-DCA;TBA	8.65	8.65	0	8.66	0.01	
3b-DCA;TBA-12S	4.94	4.93	-0.01	4.97	0.03	
3b-DCA;TBA-3S	5.53	5.49	-0.04	5.51	-0.02	
alloCDCA;BA	15.9	15.98	0.08	15.92	0.02	
alloCDCA;BA-3S	11.83	11.82	-0.01	11.86	0.03	
alloCDCA;BA-7S	12.74	12.72	-0.02	12.77	0.03	
alloCDCA;GBA	10.8	10.8	0	10.81	0.01	
alloCDCA;GBA-3S	6.7	6.7	0	6.7	0	
alloCDCA;GBA-7S	7.6	7.6	0	7.61	0.01	
alloCDCA;TBA	11.04	11.03	-0.01	11.05	0.01	
alloCDCA;TBA-3S	6.64	6.63	-0.01	6.63	-0.01	
alloCDCA;TBA-7S	7.44	7.42	-0.02	7.43	-0.01	
alloUDCA;BA	13.65	13.76	0.11	13.87	0.22	
alloUDCA;BA-3S	8.58	8.59	0.01	8.64	0.06	
alloUDCA;BA-7S	10.44	10.44	0	10.48	0.04	
alloUDCA;GBA	7.62	7.61	-0.01	7.62	0	
alloUDCA;GBA-3S	3.87	3.87	0	3.93	0.06	
alloUDCA;GBA-7S	5.63	5.61	-0.02	5.64	0.01	
alloUDCA;TBA	7.9	7.9	0	7.91	0.01	
alloUDCA;TBA-3S	3.88	3.88	0	3.93	0.05	
alloUDCA;TBA-7S	5.57	5.56	-0.01	5.58	0.01	
CDCA;BA	15.97	16.03	0.06	15.98	0.01	
CDCA;BA-3S	12.01	11.99	-0.02	12.03	0.02	
CDCA;BA-7S	12.22	12.19	-0.03	12.24	0.02	
CDCA;GBA	11.05	11.02	-0.03	11.03	-0.02	
CDCA;GBA-3S	6.86	6.83	-0.03	6.83	-0.03	
CDCA;GBA-7S	7.26	7.22	-0.04	7.23	-0.03	
CDCA;TBA	11.29	11.26	-0.03	11.27	-0.02	
CDCA;TBA-3S	6.78	6.75	-0.03	6.76	-0.02	
CDCA;TBA-7S	7.13	7.09	-0.04	7.1	-0.03	
DCA;BA	16.1	16.15	0.05	16.11	0.01	
DCA;BA-3S	12.22	12.22	0	12.26	0.04	
DCA;BA-12S	12.61	12.63	0.02	12.68	0.07	
DCA;GBA	11.72	11.69	-0.03	11.72	0	
DCA;GBA-3S	7.22	7.19	-0.03	7.2	-0.02	
DCA;GBA-12S	7.95	7.93	-0.02	7.96	0.01	
DCA;TBA	11.94	11.92	-0.02	11.95	0.01	
DCA;TBA-3S	7.14	7.11	-0.03	7.12	-0.02	
DCA;TBA-12S	7.73	7.72	-0.01	7.74	0.01	
HDCA;BA	13.68	13.74	0.06	13.82	0.14	
HDCA;BA-6S	8.73	8.75	0.02	8.8	0.07	
HDCA;BA-3S	10.27	10.28	0.01	10.32	0.05	
HDCA;GBA	7.82	7.81	-0.01	7.8	-0.02	
HDCA;GBA-6S	3.78	3.78	0	3.83	0.05	
HDCA;GBA-3S	5.18	5.14	-0.04	5.17	-0.01	
HDCA;TBA	8.1	8.08	-0.02	8.07	-0.03	
HDCA;TBA-6S	3.8	3.8	0	3.85	0.05	
HDCA;TBA-3S	5.14	5.1	-0.04	5.12	-0.02	
isoCDCA;BA	14.45	14.52	0.07	14.63	0.18	
isoCDCA;BA-7S	10.03	10.02	-0.01	10.07	0.04	
isoCDCA;BA-3S	10.25	10.27	0.02	10.3	0.05	
isoCDCA;GBA	7.95	7.94	-0.01	7.94	-0.01	
isoCDCA;GBA-7S	4.96	4.93	-0.03	4.97	0.01	
isoCDCA;GBA-3S	5.22	5.21	-0.01	5.24	0.02	
isoCDCA;TBA	8.2	8.18	-0.02	8.19	-0.01	
isoCDCA;TBA-7S	4.81	4.78	-0.03	4.81	0	
isoCDCA;TBA-3S	5.17	5.16	-0.01	5.18	0.01	
isoDCA;BA	17.1	17.06	-0.04	17.12	0.02	
isoDCA;GBA	14.36	14.37	0.01	14.45	0.09	
isoDCA;TBA	14.62	14.66	0.04	14.71	0.09	
isoHDCA;BA	12.77	12.82	0.05	12.91	0.14	
isoHDCA;BA-6S	9.43	9.46	0.03	9.51	0.08	
isoHDCA;BA-3S	9.5	9.53	0.03	9.57	0.07	
isoHDCA;GBA	6.35	6.33	-0.02	6.32	-0.03	
isoHDCA;GBA-6S	3.73	3.74	0.01	3.81	0.08	
isoHDCA;GBA-3S	4.38	4.37	-0.01	4.4	0.02	
isoHDCA;TBA	6.64	6.62	-0.02	6.61	-0.03	
isoHDCA;TBA-6S	3.74	3.74	0	3.8	0.06	
isoHDCA;TBA-3S	4.39	4.37	-0.02	4.4	0.01	
isoUDCA;BA	12.12	12.23	0.11	12.32	0.2	
isoUDCA;BA-3S	7.82	7.84	0.02	7.89	0.07	
isoUDCA;BA-7S	9.07	9.08	0.01	9.13	0.06	
isoUDCA;GBA	5.76	5.76	0	5.78	0.02	
isoUDCA;GBA-3S	3.04	3.03	-0.01	3.11	0.07	
isoUDCA;GBA-7S	3.99	3.98	-0.01	4.04	0.05	
isoUDCA;TBA	6.09	6.09	0	6.1	0.01	
isoUDCA;TBA-3S	3.08	3.06	-0.02	3.15	0.07	
isoUDCA;TBA-7S	3.91	3.91	0	3.97	0.06	
MDCA;BA	11.96	12.06	0.1	12.15	0.19	
MDCA;BA-6S	7.8	7.82	0.02	7.86	0.06	
MDCA;BA-3S	8.29	8.31	0.02	8.36	0.07	
MDCA;GBA	5.99	6	0.01	6.01	0.02	
MDCA;GBA-6S	2.92	2.92	0	3.01	0.09	
MDCA;GBA-3S	3.29	3.17	-0.12	3.26	-0.03	
MDCA;TBA	6.29	6.3	0.01	6.31	0.02	
MDCA;TBA-6S	2.95	2.94	-0.01	3.03	0.08	
MDCA;TBA-3S	3.29	3.22	-0.07	3.3	0.01	
UDCA;BA	13.26	13.33	0.07	13.43	0.17	
UDCA;BA-3S	8.71	8.73	0.02	8.78	0.07	
UDCA;BA-7S	10.15	10.14	-0.01	10.18	0.03	
UDCA;GBA	7.61	7.6	-0.01	7.61	0	
UDCA;GBA-3S	4.04	4.04	0	4.1	0.06	
UDCA;GBA-7S	5.53	5.53	0	5.57	0.04	
UDCA;TBA	7.89	7.9	0.01	7.9	0.01	
UDCA;TBA-3S	4.05	4.06	0.01	4.11	0.06	
UDCA;TBA-7S	5.49	5.49	0	5.52	0.03	
12o-DCA;BA	15.05	15.17	0.12	15.15	0.1	
12o-DCA;BA-3S	9.85	9.88	0.03	9.92	0.07	
12o-DCA;GBA	9.26	9.27	0.01	9.29	0.03	
12o-DCA;GBA-3S	5.04	5.05	0.01	5.08	0.04	
12o-DCA;TBA	9.51	9.5	-0.01	9.52	0.01	
12o-DCA;TBA-3S	4.99	5.01	0.02	5.04	0.05	
3o-CDCA;BA	16.06	16.13	0.07	16.09	0.03	
3o-CDCA;BA-7S	11.77	11.78	0.01	11.84	0.07	
3o-CDCA;GBA	10.72	10.73	0.01	10.76	0.04	
3o-CDCA;GBA-7S	6.64	6.63	-0.01	6.66	0.02	
3o-CDCA;TBA	11	11.01	0.01	11.04	0.04	
3o-CDCA;TBA-7S	6.53	6.53	0	6.55	0.02	
3o-DCA;BA	16.04	16.07	0.03	16.04	0	
3o-DCA;BA-12S	11.86	11.89	0.03	11.95	0.09	
3o-DCA;GBA	11.1	11.11	0.01	11.15	0.05	
3o-DCA;GBA-12S	7.14	7.16	0.02	7.19	0.05	
3o-DCA;TBA	11.35	11.36	0.01	11.4	0.05	
3o-DCA;TBA-12S	6.92	6.96	0.04	6.99	0.07	
3o-HDCA;BA	14.35	14.43	0.08	14.55	0.2	
3o-HDCA;BA-6S	9.51	9.56	0.05	9.61	0.1	
3o-HDCA;GBA	7.88	7.9	0.02	7.91	0.03	
3o-HDCA;GBA-6S	4.06	4.08	0.02	4.14	0.08	
3o-HDCA;TBA	8.18	8.2	0.02	8.2	0.02	
3o-HDCA;TBA-6S	4.09	4.11	0.02	4.16	0.07	
6o-alloMDCA;BA	14.67	14.78	0.11	14.84	0.17	
6o-alloMDCA;BA-3S	9.82	9.86	0.04	9.91	0.09	
6o-alloMDCA;GBA	8.2	8.2	0	8.22	0.02	
6o-alloMDCA;GBA-3S	4.76	4.78	0.02	4.81	0.05	
6o-alloMDCA;TBA	8.47	8.48	0.01	8.48	0.01	
6o-alloMDCA;TBA-3S	4.74	4.78	0.04	4.8	0.06	
6o-HDCA;BA	13.98	14.13	0.15	14.25	0.27	
6o-HDCA;BA-3S	9.85	9.87	0.02	9.92	0.07	
6o-HDCA;GBA	7.92	7.93	0.01	7.93	0.01	
6o-HDCA;GBA-3S	4.8	4.8	0	4.84	0.04	
6o-HDCA;TBA	8.2	8.2	0	8.21	0.01	
6o-HDCA;TBA-3S	4.79	4.79	0	4.82	0.03	
7o-CDCA;BA	14.87	14.97	0.1	14.98	0.11	
7o-CDCA;BA-3S	10.23	10.27	0.04	10.31	0.08	
7o-CDCA;GBA	8.76	8.76	0	8.78	0.02	
7o-CDCA;GBA-3S	5.15	5.16	0.01	5.2	0.05	
7o-CDCA;TBA	8.97	8.97	0	8.98	0.01	
7o-CDCA;TBA-3S	5.05	5.08	0.03	5.11	0.06	
apoCA;BA	15.19	15.31	0.12	15.26	0.07	
apoCA;GBA	9.82	9.79	-0.03	9.8	-0.02	
apoCA;TBA	10.03	10	-0.03	10.01	-0.02	
12o-d9-DCA;BA	14.05	14.17	0.12	14.29	0.24	
12o-d9-DCA;BA-3S	9.18	9.22	0.04	9.27	0.09	
12o-d9-DCA;GBA	8.27	8.27	0	8.29	0.02	
12o-d9-DCA;GBA-3S	4.44	4.44	0	4.49	0.05	
12o-d9-DCA;TBA	8.49	8.5	0.01	8.51	0.02	
12o-d9-DCA;TBA-3S	4.38	4.4	0.02	4.45	0.07	
3,12-2o-DCA;BA	15.05	15.18	0.13	15.18	0.13	
3,12-2o-DCA;GBA	8.86	8.9	0.04	8.94	0.08	
3,12-2o-DCA;TBA	9.13	9.16	0.03	9.2	0.07	
3,6-2o-HDCA;BA	15.19	15.34	0.15	15.31	0.12	
3,6-2o-HDCA;GBA	8.61	8.66	0.05	8.7	0.09	
3,6-2o-HDCA;TBA	8.92	8.97	0.05	9	0.08	
3,7-2o-CDCA;BA	15.23	15.38	0.15	15.35	0.12	
3,7-2o-CDCA;GBA	8.71	8.77	0.06	8.8	0.09	
3,7-2o-CDCA;TBA	8.96	9.02	0.06	9.05	0.09	
3o-d4-CDCA;BA	13.86	13.95	0.09	14.06	0.2	
iso-d5-7o-CDCA;BA	12.71	12.79	0.08	12.89	0.18	
iso-d5-7o-CDCA;BA-3S	9.3	9.33	0.03	9.37	0.07	
iso-d5-7o-CDCA;GBA	6.23	6.24	0.01	6.24	0.01	
iso-d5-7o-CDCA;TBA	6.49	6.49	0	6.49	0	
12-epiCA;BA	7.82	7.87	0.05	7.92	0.1	
12-epiCA;GBA	3.88	3.9	0.02	3.94	0.06	
12-epiCA;TBA	4.11	4.13	0.02	4.17	0.06	
alloCA;BA	9.15	9.16	0.01	9.19	0.04	
alloCA;GBA	8.66	8.66	0	8.67	0.01	
alloCA;TBA	8.8	8.8	0	8.81	0.01	
a-MCA;BA	10.49	10.56	0.07	10.62	0.13	
a-MCA;GBA	5.18	5.17	-0.01	5.18	0	
a-MCA;TBA	5.37	5.35	-0.02	5.36	-0.01	
b-MCA;BA	10.04	10.07	0.03	10.12	0.08	
b-MCA;GBA	5.1	5.07	-0.03	5.08	-0.02	
b-MCA;TBA	5.48	5.46	-0.02	5.47	-0.01	
CA;BA	12.86	12.92	0.06	13	0.14	
CA;BA-7S	8.6	8.6	0	8.64	0.04	
CA;BA-3S	9.02	9.02	0	9.06	0.04	
CA;GBA	8.24	8.21	-0.03	8.21	-0.03	
CA;GBA-3S	4.84	4.79	-0.05	4.82	-0.02	
CA;TBA	8.47	8.44	-0.03	8.44	-0.03	
CA;TBA-3S	4.83	4.77	-0.06	4.8	-0.03	
DCA-1b-ol;BA	9.63	9.67	0.04	9.71	0.08	
DCA-1b-ol;GBA	5.06	5.06	0	5.07	0.01	
DCA-1b-ol;TBA	5.29	5.27	-0.02	5.28	-0.01	
HCA;BA	11.83	11.86	0.03	11.92	0.09	
HCA;GBA	6.68	6.67	-0.01	6.66	-0.02	
HCA;TBA	6.94	6.93	-0.01	6.92	-0.02	
isoCA;BA	9.48	9.55	0.07	9.6	0.12	
isoCA;GBA	5.11	5.1	-0.01	5.11	0	
isoCA;TBA	5.33	5.35	0.02	5.35	0.02	
UCA;BA	7.95	8.01	0.06	8.06	0.11	
UCA;GBA	4.36	4.36	0	4.39	0.03	
UCA;TBA	4.58	4.58	0	4.61	0.03	
w-MCA;BA	9.59	9.63	0.04	9.68	0.09	
w-MCA;GBA	4.79	4.77	-0.02	4.79	0	
w-MCA;TBA	5.08	5.06	-0.02	5.07	-0.01	
12o-CA;BA	10.37	10.43	0.06	10.49	0.12	
12o-CA;GBA	5.97	5.96	-0.01	5.97	0	
12o-CA;TBA	6.21	6.2	-0.01	6.21	0	
3o-CA;BA	12.1	12.22	0.12	12.31	0.21	
3o-CA;GBA	7.39	7.43	0.04	7.44	0.05	
3o-CA;TBA	7.64	7.67	0.03	7.68	0.04	
7o-CA;BA	10.22	10.26	0.04	10.32	0.1	
7o-CA;GBA	5.92	5.91	-0.01	5.92	0	
7o-CA;TBA	6.12	6.11	-0.01	6.12	0	
7o-HCA;BA	11.14	11.23	0.09	11.31	0.17	
7o-HCA;GBA	5.77	5.77	0	5.78	0.01	
7o-HCA;TBA	6.02	6.01	-0.01	6.02	0	
7,12-2o-CA;BA	8.01	8.11	0.1	8.19	0.18	
7,12-2o-CA;BA-3S	5.13	5.21	0.08	5.29	0.16	
7,12-2o-CA;GBA	3.83	3.86	0.03	3.92	0.09	
7,12-2o-CA;GBA-3S	1.56	1.58	0.02	1.75	0.19	
7,12-2o-CA;TBA	4.05	4.07	0.02	4.13	0.08	
7,12-2o-CA;TBA-3S	1.55	1.58	0.03	1.74	0.19	
3,7,12-3o-CA;BA	8.07	8.22	0.15	8.33	0.26	
3,7,12-3o-CA;GBA	3.58	3.69	0.11	3.78	0.2	
3,7,12-3o-CA;TBA	3.82	3.89	0.07	3.98	0.16	
CA-6a-ol;BA	7.58	7.59	0.01	7.62	0.04	
CA-6a-ol;GBA	3.99	3.97	-0.02	3.99	0	
CA-6a-ol;TBA	4.21	4.18	-0.03	4.2	-0.01	
