All compounds together:
optimized t0: 0.57
optimized tD: 0.35
optimized time: [0.6, 1.0, 1.9, 5.4, 5.9, 8.1, 9.0, 17.0, 17.9]
optimized perB: [0.03, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
average/RMS error of calibration compounds after optimization: -0.005/0.026
average/RMS error of all compounds after optimization: 0.015/0.065
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.5
optimized tD: 0.61
optimized time: [0.4, 1.1, 1.9, 5.5, 6.1, 7.9, 9.0, 16.9, 17.9]
optimized perB: [0.07, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
For compounds without sulfate: 
optimized t0: 0.57
optimized tD: 0.38
optimized time: [0.4, 1.1, 2.0, 5.4, 6.0, 7.9, 9.0, 17.0, 17.9]
optimized perB: [0.07, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: 0.004/0.013
average/RMS error of all compounds after optimization: 0.017/0.061
name	actual RT	predict RT1	error1	predict RT2	error2
alloUDCA;GBA-3S	3.11	3.14	0.03	3.19	0.08	
alloUDCA;GBA-7S	4.39	4.41	0.02	4.3	-0.09	
alloUDCA;TBA	7.2	7.14	-0.06	7.21	0.01	
alloUDCA;TBA-3S	3.1	3.13	0.03	3.18	0.08	
alloUDCA;TBA-7S	4.3	4.33	0.03	4.24	-0.06	
CDCA;BA	13.54	13.56	0.02	13.59	0.05	
CDCA;BA-3S	10.62	10.66	0.04	10.65	0.03	
CDCA;BA-7S	10.75	10.77	0.02	10.76	0.01	
CDCA;GBA	10.11	10.11	0	10.1	-0.01	
CDCA;GBA-3S	6.13	6.32	0.19	5.98	-0.15	
CDCA;GBA-7S	6.74	6.72	-0.02	6.7	-0.04	
CDCA;TBA	10.25	10.25	0	10.24	-0.01	
CDCA;TBA-3S	5.99	6.18	0.19	5.86	-0.13	
CDCA;TBA-7S	6.62	6.63	0.01	6.47	-0.15	
DCA;BA	13.78	13.77	-0.01	13.79	0.01	
DCA;BA-3S	10.74	10.77	0.03	10.77	0.03	
DCA;BA-12S	10.98	10.99	0.01	10.98	0	
DCA;GBA	10.51	10.49	-0.02	10.49	-0.02	
DCA;GBA-3S	6.69	6.71	0.02	6.7	0.01	
DCA;GBA-12S	7.2	7.16	-0.04	7.29	0.09	
DCA;TBA	10.63	10.62	-0.01	10.62	-0.01	
DCA;TBA-3S	6.61	6.66	0.05	6.56	-0.05	
DCA;TBA-12S	7.05	7.02	-0.03	7.17	0.12	
HDCA;BA	11.6	11.61	0.01	11.63	0.03	
HDCA;BA-6S	7.81	7.86	0.05	7.88	0.07	
HDCA;BA-3S	9.51	9.62	0.11	9.53	0.02	
HDCA;GBA	7.12	7.07	-0.05	7.15	0.03	
HDCA;GBA-6S	3.08	3.11	0.03	3.16	0.08	
HDCA;GBA-3S	3.89	3.93	0.04	3.88	-0.01	
HDCA;TBA	7.32	7.27	-0.05	7.35	0.03	
HDCA;TBA-6S	3.07	3.09	0.02	3.15	0.08	
HDCA;TBA-3S	3.83	3.87	0.04	3.83	0	
isoCDCA;BA	12.06	12.04	-0.02	12.06	0	
isoCDCA;BA-7S	9.34	9.38	0.04	9.26	-0.08	
isoCDCA;BA-3S	9.5	9.61	0.11	9.53	0.03	
isoCDCA;GBA	7.24	7.16	-0.08	7.23	-0.01	
isoCDCA;GBA-7S	3.8	3.82	0.02	3.78	-0.02	
isoCDCA;GBA-3S	3.91	3.98	0.07	3.93	0.02	
isoCDCA;TBA	7.44	7.35	-0.09	7.42	-0.02	
isoCDCA;TBA-7S	3.66	3.66	0	3.65	-0.01	
isoCDCA;TBA-3S	3.84	3.91	0.07	3.87	0.03	
isoDCA;BA	15.43	15.44	0.01	15.47	0.04	
isoDCA;GBA	11.94	11.9	-0.04	11.92	-0.02	
isoDCA;TBA	12.07	12.04	-0.03	12.06	-0.01	
isoHDCA;BA	11.13	11.14	0.01	11.15	0.02	
isoHDCA;BA-6S	8.66	8.68	0.02	8.59	-0.07	
isoHDCA;BA-3S	8.66	8.77	0.11	8.68	0.02	
isoHDCA;GBA	5.39	5.4	0.01	5.42	0.03	
isoHDCA;GBA-6S	3.07	3.11	0.04	3.16	0.09	
isoHDCA;GBA-3S	3.32	3.36	0.04	3.39	0.07	
isoHDCA;TBA	5.83	5.85	0.02	5.87	0.04	
isoHDCA;TBA-6S	3.05	3.08	0.03	3.14	0.09	
isoHDCA;TBA-3S	3.3	3.34	0.04	3.37	0.07	
isoUDCA;BA	10.78	10.82	0.04	10.83	0.05	
isoUDCA;BA-3S	7.05	7.1	0.05	7.2	0.15	
isoUDCA;BA-7S	8.19	8.21	0.02	8.18	-0.01	
isoUDCA;GBA	4.73	4.72	-0.01	4.73	0	
isoUDCA;GBA-3S	2.8	2.87	0.07	2.95	0.15	
isoUDCA;GBA-7S	3.2	3.26	0.06	3.29	0.09	
isoUDCA;TBA	5.11	5.11	0	5.12	0.01	
isoUDCA;TBA-3S	2.8	2.87	0.07	2.95	0.15	
isoUDCA;TBA-7S	3.2	3.19	-0.01	3.23	0.03	
MDCA;BA	10.68	10.72	0.04	10.73	0.05	
MDCA;BA-6S	7.04	7.08	0.04	7.19	0.15	
MDCA;BA-3S	7.42	7.46	0.04	7.52	0.1	
MDCA;GBA	4.98	5	0.02	5.01	0.03	
MDCA;GBA-6S	2.78	2.84	0.06	2.92	0.14	
MDCA;GBA-3S	2.9	2.94	0.04	3.01	0.11	
MDCA;TBA	5.35	5.38	0.03	5.4	0.05	
MDCA;TBA-6S	2.77	2.84	0.07	2.92	0.15	
MDCA;TBA-3S	2.88	2.93	0.05	3	0.12	
UDCA;BA	11.41	11.42	0.01	11.44	0.03	
UDCA;BA-3S	7.82	7.84	0.02	7.86	0.04	
UDCA;BA-7S	9.43	9.5	0.07	9.4	-0.03	
UDCA;GBA	6.99	6.94	-0.05	7.01	0.02	
UDCA;GBA-3S	3.2	3.24	0.04	3.28	0.08	
UDCA;GBA-7S	4.28	4.35	0.07	4.25	-0.03	
UDCA;TBA	7.19	7.14	-0.05	7.21	0.02	
UDCA;TBA-3S	3.18	3.23	0.05	3.27	0.09	
UDCA;TBA-7S	4.22	4.29	0.07	4.19	-0.03	
12o-DCA;BA	12.45	12.45	0	12.47	0.02	
12o-DCA;BA-3S	9.14	9.23	0.09	9.1	-0.04	
12o-DCA;GBA	8.51	8.43	-0.08	8.49	-0.02	
12o-DCA;GBA-3S	3.83	3.88	0.05	3.84	0.01	
12o-DCA;TBA	8.82	8.72	-0.1	8.79	-0.03	
12o-DCA;TBA-3S	3.77	3.83	0.06	3.79	0.02	
3o-CDCA;BA	13.69	13.72	0.03	13.74	0.05	
3o-CDCA;BA-7S	10.49	10.55	0.06	10.53	0.04	
3o-CDCA;GBA	9.89	9.92	0.03	9.9	0.01	
3o-CDCA;GBA-7S	5.74	5.9	0.16	5.61	-0.13	
3o-CDCA;TBA	10.06	10.09	0.03	10.08	0.02	
3o-CDCA;TBA-7S	5.55	5.71	0.16	5.45	-0.1	
3o-DCA;BA	13.66	13.61	-0.05	13.63	-0.03	
3o-DCA;BA-12S	10.58	10.61	0.03	10.58	0	
3o-DCA;GBA	10.15	10.16	0.01	10.15	0	
3o-DCA;GBA-12S	6.63	6.67	0.04	6.53	-0.1	
3o-DCA;TBA	10.3	10.31	0.01	10.3	0	
3o-DCA;TBA-12S	6.32	6.49	0.17	6.17	-0.15	
3o-HDCA;BA	11.97	11.99	0.02	12.01	0.04	
3o-HDCA;BA-6S	8.66	8.79	0.13	8.68	0.02	
3o-HDCA;GBA	7.16	7.14	-0.02	7.21	0.05	
3o-HDCA;GBA-6S	3.22	3.28	0.06	3.31	0.09	
3o-HDCA;TBA	7.38	7.36	-0.02	7.43	0.05	
3o-HDCA;TBA-6S	3.21	3.28	0.07	3.31	0.1	
6o-alloMDCA;BA	12.17	12.18	0.01	12.2	0.03	
6o-alloMDCA;BA-3S	9.11	9.22	0.11	9.09	-0.02	
6o-alloMDCA;GBA	7.42	7.37	-0.05	7.44	0.02	
6o-alloMDCA;GBA-3S	3.6	3.65	0.05	3.64	0.04	
6o-alloMDCA;TBA	7.66	7.6	-0.06	7.67	0.01	
6o-alloMDCA;TBA-3S	3.56	3.61	0.05	3.61	0.05	
6o-HDCA;BA	11.78	11.84	0.06	11.86	0.08	
6o-HDCA;BA-3S	9.11	9.23	0.12	9.11	0	
6o-HDCA;GBA	7.18	7.16	-0.02	7.23	0.05	
6o-HDCA;GBA-3S	3.62	3.67	0.05	3.65	0.03	
6o-HDCA;TBA	7.4	7.37	-0.03	7.44	0.04	
6o-HDCA;TBA-3S	3.58	3.64	0.06	3.63	0.05	
7o-CDCA;BA	12.29	12.29	0	12.31	0.02	
7o-CDCA;BA-3S	9.49	9.6	0.11	9.5	0.01	
7o-CDCA;GBA	7.94	7.87	-0.07	7.94	0	
7o-CDCA;GBA-3S	3.91	3.98	0.07	3.92	0.01	
7o-CDCA;TBA	8.16	8.09	-0.07	8.16	0	
7o-CDCA;TBA-3S	3.81	3.88	0.07	3.84	0.03	
apoCA;BA	12.56	12.56	0	12.58	0.02	
apoCA;GBA	9.18	9.13	-0.05	9.15	-0.03	
apoCA;TBA	9.38	9.37	-0.01	9.36	-0.02	
12o-d9-DCA;BA	11.85	11.87	0.02	11.88	0.03	
12o-d9-DCA;BA-3S	8.32	8.37	0.05	8.32	0	
12o-d9-DCA;GBA	7.49	7.43	-0.06	7.49	0	
12o-d9-DCA;GBA-3S	3.42	3.46	0.04	3.47	0.05	
12o-d9-DCA;TBA	7.69	7.62	-0.07	7.69	0	
12o-d9-DCA;TBA-3S	3.36	3.42	0.06	3.43	0.07	
3,12-2o-DCA;BA	12.46	12.48	0.02	12.5	0.04	
3,12-2o-DCA;GBA	8.04	8.01	-0.03	8.08	0.04	
3,12-2o-DCA;TBA	8.32	8.29	-0.03	8.35	0.03	
3,6-2o-HDCA;BA	12.55	12.62	0.07	12.64	0.09	
3,6-2o-HDCA;GBA	7.77	7.78	0.01	7.84	0.07	
3,6-2o-HDCA;TBA	8.08	8.08	0	8.15	0.07	
3,7-2o-CDCA;BA	12.61	12.67	0.06	12.69	0.08	
3,7-2o-CDCA;GBA	7.87	7.88	0.01	7.94	0.07	
3,7-2o-CDCA;TBA	8.12	8.14	0.02	8.2	0.08	
3o-d4-CDCA;BA	11.73	11.75	0.02	11.77	0.04	
iso-d5-7o-CDCA;BA	11.1	11.13	0.03	11.14	0.04	
iso-d5-7o-CDCA;BA-3S	8.38	8.5	0.12	8.44	0.06	
iso-d5-7o-CDCA;GBA	5.24	5.29	0.05	5.3	0.06	
iso-d5-7o-CDCA;TBA	5.6	5.66	0.06	5.67	0.07	
12-epiCA;BA	7.14	7.12	-0.02	7.18	0.04	
12-epiCA;GBA	3.29	3.3	0.01	3.31	0.02	
12-epiCA;TBA	3.41	3.41	0	3.42	0.01	
alloCA;BA	8.36	8.29	-0.07	8.36	0	
alloCA;GBA	7.85	7.77	-0.08	7.84	-0.01	
alloCA;TBA	7.98	7.91	-0.07	7.98	0	
a-MCA;BA	9.7	9.78	0.08	9.76	0.06	
a-MCA;GBA	4.12	4.12	0	4.13	0.01	
a-MCA;TBA	4.25	4.25	0	4.27	0.02	
b-MCA;BA	9.33	9.37	0.04	9.37	0.04	
b-MCA;GBA	4.01	4.01	0	4.02	0.01	
b-MCA;TBA	4.38	4.38	0	4.39	0.01	
CA;BA	11.18	11.18	0	11.2	0.02	
CA;BA-7S	7.74	7.71	-0.03	7.75	0.01	
CA;BA-3S	8.14	8.15	0.01	8.14	0	
CA;GBA	7.45	7.38	-0.07	7.45	0	
CA;GBA-3S	3.65	3.66	0.01	3.64	-0.01	
CA;TBA	7.65	7.57	-0.08	7.64	-0.01	
CA;TBA-3S	3.62	3.63	0.01	3.62	0	
DCA-1b-ol;BA	8.93	8.9	-0.03	8.96	0.03	
DCA-1b-ol;GBA	4	4	0	4.01	0.01	
DCA-1b-ol;TBA	4.18	4.17	-0.01	4.18	0	
HCA;BA	10.59	10.61	0.02	10.61	0.02	
HCA;GBA	5.92	5.96	0.04	5.98	0.06	
HCA;TBA	6.38	6.41	0.03	6.43	0.05	
isoCA;BA	8.74	8.75	0.01	8.81	0.07	
isoCA;GBA	4.04	4.03	-0.01	4.04	0	
isoCA;TBA	4.24	4.24	0	4.26	0.02	
UCA;BA	7.24	7.22	-0.02	7.28	0.04	
UCA;GBA	3.56	3.55	-0.01	3.56	0	
UCA;TBA	3.7	3.69	-0.01	3.7	0	
w-MCA;BA	8.89	8.86	-0.03	8.92	0.03	
w-MCA;GBA	3.79	3.78	-0.01	3.79	0	
w-MCA;TBA	4.01	4	-0.01	4.01	0	
12o-CA;BA	9.63	9.68	0.05	9.67	0.04	
12o-CA;GBA	4.95	4.93	-0.02	4.95	0	
12o-CA;TBA	5.25	5.24	-0.01	5.25	0	
3o-CA;BA	10.77	10.81	0.04	10.82	0.05	
3o-CA;GBA	6.85	6.83	-0.02	6.9	0.05	
3o-CA;TBA	7.01	6.98	-0.03	7.05	0.04	
7o-CA;BA	9.49	9.54	0.05	9.53	0.04	
7o-CA;GBA	4.89	4.88	-0.01	4.89	0	
7o-CA;TBA	5.12	5.13	0.01	5.14	0.02	
7o-HCA;BA	10.15	10.22	0.07	10.22	0.07	
7o-HCA;GBA	4.7	4.72	0.02	4.73	0.03	
7o-HCA;TBA	4.98	5	0.02	5.02	0.04	
7,12-2o-CA;BA	7.28	7.31	0.03	7.37	0.09	
7,12-2o-CA;BA-3S	4.11	4.22	0.11	4.12	0.01	
7,12-2o-CA;GBA	3.3	3.32	0.02	3.32	0.02	
7,12-2o-CA;GBA-3S	2.36	2.51	0.15	2.56	0.2	
7,12-2o-CA;TBA	3.41	3.43	0.02	3.43	0.02	
7,12-2o-CA;TBA-3S	2.36	2.51	0.15	2.55	0.19	
3,7,12-3o-CA;BA	7.32	7.42	0.1	7.46	0.14	
3,7,12-3o-CA;GBA	3.25	3.32	0.07	3.31	0.06	
3,7,12-3o-CA;TBA	3.37	3.42	0.05	3.42	0.05	
CA-6a-ol;BA	6.95	6.93	-0.02	6.99	0.04	
CA-6a-ol;GBA	3.26	3.27	0.01	3.29	0.03	
CA-6a-ol;TBA	3.37	3.38	0.01	3.4	0.03	
