All compounds together:
optimized t0: 0.51
optimized tD: 0.6
optimized time: [0.6, 0.9, 2.0, 5.4, 6.1, 7.9, 9.0, 17.1, 17.9]
optimized perB: [0.03, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
average/RMS error of calibration compounds after optimization: 0.001/0.03
average/RMS error of all compounds after optimization: -0.014/0.076
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.52
optimized tD: 0.52
optimized time: [0.6, 0.9, 1.9, 5.4, 6.1, 7.9, 9.0, 16.9, 17.9]
optimized perB: [0.03, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
For compounds without sulfate: 
optimized t0: 0.57
optimized tD: 0.37
optimized time: [0.5, 0.9, 2.0, 5.5, 6.1, 8.0, 9.0, 17.0, 17.9]
optimized perB: [0.07, 0.22, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.01/0.016
average/RMS error of all compounds after optimization: -0.016/0.074
name	actual RT	predict RT1	error1	predict RT2	error2
apoCA;BA	12.56	12.56	0	12.56	0	
apoCA;GBA	9.18	9.03	-0.15	9.03	-0.15	
apoCA;TBA	9.38	9.28	-0.1	9.28	-0.1	
12o-d9-DCA;BA	11.85	11.85	0	11.85	0	
12o-d9-DCA;BA-3S	8.32	8.33	0.01	8.32	0	
12o-d9-DCA;GBA	7.49	7.47	-0.02	7.47	-0.02	
12o-d9-DCA;GBA-3S	3.42	3.46	0.04	3.46	0.04	
12o-d9-DCA;TBA	7.69	7.65	-0.04	7.65	-0.04	
12o-d9-DCA;TBA-3S	3.36	3.42	0.06	3.42	0.06	
3,12-2o-DCA;BA	12.46	12.46	0	12.46	0	
3,12-2o-DCA;GBA	8.04	7.97	-0.07	7.97	-0.07	
3,12-2o-DCA;TBA	8.32	8.23	-0.09	8.23	-0.09	
3,6-2o-HDCA;BA	12.55	12.61	0.06	12.61	0.06	
3,6-2o-HDCA;GBA	7.77	7.77	0	7.77	0	
3,6-2o-HDCA;TBA	8.08	8.05	-0.03	8.05	-0.03	
3,7-2o-CDCA;BA	12.61	12.64	0.03	12.64	0.03	
3,7-2o-CDCA;GBA	7.87	7.86	-0.01	7.86	-0.01	
3,7-2o-CDCA;TBA	8.12	8.09	-0.03	8.09	-0.03	
3o-d4-CDCA;BA	11.73	11.74	0.01	11.74	0.01	
iso-d5-7o-CDCA;BA	11.1	11.11	0.01	11.11	0.01	
iso-d5-7o-CDCA;BA-3S	8.38	8.45	0.07	8.45	0.07	
iso-d5-7o-CDCA;GBA	5.24	5.08	-0.16	5.08	-0.16	
iso-d5-7o-CDCA;TBA	5.6	5.41	-0.19	5.41	-0.19	
12-epiCA;BA	7.14	7.15	0.01	7.15	0.01	
12-epiCA;GBA	3.29	3.29	0	3.29	0	
12-epiCA;TBA	3.41	3.4	-0.01	3.4	-0.01	
alloCA;BA	8.36	8.25	-0.11	8.25	-0.11	
alloCA;GBA	7.85	7.79	-0.06	7.79	-0.06	
alloCA;TBA	7.98	7.92	-0.06	7.92	-0.06	
a-MCA;BA	9.7	9.68	-0.02	9.68	-0.02	
a-MCA;GBA	4.12	4.03	-0.09	4.03	-0.09	
a-MCA;TBA	4.25	4.16	-0.09	4.16	-0.09	
b-MCA;BA	9.33	9.24	-0.09	9.24	-0.09	
b-MCA;GBA	4.01	3.94	-0.07	3.94	-0.07	
b-MCA;TBA	4.38	4.26	-0.12	4.26	-0.12	
CA;BA	11.18	11.17	-0.01	11.17	-0.01	
CA;BA-7S	7.74	7.75	0.01	7.73	-0.01	
CA;BA-3S	8.14	8.14	0	8.13	-0.01	
CA;GBA	7.45	7.45	0	7.45	0	
CA;GBA-3S	3.65	3.64	-0.01	3.64	-0.01	
CA;TBA	7.65	7.63	-0.02	7.63	-0.02	
CA;TBA-3S	3.62	3.61	-0.01	3.61	-0.01	
DCA-1b-ol;BA	8.93	8.78	-0.15	8.78	-0.15	
DCA-1b-ol;GBA	4	3.93	-0.07	3.93	-0.07	
DCA-1b-ol;TBA	4.18	4.08	-0.1	4.08	-0.1	
HCA;BA	10.59	10.58	-0.01	10.58	-0.01	
HCA;GBA	5.92	5.69	-0.23	5.69	-0.23	
HCA;TBA	6.38	6.1	-0.28	6.1	-0.28	
isoCA;BA	8.74	8.63	-0.11	8.63	-0.11	
isoCA;GBA	4.04	3.95	-0.09	3.95	-0.09	
isoCA;TBA	4.24	4.15	-0.09	4.15	-0.09	
UCA;BA	7.24	7.25	0.01	7.25	0.01	
UCA;GBA	3.56	3.52	-0.04	3.52	-0.04	
UCA;TBA	3.7	3.64	-0.06	3.64	-0.06	
w-MCA;BA	8.89	8.74	-0.15	8.74	-0.15	
w-MCA;GBA	3.79	3.73	-0.06	3.73	-0.06	
w-MCA;TBA	4.01	3.93	-0.08	3.93	-0.08	
12o-CA;BA	9.63	9.57	-0.06	9.57	-0.06	
12o-CA;GBA	4.95	4.76	-0.19	4.76	-0.19	
12o-CA;TBA	5.25	5.04	-0.21	5.04	-0.21	
3o-CA;BA	10.77	10.78	0.01	10.78	0.01	
3o-CA;GBA	6.85	6.85	0	6.85	0	
3o-CA;TBA	7.01	7.07	0.06	7.07	0.06	
7o-CA;BA	9.49	9.42	-0.07	9.42	-0.07	
7o-CA;GBA	4.89	4.72	-0.17	4.72	-0.17	
7o-CA;TBA	5.12	4.94	-0.18	4.94	-0.18	
7o-HCA;BA	10.15	10.16	0.01	10.16	0.01	
7o-HCA;GBA	4.7	4.57	-0.13	4.57	-0.13	
7o-HCA;TBA	4.98	4.83	-0.15	4.83	-0.15	
7,12-2o-CA;BA	7.28	7.31	0.03	7.31	0.03	
7,12-2o-CA;BA-3S	4.11	4.12	0.01	4.14	0.03	
7,12-2o-CA;GBA	3.3	3.31	0.01	3.31	0.01	
7,12-2o-CA;GBA-3S	2.36	2.45	0.09	2.54	0.18	
7,12-2o-CA;TBA	3.41	3.41	0	3.41	0	
7,12-2o-CA;TBA-3S	2.36	2.44	0.08	2.53	0.17	
3,7,12-3o-CA;BA	7.32	7.36	0.04	7.36	0.04	
3,7,12-3o-CA;GBA	3.25	3.29	0.04	3.29	0.04	
3,7,12-3o-CA;TBA	3.37	3.39	0.02	3.39	0.02	
CA-6a-ol;BA	6.95	6.97	0.02	6.97	0.02	
CA-6a-ol;GBA	3.26	3.28	0.02	3.28	0.02	
CA-6a-ol;TBA	3.37	3.38	0.01	3.38	0.01	
