All compounds together:
optimized t0: 0.47
optimized tD: 0.37
optimized time: [0.4, 1.1, 2.1, 5.6, 5.9, 8.1, 9.0, 17.0, 17.9]
optimized perB: [0.03, 0.22, 0.25, 0.25, 0.3, 0.3, 0.35, 0.63, 0.98]
average/RMS error of calibration compounds after optimization: 0.014/0.04
average/RMS error of all compounds after optimization: -0.016/0.053
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.46
optimized tD: 0.38
optimized time: [0.6, 1.0, 1.9, 5.6, 6.0, 8.1, 9.0, 16.9, 17.9]
optimized perB: [0.03, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.63, 0.98]
For compounds without sulfate: 
optimized t0: 0.5
optimized tD: 0.28
optimized time: [0.6, 1.1, 2.1, 5.4, 5.9, 7.9, 9.0, 16.9, 17.9]
optimized perB: [0.03, 0.22, 0.25, 0.25, 0.3, 0.3, 0.35, 0.63, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: 0.008/0.03
average/RMS error of all compounds after optimization: -0.007/0.048
name	actual RT	predict RT1	error1	predict RT2	error2
3o-HDCA;GBA-6S	2.97	2.94	-0.03	2.95	-0.02	
3o-HDCA;TBA	6.99	7	0.01	6.97	-0.02	
3o-HDCA;TBA-6S	2.93	2.94	0.01	2.95	0.02	
6o-alloMDCA;BA	11.88	11.8	-0.08	11.82	-0.06	
6o-alloMDCA;BA-3S	8.66	8.56	-0.1	8.55	-0.11	
6o-alloMDCA;GBA	7	6.99	-0.01	6.97	-0.03	
6o-alloMDCA;GBA-3S	3.25	3.25	0	3.25	0	
6o-alloMDCA;TBA	7.2	7.19	-0.01	7.18	-0.02	
6o-alloMDCA;TBA-3S	3.21	3.23	0.02	3.23	0.02	
6o-HDCA;BA	11.5	11.45	-0.05	11.48	-0.02	
6o-HDCA;BA-3S	8.7	8.58	-0.12	8.57	-0.13	
6o-HDCA;GBA	6.79	6.82	0.03	6.79	0	
6o-HDCA;GBA-3S	3.25	3.27	0.02	3.27	0.02	
6o-HDCA;TBA	7	7	0	6.98	-0.02	
6o-HDCA;TBA-3S	3.24	3.24	0	3.24	0	
7o-CDCA;BA	11.98	11.92	-0.06	11.94	-0.04	
7o-CDCA;BA-3S	9.12	9.08	-0.04	9.06	-0.06	
7o-CDCA;GBA	7.42	7.41	-0.01	7.41	-0.01	
7o-CDCA;GBA-3S	3.52	3.52	0	3.51	-0.01	
7o-CDCA;TBA	7.6	7.59	-0.01	7.61	0.01	
7o-CDCA;TBA-3S	3.44	3.44	0	3.44	0	
apoCA;BA	12.21	12.21	0	12.23	0.02	
apoCA;GBA	8.49	8.47	-0.02	8.54	0.05	
apoCA;TBA	8.77	8.75	-0.02	8.82	0.05	
12o-d9-DCA;BA	11.54	11.48	-0.06	11.5	-0.04	
12o-d9-DCA;BA-3S	7.89	7.83	-0.06	7.83	-0.06	
12o-d9-DCA;GBA	7.03	7.03	0	7.02	-0.01	
12o-d9-DCA;GBA-3S	3.1	3.09	-0.01	3.1	0	
12o-d9-DCA;TBA	7.21	7.2	-0.01	7.19	-0.02	
12o-d9-DCA;TBA-3S	3.05	3.06	0.01	3.06	0.01	
3,12-2o-DCA;BA	12.21	12.09	-0.12	12.12	-0.09	
3,12-2o-DCA;GBA	7.57	7.49	-0.08	7.51	-0.06	
3,12-2o-DCA;TBA	7.81	7.72	-0.09	7.76	-0.05	
3,6-2o-HDCA;BA	12.36	12.25	-0.11	12.28	-0.08	
3,6-2o-HDCA;GBA	7.39	7.3	-0.09	7.31	-0.08	
3,6-2o-HDCA;TBA	7.67	7.56	-0.11	7.58	-0.09	
3,7-2o-CDCA;BA	12.39	12.28	-0.11	12.32	-0.07	
3,7-2o-CDCA;GBA	7.44	7.38	-0.06	7.4	-0.04	
3,7-2o-CDCA;TBA	7.68	7.6	-0.08	7.63	-0.05	
3o-d4-CDCA;BA	11.43	11.37	-0.06	11.39	-0.04	
iso-d5-7o-CDCA;BA	10.8	10.72	-0.08	10.73	-0.07	
iso-d5-7o-CDCA;BA-3S	8.06	7.94	-0.12	7.94	-0.12	
iso-d5-7o-CDCA;GBA	4.63	4.58	-0.05	4.69	0.06	
iso-d5-7o-CDCA;TBA	4.94	4.89	-0.05	5.01	0.07	
12-epiCA;BA	6.73	6.72	-0.01	6.71	-0.02	
12-epiCA;GBA	2.94	2.94	0	2.93	-0.01	
12-epiCA;TBA	3.05	3.03	-0.02	3.04	-0.01	
alloCA;BA	7.79	7.74	-0.05	7.78	-0.01	
alloCA;GBA	7.32	7.33	0.01	7.33	0.01	
alloCA;TBA	7.46	7.45	-0.01	7.45	-0.01	
a-MCA;BA	9.3	9.24	-0.06	9.26	-0.04	
a-MCA;GBA	3.65	3.62	-0.03	3.66	0.01	
a-MCA;TBA	3.77	3.73	-0.04	3.78	0.01	
b-MCA;BA	8.84	8.68	-0.16	8.78	-0.06	
b-MCA;GBA	3.56	3.53	-0.03	3.56	0	
b-MCA;TBA	3.87	3.83	-0.04	3.88	0.01	
CA;BA	10.82	10.8	-0.02	10.81	-0.01	
CA;BA-7S	7.3	7.29	-0.01	7.31	0.01	
CA;BA-3S	7.69	7.66	-0.03	7.67	-0.02	
CA;GBA	6.98	7.02	0.04	6.99	0.01	
CA;GBA-3S	3.28	3.26	-0.02	3.26	-0.02	
CA;TBA	7.15	7.18	0.03	7.17	0.02	
CA;TBA-3S	3.24	3.24	0	3.23	-0.01	
DCA-1b-ol;BA	8.33	8.23	-0.1	8.3	-0.03	
DCA-1b-ol;GBA	3.53	3.52	-0.01	3.55	0.02	
DCA-1b-ol;TBA	3.68	3.66	-0.02	3.71	0.03	
HCA;BA	10.21	10.21	0	10.2	-0.01	
HCA;GBA	5.14	5.15	0.01	5.28	0.14	
HCA;TBA	5.52	5.53	0.01	5.68	0.16	
isoCA;BA	8.14	8.09	-0.05	8.16	0.02	
isoCA;GBA	3.56	3.55	-0.01	3.58	0.02	
isoCA;TBA	3.72	3.72	0	3.77	0.05	
UCA;BA	6.84	6.82	-0.02	6.81	-0.03	
UCA;GBA	3.17	3.15	-0.02	3.16	-0.01	
UCA;TBA	3.28	3.26	-0.02	3.28	0	
w-MCA;BA	8.31	8.19	-0.12	8.26	-0.05	
w-MCA;GBA	3.37	3.34	-0.03	3.36	-0.01	
w-MCA;TBA	3.55	3.52	-0.03	3.55	0	
12o-CA;BA	9.16	9.11	-0.05	9.14	-0.02	
12o-CA;GBA	4.31	4.29	-0.02	4.37	0.06	
12o-CA;TBA	4.57	4.54	-0.03	4.64	0.07	
3o-CA;BA	10.43	10.39	-0.04	10.4	-0.03	
3o-CA;GBA	6.35	6.35	0	6.44	0.09	
3o-CA;TBA	6.62	6.67	0.05	6.63	0.01	
7o-CA;BA	9.04	8.9	-0.14	8.97	-0.07	
7o-CA;GBA	4.29	4.25	-0.04	4.33	0.04	
7o-CA;TBA	4.5	4.45	-0.05	4.54	0.04	
7o-HCA;BA	9.81	9.76	-0.05	9.76	-0.05	
7o-HCA;GBA	4.16	4.11	-0.05	4.18	0.02	
7o-HCA;TBA	4.4	4.35	-0.05	4.44	0.04	
7,12-2o-CA;BA	6.93	6.86	-0.07	6.86	-0.07	
7,12-2o-CA;BA-3S	3.77	3.69	-0.08	3.69	-0.08	
7,12-2o-CA;GBA	2.99	2.95	-0.04	2.95	-0.04	
7,12-2o-CA;GBA-3S	2.16	2.13	-0.03	2.21	0.05	
7,12-2o-CA;TBA	3.08	3.04	-0.04	3.05	-0.03	
7,12-2o-CA;TBA-3S	2.16	2.13	-0.03	2.21	0.05	
3,7,12-3o-CA;BA	7.05	6.9	-0.15	6.92	-0.13	
3,7,12-3o-CA;GBA	2.99	2.94	-0.05	2.94	-0.05	
3,7,12-3o-CA;TBA	3.09	3.02	-0.07	3.03	-0.06	
CA-6a-ol;BA	6.55	6.54	-0.01	6.55	0	
CA-6a-ol;GBA	2.93	2.92	-0.01	2.92	-0.01	
CA-6a-ol;TBA	3.03	3.02	-0.01	3.02	-0.01	
