All compounds together:
optimized t0: 0.6
optimized tD: 0.43
optimized time: [0.4, 1.1, 2.0, 5.4, 6.1, 7.9, 9.0, 17.0, 17.9]
optimized perB: [0.07, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
average/RMS error of calibration compounds after optimization: 0.01/0.024
average/RMS error of all compounds after optimization: 0.011/0.028
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.59
optimized tD: 0.48
optimized time: [0.4, 0.9, 1.9, 5.4, 6.1, 7.9, 9.0, 16.9, 17.9]
optimized perB: [0.07, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
For compounds without sulfate: 
optimized t0: 0.63
optimized tD: 0.31
optimized time: [0.5, 1.0, 2.1, 5.6, 5.9, 8.0, 9.0, 17.0, 17.9]
optimized perB: [0.07, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: 0.006/0.017
average/RMS error of all compounds after optimization: 0.012/0.041
name	actual RT	predict RT1	error1	predict RT2	error2
alloUDCA;TBA-7S	4.59	4.53	-0.06	4.51	-0.08	
CDCA;BA	13.72	13.77	0.05	13.77	0.05	
CDCA;BA-3S	10.82	10.82	0	10.83	0.01	
CDCA;BA-7S	10.93	10.93	0	10.94	0.01	
CDCA;GBA	10.26	10.26	0	10.26	0	
CDCA;GBA-3S	6.53	6.59	0.06	6.55	0.02	
CDCA;GBA-7S	6.94	6.96	0.02	6.97	0.03	
CDCA;TBA	10.4	10.41	0.01	10.4	0	
CDCA;TBA-3S	6.41	6.47	0.06	6.42	0.01	
CDCA;TBA-7S	6.85	6.87	0.02	6.87	0.02	
DCA;BA	13.96	13.98	0.02	13.99	0.03	
DCA;BA-3S	10.94	10.94	0	10.95	0.01	
DCA;BA-12S	11.15	11.16	0.01	11.17	0.02	
DCA;GBA	10.65	10.66	0.01	10.65	0	
DCA;GBA-3S	6.93	6.95	0.02	6.96	0.03	
DCA;GBA-12S	7.41	7.44	0.03	7.45	0.04	
DCA;TBA	10.77	10.78	0.01	10.77	0	
DCA;TBA-3S	6.86	6.9	0.04	6.9	0.04	
DCA;TBA-12S	7.25	7.29	0.04	7.3	0.05	
HDCA;BA	11.81	11.8	-0.01	11.8	-0.01	
HDCA;BA-6S	8.17	8.18	0.01	8.17	0	
HDCA;BA-3S	9.8	9.79	-0.01	9.79	-0.01	
HDCA;GBA	7.31	7.35	0.04	7.3	-0.01	
HDCA;GBA-6S	3.26	3.24	-0.02	3.24	-0.02	
HDCA;GBA-3S	4.15	4.11	-0.04	4.09	-0.06	
HDCA;TBA	7.53	7.56	0.03	7.52	-0.01	
HDCA;TBA-6S	3.25	3.23	-0.02	3.23	-0.02	
HDCA;TBA-3S	4.08	4.05	-0.03	4.03	-0.05	
isoCDCA;BA	12.25	12.24	-0.01	12.24	-0.01	
isoCDCA;BA-7S	9.58	9.58	0	9.58	0	
isoCDCA;BA-3S	9.8	9.78	-0.02	9.78	-0.02	
isoCDCA;GBA	7.41	7.44	0.03	7.41	0	
isoCDCA;GBA-7S	3.97	3.99	0.02	3.98	0.01	
isoCDCA;GBA-3S	4.17	4.16	-0.01	4.14	-0.03	
isoCDCA;TBA	7.61	7.64	0.03	7.62	0.01	
isoCDCA;TBA-7S	3.82	3.83	0.01	3.81	-0.01	
isoCDCA;TBA-3S	4.11	4.09	-0.02	4.07	-0.04	
isoDCA;BA	15.67	15.67	0	15.69	0.02	
isoDCA;GBA	12.08	12.08	0	12.07	-0.01	
isoDCA;TBA	12.21	12.22	0.01	12.21	0	
isoHDCA;BA	11.33	11.32	-0.01	11.32	-0.01	
isoHDCA;BA-6S	9	9.03	0.03	9.01	0.01	
isoHDCA;BA-3S	9.09	9.11	0.02	9.1	0.01	
isoHDCA;GBA	5.63	5.65	0.02	5.73	0.1	
isoHDCA;GBA-6S	3.23	3.24	0.01	3.24	0.01	
isoHDCA;GBA-3S	3.51	3.51	0	3.5	-0.01	
isoHDCA;TBA	6.09	6.13	0.04	6.22	0.13	
isoHDCA;TBA-6S	3.2	3.22	0.02	3.21	0.01	
isoHDCA;TBA-3S	3.49	3.49	0	3.48	-0.01	
isoUDCA;BA	11	11.01	0.01	11.02	0.02	
isoUDCA;BA-3S	7.35	7.38	0.03	7.38	0.03	
isoUDCA;BA-7S	8.52	8.54	0.02	8.53	0.01	
isoUDCA;GBA	4.9	4.93	0.03	4.97	0.07	
isoUDCA;GBA-3S	2.97	2.99	0.02	3	0.03	
isoUDCA;GBA-7S	3.38	3.4	0.02	3.4	0.02	
isoUDCA;TBA	5.28	5.34	0.06	5.4	0.12	
isoUDCA;TBA-3S	2.96	2.99	0.03	3	0.04	
isoUDCA;TBA-7S	3.31	3.32	0.01	3.32	0.01	
MDCA;BA	10.9	10.91	0.01	10.92	0.02	
MDCA;BA-6S	7.34	7.36	0.02	7.36	0.02	
MDCA;BA-3S	7.75	7.75	0	7.75	0	
MDCA;GBA	5.19	5.22	0.03	5.27	0.08	
MDCA;GBA-6S	2.93	2.96	0.03	2.97	0.04	
MDCA;GBA-3S	3.06	3.06	0	3.06	0	
MDCA;TBA	5.6	5.63	0.03	5.7	0.1	
MDCA;TBA-6S	2.93	2.96	0.03	2.97	0.04	
MDCA;TBA-3S	3.04	3.05	0.01	3.05	0.01	
UDCA;BA	11.62	11.61	-0.01	11.62	0	
UDCA;BA-3S	8.15	8.16	0.01	8.15	0	
UDCA;BA-7S	9.7	9.68	-0.02	9.69	-0.01	
UDCA;GBA	7.17	7.21	0.04	7.17	0	
UDCA;GBA-3S	3.39	3.38	-0.01	3.38	-0.01	
UDCA;GBA-7S	4.54	4.55	0.01	4.53	-0.01	
UDCA;TBA	7.39	7.41	0.02	7.38	-0.01	
UDCA;TBA-3S	3.37	3.37	0	3.37	0	
UDCA;TBA-7S	4.49	4.48	-0.01	4.46	-0.03	
12o-DCA;BA	12.65	12.65	0	12.65	0	
12o-DCA;BA-3S	9.44	9.46	0.02	9.46	0.02	
12o-DCA;GBA	8.72	8.77	0.05	8.81	0.09	
12o-DCA;GBA-3S	4.05	4.05	0	4.04	-0.01	
12o-DCA;TBA	9.03	9.07	0.04	9.11	0.08	
12o-DCA;TBA-3S	4	4	0	3.99	-0.01	
3o-CDCA;BA	13.92	13.93	0.01	13.94	0.02	
3o-CDCA;BA-7S	10.72	10.71	-0.01	10.73	0.01	
3o-CDCA;GBA	10.08	10.08	0	10.09	0.01	
3o-CDCA;GBA-7S	6.15	6.18	0.03	6.13	-0.02	
3o-CDCA;TBA	10.26	10.26	0	10.26	0	
3o-CDCA;TBA-7S	5.96	5.98	0.02	5.94	-0.02	
3o-DCA;BA	13.83	13.81	-0.02	13.82	-0.01	
3o-DCA;BA-12S	10.78	10.77	-0.01	10.79	0.01	
3o-DCA;GBA	10.33	10.33	0	10.33	0	
3o-DCA;GBA-12S	6.88	6.91	0.03	6.91	0.03	
3o-DCA;TBA	10.48	10.48	0	10.48	0	
3o-DCA;TBA-12S	6.67	6.73	0.06	6.71	0.04	
3o-HDCA;BA	12.2	12.19	-0.01	12.19	-0.01	
3o-HDCA;BA-6S	9.12	9.13	0.01	9.12	0	
3o-HDCA;GBA	7.38	7.42	0.04	7.38	0	
3o-HDCA;GBA-6S	3.42	3.42	0	3.42	0	
3o-HDCA;TBA	7.64	7.65	0.01	7.63	-0.01	
3o-HDCA;TBA-6S	3.42	3.42	0	3.41	-0.01	
6o-alloMDCA;BA	12.39	12.37	-0.02	12.38	-0.01	
6o-alloMDCA;BA-3S	9.45	9.45	0	9.45	0	
6o-alloMDCA;GBA	7.62	7.66	0.04	7.64	0.02	
6o-alloMDCA;GBA-3S	3.87	3.81	-0.06	3.8	-0.07	
6o-alloMDCA;TBA	7.88	7.9	0.02	7.89	0.01	
6o-alloMDCA;TBA-3S	3.78	3.78	0	3.76	-0.02	
6o-HDCA;BA	12.02	12.03	0.01	12.03	0.01	
6o-HDCA;BA-3S	9.46	9.46	0	9.46	0	
6o-HDCA;GBA	7.4	7.44	0.04	7.41	0.01	
6o-HDCA;GBA-3S	3.85	3.83	-0.02	3.82	-0.03	
6o-HDCA;TBA	7.62	7.66	0.04	7.64	0.02	
6o-HDCA;TBA-3S	3.81	3.8	-0.01	3.79	-0.02	
7o-CDCA;BA	12.5	12.48	-0.02	12.49	-0.01	
7o-CDCA;BA-3S	9.78	9.77	-0.01	9.78	0	
7o-CDCA;GBA	8.15	8.19	0.04	8.19	0.04	
7o-CDCA;GBA-3S	4.19	4.16	-0.03	4.14	-0.05	
7o-CDCA;TBA	8.39	8.41	0.02	8.43	0.04	
7o-CDCA;TBA-3S	4.09	4.06	-0.03	4.04	-0.05	
apoCA;BA	12.73	12.75	0.02	12.75	0.02	
apoCA;GBA	9.37	9.38	0.01	9.41	0.04	
apoCA;TBA	9.56	9.57	0.01	9.59	0.03	
12o-d9-DCA;BA	12.05	12.06	0.01	12.07	0.02	
12o-d9-DCA;BA-3S	8.68	8.71	0.03	8.7	0.02	
12o-d9-DCA;GBA	7.68	7.72	0.04	7.7	0.02	
12o-d9-DCA;GBA-3S	3.61	3.62	0.01	3.61	0	
12o-d9-DCA;TBA	7.88	7.92	0.04	7.92	0.04	
12o-d9-DCA;TBA-3S	3.57	3.57	0	3.56	-0.01	
3,12-2o-DCA;BA	12.71	12.69	-0.02	12.7	-0.01	
3,12-2o-DCA;GBA	8.29	8.34	0.05	8.36	0.07	
3,12-2o-DCA;TBA	8.58	8.63	0.05	8.67	0.09	
3,6-2o-HDCA;BA	12.84	12.83	-0.01	12.84	0	
3,6-2o-HDCA;GBA	8.05	8.09	0.04	8.1	0.05	
3,6-2o-HDCA;TBA	8.36	8.41	0.05	8.43	0.07	
3,7-2o-CDCA;BA	12.87	12.87	0	12.88	0.01	
3,7-2o-CDCA;GBA	8.15	8.19	0.04	8.21	0.06	
3,7-2o-CDCA;TBA	8.41	8.47	0.06	8.5	0.09	
3o-d4-CDCA;BA	11.95	11.94	-0.01	11.95	0	
iso-d5-7o-CDCA;BA	11.34	11.33	-0.01	11.33	-0.01	
iso-d5-7o-CDCA;BA-3S	8.86	8.85	-0.01	8.83	-0.03	
iso-d5-7o-CDCA;GBA	5.47	5.53	0.06	5.6	0.13	
iso-d5-7o-CDCA;TBA	5.88	5.92	0.04	6.01	0.13	
12-epiCA;BA	7.36	7.4	0.04	7.39	0.03	
12-epiCA;GBA	3.42	3.43	0.01	3.39	-0.03	
12-epiCA;TBA	3.54	3.55	0.01	3.52	-0.02	
alloCA;BA	8.58	8.63	0.05	8.67	0.09	
alloCA;GBA	8.03	8.08	0.05	8.08	0.05	
alloCA;TBA	8.17	8.23	0.06	8.23	0.06	
a-MCA;BA	9.93	9.97	0.04	9.99	0.06	
a-MCA;GBA	4.27	4.3	0.03	4.3	0.03	
a-MCA;TBA	4.42	4.44	0.02	4.45	0.03	
b-MCA;BA	9.58	9.59	0.01	9.63	0.05	
b-MCA;GBA	4.21	4.18	-0.03	4.18	-0.03	
b-MCA;TBA	4.59	4.57	-0.02	4.59	0	
CA;BA	11.36	11.37	0.01	11.37	0.01	
CA;BA-7S	8	8.02	0.02	8.01	0.01	
CA;BA-3S	8.46	8.48	0.02	8.47	0.01	
CA;GBA	7.64	7.67	0.03	7.64	0	
CA;GBA-3S	3.82	3.82	0	3.81	-0.01	
CA;TBA	7.85	7.87	0.02	7.85	0	
CA;TBA-3S	3.79	3.79	0	3.78	-0.01	
DCA-1b-ol;BA	9.21	9.22	0.01	9.27	0.06	
DCA-1b-ol;GBA	4.16	4.17	0.01	4.17	0.01	
DCA-1b-ol;TBA	4.34	4.35	0.01	4.36	0.02	
HCA;BA	10.78	10.78	0	10.79	0.01	
HCA;GBA	6.17	6.24	0.07	6.34	0.17	
HCA;TBA	6.64	6.66	0.02	6.73	0.09	
isoCA;BA	9	9.1	0.1	9.15	0.15	
isoCA;GBA	4.21	4.2	-0.01	4.2	-0.01	
isoCA;TBA	4.42	4.43	0.01	4.44	0.02	
UCA;BA	7.45	7.51	0.06	7.5	0.05	
UCA;GBA	3.68	3.7	0.02	3.67	-0.01	
UCA;TBA	3.83	3.84	0.01	3.82	-0.01	
w-MCA;BA	9.18	9.19	0.01	9.24	0.06	
w-MCA;GBA	3.95	3.94	-0.01	3.93	-0.02	
w-MCA;TBA	4.16	4.17	0.01	4.17	0.01	
12o-CA;BA	9.85	9.87	0.02	9.9	0.05	
12o-CA;GBA	5.1	5.16	0.06	5.2	0.1	
12o-CA;TBA	5.42	5.48	0.06	5.54	0.12	
3o-CA;BA	10.99	11	0.01	11.01	0.02	
3o-CA;GBA	7.03	7.09	0.06	7.05	0.02	
3o-CA;TBA	7.21	7.25	0.04	7.21	0	
7o-CA;BA	9.73	9.74	0.01	9.78	0.05	
7o-CA;GBA	5.07	5.1	0.03	5.15	0.08	
7o-CA;TBA	5.34	5.36	0.02	5.42	0.08	
7o-HCA;BA	10.4	10.41	0.01	10.43	0.03	
7o-HCA;GBA	4.95	4.93	-0.02	4.97	0.02	
7o-HCA;TBA	5.24	5.23	-0.01	5.28	0.04	
7,12-2o-CA;BA	7.55	7.6	0.05	7.61	0.06	
7,12-2o-CA;BA-3S	4.39	4.4	0.01	4.38	-0.01	
7,12-2o-CA;GBA	3.44	3.45	0.01	3.41	-0.03	
7,12-2o-CA;GBA-3S	2.52	2.55	0.03	2.59	0.07	
7,12-2o-CA;TBA	3.55	3.57	0.02	3.53	-0.02	
7,12-2o-CA;TBA-3S	2.52	2.55	0.03	2.59	0.07	
3,7,12-3o-CA;BA	7.66	7.71	0.05	7.73	0.07	
3,7,12-3o-CA;GBA	3.43	3.44	0.01	3.4	-0.03	
3,7,12-3o-CA;TBA	3.56	3.55	-0.01	3.51	-0.05	
CA-6a-ol;BA	7.18	7.19	0.01	7.16	-0.02	
CA-6a-ol;GBA	3.42	3.41	-0.01	3.37	-0.05	
CA-6a-ol;TBA	3.55	3.53	-0.02	3.5	-0.05	
