All compounds together:
optimized t0: 0.54
optimized tD: 0.47
optimized time: [0.4, 1.0, 1.9, 5.4, 6.0, 8.0, 9.0, 17.1, 17.9]
optimized perB: [0.07, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
average/RMS error of calibration compounds after optimization: 0.008/0.032
average/RMS error of all compounds after optimization: 0.019/0.063
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.52
optimized tD: 0.52
optimized time: [0.6, 0.9, 1.9, 5.4, 6.1, 7.9, 9.0, 16.9, 17.9]
optimized perB: [0.03, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
For compounds without sulfate: 
optimized t0: 0.57
optimized tD: 0.37
optimized time: [0.4, 1.0, 2.1, 5.6, 5.9, 8.0, 9.0, 17.0, 17.9]
optimized perB: [0.07, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.002/0.012
average/RMS error of all compounds after optimization: 0.018/0.051
name	actual RT	predict RT1	error1	predict RT2	error2
12o-DCA;TBA	8.82	8.68	-0.14	8.79	-0.03	
12o-DCA;TBA-3S	3.77	3.84	0.07	3.8	0.03	
3o-CDCA;BA	13.69	13.73	0.04	13.74	0.05	
3o-CDCA;BA-7S	10.49	10.55	0.06	10.51	0.02	
3o-CDCA;GBA	9.89	9.9	0.01	9.93	0.04	
3o-CDCA;GBA-7S	5.74	5.8	0.06	5.68	-0.06	
3o-CDCA;TBA	10.06	10.08	0.02	10.1	0.04	
3o-CDCA;TBA-7S	5.55	5.63	0.08	5.51	-0.04	
3o-DCA;BA	13.66	13.61	-0.05	13.62	-0.04	
3o-DCA;BA-12S	10.58	10.61	0.03	10.57	-0.01	
3o-DCA;GBA	10.15	10.15	0	10.17	0.02	
3o-DCA;GBA-12S	6.63	6.68	0.05	6.6	-0.03	
3o-DCA;TBA	10.3	10.3	0	10.32	0.02	
3o-DCA;TBA-12S	6.32	6.41	0.09	6.27	-0.05	
3o-HDCA;BA	11.97	11.99	0.02	12.01	0.04	
3o-HDCA;BA-6S	8.66	8.75	0.09	8.7	0.04	
3o-HDCA;GBA	7.16	7.19	0.03	7.21	0.05	
3o-HDCA;GBA-6S	3.22	3.32	0.1	3.29	0.07	
3o-HDCA;TBA	7.38	7.4	0.02	7.44	0.06	
3o-HDCA;TBA-6S	3.21	3.32	0.11	3.29	0.08	
6o-alloMDCA;BA	12.17	12.18	0.01	12.19	0.02	
6o-alloMDCA;BA-3S	9.11	9.17	0.06	9.11	0	
6o-alloMDCA;GBA	7.42	7.41	-0.01	7.45	0.03	
6o-alloMDCA;GBA-3S	3.6	3.67	0.07	3.63	0.03	
6o-alloMDCA;TBA	7.66	7.63	-0.03	7.68	0.02	
6o-alloMDCA;TBA-3S	3.56	3.64	0.08	3.6	0.04	
6o-HDCA;BA	11.78	11.84	0.06	11.86	0.08	
6o-HDCA;BA-3S	9.11	9.19	0.08	9.13	0.02	
6o-HDCA;GBA	7.18	7.21	0.03	7.24	0.06	
6o-HDCA;GBA-3S	3.62	3.69	0.07	3.65	0.03	
6o-HDCA;TBA	7.4	7.41	0.01	7.44	0.04	
6o-HDCA;TBA-3S	3.58	3.66	0.08	3.62	0.04	
7o-CDCA;BA	12.29	12.29	0	12.31	0.02	
7o-CDCA;BA-3S	9.49	9.57	0.08	9.5	0.01	
7o-CDCA;GBA	7.94	7.88	-0.06	7.95	0.01	
7o-CDCA;GBA-3S	3.91	3.98	0.07	3.93	0.02	
7o-CDCA;TBA	8.16	8.09	-0.07	8.16	0	
7o-CDCA;TBA-3S	3.81	3.89	0.08	3.84	0.03	
apoCA;BA	12.56	12.56	0	12.57	0.01	
apoCA;GBA	9.18	9.08	-0.1	9.18	0	
apoCA;TBA	9.38	9.33	-0.05	9.39	0.01	
12o-d9-DCA;BA	11.85	11.86	0.01	11.88	0.03	
12o-d9-DCA;BA-3S	8.32	8.36	0.04	8.32	0	
12o-d9-DCA;GBA	7.49	7.45	-0.04	7.5	0.01	
12o-d9-DCA;GBA-3S	3.42	3.5	0.08	3.46	0.04	
12o-d9-DCA;TBA	7.69	7.64	-0.05	7.7	0.01	
12o-d9-DCA;TBA-3S	3.36	3.45	0.09	3.42	0.06	
3,12-2o-DCA;BA	12.46	12.48	0.02	12.5	0.04	
3,12-2o-DCA;GBA	8.04	8	-0.04	8.08	0.04	
3,12-2o-DCA;TBA	8.32	8.26	-0.06	8.36	0.04	
3,6-2o-HDCA;BA	12.55	12.62	0.07	12.64	0.09	
3,6-2o-HDCA;GBA	7.77	7.78	0.01	7.85	0.08	
3,6-2o-HDCA;TBA	8.08	8.07	-0.01	8.15	0.07	
3,7-2o-CDCA;BA	12.61	12.66	0.05	12.68	0.07	
3,7-2o-CDCA;GBA	7.87	7.87	0	7.95	0.08	
3,7-2o-CDCA;TBA	8.12	8.12	0	8.21	0.09	
3o-d4-CDCA;BA	11.73	11.75	0.02	11.77	0.04	
iso-d5-7o-CDCA;BA	11.1	11.12	0.02	11.15	0.05	
iso-d5-7o-CDCA;BA-3S	8.38	8.48	0.1	8.45	0.07	
iso-d5-7o-CDCA;GBA	5.24	5.22	-0.02	5.29	0.05	
iso-d5-7o-CDCA;TBA	5.6	5.57	-0.03	5.67	0.07	
12-epiCA;BA	7.14	7.15	0.01	7.19	0.05	
12-epiCA;GBA	3.29	3.33	0.04	3.29	0	
12-epiCA;TBA	3.41	3.44	0.03	3.41	0	
alloCA;BA	8.36	8.28	-0.08	8.37	0.01	
alloCA;GBA	7.85	7.79	-0.06	7.85	0	
alloCA;TBA	7.98	7.92	-0.06	7.99	0.01	
a-MCA;BA	9.7	9.74	0.04	9.79	0.09	
a-MCA;GBA	4.12	4.11	-0.01	4.12	0	
a-MCA;TBA	4.25	4.24	-0.01	4.26	0.01	
b-MCA;BA	9.33	9.32	-0.01	9.4	0.07	
b-MCA;GBA	4.01	4.01	0	4.01	0	
b-MCA;TBA	4.38	4.36	-0.02	4.38	0	
CA;BA	11.18	11.18	0	11.2	0.02	
CA;BA-7S	7.74	7.73	-0.01	7.73	-0.01	
CA;BA-3S	8.14	8.15	0.01	8.13	-0.01	
CA;GBA	7.45	7.42	-0.03	7.45	0	
CA;GBA-3S	3.65	3.68	0.03	3.64	-0.01	
CA;TBA	7.65	7.6	-0.05	7.65	0	
CA;TBA-3S	3.62	3.65	0.03	3.61	-0.01	
DCA-1b-ol;BA	8.93	8.85	-0.08	8.97	0.04	
DCA-1b-ol;GBA	4	4	0	4	0	
DCA-1b-ol;TBA	4.18	4.16	-0.02	4.18	0	
HCA;BA	10.59	10.6	0.01	10.62	0.03	
HCA;GBA	5.92	5.86	-0.06	5.97	0.05	
HCA;TBA	6.38	6.3	-0.08	6.43	0.05	
isoCA;BA	8.74	8.7	-0.04	8.82	0.08	
isoCA;GBA	4.04	4.03	-0.01	4.03	-0.01	
isoCA;TBA	4.24	4.23	-0.01	4.25	0.01	
UCA;BA	7.24	7.25	0.01	7.29	0.05	
UCA;GBA	3.56	3.57	0.01	3.55	-0.01	
UCA;TBA	3.7	3.7	0	3.69	-0.01	
w-MCA;BA	8.89	8.8	-0.09	8.93	0.04	
w-MCA;GBA	3.79	3.79	0	3.78	-0.01	
w-MCA;TBA	4.01	4	-0.01	4	-0.01	
12o-CA;BA	9.63	9.64	0.01	9.69	0.06	
12o-CA;GBA	4.95	4.88	-0.07	4.94	-0.01	
12o-CA;TBA	5.25	5.17	-0.08	5.24	-0.01	
3o-CA;BA	10.77	10.8	0.03	10.83	0.06	
3o-CA;GBA	6.85	6.88	0.03	6.91	0.06	
3o-CA;TBA	7.01	7.04	0.03	7.06	0.05	
7o-CA;BA	9.49	9.49	0	9.56	0.07	
7o-CA;GBA	4.89	4.84	-0.05	4.89	0	
7o-CA;TBA	5.12	5.07	-0.05	5.13	0.01	
7o-HCA;BA	10.15	10.19	0.04	10.23	0.08	
7o-HCA;GBA	4.7	4.68	-0.02	4.72	0.02	
7o-HCA;TBA	4.98	4.95	-0.03	5.01	0.03	
7,12-2o-CA;BA	7.28	7.32	0.04	7.37	0.09	
7,12-2o-CA;BA-3S	4.11	4.21	0.1	4.14	0.03	
7,12-2o-CA;GBA	3.3	3.35	0.05	3.31	0.01	
7,12-2o-CA;GBA-3S	2.36	2.57	0.21	2.54	0.18	
7,12-2o-CA;TBA	3.41	3.45	0.04	3.42	0.01	
7,12-2o-CA;TBA-3S	2.36	2.57	0.21	2.53	0.17	
3,7,12-3o-CA;BA	7.32	7.4	0.08	7.47	0.15	
3,7,12-3o-CA;GBA	3.25	3.34	0.09	3.29	0.04	
3,7,12-3o-CA;TBA	3.37	3.44	0.07	3.4	0.03	
CA-6a-ol;BA	6.95	6.97	0.02	7	0.05	
CA-6a-ol;GBA	3.26	3.31	0.05	3.28	0.02	
CA-6a-ol;TBA	3.37	3.42	0.05	3.39	0.02	
