All compounds together:
optimized t0: 0.47
optimized tD: 0.38
optimized time: [0.5, 1.1, 2.1, 5.4, 6.0, 8.0, 9.0, 17.0, 17.9]
optimized perB: [0.03, 0.22, 0.25, 0.25, 0.3, 0.3, 0.35, 0.63, 0.98]
average/RMS error of calibration compounds after optimization: 0.009/0.036
average/RMS error of all compounds after optimization: -0.014/0.052
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.46
optimized tD: 0.39
optimized time: [0.6, 0.9, 2.0, 5.6, 6.0, 8.1, 9.0, 17.1, 17.9]
optimized perB: [0.03, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
For compounds without sulfate: 
optimized t0: 0.5
optimized tD: 0.28
optimized time: [0.5, 1.1, 2.1, 5.4, 5.9, 7.9, 9.0, 16.9, 17.9]
optimized perB: [0.03, 0.22, 0.25, 0.25, 0.3, 0.3, 0.35, 0.63, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: 0.009/0.03
average/RMS error of all compounds after optimization: -0.003/0.048
name	actual RT	predict RT1	error1	predict RT2	error2
LCA;GBA	11.88	11.96	0.08	11.96	0.08	
LCA;GBA-3S	7.97	8	0.03	8.02	0.05	
LCA;TBA	11.96	12.03	0.07	12.03	0.07	
LCA;TBA-3S	7.77	7.82	0.05	7.85	0.08	
3o-alloLCA;BA	16.59	16.43	-0.16	16.45	-0.14	
3o-alloLCA;GBA	11.5	11.48	-0.02	11.48	-0.02	
3o-alloLCA;TBA	11.54	11.55	0.01	11.55	0.01	
3o-LCA;BA	16.81	16.74	-0.07	16.76	-0.05	
3o-LCA;GBA	11.99	12.02	0.03	12.02	0.03	
3o-LCA;TBA	12.06	12.1	0.04	12.1	0.04	
iso-d5-LCA;BA	14.55	14.45	-0.1	14.47	-0.08	
iso-d5-LCA;BA-3S	10.87	10.88	0.01	10.86	-0.01	
iso-d5-LCA;GBA	9.58	9.54	-0.04	9.53	-0.05	
iso-d5-LCA;GBA-3S	5.5	5.53	0.03	5.49	-0.01	
iso-d5-LCA;TBA	9.68	9.68	0	9.66	-0.02	
iso-d5-LCA;TBA-3S	5.25	5.34	0.09	5.3	0.05	
3o-d4-LCA;BA	15.11	14.99	-0.12	15.01	-0.1	
3o-d4-LCA;GBA	10.42	10.37	-0.05	10.37	-0.05	
3o-d4-LCA;TBA	10.53	10.5	-0.03	10.5	-0.03	
12-epiDCA;BA	11.78	11.72	-0.06	11.74	-0.04	
12-epiDCA;BA-12S	8.09	8.03	-0.06	8.04	-0.05	
12-epiDCA;BA-3S	9.34	9.33	-0.01	9.35	0.01	
12-epiDCA;GBA	7.28	7.29	0.01	7.29	0.01	
12-epiDCA;GBA-12S	3.14	3.15	0.01	3.15	0.01	
12-epiDCA;GBA-3S	3.98	3.97	-0.01	3.96	-0.02	
12-epiDCA;TBA	7.55	7.56	0.01	7.58	0.03	
12-epiDCA;TBA-12S	3.15	3.18	0.03	3.18	0.03	
12-epiDCA;TBA-3S	3.74	3.75	0.01	3.74	0	
3b-DCA;BA	11.76	11.71	-0.05	11.73	-0.03	
3b-DCA;BA-12S	8.46	8.39	-0.07	8.39	-0.07	
3b-DCA;BA-3S	9.24	9.15	-0.09	9.17	-0.07	
3b-DCA;GBA	7.11	7.13	0.02	7.12	0.01	
3b-DCA;GBA-12S	3.53	3.53	0	3.53	0	
3b-DCA;GBA-3S	3.81	3.81	0	3.8	-0.01	
3b-DCA;TBA	7.31	7.32	0.01	7.32	0.01	
3b-DCA;TBA-12S	3.38	3.39	0.01	3.39	0.01	
3b-DCA;TBA-3S	3.76	3.77	0.01	3.77	0.01	
alloCDCA;BA	13.12	13.14	0.02	13.15	0.03	
alloCDCA;BA-3S	10.19	10.21	0.02	10.22	0.03	
alloCDCA;BA-7S	10.69	10.72	0.03	10.7	0.01	
alloCDCA;GBA	9.51	9.56	0.05	9.55	0.04	
alloCDCA;GBA-3S	5.16	5.25	0.09	5.21	0.05	
alloCDCA;GBA-7S	6.6	6.66	0.06	6.72	0.12	
alloCDCA;TBA	9.66	9.73	0.07	9.72	0.06	
alloCDCA;TBA-3S	5.04	5.14	0.1	5.11	0.07	
alloCDCA;TBA-7S	6.46	6.51	0.05	6.55	0.09	
alloUDCA;BA	11.3	11.25	-0.05	11.28	-0.02	
alloUDCA;BA-3S	7.33	7.29	-0.04	7.31	-0.02	
alloUDCA;BA-7S	9.28	9.25	-0.03	9.27	-0.01	
alloUDCA;GBA	6.55	6.56	0.01	6.58	0.03	
alloUDCA;GBA-3S	2.83	2.85	0.02	2.86	0.03	
alloUDCA;GBA-7S	3.92	3.89	-0.03	3.88	-0.04	
alloUDCA;TBA	6.78	6.8	0.02	6.77	-0.01	
alloUDCA;TBA-3S	2.83	2.84	0.01	2.86	0.03	
alloUDCA;TBA-7S	3.84	3.83	-0.01	3.82	-0.02	
CDCA;BA	13.21	13.25	0.04	13.27	0.06	
CDCA;BA-3S	10.3	10.31	0.01	10.31	0.01	
CDCA;BA-7S	10.4	10.42	0.02	10.42	0.02	
CDCA;GBA	9.68	9.72	0.04	9.7	0.02	
CDCA;GBA-3S	5.44	5.47	0.03	5.43	-0.01	
CDCA;GBA-7S	6.14	6.16	0.02	6.1	-0.04	
CDCA;TBA	9.83	9.88	0.05	9.86	0.03	
CDCA;TBA-3S	5.29	5.36	0.07	5.32	0.03	
CDCA;TBA-7S	5.89	5.93	0.04	5.88	-0.01	
DCA;BA	13.45	13.45	0	13.47	0.02	
DCA;BA-3S	10.43	10.43	0	10.43	0	
DCA;BA-12S	10.62	10.65	0.03	10.64	0.02	
DCA;GBA	10.09	10.12	0.03	10.11	0.02	
DCA;GBA-3S	6.12	6.15	0.03	6.1	-0.02	
DCA;GBA-12S	6.83	6.87	0.04	6.91	0.08	
DCA;TBA	10.22	10.26	0.04	10.25	0.03	
DCA;TBA-3S	5.96	6.02	0.06	5.97	0.01	
DCA;TBA-12S	6.7	6.74	0.04	6.8	0.1	
HDCA;BA	11.27	11.25	-0.02	11.26	-0.01	
HDCA;BA-6S	7.46	7.41	-0.05	7.44	-0.02	
HDCA;BA-3S	9.15	9.11	-0.04	9.12	-0.03	
HDCA;GBA	6.72	6.76	0.04	6.73	0.01	
HDCA;GBA-6S	2.81	2.81	0	2.83	0.02	
HDCA;GBA-3S	3.5	3.5	0	3.5	0	
HDCA;TBA	6.9	6.94	0.04	6.91	0.01	
HDCA;TBA-6S	2.81	2.8	-0.01	2.83	0.02	
HDCA;TBA-3S	3.45	3.45	0	3.45	0	
isoCDCA;BA	11.72	11.66	-0.06	11.69	-0.03	
isoCDCA;BA-7S	8.86	8.75	-0.11	8.75	-0.11	
isoCDCA;BA-3S	9.14	9.1	-0.04	9.12	-0.02	
isoCDCA;GBA	6.8	6.83	0.03	6.8	0	
isoCDCA;GBA-7S	3.39	3.4	0.01	3.4	0.01	
isoCDCA;GBA-3S	3.55	3.54	-0.01	3.54	-0.01	
isoCDCA;TBA	6.97	6.99	0.02	6.97	0	
isoCDCA;TBA-7S	3.27	3.28	0.01	3.28	0.01	
isoCDCA;TBA-3S	3.47	3.49	0.02	3.49	0.02	
isoDCA;BA	15.17	15.17	0	15.19	0.02	
isoDCA;GBA	11.54	11.57	0.03	11.58	0.04	
isoDCA;TBA	11.67	11.72	0.05	11.73	0.06	
isoHDCA;BA	10.79	10.74	-0.05	10.76	-0.03	
isoHDCA;BA-6S	8.17	8.08	-0.09	8.09	-0.08	
isoHDCA;BA-3S	8.26	8.17	-0.09	8.18	-0.08	
isoHDCA;GBA	4.71	4.7	-0.01	4.78	0.07	
isoHDCA;GBA-6S	2.81	2.81	0	2.83	0.02	
isoHDCA;GBA-3S	3.04	3.04	0	3.05	0.01	
isoHDCA;TBA	5.07	5.07	0	5.18	0.11	
isoHDCA;TBA-6S	2.79	2.79	0	2.82	0.03	
isoHDCA;TBA-3S	3.02	3.02	0	3.03	0.01	
isoUDCA;BA	10.42	10.38	-0.04	10.4	-0.02	
isoUDCA;BA-3S	6.78	6.77	-0.01	6.81	0.03	
isoUDCA;BA-7S	7.75	7.69	-0.06	7.71	-0.04	
isoUDCA;GBA	4.14	4.13	-0.01	4.18	0.04	
isoUDCA;GBA-3S	2.59	2.55	-0.04	2.6	0.01	
isoUDCA;GBA-7S	2.92	2.93	0.01	2.94	0.02	
isoUDCA;TBA	4.46	4.45	-0.01	4.52	0.06	
isoUDCA;TBA-3S	2.58	2.55	-0.03	2.6	0.02	
isoUDCA;TBA-7S	2.87	2.88	0.01	2.89	0.02	
MDCA;BA	10.33	10.28	-0.05	10.3	-0.03	
MDCA;BA-6S	6.77	6.75	-0.02	6.8	0.03	
MDCA;BA-3S	7.11	7.07	-0.04	7.1	-0.01	
MDCA;GBA	4.38	4.36	-0.02	4.42	0.04	
MDCA;GBA-6S	2.55	2.51	-0.04	2.56	0.01	
MDCA;GBA-3S	2.67	2.62	-0.05	2.66	-0.01	
MDCA;TBA	4.69	4.68	-0.01	4.76	0.07	
MDCA;TBA-6S	2.55	2.51	-0.04	2.56	0.01	
MDCA;TBA-3S	2.66	2.62	-0.04	2.66	0	
UDCA;BA	11.08	11.02	-0.06	11.04	-0.04	
UDCA;BA-3S	7.44	7.39	-0.05	7.42	-0.02	
UDCA;BA-7S	9.02	8.94	-0.08	8.94	-0.08	
UDCA;GBA	6.56	6.55	-0.01	6.58	0.02	
UDCA;GBA-3S	2.91	2.93	0.02	2.94	0.03	
UDCA;GBA-7S	3.83	3.84	0.01	3.83	0	
UDCA;TBA	6.77	6.8	0.03	6.77	0	
UDCA;TBA-3S	2.91	2.92	0.01	2.93	0.02	
UDCA;TBA-7S	3.77	3.79	0.02	3.78	0.01	
12o-DCA;BA	12.13	12.08	-0.05	12.11	-0.02	
12o-DCA;BA-3S	8.68	8.56	-0.12	8.56	-0.12	
12o-DCA;GBA	7.89	7.86	-0.03	7.9	0.01	
12o-DCA;GBA-3S	3.45	3.45	0	3.45	0	
12o-DCA;TBA	8.14	8.1	-0.04	8.16	0.02	
12o-DCA;TBA-3S	3.38	3.42	0.04	3.42	0.04	
3o-CDCA;BA	13.43	13.39	-0.04	13.42	-0.01	
3o-CDCA;BA-7S	10.18	10.18	0	10.18	0	
3o-CDCA;GBA	9.48	9.46	-0.02	9.46	-0.02	
3o-CDCA;GBA-7S	5.12	5.11	-0.01	5.08	-0.04	
3o-CDCA;TBA	9.68	9.68	0	9.67	-0.01	
3o-CDCA;TBA-7S	4.96	4.96	0	4.93	-0.03	
3o-DCA;BA	13.38	13.27	-0.11	13.3	-0.08	
3o-DCA;BA-12S	10.24	10.23	-0.01	10.23	-0.01	
3o-DCA;GBA	9.74	9.74	0	9.74	0	
3o-DCA;GBA-12S	5.99	5.98	-0.01	5.92	-0.07	
3o-DCA;TBA	9.9	9.91	0.01	9.9	0	
3o-DCA;TBA-12S	5.6	5.65	0.05	5.6	0	
3o-HDCA;BA	11.69	11.62	-0.07	11.64	-0.05	
3o-HDCA;BA-6S	8.28	8.16	-0.12	8.17	-0.11	
3o-HDCA;GBA	6.79	6.8	0.01	6.77	-0.02	
3o-HDCA;GBA-6S	2.97	2.96	-0.01	2.97	0	
3o-HDCA;TBA	6.99	6.99	0	6.97	-0.02	
3o-HDCA;TBA-6S	2.93	2.96	0.03	2.97	0.04	
6o-alloMDCA;BA	11.88	11.8	-0.08	11.82	-0.06	
6o-alloMDCA;BA-3S	8.66	8.56	-0.1	8.56	-0.1	
6o-alloMDCA;GBA	7	6.99	-0.01	6.97	-0.03	
6o-alloMDCA;GBA-3S	3.25	3.27	0.02	3.27	0.02	
6o-alloMDCA;TBA	7.2	7.19	-0.01	7.18	-0.02	
6o-alloMDCA;TBA-3S	3.21	3.24	0.03	3.25	0.04	
6o-HDCA;BA	11.5	11.45	-0.05	11.48	-0.02	
6o-HDCA;BA-3S	8.7	8.58	-0.12	8.58	-0.12	
6o-HDCA;GBA	6.79	6.82	0.03	6.79	0	
6o-HDCA;GBA-3S	3.25	3.28	0.03	3.29	0.04	
6o-HDCA;TBA	7	7	0	6.98	-0.02	
6o-HDCA;TBA-3S	3.24	3.26	0.02	3.26	0.02	
7o-CDCA;BA	11.98	11.92	-0.06	11.94	-0.04	
7o-CDCA;BA-3S	9.12	9.06	-0.06	9.07	-0.05	
7o-CDCA;GBA	7.42	7.4	-0.02	7.41	-0.01	
7o-CDCA;GBA-3S	3.52	3.54	0.02	3.53	0.01	
7o-CDCA;TBA	7.6	7.59	-0.01	7.6	0	
7o-CDCA;TBA-3S	3.44	3.46	0.02	3.46	0.02	
apoCA;BA	12.21	12.21	0	12.23	0.02	
apoCA;GBA	8.49	8.47	-0.02	8.54	0.05	
apoCA;TBA	8.77	8.75	-0.02	8.82	0.05	
12o-d9-DCA;BA	11.54	11.48	-0.06	11.5	-0.04	
12o-d9-DCA;BA-3S	7.89	7.82	-0.07	7.84	-0.05	
12o-d9-DCA;GBA	7.03	7.03	0	7.02	-0.01	
12o-d9-DCA;GBA-3S	3.1	3.11	0.01	3.12	0.02	
12o-d9-DCA;TBA	7.21	7.19	-0.02	7.19	-0.02	
12o-d9-DCA;TBA-3S	3.05	3.08	0.03	3.08	0.03	
3,12-2o-DCA;BA	12.21	12.09	-0.12	12.12	-0.09	
3,12-2o-DCA;GBA	7.57	7.48	-0.09	7.51	-0.06	
3,12-2o-DCA;TBA	7.81	7.72	-0.09	7.76	-0.05	
3,6-2o-HDCA;BA	12.36	12.25	-0.11	12.28	-0.08	
3,6-2o-HDCA;GBA	7.39	7.3	-0.09	7.31	-0.08	
3,6-2o-HDCA;TBA	7.67	7.55	-0.12	7.58	-0.09	
3,7-2o-CDCA;BA	12.39	12.28	-0.11	12.31	-0.08	
3,7-2o-CDCA;GBA	7.44	7.38	-0.06	7.4	-0.04	
3,7-2o-CDCA;TBA	7.68	7.59	-0.09	7.63	-0.05	
3o-d4-CDCA;BA	11.43	11.36	-0.07	11.38	-0.05	
iso-d5-7o-CDCA;BA	10.8	10.71	-0.09	10.73	-0.07	
iso-d5-7o-CDCA;BA-3S	8.06	7.94	-0.12	7.95	-0.11	
iso-d5-7o-CDCA;GBA	4.63	4.6	-0.03	4.68	0.05	
iso-d5-7o-CDCA;TBA	4.94	4.91	-0.03	5.01	0.07	
12-epiCA;BA	6.73	6.7	-0.03	6.71	-0.02	
12-epiCA;GBA	2.94	2.95	0.01	2.93	-0.01	
12-epiCA;TBA	3.05	3.05	0	3.03	-0.02	
alloCA;BA	7.79	7.74	-0.05	7.77	-0.02	
alloCA;GBA	7.32	7.33	0.01	7.33	0.01	
alloCA;TBA	7.46	7.44	-0.02	7.45	-0.01	
a-MCA;BA	9.3	9.22	-0.08	9.26	-0.04	
a-MCA;GBA	3.65	3.63	-0.02	3.65	0	
a-MCA;TBA	3.77	3.75	-0.02	3.77	0	
b-MCA;BA	8.84	8.68	-0.16	8.78	-0.06	
b-MCA;GBA	3.56	3.55	-0.01	3.56	0	
b-MCA;TBA	3.87	3.85	-0.02	3.88	0.01	
CA;BA	10.82	10.79	-0.03	10.81	-0.01	
CA;BA-7S	7.3	7.29	-0.01	7.32	0.02	
CA;BA-3S	7.69	7.66	-0.03	7.68	-0.01	
CA;GBA	6.98	7.02	0.04	6.99	0.01	
CA;GBA-3S	3.28	3.27	-0.01	3.28	0	
CA;TBA	7.15	7.18	0.03	7.16	0.01	
CA;TBA-3S	3.24	3.25	0.01	3.25	0.01	
DCA-1b-ol;BA	8.33	8.22	-0.11	8.3	-0.03	
DCA-1b-ol;GBA	3.53	3.54	0.01	3.55	0.02	
DCA-1b-ol;TBA	3.68	3.68	0	3.7	0.02	
HCA;BA	10.21	10.19	-0.02	10.2	-0.01	
HCA;GBA	5.14	5.16	0.02	5.28	0.14	
HCA;TBA	5.52	5.54	0.02	5.68	0.16	
isoCA;BA	8.14	8.08	-0.06	8.15	0.01	
isoCA;GBA	3.56	3.56	0	3.57	0.01	
isoCA;TBA	3.72	3.74	0.02	3.76	0.04	
UCA;BA	6.84	6.81	-0.03	6.8	-0.04	
UCA;GBA	3.17	3.16	-0.01	3.15	-0.02	
UCA;TBA	3.28	3.28	0	3.27	-0.01	
w-MCA;BA	8.31	8.18	-0.13	8.26	-0.05	
w-MCA;GBA	3.37	3.35	-0.02	3.35	-0.02	
w-MCA;TBA	3.55	3.54	-0.01	3.55	0	
12o-CA;BA	9.16	9.09	-0.07	9.14	-0.02	
12o-CA;GBA	4.31	4.31	0	4.37	0.06	
12o-CA;TBA	4.57	4.56	-0.01	4.64	0.07	
3o-CA;BA	10.43	10.38	-0.05	10.4	-0.03	
3o-CA;GBA	6.35	6.36	0.01	6.44	0.09	
3o-CA;TBA	6.62	6.63	0.01	6.63	0.01	
7o-CA;BA	9.04	8.89	-0.15	8.97	-0.07	
7o-CA;GBA	4.29	4.26	-0.03	4.32	0.03	
7o-CA;TBA	4.5	4.47	-0.03	4.54	0.04	
7o-HCA;BA	9.81	9.74	-0.07	9.75	-0.06	
7o-HCA;GBA	4.16	4.13	-0.03	4.18	0.02	
7o-HCA;TBA	4.4	4.37	-0.03	4.43	0.03	
7,12-2o-CA;BA	6.93	6.85	-0.08	6.86	-0.07	
7,12-2o-CA;BA-3S	3.77	3.71	-0.06	3.7	-0.07	
7,12-2o-CA;GBA	2.99	2.97	-0.02	2.94	-0.05	
7,12-2o-CA;GBA-3S	2.16	2.15	-0.01	2.15	-0.01	
7,12-2o-CA;TBA	3.08	3.06	-0.02	3.04	-0.04	
7,12-2o-CA;TBA-3S	2.16	2.15	-0.01	2.15	-0.01	
3,7,12-3o-CA;BA	7.05	6.89	-0.16	6.92	-0.13	
3,7,12-3o-CA;GBA	2.99	2.96	-0.03	2.93	-0.06	
3,7,12-3o-CA;TBA	3.09	3.04	-0.05	3.02	-0.07	
CA-6a-ol;BA	6.55	6.5	-0.05	6.54	-0.01	
CA-6a-ol;GBA	2.93	2.94	0.01	2.91	-0.02	
CA-6a-ol;TBA	3.03	3.03	0	3.01	-0.02	
