All compounds together:
optimized t0: 0.57
optimized tD: 0.29
optimized time: [0.4, 13.6, 15.4, 17.9]
optimized perB: [0.2, 0.4, 0.58, 0.72]
average/RMS error of calibration compounds after optimization: 0.015/0.043
average/RMS error of all compounds after optimization: 0.017/0.062
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.56
optimized tD: 0.28
optimized time: [0.4, 13.6, 15.4, 17.9]
optimized perB: [0.2, 0.4, 0.62, 0.68]
For compounds without sulfate: 
optimized t0: 0.57
optimized tD: 0.34
optimized time: [0.4, 13.6, 15.5, 18.0]
optimized perB: [0.2, 0.4, 0.6, 0.68]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: 0.008/0.028
average/RMS error of all compounds after optimization: 0.018/0.054
name	actual RT	predict RT1	error1	predict RT2	error2
DCA;GBA-12S	7.08	7.1	0.02	7.04	-0.04	
DCA;TBA	11.09	11.04	-0.05	11.09	0	
DCA;TBA-3S	6.26	6.3	0.04	6.25	-0.01	
DCA;TBA-12S	6.87	6.89	0.02	6.84	-0.03	
HDCA;BA	12.74	12.79	0.05	12.84	0.1	
HDCA;BA-6S	7.79	7.88	0.09	7.82	0.03	
HDCA;BA-3S	9.32	9.41	0.09	9.35	0.03	
HDCA;GBA	6.97	6.95	-0.02	7	0.03	
HDCA;GBA-6S	3.06	3.1	0.04	3.06	0	
HDCA;GBA-3S	4.34	4.37	0.03	4.32	-0.02	
HDCA;TBA	7.24	7.23	-0.01	7.28	0.04	
HDCA;TBA-6S	3.07	3.12	0.05	3.08	0.01	
HDCA;TBA-3S	4.29	4.33	0.04	4.29	0	
isoCDCA;BA	13.52	13.51	-0.01	13.56	0.04	
isoCDCA;BA-7S	9.11	9.14	0.03	9.08	-0.03	
isoCDCA;BA-3S	9.3	9.4	0.1	9.34	0.04	
isoCDCA;GBA	7.11	7.06	-0.05	7.11	0	
isoCDCA;GBA-7S	4.16	4.16	0	4.12	-0.04	
isoCDCA;GBA-3S	4.36	4.44	0.08	4.4	0.04	
isoCDCA;TBA	7.36	7.31	-0.05	7.36	0	
isoCDCA;TBA-7S	4.01	4.02	0.01	3.98	-0.03	
isoCDCA;TBA-3S	4.32	4.39	0.07	4.35	0.03	
isoDCA;BA	16.7	16.74	0.04	16.71	0.01	
isoDCA;GBA	13.5	13.44	-0.06	13.49	-0.01	
isoDCA;TBA	13.77	13.72	-0.05	13.77	0	
isoHDCA;BA	11.85	11.86	0.01	11.91	0.06	
isoHDCA;BA-6S	8.53	8.58	0.05	8.52	-0.01	
isoHDCA;BA-3S	8.53	8.66	0.13	8.6	0.07	
isoHDCA;GBA	5.53	5.5	-0.03	5.54	0.01	
isoHDCA;GBA-6S	3.02	3.07	0.05	3.03	0.01	
isoHDCA;GBA-3S	3.56	3.64	0.08	3.6	0.04	
isoHDCA;TBA	5.81	5.78	-0.03	5.83	0.02	
isoHDCA;TBA-6S	3.01	3.07	0.06	3.03	0.02	
isoHDCA;TBA-3S	3.56	3.64	0.08	3.6	0.04	
isoUDCA;BA	11.2	11.24	0.04	11.29	0.09	
isoUDCA;BA-3S	6.86	6.97	0.11	6.92	0.06	
isoUDCA;BA-7S	8.14	8.2	0.06	8.14	0	
isoUDCA;GBA	4.99	4.94	-0.05	4.98	-0.01	
isoUDCA;GBA-3S	2.4	2.45	0.05	2.41	0.01	
isoUDCA;GBA-7S	3.26	3.28	0.02	3.24	-0.02	
isoUDCA;TBA	5.29	5.26	-0.03	5.3	0.01	
isoUDCA;TBA-3S	2.42	2.48	0.06	2.44	0.02	
isoUDCA;TBA-7S	3.18	3.22	0.04	3.18	0	
MDCA;BA	11.02	11.08	0.06	11.13	0.11	
MDCA;BA-6S	6.85	6.95	0.1	6.89	0.04	
MDCA;BA-3S	7.33	7.44	0.11	7.38	0.05	
MDCA;GBA	5.2	5.16	-0.04	5.21	0.01	
MDCA;GBA-6S	2.32	2.36	0.04	2.32	0	
MDCA;GBA-3S	2.64	2.57	-0.07	2.53	-0.11	
MDCA;TBA	5.48	5.46	-0.02	5.5	0.02	
MDCA;TBA-6S	2.33	2.38	0.05	2.34	0.01	
MDCA;TBA-3S	2.62	2.61	-0.01	2.57	-0.05	
UDCA;BA	12.31	12.34	0.03	12.39	0.08	
UDCA;BA-3S	7.77	7.86	0.09	7.8	0.03	
UDCA;BA-7S	9.21	9.27	0.06	9.21	0	
UDCA;GBA	6.77	6.73	-0.04	6.77	0	
UDCA;GBA-3S	3.3	3.34	0.04	3.3	0	
UDCA;GBA-7S	4.69	4.74	0.05	4.69	0	
UDCA;TBA	7.04	7.02	-0.02	7.07	0.03	
UDCA;TBA-3S	3.29	3.35	0.06	3.31	0.02	
UDCA;TBA-7S	4.64	4.7	0.06	4.65	0.01	
12o-DCA;BA	14.27	14.31	0.04	14.36	0.09	
12o-DCA;BA-3S	8.9	9	0.1	8.93	0.03	
12o-DCA;GBA	8.4	8.38	-0.02	8.42	0.02	
12o-DCA;GBA-3S	4.23	4.28	0.05	4.23	0	
12o-DCA;TBA	8.64	8.61	-0.03	8.66	0.02	
12o-DCA;TBA-3S	4.19	4.25	0.06	4.2	0.01	
3o-CDCA;BA	15.61	15.69	0.08	15.71	0.1	
3o-CDCA;BA-7S	10.83	10.89	0.06	10.83	0	
3o-CDCA;GBA	9.83	9.82	-0.01	9.87	0.04	
3o-CDCA;GBA-7S	5.77	5.81	0.04	5.76	-0.01	
3o-CDCA;TBA	10.11	10.11	0	10.16	0.05	
3o-CDCA;TBA-7S	5.66	5.71	0.05	5.66	0	
3o-DCA;BA	15.58	15.61	0.03	15.63	0.05	
3o-DCA;BA-12S	10.95	10.99	0.04	10.92	-0.03	
3o-DCA;GBA	10.23	10.21	-0.02	10.26	0.03	
3o-DCA;GBA-12S	6.29	6.32	0.03	6.27	-0.02	
3o-DCA;TBA	10.48	10.46	-0.02	10.51	0.03	
3o-DCA;TBA-12S	6.08	6.13	0.05	6.08	0	
3o-HDCA;BA	13.36	13.43	0.07	13.48	0.12	
3o-HDCA;BA-6S	8.52	8.66	0.14	8.6	0.08	
3o-HDCA;GBA	7	7.03	0.03	7.07	0.07	
3o-HDCA;GBA-6S	3.3	3.38	0.08	3.33	0.03	
3o-HDCA;TBA	7.3	7.32	0.02	7.37	0.07	
3o-HDCA;TBA-6S	3.32	3.4	0.08	3.36	0.04	
6o-alloMDCA;BA	13.71	13.77	0.06	13.82	0.11	
6o-alloMDCA;BA-3S	8.88	8.99	0.11	8.93	0.05	
6o-alloMDCA;GBA	7.33	7.32	-0.01	7.37	0.04	
6o-alloMDCA;GBA-3S	3.98	4.03	0.05	3.98	0	
6o-alloMDCA;TBA	7.6	7.6	0	7.65	0.05	
6o-alloMDCA;TBA-3S	3.96	4.03	0.07	3.98	0.02	
6o-HDCA;BA	13	13.13	0.13	13.18	0.18	
6o-HDCA;BA-3S	8.9	9	0.1	8.94	0.04	
6o-HDCA;GBA	7.05	7.05	0	7.1	0.05	
6o-HDCA;GBA-3S	3.99	4.05	0.06	4	0.01	
6o-HDCA;TBA	7.32	7.33	0.01	7.38	0.06	
6o-HDCA;TBA-3S	3.97	4.03	0.06	3.99	0.02	
7o-CDCA;BA	13.97	14	0.03	14.05	0.08	
7o-CDCA;BA-3S	9.29	9.38	0.09	9.32	0.03	
7o-CDCA;GBA	7.89	7.88	-0.01	7.92	0.03	
7o-CDCA;GBA-3S	4.32	4.39	0.07	4.34	0.02	
7o-CDCA;TBA	8.11	8.09	-0.02	8.13	0.02	
7o-CDCA;TBA-3S	4.23	4.31	0.08	4.26	0.03	
apoCA;BA	14.52	14.58	0.06	14.63	0.11	
apoCA;GBA	8.96	8.91	-0.05	8.96	0	
apoCA;TBA	9.17	9.13	-0.04	9.17	0	
12o-d9-DCA;BA	13.08	13.17	0.09	13.21	0.13	
12o-d9-DCA;BA-3S	8.24	8.34	0.1	8.28	0.04	
12o-d9-DCA;GBA	7.4	7.38	-0.02	7.43	0.03	
12o-d9-DCA;GBA-3S	3.66	3.71	0.05	3.67	0.01	
12o-d9-DCA;TBA	7.63	7.61	-0.02	7.66	0.03	
12o-d9-DCA;TBA-3S	3.61	3.67	0.06	3.63	0.02	
3,12-2o-DCA;BA	14.18	14.27	0.09	14.32	0.14	
3,12-2o-DCA;GBA	7.98	7.98	0	8.03	0.05	
3,12-2o-DCA;TBA	8.24	8.24	0	8.29	0.05	
3,6-2o-HDCA;BA	14.41	14.58	0.17	14.63	0.22	
3,6-2o-HDCA;GBA	7.7	7.75	0.05	7.8	0.1	
3,6-2o-HDCA;TBA	8	8.06	0.06	8.1	0.1	
3,7-2o-CDCA;BA	14.48	14.63	0.15	14.68	0.2	
3,7-2o-CDCA;GBA	7.8	7.85	0.05	7.9	0.1	
3,7-2o-CDCA;TBA	8.05	8.11	0.06	8.15	0.1	
3o-d4-CDCA;BA	13.09	12.96	-0.13	13.01	-0.08	
iso-d5-7o-CDCA;BA	11.75	11.8	0.05	11.85	0.1	
iso-d5-7o-CDCA;BA-3S	8.31	8.45	0.14	8.39	0.08	
iso-d5-7o-CDCA;GBA	5.41	5.4	-0.01	5.44	0.03	
iso-d5-7o-CDCA;TBA	5.65	5.65	0	5.69	0.04	
12-epiCA;BA	6.96	6.95	-0.01	6.99	0.03	
12-epiCA;GBA	3.26	3.21	-0.05	3.24	-0.02	
12-epiCA;TBA	3.46	3.42	-0.04	3.45	-0.01	
alloCA;BA	8.26	8.26	0	8.31	0.05	
alloCA;GBA	7.79	7.78	-0.01	7.83	0.04	
alloCA;TBA	7.93	7.92	-0.01	7.97	0.04	
a-MCA;BA	9.55	9.61	0.06	9.65	0.1	
a-MCA;GBA	4.41	4.38	-0.03	4.42	0.01	
a-MCA;TBA	4.58	4.56	-0.02	4.6	0.02	
b-MCA;BA	9.11	9.13	0.02	9.18	0.07	
b-MCA;GBA	4.32	4.29	-0.03	4.33	0.01	
b-MCA;TBA	4.68	4.65	-0.03	4.69	0.01	
CA;BA	11.95	11.96	0.01	12.01	0.06	
CA;BA-7S	7.7	7.73	0.03	7.67	-0.03	
CA;BA-3S	8.1	8.16	0.06	8.1	0	
CA;GBA	7.39	7.35	-0.04	7.4	0.01	
CA;GBA-3S	4.04	4.04	0	3.99	-0.05	
CA;TBA	7.6	7.58	-0.02	7.63	0.03	
CA;TBA-3S	4.02	4.02	0	3.97	-0.05	
DCA-1b-ol;BA	8.73	8.74	0.01	8.79	0.06	
DCA-1b-ol;GBA	4.32	4.28	-0.04	4.32	0	
DCA-1b-ol;TBA	4.53	4.48	-0.05	4.52	-0.01	
HCA;BA	10.91	10.93	0.02	10.97	0.06	
HCA;GBA	5.86	5.84	-0.02	5.88	0.02	
HCA;TBA	6.12	6.08	-0.04	6.13	0.01	
isoCA;BA	8.58	8.61	0.03	8.66	0.08	
isoCA;GBA	4.35	4.32	-0.03	4.35	0	
isoCA;TBA	4.57	4.55	-0.02	4.59	0.02	
UCA;BA	7.09	7.09	0	7.13	0.04	
UCA;GBA	3.68	3.62	-0.06	3.66	-0.02	
UCA;TBA	3.88	3.83	-0.05	3.86	-0.02	
w-MCA;BA	8.7	8.71	0.01	8.75	0.05	
w-MCA;GBA	4.06	4.01	-0.05	4.05	-0.01	
w-MCA;TBA	4.33	4.28	-0.05	4.32	-0.01	
12o-CA;BA	9.5	9.48	-0.02	9.53	0.03	
12o-CA;GBA	5.18	5.14	-0.04	5.18	0	
12o-CA;TBA	5.41	5.37	-0.04	5.41	0	
3o-CA;BA	11.16	11.24	0.08	11.29	0.13	
3o-CA;GBA	6.57	6.56	-0.01	6.61	0.04	
3o-CA;TBA	6.81	6.8	-0.01	6.85	0.04	
7o-CA;BA	9.3	9.31	0.01	9.36	0.06	
7o-CA;GBA	5.13	5.09	-0.04	5.13	0	
7o-CA;TBA	5.31	5.28	-0.03	5.32	0.01	
7o-HCA;BA	10.19	10.25	0.06	10.3	0.11	
7o-HCA;GBA	4.97	4.95	-0.02	4.99	0.02	
7o-HCA;TBA	5.2	5.19	-0.01	5.23	0.03	
7,12-2o-CA;BA	7.11	7.17	0.06	7.21	0.1	
7,12-2o-CA;BA-3S	4.32	4.41	0.09	4.36	0.04	
7,12-2o-CA;GBA	3.19	3.18	-0.01	3.21	0.02	
7,12-2o-CA;GBA-3S	1.3	1.33	0.03	1.3	0	
7,12-2o-CA;TBA	3.38	3.37	-0.01	3.4	0.02	
7,12-2o-CA;TBA-3S	1.29	1.32	0.03	1.3	0.01	
3,7,12-3o-CA;BA	7.13	7.24	0.11	7.28	0.15	
3,7,12-3o-CA;GBA	3	3.03	0.03	3.06	0.06	
3,7,12-3o-CA;TBA	3.2	3.21	0.01	3.24	0.04	
CA-6a-ol;BA	6.7	6.7	0	6.75	0.05	
CA-6a-ol;GBA	3.29	3.27	-0.02	3.3	0.01	
CA-6a-ol;TBA	3.48	3.47	-0.01	3.5	0.02	
