All compounds together:
optimized t0: 0.75
optimized tD: 0.31
optimized time: [0.6, 13.4, 15.4, 17.9]
optimized perB: [0.2, 0.4, 0.6, 0.72]
average/RMS error of calibration compounds after optimization: -0.023/0.05
average/RMS error of all compounds after optimization: 0.016/0.064
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.76
optimized tD: 0.32
optimized time: [0.6, 13.4, 15.5, 17.9]
optimized perB: [0.2, 0.4, 0.6, 0.68]
For compounds without sulfate: 
optimized t0: 0.68
optimized tD: 0.55
optimized time: [0.6, 13.5, 15.5, 18.1]
optimized perB: [0.2, 0.4, 0.62, 0.68]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.002/0.042
average/RMS error of all compounds after optimization: 0.016/0.055
name	actual RT	predict RT1	error1	predict RT2	error2
alloCDCA;GBA-3S	6.7	6.66	-0.04	6.7	0	
alloCDCA;GBA-7S	7.6	7.56	-0.04	7.61	0.01	
alloCDCA;TBA	11.04	11.02	-0.02	11	-0.04	
alloCDCA;TBA-3S	6.64	6.58	-0.06	6.62	-0.02	
alloCDCA;TBA-7S	7.44	7.38	-0.06	7.42	-0.02	
alloUDCA;BA	13.65	13.83	0.18	13.73	0.08	
alloUDCA;BA-3S	8.58	8.59	0.01	8.64	0.06	
alloUDCA;BA-7S	10.44	10.43	-0.01	10.48	0.04	
alloUDCA;GBA	7.62	7.62	0	7.58	-0.04	
alloUDCA;GBA-3S	3.87	3.89	0.02	3.93	0.06	
alloUDCA;GBA-7S	5.63	5.59	-0.04	5.63	0	
alloUDCA;TBA	7.9	7.91	0.01	7.87	-0.03	
alloUDCA;TBA-3S	3.88	3.9	0.02	3.93	0.05	
alloUDCA;TBA-7S	5.57	5.54	-0.03	5.58	0.01	
CDCA;BA	15.97	15.96	-0.01	16.04	0.07	
CDCA;BA-3S	12.01	11.98	-0.03	12.04	0.03	
CDCA;BA-7S	12.22	12.19	-0.03	12.24	0.02	
CDCA;GBA	11.05	11.01	-0.04	10.99	-0.06	
CDCA;GBA-3S	6.86	6.79	-0.07	6.83	-0.03	
CDCA;GBA-7S	7.26	7.18	-0.08	7.23	-0.03	
CDCA;TBA	11.29	11.25	-0.04	11.23	-0.06	
CDCA;TBA-3S	6.78	6.71	-0.07	6.75	-0.03	
CDCA;TBA-7S	7.13	7.05	-0.08	7.09	-0.04	
DCA;BA	16.1	16.09	-0.01	16.16	0.06	
DCA;BA-3S	12.22	12.21	-0.01	12.27	0.05	
DCA;BA-12S	12.61	12.63	0.02	12.69	0.08	
DCA;GBA	11.72	11.69	-0.03	11.66	-0.06	
DCA;GBA-3S	7.22	7.15	-0.07	7.2	-0.02	
DCA;GBA-12S	7.95	7.91	-0.04	7.95	0	
DCA;TBA	11.94	11.92	-0.02	11.89	-0.05	
DCA;TBA-3S	7.14	7.07	-0.07	7.11	-0.03	
DCA;TBA-12S	7.73	7.69	-0.04	7.74	0.01	
HDCA;BA	13.68	13.78	0.1	13.71	0.03	
HDCA;BA-6S	8.73	8.75	0.02	8.8	0.07	
HDCA;BA-3S	10.27	10.27	0	10.32	0.05	
HDCA;GBA	7.82	7.79	-0.03	7.78	-0.04	
HDCA;GBA-6S	3.78	3.8	0.02	3.84	0.06	
HDCA;GBA-3S	5.18	5.13	-0.05	5.17	-0.01	
HDCA;TBA	8.1	8.07	-0.03	8.05	-0.05	
HDCA;TBA-6S	3.8	3.81	0.01	3.85	0.05	
HDCA;TBA-3S	5.14	5.08	-0.06	5.12	-0.02	
isoCDCA;BA	14.45	14.59	0.14	14.49	0.04	
isoCDCA;BA-7S	10.03	10.02	-0.01	10.07	0.04	
isoCDCA;BA-3S	10.25	10.25	0	10.31	0.06	
isoCDCA;GBA	7.95	7.94	-0.01	7.91	-0.04	
isoCDCA;GBA-7S	4.96	4.93	-0.03	4.97	0.01	
isoCDCA;GBA-3S	5.22	5.19	-0.03	5.23	0.01	
isoCDCA;TBA	8.2	8.18	-0.02	8.16	-0.04	
isoCDCA;TBA-7S	4.81	4.77	-0.04	4.81	0	
isoCDCA;TBA-3S	5.17	5.14	-0.03	5.18	0.01	
isoDCA;BA	17.1	17.12	0.02	17.09	-0.01	
isoDCA;GBA	14.36	14.41	0.05	14.34	-0.02	
isoDCA;TBA	14.62	14.66	0.04	14.63	0.01	
isoHDCA;BA	12.77	12.87	0.1	12.79	0.02	
isoHDCA;BA-6S	9.43	9.46	0.03	9.51	0.08	
isoHDCA;BA-3S	9.5	9.52	0.02	9.57	0.07	
isoHDCA;GBA	6.35	6.33	-0.02	6.3	-0.05	
isoHDCA;GBA-6S	3.73	3.77	0.04	3.81	0.08	
isoHDCA;GBA-3S	4.38	4.36	-0.02	4.4	0.02	
isoHDCA;TBA	6.64	6.61	-0.03	6.59	-0.05	
isoHDCA;TBA-6S	3.74	3.76	0.02	3.8	0.06	
isoHDCA;TBA-3S	4.39	4.36	-0.03	4.39	0	
isoUDCA;BA	12.12	12.29	0.17	12.2	0.08	
isoUDCA;BA-3S	7.82	7.85	0.03	7.89	0.07	
isoUDCA;BA-7S	9.07	9.08	0.01	9.13	0.06	
isoUDCA;GBA	5.76	5.79	0.03	5.74	-0.02	
isoUDCA;GBA-3S	3.04	3.09	0.05	3.12	0.08	
isoUDCA;GBA-7S	3.99	4.01	0.02	4.05	0.06	
isoUDCA;TBA	6.09	6.11	0.02	6.07	-0.02	
isoUDCA;TBA-3S	3.08	3.12	0.04	3.15	0.07	
isoUDCA;TBA-7S	3.91	3.93	0.02	3.97	0.06	
MDCA;BA	11.96	12.12	0.16	12.03	0.07	
MDCA;BA-6S	7.8	7.82	0.02	7.87	0.07	
MDCA;BA-3S	8.29	8.32	0.03	8.37	0.08	
MDCA;GBA	5.99	6.02	0.03	5.97	-0.02	
MDCA;GBA-6S	2.92	2.98	0.06	3.02	0.1	
MDCA;GBA-3S	3.29	3.23	-0.06	3.26	-0.03	
MDCA;TBA	6.29	6.31	0.02	6.27	-0.02	
MDCA;TBA-6S	2.95	3	0.05	3.04	0.09	
MDCA;TBA-3S	3.29	3.27	-0.02	3.3	0.01	
UDCA;BA	13.26	13.39	0.13	13.3	0.04	
UDCA;BA-3S	8.71	8.73	0.02	8.78	0.07	
UDCA;BA-7S	10.15	10.13	-0.02	10.19	0.04	
UDCA;GBA	7.61	7.61	0	7.57	-0.04	
UDCA;GBA-3S	4.04	4.06	0.02	4.1	0.06	
UDCA;GBA-7S	5.53	5.52	-0.01	5.57	0.04	
UDCA;TBA	7.89	7.9	0.01	7.87	-0.02	
UDCA;TBA-3S	4.05	4.07	0.02	4.11	0.06	
UDCA;TBA-7S	5.49	5.48	-0.01	5.52	0.03	
12o-DCA;BA	15.05	15.11	0.06	15.15	0.1	
12o-DCA;BA-3S	9.85	9.88	0.03	9.93	0.08	
12o-DCA;GBA	9.26	9.28	0.02	9.24	-0.02	
12o-DCA;GBA-3S	5.04	5.04	0	5.08	0.04	
12o-DCA;TBA	9.51	9.51	0	9.47	-0.04	
12o-DCA;TBA-3S	4.99	5	0.01	5.04	0.05	
3o-CDCA;BA	16.06	16.07	0.01	16.14	0.08	
3o-CDCA;BA-7S	11.77	11.79	0.02	11.84	0.07	
3o-CDCA;GBA	10.72	10.74	0.02	10.7	-0.02	
3o-CDCA;GBA-7S	6.64	6.62	-0.02	6.66	0.02	
3o-CDCA;TBA	11	11.01	0.01	10.98	-0.02	
3o-CDCA;TBA-7S	6.53	6.51	-0.02	6.55	0.02	
3o-DCA;BA	16.04	16.01	-0.03	16.08	0.04	
3o-DCA;BA-12S	11.86	11.9	0.04	11.95	0.09	
3o-DCA;GBA	11.1	11.12	0.02	11.08	-0.02	
3o-DCA;GBA-12S	7.14	7.14	0	7.19	0.05	
3o-DCA;TBA	11.35	11.37	0.02	11.33	-0.02	
3o-DCA;TBA-12S	6.92	6.94	0.02	6.99	0.07	
3o-HDCA;BA	14.35	14.51	0.16	14.4	0.05	
3o-HDCA;BA-6S	9.51	9.56	0.05	9.61	0.1	
3o-HDCA;GBA	7.88	7.9	0.02	7.87	-0.01	
3o-HDCA;GBA-6S	4.06	4.11	0.05	4.15	0.09	
3o-HDCA;TBA	8.18	8.2	0.02	8.17	-0.01	
3o-HDCA;TBA-6S	4.09	4.13	0.04	4.16	0.07	
6o-alloMDCA;BA	14.67	14.79	0.12	14.75	0.08	
6o-alloMDCA;BA-3S	9.82	9.86	0.04	9.91	0.09	
6o-alloMDCA;GBA	8.2	8.21	0.01	8.18	-0.02	
6o-alloMDCA;GBA-3S	4.76	4.77	0.01	4.81	0.05	
6o-alloMDCA;TBA	8.47	8.48	0.01	8.45	-0.02	
6o-alloMDCA;TBA-3S	4.74	4.76	0.02	4.8	0.06	
6o-HDCA;BA	13.98	14.21	0.23	14.11	0.13	
6o-HDCA;BA-3S	9.85	9.87	0.02	9.92	0.07	
6o-HDCA;GBA	7.92	7.93	0.01	7.9	-0.02	
6o-HDCA;GBA-3S	4.8	4.8	0	4.84	0.04	
6o-HDCA;TBA	8.2	8.2	0	8.17	-0.03	
6o-HDCA;TBA-3S	4.79	4.77	-0.02	4.81	0.02	
7o-CDCA;BA	14.87	14.93	0.06	14.94	0.07	
7o-CDCA;BA-3S	10.23	10.26	0.03	10.32	0.09	
7o-CDCA;GBA	8.76	8.77	0.01	8.73	-0.03	
7o-CDCA;GBA-3S	5.15	5.15	0	5.19	0.04	
7o-CDCA;TBA	8.97	8.97	0	8.94	-0.03	
7o-CDCA;TBA-3S	5.05	5.06	0.01	5.1	0.05	
apoCA;BA	15.19	15.22	0.03	15.29	0.1	
apoCA;GBA	9.82	9.78	-0.04	9.76	-0.06	
apoCA;TBA	10.03	9.99	-0.04	9.97	-0.06	
12o-d9-DCA;BA	14.05	14.25	0.2	14.14	0.09	
12o-d9-DCA;BA-3S	9.18	9.22	0.04	9.27	0.09	
12o-d9-DCA;GBA	8.27	8.28	0.01	8.24	-0.03	
12o-d9-DCA;GBA-3S	4.44	4.45	0.01	4.49	0.05	
12o-d9-DCA;TBA	8.49	8.51	0.02	8.47	-0.02	
12o-d9-DCA;TBA-3S	4.38	4.41	0.03	4.45	0.07	
3,12-2o-DCA;BA	15.05	15.13	0.08	15.16	0.11	
3,12-2o-DCA;GBA	8.86	8.93	0.07	8.87	0.01	
3,12-2o-DCA;TBA	9.13	9.19	0.06	9.13	0	
3,6-2o-HDCA;BA	15.19	15.27	0.08	15.32	0.13	
3,6-2o-HDCA;GBA	8.61	8.69	0.08	8.63	0.02	
3,6-2o-HDCA;TBA	8.92	8.99	0.07	8.94	0.02	
3,7-2o-CDCA;BA	15.23	15.3	0.07	15.36	0.13	
3,7-2o-CDCA;GBA	8.71	8.8	0.09	8.74	0.03	
3,7-2o-CDCA;TBA	8.96	9.04	0.08	8.99	0.03	
3o-d4-CDCA;BA	13.86	14.02	0.16	13.92	0.06	
iso-d5-7o-CDCA;BA	12.71	12.86	0.15	12.76	0.05	
iso-d5-7o-CDCA;BA-3S	9.3	9.32	0.02	9.37	0.07	
iso-d5-7o-CDCA;GBA	6.23	6.25	0.02	6.21	-0.02	
iso-d5-7o-CDCA;TBA	6.49	6.49	0	6.46	-0.03	
12-epiCA;BA	7.82	7.92	0.1	7.84	0.02	
12-epiCA;GBA	3.88	3.96	0.08	3.88	0	
12-epiCA;TBA	4.11	4.18	0.07	4.11	0	
alloCA;BA	9.15	9.18	0.03	9.13	-0.02	
alloCA;GBA	8.66	8.66	0	8.63	-0.03	
alloCA;TBA	8.8	8.8	0	8.77	-0.03	
a-MCA;BA	10.49	10.61	0.12	10.53	0.04	
a-MCA;GBA	5.18	5.19	0.01	5.14	-0.04	
a-MCA;TBA	5.37	5.37	0	5.33	-0.04	
b-MCA;BA	10.04	10.11	0.07	10.04	0	
b-MCA;GBA	5.1	5.09	-0.01	5.04	-0.06	
b-MCA;TBA	5.48	5.48	0	5.43	-0.05	
CA;BA	12.86	12.96	0.1	12.89	0.03	
CA;BA-7S	8.6	8.59	-0.01	8.64	0.04	
CA;BA-3S	9.02	9.01	-0.01	9.06	0.04	
CA;GBA	8.24	8.21	-0.03	8.19	-0.05	
CA;GBA-3S	4.84	4.78	-0.06	4.82	-0.02	
CA;TBA	8.47	8.43	-0.04	8.42	-0.05	
CA;TBA-3S	4.83	4.76	-0.07	4.8	-0.03	
DCA-1b-ol;BA	9.63	9.7	0.07	9.64	0.01	
DCA-1b-ol;GBA	5.06	5.08	0.02	5.04	-0.02	
DCA-1b-ol;TBA	5.29	5.29	0	5.25	-0.04	
HCA;BA	11.83	11.9	0.07	11.83	0	
HCA;GBA	6.68	6.67	-0.01	6.65	-0.03	
HCA;TBA	6.94	6.92	-0.02	6.9	-0.04	
isoCA;BA	9.48	9.59	0.11	9.52	0.04	
isoCA;GBA	5.11	5.12	0.01	5.07	-0.04	
isoCA;TBA	5.33	5.36	0.03	5.32	-0.01	
UCA;BA	7.95	8.05	0.1	7.98	0.03	
UCA;GBA	4.36	4.4	0.04	4.34	-0.02	
UCA;TBA	4.58	4.62	0.04	4.56	-0.02	
w-MCA;BA	9.59	9.67	0.08	9.61	0.02	
w-MCA;GBA	4.79	4.8	0.01	4.75	-0.04	
w-MCA;TBA	5.08	5.08	0	5.04	-0.04	
12o-CA;BA	10.37	10.48	0.11	10.4	0.03	
12o-CA;GBA	5.97	5.98	0.01	5.94	-0.03	
12o-CA;TBA	6.21	6.21	0	6.18	-0.03	
3o-CA;BA	12.1	12.28	0.18	12.19	0.09	
3o-CA;GBA	7.39	7.44	0.05	7.4	0.01	
3o-CA;TBA	7.64	7.68	0.04	7.65	0.01	
7o-CA;BA	10.22	10.31	0.09	10.23	0.01	
7o-CA;GBA	5.92	5.93	0.01	5.89	-0.03	
7o-CA;TBA	6.12	6.13	0.01	6.09	-0.03	
7o-HCA;BA	11.14	11.29	0.15	11.2	0.06	
7o-HCA;GBA	5.77	5.79	0.02	5.74	-0.03	
7o-HCA;TBA	6.02	6.03	0.01	5.99	-0.03	
7,12-2o-CA;BA	8.01	8.18	0.17	8.09	0.08	
7,12-2o-CA;BA-3S	5.13	5.25	0.12	5.3	0.17	
7,12-2o-CA;GBA	3.83	3.93	0.1	3.84	0.01	
7,12-2o-CA;GBA-3S	1.56	1.75	0.19	1.77	0.21	
7,12-2o-CA;TBA	4.05	4.14	0.09	4.05	0	
7,12-2o-CA;TBA-3S	1.55	1.74	0.19	1.77	0.22	
3,7,12-3o-CA;BA	8.07	8.33	0.26	8.2	0.13	
3,7,12-3o-CA;GBA	3.58	3.79	0.21	3.67	0.09	
3,7,12-3o-CA;TBA	3.82	3.99	0.17	3.88	0.06	
CA-6a-ol;BA	7.58	7.61	0.03	7.56	-0.02	
CA-6a-ol;GBA	3.99	4	0.01	3.95	-0.04	
CA-6a-ol;TBA	4.21	4.22	0.01	4.16	-0.05	
