All compounds together:
optimized t0: 0.7
optimized tD: 0.52
optimized time: [0.6, 1.1, 2.1, 5.4, 6.1, 7.9, 8.9, 17.1, 17.9]
optimized perB: [0.07, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.67, 0.98]
average/RMS error of calibration compounds after optimization: -0.023/0.04
average/RMS error of all compounds after optimization: -0.008/0.048
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.71
optimized tD: 0.54
optimized time: [0.4, 1.0, 2.1, 5.4, 6.0, 7.9, 8.9, 17.1, 17.9]
optimized perB: [0.07, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.67, 0.98]
For compounds without sulfate: 
optimized t0: 0.73
optimized tD: 0.36
optimized time: [0.6, 1.1, 2.1, 5.5, 6.1, 7.9, 9.0, 17.1, 17.9]
optimized perB: [0.03, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.67, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.014/0.035
average/RMS error of all compounds after optimization: -0.002/0.046
name	actual RT	predict RT1	error1	predict RT2	error2
CDCA;GBA-7S	7.37	7.38	0.01	7.37	0	
CDCA;TBA	10.8	10.75	-0.05	10.75	-0.05	
CDCA;TBA-3S	7.07	7.07	0	7.08	0.01	
CDCA;TBA-7S	7.28	7.3	0.02	7.29	0.01	
DCA;BA	14.29	14.29	0	14.3	0.01	
DCA;BA-3S	11.29	11.25	-0.04	11.29	0	
DCA;BA-12S	11.51	11.47	-0.04	11.51	0	
DCA;GBA	11.04	10.99	-0.05	10.99	-0.05	
DCA;GBA-3S	7.34	7.36	0.02	7.35	0.01	
DCA;GBA-12S	7.93	7.91	-0.02	7.91	-0.02	
DCA;TBA	11.16	11.11	-0.05	11.11	-0.05	
DCA;TBA-3S	7.29	7.31	0.02	7.3	0.01	
DCA;TBA-12S	7.74	7.73	-0.01	7.73	-0.01	
HDCA;BA	12.15	12.13	-0.02	12.15	0	
HDCA;BA-6S	8.8	8.81	0.01	8.82	0.02	
HDCA;BA-3S	10.22	10.19	-0.03	10.23	0.01	
HDCA;GBA	7.84	7.83	-0.01	7.8	-0.04	
HDCA;GBA-6S	3.69	3.71	0.02	3.71	0.02	
HDCA;GBA-3S	4.81	4.72	-0.09	4.74	-0.07	
HDCA;TBA	8.09	8.07	-0.02	8.05	-0.04	
HDCA;TBA-6S	3.68	3.69	0.01	3.69	0.01	
HDCA;TBA-3S	4.74	4.64	-0.1	4.66	-0.08	
isoCDCA;BA	12.59	12.59	0	12.61	0.02	
isoCDCA;BA-7S	10.07	10.03	-0.04	10.07	0	
isoCDCA;BA-3S	10.2	10.18	-0.02	10.22	0.02	
isoCDCA;GBA	7.96	7.96	0	7.94	-0.02	
isoCDCA;GBA-7S	4.61	4.58	-0.03	4.6	-0.01	
isoCDCA;GBA-3S	4.84	4.78	-0.06	4.8	-0.04	
isoCDCA;TBA	8.21	8.19	-0.02	8.18	-0.03	
isoCDCA;TBA-7S	4.44	4.39	-0.05	4.4	-0.04	
isoCDCA;TBA-3S	4.75	4.69	-0.06	4.71	-0.04	
isoDCA;BA	15.96	15.96	0	15.98	0.02	
isoDCA;GBA	12.43	12.39	-0.04	12.4	-0.03	
isoDCA;TBA	12.55	12.52	-0.03	12.53	-0.02	
isoHDCA;BA	11.69	11.68	-0.01	11.7	0.01	
isoHDCA;BA-6S	9.63	9.62	-0.01	9.65	0.02	
isoHDCA;BA-3S	9.68	9.67	-0.01	9.7	0.02	
isoHDCA;GBA	6.64	6.53	-0.11	6.56	-0.08	
isoHDCA;GBA-6S	3.67	3.71	0.04	3.71	0.04	
isoHDCA;GBA-3S	4.04	4.02	-0.02	4.03	-0.01	
isoHDCA;TBA	6.97	6.94	-0.03	6.93	-0.04	
isoHDCA;TBA-6S	3.65	3.68	0.03	3.68	0.03	
isoHDCA;TBA-3S	4.02	3.99	-0.03	4	-0.02	
isoUDCA;BA	11.38	11.41	0.03	11.42	0.04	
isoUDCA;BA-3S	7.84	7.88	0.04	7.88	0.04	
isoUDCA;BA-7S	9.24	9.23	-0.01	9.25	0.01	
isoUDCA;GBA	5.71	5.7	-0.01	5.69	-0.02	
isoUDCA;GBA-3S	3.33	3.42	0.09	3.42	0.09	
isoUDCA;GBA-7S	3.84	3.9	0.06	3.9	0.06	
isoUDCA;TBA	6.2	6.17	-0.03	6.18	-0.02	
isoUDCA;TBA-3S	3.33	3.42	0.09	3.42	0.09	
isoUDCA;TBA-7S	3.77	3.8	0.03	3.81	0.04	
MDCA;BA	11.29	11.31	0.02	11.32	0.03	
MDCA;BA-6S	7.83	7.85	0.02	7.85	0.02	
MDCA;BA-3S	8.3	8.32	0.02	8.33	0.03	
MDCA;GBA	6.05	6.03	-0.02	6.04	-0.01	
MDCA;GBA-6S	3.29	3.38	0.09	3.38	0.09	
MDCA;GBA-3S	3.45	3.5	0.05	3.5	0.05	
MDCA;TBA	6.54	6.51	-0.03	6.54	0	
MDCA;TBA-6S	3.29	3.38	0.09	3.38	0.09	
MDCA;TBA-3S	3.43	3.49	0.06	3.49	0.06	
UDCA;BA	11.98	11.98	0	11.99	0.01	
UDCA;BA-3S	8.79	8.78	-0.01	8.8	0.01	
UDCA;BA-7S	10.14	10.11	-0.03	10.14	0	
UDCA;GBA	7.68	7.69	0.01	7.67	-0.01	
UDCA;GBA-3S	3.85	3.88	0.03	3.88	0.03	
UDCA;GBA-7S	5.28	5.24	-0.04	5.26	-0.02	
UDCA;TBA	7.92	7.93	0.01	7.92	0	
UDCA;TBA-3S	3.84	3.86	0.02	3.86	0.02	
UDCA;TBA-7S	5.21	5.16	-0.05	5.18	-0.03	
12o-DCA;BA	12.99	12.99	0	13.01	0.02	
12o-DCA;BA-3S	9.94	9.94	0	9.97	0.03	
12o-DCA;GBA	9.46	9.44	-0.02	9.44	-0.02	
12o-DCA;GBA-3S	4.68	4.66	-0.02	4.67	-0.01	
12o-DCA;TBA	9.69	9.66	-0.03	9.64	-0.05	
12o-DCA;TBA-3S	4.61	4.59	-0.02	4.61	0	
3o-CDCA;BA	14.23	14.24	0.01	14.26	0.03	
3o-CDCA;BA-7S	11.07	11.06	-0.01	11.1	0.03	
3o-CDCA;GBA	10.51	10.48	-0.03	10.48	-0.03	
3o-CDCA;GBA-7S	6.98	6.96	-0.02	6.98	0	
3o-CDCA;TBA	10.67	10.64	-0.03	10.64	-0.03	
3o-CDCA;TBA-7S	6.89	6.84	-0.05	6.87	-0.02	
3o-DCA;BA	14.19	14.14	-0.05	14.16	-0.03	
3o-DCA;BA-12S	11.14	11.12	-0.02	11.16	0.02	
3o-DCA;GBA	10.73	10.71	-0.02	10.71	-0.02	
3o-DCA;GBA-12S	7.31	7.35	0.04	7.35	0.04	
3o-DCA;TBA	10.87	10.85	-0.02	10.85	-0.02	
3o-DCA;TBA-12S	7.17	7.23	0.06	7.23	0.06	
3o-HDCA;BA	12.53	12.53	0	12.55	0.02	
3o-HDCA;BA-6S	9.67	9.7	0.03	9.73	0.06	
3o-HDCA;GBA	7.9	7.93	0.03	7.92	0.02	
3o-HDCA;GBA-6S	3.88	3.92	0.04	3.93	0.05	
3o-HDCA;TBA	8.18	8.2	0.02	8.2	0.02	
3o-HDCA;TBA-6S	3.88	3.92	0.04	3.92	0.04	
6o-alloMDCA;BA	12.72	12.72	0	12.74	0.02	
6o-alloMDCA;BA-3S	9.93	9.93	0	9.96	0.03	
6o-alloMDCA;GBA	8.21	8.22	0.01	8.22	0.01	
6o-alloMDCA;GBA-3S	4.38	4.37	-0.01	4.39	0.01	
6o-alloMDCA;TBA	8.5	8.49	-0.01	8.5	0	
6o-alloMDCA;TBA-3S	4.33	4.33	0	4.34	0.01	
6o-HDCA;BA	12.36	12.38	0.02	12.4	0.04	
6o-HDCA;BA-3S	9.95	9.93	-0.02	9.97	0.02	
6o-HDCA;GBA	7.94	7.95	0.01	7.94	0	
6o-HDCA;GBA-3S	4.42	4.4	-0.02	4.41	-0.01	
6o-HDCA;TBA	8.21	8.21	0	8.2	-0.01	
6o-HDCA;TBA-3S	4.38	4.36	-0.02	4.37	-0.01	
7o-CDCA;BA	12.83	12.82	-0.01	12.84	0.01	
7o-CDCA;BA-3S	10.19	10.19	0	10.23	0.04	
7o-CDCA;GBA	8.84	8.83	-0.01	8.86	0.02	
7o-CDCA;GBA-3S	4.8	4.78	-0.02	4.8	0	
7o-CDCA;TBA	9.11	9.09	-0.02	9.12	0.01	
7o-CDCA;TBA-3S	4.67	4.66	-0.01	4.67	0	
apoCA;BA	13.08	13.08	0	13.09	0.01	
apoCA;GBA	9.92	9.87	-0.05	9.85	-0.07	
apoCA;TBA	10.06	10.02	-0.04	10	-0.06	
12o-d9-DCA;BA	12.41	12.42	0.01	12.44	0.03	
12o-d9-DCA;BA-3S	9.37	9.39	0.02	9.41	0.04	
12o-d9-DCA;GBA	8.29	8.29	0	8.3	0.01	
12o-d9-DCA;GBA-3S	4.13	4.15	0.02	4.16	0.03	
12o-d9-DCA;TBA	8.54	8.53	-0.01	8.54	0	
12o-d9-DCA;TBA-3S	4.07	4.09	0.02	4.1	0.03	
3,12-2o-DCA;BA	13.04	13.05	0.01	13.07	0.03	
3,12-2o-DCA;GBA	9.01	9.04	0.03	9.08	0.07	
3,12-2o-DCA;TBA	9.33	9.34	0.01	9.35	0.02	
3,6-2o-HDCA;BA	13.15	13.17	0.02	13.19	0.04	
3,6-2o-HDCA;GBA	8.7	8.74	0.04	8.77	0.07	
3,6-2o-HDCA;TBA	9.08	9.11	0.03	9.14	0.06	
3,7-2o-CDCA;BA	13.2	13.22	0.02	13.24	0.04	
3,7-2o-CDCA;GBA	8.81	8.87	0.06	8.91	0.1	
3,7-2o-CDCA;TBA	9.12	9.18	0.06	9.2	0.08	
3o-d4-CDCA;BA	12.29	12.3	0.01	12.32	0.03	
iso-d5-7o-CDCA;BA	11.68	11.71	0.03	11.72	0.04	
iso-d5-7o-CDCA;BA-3S	9.48	9.49	0.01	9.52	0.04	
iso-d5-7o-CDCA;GBA	6.42	6.39	-0.03	6.41	-0.01	
iso-d5-7o-CDCA;TBA	6.83	6.8	-0.03	6.81	-0.02	
12-epiCA;BA	7.9	7.98	0.08	7.98	0.08	
12-epiCA;GBA	3.89	3.94	0.05	3.86	-0.03	
12-epiCA;TBA	4.04	4.09	0.05	4.01	-0.03	
alloCA;BA	9.35	9.33	-0.02	9.34	-0.01	
alloCA;GBA	8.73	8.7	-0.03	8.72	-0.01	
alloCA;TBA	8.9	8.87	-0.03	8.9	0	
a-MCA;BA	10.4	10.43	0.03	10.43	0.03	
a-MCA;GBA	4.96	4.95	-0.01	4.91	-0.05	
a-MCA;TBA	5.15	5.12	-0.03	5.09	-0.06	
b-MCA;BA	10.08	10.1	0.02	10.1	0.02	
b-MCA;GBA	4.84	4.82	-0.02	4.77	-0.07	
b-MCA;TBA	5.31	5.27	-0.04	5.25	-0.06	
CA;BA	11.73	11.72	-0.01	11.73	0	
CA;BA-7S	8.63	8.61	-0.02	8.62	-0.01	
CA;BA-3S	9.18	9.15	-0.03	9.17	-0.01	
CA;GBA	8.23	8.21	-0.02	8.2	-0.03	
CA;GBA-3S	4.44	4.38	-0.06	4.4	-0.04	
CA;TBA	8.48	8.44	-0.04	8.44	-0.04	
CA;TBA-3S	4.41	4.34	-0.07	4.36	-0.05	
DCA-1b-ol;BA	9.79	9.8	0.01	9.8	0.01	
DCA-1b-ol;GBA	4.8	4.8	0	4.76	-0.04	
DCA-1b-ol;TBA	5.04	5.01	-0.03	4.98	-0.06	
HCA;BA	11.17	11.16	-0.01	11.17	0	
HCA;GBA	7.01	7	-0.01	6.99	-0.02	
HCA;TBA	7.17	7.2	0.03	7.17	0	
isoCA;BA	9.65	9.72	0.07	9.71	0.06	
isoCA;GBA	4.85	4.84	-0.01	4.8	-0.05	
isoCA;TBA	5.11	5.1	-0.01	5.07	-0.04	
UCA;BA	8.02	8.09	0.07	8.1	0.08	
UCA;GBA	4.23	4.26	0.03	4.19	-0.04	
UCA;TBA	4.41	4.42	0.01	4.37	-0.04	
w-MCA;BA	9.77	9.78	0.01	9.77	0	
w-MCA;GBA	4.54	4.53	-0.01	4.48	-0.06	
w-MCA;TBA	4.83	4.8	-0.03	4.76	-0.07	
12o-CA;BA	10.32	10.35	0.03	10.35	0.03	
12o-CA;GBA	6	5.95	-0.05	5.96	-0.04	
12o-CA;TBA	6.39	6.33	-0.06	6.35	-0.04	
3o-CA;BA	11.37	11.39	0.02	11.41	0.04	
3o-CA;GBA	7.51	7.56	0.05	7.53	0.02	
3o-CA;TBA	7.71	7.74	0.03	7.72	0.01	
7o-CA;BA	10.22	10.24	0.02	10.24	0.02	
7o-CA;GBA	5.93	5.89	-0.04	5.89	-0.04	
7o-CA;TBA	6.24	6.19	-0.05	6.21	-0.03	
7o-HCA;BA	10.8	10.84	0.04	10.86	0.06	
7o-HCA;GBA	5.71	5.69	-0.02	5.68	-0.03	
7o-HCA;TBA	6.07	6.04	-0.03	6.05	-0.02	
7,12-2o-CA;BA	8.1	8.23	0.13	8.25	0.15	
7,12-2o-CA;BA-3S	5.01	5.08	0.07	5.1	0.09	
7,12-2o-CA;GBA	3.91	3.97	0.06	3.89	-0.02	
7,12-2o-CA;GBA-3S	2.8	3	0.2	2.97	0.17	
7,12-2o-CA;TBA	4.05	4.11	0.06	4.04	-0.01	
7,12-2o-CA;TBA-3S	2.8	3	0.2	2.96	0.16	
3,7,12-3o-CA;BA	8.2	8.4	0.2	8.44	0.24	
3,7,12-3o-CA;GBA	3.85	3.97	0.12	3.9	0.05	
3,7,12-3o-CA;TBA	3.99	4.1	0.11	4.03	0.04	
CA-6a-ol;BA	7.66	7.7	0.04	7.68	0.02	
CA-6a-ol;GBA	3.89	3.91	0.02	3.83	-0.06	
CA-6a-ol;TBA	4.04	4.05	0.01	3.97	-0.07	
