All compounds together:
optimized t0: 0.56
optimized tD: 0.37
optimized time: [0.6, 1.0, 1.9, 5.4, 6.0, 8.1, 9.0, 17.1, 17.9]
optimized perB: [0.03, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
average/RMS error of calibration compounds after optimization: 0.002/0.025
average/RMS error of all compounds after optimization: 0.013/0.058
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.5
optimized tD: 0.61
optimized time: [0.4, 1.1, 1.9, 5.5, 6.1, 7.9, 9.0, 16.9, 17.9]
optimized perB: [0.07, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
For compounds without sulfate: 
optimized t0: 0.56
optimized tD: 0.41
optimized time: [0.4, 0.9, 2.0, 5.5, 6.1, 8.0, 9.0, 17.0, 17.9]
optimized perB: [0.07, 0.22, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.006/0.021
average/RMS error of all compounds after optimization: -0/0.062
name	actual RT	predict RT1	error1	predict RT2	error2
HDCA;BA-3S	9.51	9.62	0.11	9.53	0.02	
HDCA;GBA	7.12	7.1	-0.02	7.1	-0.02	
HDCA;GBA-6S	3.08	3.1	0.02	3.16	0.08	
HDCA;GBA-3S	3.89	3.92	0.03	3.88	-0.01	
HDCA;TBA	7.32	7.3	-0.02	7.3	-0.02	
HDCA;TBA-6S	3.07	3.09	0.02	3.15	0.08	
HDCA;TBA-3S	3.83	3.85	0.02	3.83	0	
isoCDCA;BA	12.06	12.04	-0.02	12.04	-0.02	
isoCDCA;BA-7S	9.34	9.37	0.03	9.26	-0.08	
isoCDCA;BA-3S	9.5	9.61	0.11	9.53	0.03	
isoCDCA;GBA	7.24	7.19	-0.05	7.19	-0.05	
isoCDCA;GBA-7S	3.8	3.81	0.01	3.78	-0.02	
isoCDCA;GBA-3S	3.91	3.96	0.05	3.93	0.02	
isoCDCA;TBA	7.44	7.38	-0.06	7.38	-0.06	
isoCDCA;TBA-7S	3.66	3.65	-0.01	3.65	-0.01	
isoCDCA;TBA-3S	3.84	3.89	0.05	3.87	0.03	
isoDCA;BA	15.43	15.46	0.03	15.46	0.03	
isoDCA;GBA	11.94	11.9	-0.04	11.9	-0.04	
isoDCA;TBA	12.07	12.04	-0.03	12.04	-0.03	
isoHDCA;BA	11.13	11.13	0	11.13	0	
isoHDCA;BA-6S	8.66	8.68	0.02	8.59	-0.07	
isoHDCA;BA-3S	8.66	8.77	0.11	8.68	0.02	
isoHDCA;GBA	5.39	5.36	-0.03	5.36	-0.03	
isoHDCA;GBA-6S	3.07	3.11	0.04	3.16	0.09	
isoHDCA;GBA-3S	3.32	3.36	0.04	3.39	0.07	
isoHDCA;TBA	5.83	5.8	-0.03	5.8	-0.03	
isoHDCA;TBA-6S	3.05	3.08	0.03	3.14	0.09	
isoHDCA;TBA-3S	3.3	3.33	0.03	3.37	0.07	
isoUDCA;BA	10.78	10.81	0.03	10.81	0.03	
isoUDCA;BA-3S	7.05	7.13	0.08	7.2	0.15	
isoUDCA;BA-7S	8.19	8.22	0.03	8.18	-0.01	
isoUDCA;GBA	4.73	4.69	-0.04	4.69	-0.04	
isoUDCA;GBA-3S	2.8	2.88	0.08	2.95	0.15	
isoUDCA;GBA-7S	3.2	3.26	0.06	3.29	0.09	
isoUDCA;TBA	5.11	5.07	-0.04	5.07	-0.04	
isoUDCA;TBA-3S	2.8	2.88	0.08	2.95	0.15	
isoUDCA;TBA-7S	3.2	3.18	-0.02	3.23	0.03	
MDCA;BA	10.68	10.71	0.03	10.71	0.03	
MDCA;BA-6S	7.04	7.11	0.07	7.19	0.15	
MDCA;BA-3S	7.42	7.48	0.06	7.52	0.1	
MDCA;GBA	4.98	4.96	-0.02	4.96	-0.02	
MDCA;GBA-6S	2.78	2.85	0.07	2.92	0.14	
MDCA;GBA-3S	2.9	2.94	0.04	3.01	0.11	
MDCA;TBA	5.35	5.34	-0.01	5.34	-0.01	
MDCA;TBA-6S	2.77	2.85	0.08	2.92	0.15	
MDCA;TBA-3S	2.88	2.93	0.05	3	0.12	
UDCA;BA	11.41	11.41	0	11.41	0	
UDCA;BA-3S	7.82	7.86	0.04	7.86	0.04	
UDCA;BA-7S	9.43	9.5	0.07	9.4	-0.03	
UDCA;GBA	6.99	6.97	-0.02	6.97	-0.02	
UDCA;GBA-3S	3.2	3.24	0.04	3.28	0.08	
UDCA;GBA-7S	4.28	4.33	0.05	4.25	-0.03	
UDCA;TBA	7.19	7.16	-0.03	7.16	-0.03	
UDCA;TBA-3S	3.18	3.23	0.05	3.27	0.09	
UDCA;TBA-7S	4.22	4.27	0.05	4.19	-0.03	
12o-DCA;BA	12.45	12.44	-0.01	12.44	-0.01	
12o-DCA;BA-3S	9.14	9.22	0.08	9.1	-0.04	
12o-DCA;GBA	8.51	8.43	-0.08	8.43	-0.08	
12o-DCA;GBA-3S	3.83	3.86	0.03	3.84	0.01	
12o-DCA;TBA	8.82	8.72	-0.1	8.72	-0.1	
12o-DCA;TBA-3S	3.77	3.82	0.05	3.79	0.02	
3o-CDCA;BA	13.69	13.72	0.03	13.72	0.03	
3o-CDCA;BA-7S	10.49	10.54	0.05	10.53	0.04	
3o-CDCA;GBA	9.89	9.91	0.02	9.91	0.02	
3o-CDCA;GBA-7S	5.74	5.85	0.11	5.61	-0.13	
3o-CDCA;TBA	10.06	10.09	0.03	10.09	0.03	
3o-CDCA;TBA-7S	5.55	5.67	0.12	5.45	-0.1	
3o-DCA;BA	13.66	13.61	-0.05	13.61	-0.05	
3o-DCA;BA-12S	10.58	10.6	0.02	10.58	0	
3o-DCA;GBA	10.15	10.15	0	10.15	0	
3o-DCA;GBA-12S	6.63	6.67	0.04	6.53	-0.1	
3o-DCA;TBA	10.3	10.3	0	10.3	0	
3o-DCA;TBA-12S	6.32	6.46	0.14	6.17	-0.15	
3o-HDCA;BA	11.97	11.99	0.02	11.99	0.02	
3o-HDCA;BA-6S	8.66	8.79	0.13	8.68	0.02	
3o-HDCA;GBA	7.16	7.17	0.01	7.17	0.01	
3o-HDCA;GBA-6S	3.22	3.28	0.06	3.31	0.09	
3o-HDCA;TBA	7.38	7.39	0.01	7.39	0.01	
3o-HDCA;TBA-6S	3.21	3.27	0.06	3.31	0.1	
6o-alloMDCA;BA	12.17	12.17	0	12.17	0	
6o-alloMDCA;BA-3S	9.11	9.21	0.1	9.09	-0.02	
6o-alloMDCA;GBA	7.42	7.39	-0.03	7.39	-0.03	
6o-alloMDCA;GBA-3S	3.6	3.64	0.04	3.64	0.04	
6o-alloMDCA;TBA	7.66	7.62	-0.04	7.62	-0.04	
6o-alloMDCA;TBA-3S	3.56	3.6	0.04	3.61	0.05	
6o-HDCA;BA	11.78	11.83	0.05	11.83	0.05	
6o-HDCA;BA-3S	9.11	9.23	0.12	9.11	0	
6o-HDCA;GBA	7.18	7.19	0.01	7.19	0.01	
6o-HDCA;GBA-3S	3.62	3.66	0.04	3.65	0.03	
6o-HDCA;TBA	7.4	7.39	-0.01	7.39	-0.01	
6o-HDCA;TBA-3S	3.58	3.63	0.05	3.63	0.05	
7o-CDCA;BA	12.29	12.28	-0.01	12.28	-0.01	
7o-CDCA;BA-3S	9.49	9.59	0.1	9.5	0.01	
7o-CDCA;GBA	7.94	7.88	-0.06	7.88	-0.06	
7o-CDCA;GBA-3S	3.91	3.96	0.05	3.92	0.01	
7o-CDCA;TBA	8.16	8.1	-0.06	8.1	-0.06	
7o-CDCA;TBA-3S	3.81	3.87	0.06	3.84	0.03	
apoCA;BA	12.56	12.55	-0.01	12.55	-0.01	
apoCA;GBA	9.18	9.13	-0.05	9.13	-0.05	
apoCA;TBA	9.38	9.36	-0.02	9.36	-0.02	
12o-d9-DCA;BA	11.85	11.86	0.01	11.86	0.01	
12o-d9-DCA;BA-3S	8.32	8.38	0.06	8.32	0	
12o-d9-DCA;GBA	7.49	7.44	-0.05	7.44	-0.05	
12o-d9-DCA;GBA-3S	3.42	3.46	0.04	3.47	0.05	
12o-d9-DCA;TBA	7.69	7.64	-0.05	7.64	-0.05	
12o-d9-DCA;TBA-3S	3.36	3.41	0.05	3.43	0.07	
3,12-2o-DCA;BA	12.46	12.48	0.02	12.48	0.02	
3,12-2o-DCA;GBA	8.04	8.02	-0.02	8.02	-0.02	
3,12-2o-DCA;TBA	8.32	8.29	-0.03	8.29	-0.03	
3,6-2o-HDCA;BA	12.55	12.62	0.07	12.62	0.07	
3,6-2o-HDCA;GBA	7.77	7.79	0.02	7.79	0.02	
3,6-2o-HDCA;TBA	8.08	8.09	0.01	8.09	0.01	
3,7-2o-CDCA;BA	12.61	12.66	0.05	12.66	0.05	
3,7-2o-CDCA;GBA	7.87	7.89	0.02	7.89	0.02	
3,7-2o-CDCA;TBA	8.12	8.14	0.02	8.14	0.02	
3o-d4-CDCA;BA	11.73	11.74	0.01	11.74	0.01	
iso-d5-7o-CDCA;BA	11.1	11.12	0.02	11.12	0.02	
iso-d5-7o-CDCA;BA-3S	8.38	8.51	0.13	8.44	0.06	
iso-d5-7o-CDCA;GBA	5.24	5.25	0.01	5.25	0.01	
iso-d5-7o-CDCA;TBA	5.6	5.61	0.01	5.61	0.01	
12-epiCA;BA	7.14	7.14	0	7.14	0	
12-epiCA;GBA	3.29	3.29	0	3.29	0	
12-epiCA;TBA	3.41	3.41	0	3.41	0	
alloCA;BA	8.36	8.3	-0.06	8.3	-0.06	
alloCA;GBA	7.85	7.79	-0.06	7.79	-0.06	
alloCA;TBA	7.98	7.92	-0.06	7.92	-0.06	
a-MCA;BA	9.7	9.77	0.07	9.77	0.07	
a-MCA;GBA	4.12	4.1	-0.02	4.1	-0.02	
a-MCA;TBA	4.25	4.23	-0.02	4.23	-0.02	
b-MCA;BA	9.33	9.36	0.03	9.36	0.03	
b-MCA;GBA	4.01	3.99	-0.02	3.99	-0.02	
b-MCA;TBA	4.38	4.35	-0.03	4.35	-0.03	
CA;BA	11.18	11.18	0	11.18	0	
CA;BA-7S	7.74	7.73	-0.01	7.75	0.01	
CA;BA-3S	8.14	8.16	0.02	8.14	0	
CA;GBA	7.45	7.4	-0.05	7.4	-0.05	
CA;GBA-3S	3.65	3.65	0	3.64	-0.01	
CA;TBA	7.65	7.59	-0.06	7.59	-0.06	
CA;TBA-3S	3.62	3.62	0	3.62	0	
DCA-1b-ol;BA	8.93	8.89	-0.04	8.89	-0.04	
DCA-1b-ol;GBA	4	3.98	-0.02	3.98	-0.02	
DCA-1b-ol;TBA	4.18	4.15	-0.03	4.15	-0.03	
HCA;BA	10.59	10.6	0.01	10.6	0.01	
HCA;GBA	5.92	5.91	-0.01	5.91	-0.01	
HCA;TBA	6.38	6.36	-0.02	6.36	-0.02	
isoCA;BA	8.74	8.74	0	8.74	0	
isoCA;GBA	4.04	4.01	-0.03	4.01	-0.03	
isoCA;TBA	4.24	4.22	-0.02	4.22	-0.02	
UCA;BA	7.24	7.24	0	7.24	0	
UCA;GBA	3.56	3.54	-0.02	3.54	-0.02	
UCA;TBA	3.7	3.68	-0.02	3.68	-0.02	
w-MCA;BA	8.89	8.85	-0.04	8.85	-0.04	
w-MCA;GBA	3.79	3.76	-0.03	3.76	-0.03	
w-MCA;TBA	4.01	3.98	-0.03	3.98	-0.03	
12o-CA;BA	9.63	9.67	0.04	9.67	0.04	
12o-CA;GBA	4.95	4.9	-0.05	4.9	-0.05	
12o-CA;TBA	5.25	5.2	-0.05	5.2	-0.05	
3o-CA;BA	10.77	10.8	0.03	10.8	0.03	
3o-CA;GBA	6.85	6.86	0.01	6.86	0.01	
3o-CA;TBA	7.01	7.01	0	7.01	0	
7o-CA;BA	9.49	9.53	0.04	9.53	0.04	
7o-CA;GBA	4.89	4.85	-0.04	4.85	-0.04	
7o-CA;TBA	5.12	5.09	-0.03	5.09	-0.03	
7o-HCA;BA	10.15	10.21	0.06	10.21	0.06	
7o-HCA;GBA	4.7	4.69	-0.01	4.69	-0.01	
7o-HCA;TBA	4.98	4.97	-0.01	4.97	-0.01	
7,12-2o-CA;BA	7.28	7.32	0.04	7.32	0.04	
7,12-2o-CA;BA-3S	4.11	4.2	0.09	4.12	0.01	
7,12-2o-CA;GBA	3.3	3.31	0.01	3.31	0.01	
7,12-2o-CA;GBA-3S	2.36	2.52	0.16	2.56	0.2	
7,12-2o-CA;TBA	3.41	3.42	0.01	3.42	0.01	
7,12-2o-CA;TBA-3S	2.36	2.51	0.15	2.55	0.19	
3,7,12-3o-CA;BA	7.32	7.42	0.1	7.42	0.1	
3,7,12-3o-CA;GBA	3.25	3.31	0.06	3.31	0.06	
3,7,12-3o-CA;TBA	3.37	3.41	0.04	3.41	0.04	
CA-6a-ol;BA	6.95	6.95	0	6.95	0	
CA-6a-ol;GBA	3.26	3.27	0.01	3.27	0.01	
CA-6a-ol;TBA	3.37	3.38	0.01	3.38	0.01	
