All compounds together:
optimized t0: 0.48
optimized tD: 0.38
optimized time: [0.4, 13.5, 15.5, 18.0]
optimized perB: [0.2, 0.4, 0.58, 0.7]
average/RMS error of calibration compounds after optimization: 0.003/0.039
average/RMS error of all compounds after optimization: -0.021/0.071
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.49
optimized tD: 0.28
optimized time: [0.4, 13.6, 15.4, 17.9]
optimized perB: [0.2, 0.4, 0.58, 0.68]
For compounds without sulfate: 
optimized t0: 0.48
optimized tD: 0.38
optimized time: [0.4, 13.5, 15.5, 18.0]
optimized perB: [0.2, 0.4, 0.58, 0.7]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: 0.003/0.03
average/RMS error of all compounds after optimization: -0.026/0.07
name	actual RT	predict RT1	error1	predict RT2	error2
isoUDCA;GBA	4.6	4.58	-0.02	4.58	-0.02	
isoUDCA;GBA-3S	2.27	2.19	-0.08	2.18	-0.09	
isoUDCA;GBA-7S	3.04	2.99	-0.05	2.97	-0.07	
isoUDCA;TBA	4.89	4.89	0	4.89	0	
isoUDCA;TBA-3S	2.3	2.22	-0.08	2.22	-0.08	
isoUDCA;TBA-7S	2.97	2.94	-0.03	2.92	-0.05	
MDCA;BA	10.6	10.5	-0.1	10.5	-0.1	
MDCA;BA-6S	6.58	6.55	-0.03	6.54	-0.04	
MDCA;BA-3S	7.06	7.02	-0.04	7.01	-0.05	
MDCA;GBA	4.82	4.8	-0.02	4.8	-0.02	
MDCA;GBA-6S	2.2	2.1	-0.1	2.1	-0.1	
MDCA;GBA-3S	2.48	2.31	-0.17	2.3	-0.18	
MDCA;TBA	5.09	5.09	0	5.09	0	
MDCA;TBA-6S	2.2	2.12	-0.08	2.12	-0.08	
MDCA;TBA-3S	2.46	2.35	-0.11	2.34	-0.12	
UDCA;BA	11.84	11.73	-0.11	11.73	-0.11	
UDCA;BA-3S	7.46	7.44	-0.02	7.43	-0.03	
UDCA;BA-7S	8.84	8.83	-0.01	8.83	-0.01	
UDCA;GBA	6.32	6.32	0	6.32	0	
UDCA;GBA-3S	3.06	3.06	0	3.04	-0.02	
UDCA;GBA-7S	4.39	4.42	0.03	4.4	0.01	
UDCA;TBA	6.59	6.61	0.02	6.61	0.02	
UDCA;TBA-3S	3.08	3.07	-0.01	3.05	-0.03	
UDCA;TBA-7S	4.35	4.39	0.04	4.36	0.01	
12o-DCA;BA	13.81	13.62	-0.19	13.62	-0.19	
12o-DCA;BA-3S	8.56	8.55	-0.01	8.55	-0.01	
12o-DCA;GBA	7.91	7.93	0.02	7.93	0.02	
12o-DCA;GBA-3S	3.94	3.97	0.03	3.95	0.01	
12o-DCA;TBA	8.15	8.16	0.01	8.16	0.01	
12o-DCA;TBA-3S	3.89	3.95	0.06	3.92	0.03	
3o-CDCA;BA	15.4	15.39	-0.01	15.39	-0.01	
3o-CDCA;BA-7S	10.42	10.4	-0.02	10.41	-0.01	
3o-CDCA;GBA	9.35	9.34	-0.01	9.34	-0.01	
3o-CDCA;GBA-7S	5.44	5.46	0.02	5.44	0	
3o-CDCA;TBA	9.62	9.62	0	9.62	0	
3o-CDCA;TBA-7S	5.34	5.37	0.03	5.35	0.01	
3o-DCA;BA	15.36	15.29	-0.07	15.29	-0.07	
3o-DCA;BA-12S	10.52	10.48	-0.04	10.5	-0.02	
3o-DCA;GBA	9.73	9.71	-0.02	9.71	-0.02	
3o-DCA;GBA-12S	5.93	5.96	0.03	5.94	0.01	
3o-DCA;TBA	9.98	9.96	-0.02	9.96	-0.02	
3o-DCA;TBA-12S	5.72	5.77	0.05	5.75	0.03	
3o-HDCA;BA	12.98	12.78	-0.2	12.78	-0.2	
3o-HDCA;BA-6S	8.25	8.21	-0.04	8.21	-0.04	
3o-HDCA;GBA	6.61	6.62	0.01	6.62	0.01	
3o-HDCA;GBA-6S	3.1	3.09	-0.01	3.07	-0.03	
3o-HDCA;TBA	6.9	6.91	0.01	6.91	0.01	
3o-HDCA;TBA-6S	3.13	3.12	-0.01	3.1	-0.03	
6o-alloMDCA;BA	13.3	13.1	-0.2	13.1	-0.2	
6o-alloMDCA;BA-3S	8.55	8.54	-0.01	8.54	-0.01	
6o-alloMDCA;GBA	6.91	6.9	-0.01	6.9	-0.01	
6o-alloMDCA;GBA-3S	3.7	3.73	0.03	3.71	0.01	
6o-alloMDCA;TBA	7.19	7.18	-0.01	7.18	-0.01	
6o-alloMDCA;TBA-3S	3.7	3.74	0.04	3.72	0.02	
6o-HDCA;BA	12.62	12.48	-0.14	12.48	-0.14	
6o-HDCA;BA-3S	8.58	8.56	-0.02	8.56	-0.02	
6o-HDCA;GBA	6.65	6.65	0	6.65	0	
6o-HDCA;GBA-3S	3.74	3.76	0.02	3.73	-0.01	
6o-HDCA;TBA	6.92	6.92	0	6.92	0	
6o-HDCA;TBA-3S	3.72	3.75	0.03	3.72	0	
7o-CDCA;BA	13.53	13.33	-0.2	13.33	-0.2	
7o-CDCA;BA-3S	8.96	8.93	-0.03	8.93	-0.03	
7o-CDCA;GBA	7.44	7.44	0	7.44	0	
7o-CDCA;GBA-3S	4.05	4.08	0.03	4.05	0	
7o-CDCA;TBA	7.63	7.65	0.02	7.65	0.02	
7o-CDCA;TBA-3S	3.97	4.01	0.04	3.98	0.01	
apoCA;BA	14.04	13.91	-0.13	13.91	-0.13	
apoCA;GBA	8.45	8.47	0.02	8.47	0.02	
apoCA;TBA	8.65	8.68	0.03	8.68	0.03	
12o-d9-DCA;BA	12.67	12.51	-0.16	12.51	-0.16	
12o-d9-DCA;BA-3S	7.92	7.9	-0.02	7.9	-0.02	
12o-d9-DCA;GBA	6.96	6.96	0	6.96	0	
12o-d9-DCA;GBA-3S	3.42	3.42	0	3.39	-0.03	
12o-d9-DCA;TBA	7.19	7.18	-0.01	7.18	-0.01	
12o-d9-DCA;TBA-3S	3.37	3.39	0.02	3.36	-0.01	
3,12-2o-DCA;BA	13.85	13.55	-0.3	13.55	-0.3	
3,12-2o-DCA;GBA	7.57	7.51	-0.06	7.51	-0.06	
3,12-2o-DCA;TBA	7.82	7.77	-0.05	7.77	-0.05	
3,6-2o-HDCA;BA	14.16	13.88	-0.28	13.88	-0.28	
3,6-2o-HDCA;GBA	7.37	7.3	-0.07	7.3	-0.07	
3,6-2o-HDCA;TBA	7.68	7.6	-0.08	7.6	-0.08	
3,7-2o-CDCA;BA	14.2	13.92	-0.28	13.92	-0.28	
3,7-2o-CDCA;GBA	7.43	7.39	-0.04	7.39	-0.04	
3,7-2o-CDCA;TBA	7.67	7.64	-0.03	7.64	-0.03	
3o-d4-CDCA;BA	12.49	12.33	-0.16	12.33	-0.16	
iso-d5-7o-CDCA;BA	11.37	11.19	-0.18	11.19	-0.18	
iso-d5-7o-CDCA;BA-3S	8.06	8.02	-0.04	8.01	-0.05	
iso-d5-7o-CDCA;GBA	5.05	5.04	-0.01	5.04	-0.01	
iso-d5-7o-CDCA;TBA	5.28	5.28	0	5.28	0	
12-epiCA;BA	6.56	6.49	-0.07	6.49	-0.07	
12-epiCA;GBA	2.94	2.91	-0.03	2.91	-0.03	
12-epiCA;TBA	3.14	3.11	-0.03	3.11	-0.03	
alloCA;BA	7.82	7.8	-0.02	7.8	-0.02	
alloCA;GBA	7.32	7.36	0.04	7.36	0.04	
alloCA;TBA	7.47	7.5	0.03	7.5	0.03	
a-MCA;BA	9.15	9.08	-0.07	9.08	-0.07	
a-MCA;GBA	4.06	4.04	-0.02	4.04	-0.02	
a-MCA;TBA	4.24	4.22	-0.02	4.22	-0.02	
b-MCA;BA	8.68	8.63	-0.05	8.63	-0.05	
b-MCA;GBA	3.98	3.96	-0.02	3.96	-0.02	
b-MCA;TBA	4.32	4.31	-0.01	4.31	-0.01	
CA;BA	11.44	11.38	-0.06	11.38	-0.06	
CA;BA-7S	7.3	7.32	0.02	7.31	0.01	
CA;BA-3S	7.74	7.74	0	7.73	-0.01	
CA;GBA	6.91	6.95	0.04	6.95	0.04	
CA;GBA-3S	3.73	3.75	0.02	3.72	-0.01	
CA;TBA	7.14	7.18	0.04	7.18	0.04	
CA;TBA-3S	3.73	3.73	0	3.7	-0.03	
DCA-1b-ol;BA	8.31	8.25	-0.06	8.25	-0.06	
DCA-1b-ol;GBA	3.94	3.95	0.01	3.95	0.01	
DCA-1b-ol;TBA	4.14	4.15	0.01	4.15	0.01	
HCA;BA	10.43	10.39	-0.04	10.39	-0.04	
HCA;GBA	5.44	5.48	0.04	5.48	0.04	
HCA;TBA	5.69	5.72	0.03	5.72	0.03	
isoCA;BA	8.14	8.12	-0.02	8.12	-0.02	
isoCA;GBA	3.97	3.99	0.02	3.99	0.02	
isoCA;TBA	4.19	4.22	0.03	4.22	0.03	
UCA;BA	6.67	6.63	-0.04	6.63	-0.04	
UCA;GBA	3.34	3.3	-0.04	3.3	-0.04	
UCA;TBA	3.54	3.5	-0.04	3.5	-0.04	
w-MCA;BA	8.26	8.22	-0.04	8.22	-0.04	
w-MCA;GBA	3.71	3.69	-0.02	3.69	-0.02	
w-MCA;TBA	3.97	3.95	-0.02	3.95	-0.02	
12o-CA;BA	9.01	8.96	-0.05	8.96	-0.05	
12o-CA;GBA	4.77	4.78	0.01	4.78	0.01	
12o-CA;TBA	4.99	5.01	0.02	5.01	0.02	
3o-CA;BA	10.75	10.66	-0.09	10.66	-0.09	
3o-CA;GBA	6.15	6.16	0.01	6.16	0.01	
3o-CA;TBA	6.39	6.4	0.01	6.4	0.01	
7o-CA;BA	8.86	8.79	-0.07	8.79	-0.07	
7o-CA;GBA	4.74	4.73	-0.01	4.73	-0.01	
7o-CA;TBA	4.92	4.91	-0.01	4.91	-0.01	
7o-HCA;BA	9.79	9.69	-0.1	9.69	-0.1	
7o-HCA;GBA	4.6	4.59	-0.01	4.59	-0.01	
7o-HCA;TBA	4.83	4.82	-0.01	4.82	-0.01	
7,12-2o-CA;BA	6.78	6.68	-0.1	6.68	-0.1	
7,12-2o-CA;BA-3S	4.12	4.05	-0.07	4.04	-0.08	
7,12-2o-CA;GBA	2.94	2.87	-0.07	2.87	-0.07	
7,12-2o-CA;GBA-3S	1.26	1.12	-0.14	1.14	-0.12	
7,12-2o-CA;TBA	3.11	3.05	-0.06	3.05	-0.06	
7,12-2o-CA;TBA-3S	1.26	1.12	-0.14	1.14	-0.12	
3,7,12-3o-CA;BA	6.92	6.71	-0.21	6.71	-0.21	
3,7,12-3o-CA;GBA	2.83	2.71	-0.12	2.71	-0.12	
3,7,12-3o-CA;TBA	3	2.88	-0.12	2.88	-0.12	
CA-6a-ol;BA	6.31	6.28	-0.03	6.28	-0.03	
CA-6a-ol;GBA	3.02	2.98	-0.04	2.98	-0.04	
CA-6a-ol;TBA	3.2	3.17	-0.03	3.17	-0.03	
