All compounds together:
optimized t0: 0.71
optimized tD: 0.48
optimized time: [0.6, 1.1, 2.1, 5.4, 6.1, 7.9, 9.0, 17.0, 17.9]
optimized perB: [0.03, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.67, 0.98]
average/RMS error of calibration compounds after optimization: -0.002/0.037
average/RMS error of all compounds after optimization: 0.008/0.048
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.71
optimized tD: 0.54
optimized time: [0.4, 1.0, 2.1, 5.4, 6.0, 7.9, 8.9, 17.1, 17.9]
optimized perB: [0.07, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.67, 0.98]
For compounds without sulfate: 
optimized t0: 0.75
optimized tD: 0.29
optimized time: [0.6, 1.1, 2.1, 5.5, 6.1, 7.9, 9.0, 17.1, 17.9]
optimized perB: [0.03, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.67, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.013/0.036
average/RMS error of all compounds after optimization: 0.001/0.05
name	actual RT	predict RT1	error1	predict RT2	error2
iso-d5-LCA;BA	15.27	15.23	-0.04	15.23	-0.04	
iso-d5-LCA;BA-3S	11.67	11.7	0.03	11.69	0.02	
iso-d5-LCA;GBA	10.56	10.55	-0.01	10.49	-0.07	
iso-d5-LCA;GBA-3S	7.12	7.13	0.01	7.15	0.03	
iso-d5-LCA;TBA	10.65	10.65	0	10.58	-0.07	
iso-d5-LCA;TBA-3S	7.05	7.04	-0.01	7.07	0.02	
3o-d4-LCA;BA	15.81	15.77	-0.04	15.78	-0.03	
3o-d4-LCA;GBA	11.3	11.31	0.01	11.24	-0.06	
3o-d4-LCA;TBA	11.4	11.41	0.01	11.34	-0.06	
12-epiDCA;BA	12.65	12.7	0.05	12.66	0.01	
12-epiDCA;BA-12S	9.56	9.58	0.02	9.6	0.04	
12-epiDCA;BA-3S	10.37	10.41	0.04	10.4	0.03	
12-epiDCA;GBA	8.66	8.69	0.03	8.73	0.07	
12-epiDCA;GBA-12S	4.2	4.19	-0.01	4.21	0.01	
12-epiDCA;GBA-3S	5.5	5.44	-0.06	5.46	-0.04	
12-epiDCA;TBA	9.06	9.08	0.02	9.12	0.06	
12-epiDCA;TBA-12S	4.25	4.23	-0.02	4.25	0	
12-epiDCA;TBA-3S	5.14	5.11	-0.03	5.12	-0.02	
3b-DCA;BA	12.64	12.7	0.06	12.66	0.02	
3b-DCA;BA-12S	9.86	9.86	0	9.87	0.01	
3b-DCA;BA-3S	10.26	10.23	-0.03	10.23	-0.03	
3b-DCA;GBA	8.43	8.43	0	8.46	0.03	
3b-DCA;GBA-12S	4.84	4.78	-0.06	4.8	-0.04	
3b-DCA;GBA-3S	5.27	5.19	-0.08	5.21	-0.06	
3b-DCA;TBA	8.71	8.7	-0.01	8.73	0.02	
3b-DCA;TBA-12S	4.6	4.55	-0.05	4.57	-0.03	
3b-DCA;TBA-3S	5.22	5.13	-0.09	5.15	-0.07	
alloCDCA;BA	13.96	13.98	0.02	13.96	0	
alloCDCA;BA-3S	11.08	11.11	0.03	11.1	0.02	
alloCDCA;BA-7S	11.56	11.58	0.02	11.56	0	
alloCDCA;GBA	10.53	10.54	0.01	10.47	-0.06	
alloCDCA;GBA-3S	7.03	7.01	-0.02	7.04	0.01	
alloCDCA;GBA-7S	7.62	7.62	0	7.63	0.01	
alloCDCA;TBA	10.66	10.67	0.01	10.6	-0.06	
alloCDCA;TBA-3S	6.99	6.95	-0.04	6.97	-0.02	
alloCDCA;TBA-7S	7.5	7.49	-0.01	7.49	-0.01	
alloUDCA;BA	12.19	12.25	0.06	12.21	0.02	
alloUDCA;BA-3S	8.62	8.62	0	8.63	0.01	
alloUDCA;BA-7S	10.32	10.33	0.01	10.33	0.01	
alloUDCA;GBA	7.68	7.7	0.02	7.68	0	
alloUDCA;GBA-3S	3.73	3.74	0.01	3.76	0.03	
alloUDCA;GBA-7S	5.44	5.32	-0.12	5.34	-0.1	
alloUDCA;TBA	7.93	7.93	0	7.93	0	
alloUDCA;TBA-3S	3.72	3.72	0	3.74	0.02	
alloUDCA;TBA-7S	5.34	5.22	-0.12	5.24	-0.1	
CDCA;BA	14.04	14.1	0.06	14.09	0.05	
CDCA;BA-3S	11.17	11.19	0.02	11.18	0.01	
CDCA;BA-7S	11.28	11.3	0.02	11.29	0.01	
CDCA;GBA	10.67	10.67	0	10.61	-0.06	
CDCA;GBA-3S	7.12	7.12	0	7.13	0.01	
CDCA;GBA-7S	7.37	7.36	-0.01	7.37	0	
CDCA;TBA	10.8	10.81	0.01	10.74	-0.06	
CDCA;TBA-3S	7.07	7.06	-0.01	7.08	0.01	
CDCA;TBA-7S	7.28	7.28	0	7.29	0.01	
DCA;BA	14.29	14.32	0.03	14.31	0.02	
DCA;BA-3S	11.29	11.31	0.02	11.29	0	
DCA;BA-12S	11.51	11.53	0.02	11.51	0	
DCA;GBA	11.04	11.05	0.01	10.98	-0.06	
DCA;GBA-3S	7.34	7.35	0.01	7.35	0.01	
DCA;GBA-12S	7.93	7.91	-0.02	7.91	-0.02	
DCA;TBA	11.16	11.16	0	11.1	-0.06	
DCA;TBA-3S	7.29	7.3	0.01	7.3	0.01	
DCA;TBA-12S	7.74	7.72	-0.02	7.73	-0.01	
HDCA;BA	12.15	12.19	0.04	12.14	-0.01	
HDCA;BA-6S	8.8	8.82	0.02	8.82	0.02	
HDCA;BA-3S	10.22	10.23	0.01	10.23	0.01	
HDCA;GBA	7.84	7.82	-0.02	7.8	-0.04	
HDCA;GBA-6S	3.69	3.69	0	3.71	0.02	
HDCA;GBA-3S	4.81	4.72	-0.09	4.74	-0.07	
HDCA;TBA	8.09	8.07	-0.02	8.06	-0.03	
HDCA;TBA-6S	3.68	3.67	-0.01	3.69	0.01	
HDCA;TBA-3S	4.74	4.64	-0.1	4.66	-0.08	
isoCDCA;BA	12.59	12.64	0.05	12.61	0.02	
isoCDCA;BA-7S	10.07	10.06	-0.01	10.07	0	
isoCDCA;BA-3S	10.2	10.22	0.02	10.22	0.02	
isoCDCA;GBA	7.96	7.96	0	7.95	-0.01	
isoCDCA;GBA-7S	4.61	4.58	-0.03	4.6	-0.01	
isoCDCA;GBA-3S	4.84	4.78	-0.06	4.8	-0.04	
isoCDCA;TBA	8.21	8.19	-0.02	8.19	-0.02	
isoCDCA;TBA-7S	4.44	4.38	-0.06	4.4	-0.04	
isoCDCA;TBA-3S	4.75	4.69	-0.06	4.71	-0.04	
isoDCA;BA	15.96	15.97	0.01	15.99	0.03	
isoDCA;GBA	12.43	12.44	0.01	12.39	-0.04	
isoDCA;TBA	12.55	12.57	0.02	12.52	-0.03	
isoHDCA;BA	11.69	11.74	0.05	11.69	0	
isoHDCA;BA-6S	9.63	9.63	0	9.65	0.02	
isoHDCA;BA-3S	9.68	9.68	0	9.7	0.02	
isoHDCA;GBA	6.64	6.55	-0.09	6.6	-0.04	
isoHDCA;GBA-6S	3.67	3.69	0.02	3.71	0.04	
isoHDCA;GBA-3S	4.04	4.01	-0.03	4.03	-0.01	
isoHDCA;TBA	6.97	6.94	-0.03	6.93	-0.04	
isoHDCA;TBA-6S	3.65	3.66	0.01	3.68	0.03	
isoHDCA;TBA-3S	4.02	3.98	-0.04	4	-0.02	
isoUDCA;BA	11.38	11.46	0.08	11.42	0.04	
isoUDCA;BA-3S	7.84	7.88	0.04	7.88	0.04	
isoUDCA;BA-7S	9.24	9.24	0	9.25	0.01	
isoUDCA;GBA	5.71	5.71	0	5.72	0.01	
isoUDCA;GBA-3S	3.33	3.4	0.07	3.42	0.09	
isoUDCA;GBA-7S	3.84	3.89	0.05	3.9	0.06	
isoUDCA;TBA	6.2	6.19	-0.01	6.23	0.03	
isoUDCA;TBA-3S	3.33	3.4	0.07	3.42	0.09	
isoUDCA;TBA-7S	3.77	3.79	0.02	3.81	0.04	
MDCA;BA	11.29	11.37	0.08	11.32	0.03	
MDCA;BA-6S	7.83	7.85	0.02	7.85	0.02	
MDCA;BA-3S	8.3	8.33	0.03	8.33	0.03	
MDCA;GBA	6.05	6.05	0	6.08	0.03	
MDCA;GBA-6S	3.29	3.36	0.07	3.38	0.09	
MDCA;GBA-3S	3.45	3.48	0.03	3.5	0.05	
MDCA;TBA	6.54	6.53	-0.01	6.59	0.05	
MDCA;TBA-6S	3.29	3.36	0.07	3.38	0.09	
MDCA;TBA-3S	3.43	3.47	0.04	3.49	0.06	
UDCA;BA	11.98	12.03	0.05	11.99	0.01	
UDCA;BA-3S	8.79	8.79	0	8.8	0.01	
UDCA;BA-7S	10.14	10.14	0	10.14	0	
UDCA;GBA	7.68	7.69	0.01	7.67	-0.01	
UDCA;GBA-3S	3.85	3.86	0.01	3.88	0.03	
UDCA;GBA-7S	5.28	5.24	-0.04	5.26	-0.02	
UDCA;TBA	7.92	7.93	0.01	7.92	0	
UDCA;TBA-3S	3.84	3.84	0	3.86	0.02	
UDCA;TBA-7S	5.21	5.16	-0.05	5.18	-0.03	
12o-DCA;BA	12.99	13.04	0.05	13	0.01	
12o-DCA;BA-3S	9.94	9.96	0.02	9.97	0.03	
12o-DCA;GBA	9.46	9.45	-0.01	9.45	-0.01	
12o-DCA;GBA-3S	4.68	4.65	-0.03	4.67	-0.01	
12o-DCA;TBA	9.69	9.67	-0.02	9.65	-0.04	
12o-DCA;TBA-3S	4.61	4.59	-0.02	4.61	0	
3o-CDCA;BA	14.23	14.28	0.05	14.27	0.04	
3o-CDCA;BA-7S	11.07	11.11	0.04	11.1	0.03	
3o-CDCA;GBA	10.51	10.53	0.02	10.47	-0.04	
3o-CDCA;GBA-7S	6.98	6.96	-0.02	6.98	0	
3o-CDCA;TBA	10.67	10.69	0.02	10.63	-0.04	
3o-CDCA;TBA-7S	6.89	6.84	-0.05	6.87	-0.02	
3o-DCA;BA	14.19	14.17	-0.02	14.16	-0.03	
3o-DCA;BA-12S	11.14	11.17	0.03	11.16	0.02	
3o-DCA;GBA	10.73	10.76	0.03	10.7	-0.03	
3o-DCA;GBA-12S	7.31	7.34	0.03	7.35	0.04	
3o-DCA;TBA	10.87	10.9	0.03	10.84	-0.03	
3o-DCA;TBA-12S	7.17	7.22	0.05	7.23	0.06	
3o-HDCA;BA	12.53	12.59	0.06	12.55	0.02	
3o-HDCA;BA-6S	9.67	9.72	0.05	9.73	0.06	
3o-HDCA;GBA	7.9	7.93	0.03	7.92	0.02	
3o-HDCA;GBA-6S	3.88	3.91	0.03	3.93	0.05	
3o-HDCA;TBA	8.18	8.21	0.03	8.21	0.03	
3o-HDCA;TBA-6S	3.88	3.9	0.02	3.92	0.04	
6o-alloMDCA;BA	12.72	12.77	0.05	12.74	0.02	
6o-alloMDCA;BA-3S	9.93	9.95	0.02	9.96	0.03	
6o-alloMDCA;GBA	8.21	8.23	0.02	8.24	0.03	
6o-alloMDCA;GBA-3S	4.38	4.37	-0.01	4.39	0.01	
6o-alloMDCA;TBA	8.5	8.5	0	8.52	0.02	
6o-alloMDCA;TBA-3S	4.33	4.32	-0.01	4.34	0.01	
6o-HDCA;BA	12.36	12.43	0.07	12.39	0.03	
6o-HDCA;BA-3S	9.95	9.96	0.01	9.97	0.02	
6o-HDCA;GBA	7.94	7.95	0.01	7.95	0.01	
6o-HDCA;GBA-3S	4.42	4.39	-0.03	4.41	-0.01	
6o-HDCA;TBA	8.21	8.21	0	8.22	0.01	
6o-HDCA;TBA-3S	4.38	4.35	-0.03	4.37	-0.01	
7o-CDCA;BA	12.83	12.87	0.04	12.84	0.01	
7o-CDCA;BA-3S	10.19	10.23	0.04	10.23	0.04	
7o-CDCA;GBA	8.84	8.84	0	8.89	0.05	
7o-CDCA;GBA-3S	4.8	4.78	-0.02	4.8	0	
7o-CDCA;TBA	9.11	9.11	0	9.14	0.03	
7o-CDCA;TBA-3S	4.67	4.65	-0.02	4.67	0	
apoCA;BA	13.08	13.12	0.04	13.09	0.01	
apoCA;GBA	9.92	9.89	-0.03	9.85	-0.07	
apoCA;TBA	10.06	10.04	-0.02	9.99	-0.07	
12o-d9-DCA;BA	12.41	12.47	0.06	12.43	0.02	
12o-d9-DCA;BA-3S	9.37	9.4	0.03	9.41	0.04	
12o-d9-DCA;GBA	8.29	8.3	0.01	8.31	0.02	
12o-d9-DCA;GBA-3S	4.13	4.14	0.01	4.16	0.03	
12o-d9-DCA;TBA	8.54	8.54	0	8.56	0.02	
12o-d9-DCA;TBA-3S	4.07	4.08	0.01	4.1	0.03	
3,12-2o-DCA;BA	13.04	13.1	0.06	13.08	0.04	
3,12-2o-DCA;GBA	9.01	9.06	0.05	9.11	0.1	
3,12-2o-DCA;TBA	9.33	9.36	0.03	9.37	0.04	
3,6-2o-HDCA;BA	13.15	13.22	0.07	13.2	0.05	
3,6-2o-HDCA;GBA	8.7	8.76	0.06	8.8	0.1	
3,6-2o-HDCA;TBA	9.08	9.13	0.05	9.17	0.09	
3,7-2o-CDCA;BA	13.2	13.27	0.07	13.24	0.04	
3,7-2o-CDCA;GBA	8.81	8.89	0.08	8.94	0.13	
3,7-2o-CDCA;TBA	9.12	9.2	0.08	9.23	0.11	
3o-d4-CDCA;BA	12.29	12.35	0.06	12.31	0.02	
iso-d5-7o-CDCA;BA	11.68	11.76	0.08	11.72	0.04	
iso-d5-7o-CDCA;BA-3S	9.48	9.5	0.02	9.52	0.04	
iso-d5-7o-CDCA;GBA	6.42	6.41	-0.01	6.46	0.04	
iso-d5-7o-CDCA;TBA	6.83	6.81	-0.02	6.82	-0.01	
12-epiCA;BA	7.9	7.98	0.08	7.99	0.09	
12-epiCA;GBA	3.89	3.93	0.04	3.84	-0.05	
12-epiCA;TBA	4.04	4.08	0.04	4	-0.04	
alloCA;BA	9.35	9.35	0	9.36	0.01	
alloCA;GBA	8.73	8.71	-0.02	8.74	0.01	
alloCA;TBA	8.9	8.89	-0.01	8.93	0.03	
a-MCA;BA	10.4	10.47	0.07	10.43	0.03	
a-MCA;GBA	4.96	4.95	-0.01	4.92	-0.04	
a-MCA;TBA	5.15	5.12	-0.03	5.1	-0.05	
b-MCA;BA	10.08	10.13	0.05	10.1	0.02	
b-MCA;GBA	4.84	4.82	-0.02	4.78	-0.06	
b-MCA;TBA	5.31	5.28	-0.03	5.26	-0.05	
CA;BA	11.73	11.78	0.05	11.73	0	
CA;BA-7S	8.63	8.62	-0.01	8.62	-0.01	
CA;BA-3S	9.18	9.16	-0.02	9.17	-0.01	
CA;GBA	8.23	8.21	-0.02	8.21	-0.02	
CA;GBA-3S	4.44	4.38	-0.06	4.4	-0.04	
CA;TBA	8.48	8.45	-0.03	8.46	-0.02	
CA;TBA-3S	4.41	4.34	-0.07	4.36	-0.05	
DCA-1b-ol;BA	9.79	9.82	0.03	9.8	0.01	
DCA-1b-ol;GBA	4.8	4.8	0	4.76	-0.04	
DCA-1b-ol;TBA	5.04	5.02	-0.02	4.99	-0.05	
HCA;BA	11.17	11.22	0.05	11.16	-0.01	
HCA;GBA	7.01	7	-0.01	6.98	-0.03	
HCA;TBA	7.17	7.2	0.03	7.15	-0.02	
isoCA;BA	9.65	9.74	0.09	9.72	0.07	
isoCA;GBA	4.85	4.84	-0.01	4.8	-0.05	
isoCA;TBA	5.11	5.11	0	5.08	-0.03	
UCA;BA	8.02	8.1	0.08	8.12	0.1	
UCA;GBA	4.23	4.25	0.02	4.18	-0.05	
UCA;TBA	4.41	4.42	0.01	4.36	-0.05	
w-MCA;BA	9.77	9.8	0.03	9.78	0.01	
w-MCA;GBA	4.54	4.53	-0.01	4.47	-0.07	
w-MCA;TBA	4.83	4.8	-0.03	4.76	-0.07	
12o-CA;BA	10.32	10.39	0.07	10.35	0.03	
12o-CA;GBA	6	5.97	-0.03	6	0	
12o-CA;TBA	6.39	6.35	-0.04	6.4	0.01	
3o-CA;BA	11.37	11.45	0.08	11.41	0.04	
3o-CA;GBA	7.51	7.55	0.04	7.53	0.02	
3o-CA;TBA	7.71	7.74	0.03	7.72	0.01	
7o-CA;BA	10.22	10.28	0.06	10.24	0.02	
7o-CA;GBA	5.93	5.91	-0.02	5.93	0	
7o-CA;TBA	6.24	6.21	-0.03	6.25	0.01	
7o-HCA;BA	10.8	10.9	0.1	10.85	0.05	
7o-HCA;GBA	5.71	5.7	-0.01	5.71	0	
7o-HCA;TBA	6.07	6.06	-0.01	6.09	0.02	
7,12-2o-CA;BA	8.1	8.24	0.14	8.28	0.18	
7,12-2o-CA;BA-3S	5.01	5.09	0.08	5.1	0.09	
7,12-2o-CA;GBA	3.91	3.96	0.05	3.88	-0.03	
7,12-2o-CA;GBA-3S	2.8	2.99	0.19	2.97	0.17	
7,12-2o-CA;TBA	4.05	4.1	0.05	4.02	-0.03	
7,12-2o-CA;TBA-3S	2.8	2.98	0.18	2.96	0.16	
3,7,12-3o-CA;BA	8.2	8.42	0.22	8.47	0.27	
3,7,12-3o-CA;GBA	3.85	3.97	0.12	3.88	0.03	
3,7,12-3o-CA;TBA	3.99	4.09	0.1	4.02	0.03	
CA-6a-ol;BA	7.66	7.7	0.04	7.69	0.03	
CA-6a-ol;GBA	3.89	3.9	0.01	3.81	-0.08	
CA-6a-ol;TBA	4.04	4.04	0	3.96	-0.08	
