All compounds together:
optimized t0: 0.61
optimized tD: 0.39
optimized time: [0.4, 1.0, 2.1, 5.6, 5.9, 7.9, 9.0, 17.0, 17.9]
optimized perB: [0.07, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
average/RMS error of calibration compounds after optimization: -0.004/0.013
average/RMS error of all compounds after optimization: 0.004/0.031
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.62
optimized tD: 0.36
optimized time: [0.4, 1.0, 2.1, 5.4, 6.0, 8.0, 9.0, 17.0, 17.9]
optimized perB: [0.07, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
For compounds without sulfate: 
optimized t0: 0.63
optimized tD: 0.31
optimized time: [0.5, 0.9, 2.0, 5.5, 6.1, 8.0, 9.0, 17.0, 17.9]
optimized perB: [0.07, 0.22, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.003/0.013
average/RMS error of all compounds after optimization: 0.007/0.032
name	actual RT	predict RT1	error1	predict RT2	error2
3o-d4-LCA;BA	15.49	15.48	-0.01	15.48	-0.01	
3o-d4-LCA;GBA	10.91	10.9	-0.01	10.9	-0.01	
3o-d4-LCA;TBA	11.02	11.01	-0.01	11.01	-0.01	
12-epiDCA;BA	12.3	12.29	-0.01	12.29	-0.01	
12-epiDCA;BA-12S	8.91	8.96	0.05	8.98	0.07	
12-epiDCA;BA-3S	9.95	9.95	0	9.98	0.03	
12-epiDCA;GBA	7.99	8.03	0.04	8.03	0.04	
12-epiDCA;GBA-12S	3.66	3.66	0	3.66	0	
12-epiDCA;GBA-3S	4.71	4.73	0.02	4.75	0.04	
12-epiDCA;TBA	8.33	8.37	0.04	8.37	0.04	
12-epiDCA;TBA-12S	3.7	3.7	0	3.69	-0.01	
12-epiDCA;TBA-3S	4.42	4.44	0.02	4.45	0.03	
3b-DCA;BA	12.31	12.29	-0.02	12.29	-0.02	
3b-DCA;BA-12S	9.31	9.32	0.01	9.35	0.04	
3b-DCA;BA-3S	9.85	9.78	-0.07	9.82	-0.03	
3b-DCA;GBA	7.8	7.82	0.02	7.82	0.02	
3b-DCA;GBA-12S	4.19	4.16	-0.03	4.17	-0.02	
3b-DCA;GBA-3S	4.56	4.52	-0.04	4.53	-0.03	
3b-DCA;TBA	8.02	8.05	0.03	8.05	0.03	
3b-DCA;TBA-12S	4.01	3.97	-0.04	3.97	-0.04	
3b-DCA;TBA-3S	4.51	4.47	-0.04	4.49	-0.02	
alloCDCA;BA	13.63	13.64	0.01	13.64	0.01	
alloCDCA;BA-3S	10.72	10.72	0	10.73	0.01	
alloCDCA;BA-7S	11.21	11.2	-0.01	11.21	0	
alloCDCA;GBA	10.12	10.11	-0.01	10.11	-0.01	
alloCDCA;GBA-3S	6.29	6.39	0.1	6.42	0.13	
alloCDCA;GBA-7S	7.16	7.16	0	7.15	-0.01	
alloCDCA;TBA	10.26	10.26	0	10.26	0	
alloCDCA;TBA-3S	6.17	6.24	0.07	6.28	0.11	
alloCDCA;TBA-7S	7.07	7.06	-0.01	7.04	-0.03	
alloUDCA;BA	11.84	11.84	0	11.84	0	
alloUDCA;BA-3S	7.99	7.99	0	7.99	0	
alloUDCA;BA-7S	9.89	9.88	-0.01	9.91	0.02	
alloUDCA;GBA	7.2	7.18	-0.02	7.18	-0.02	
alloUDCA;GBA-3S	3.3	3.27	-0.03	3.27	-0.03	
alloUDCA;GBA-7S	4.68	4.63	-0.05	4.64	-0.04	
alloUDCA;TBA	7.41	7.39	-0.02	7.39	-0.02	
alloUDCA;TBA-3S	3.29	3.26	-0.03	3.25	-0.04	
alloUDCA;TBA-7S	4.59	4.55	-0.04	4.56	-0.03	
CDCA;BA	13.72	13.77	0.05	13.77	0.05	
CDCA;BA-3S	10.82	10.81	-0.01	10.82	0	
CDCA;BA-7S	10.93	10.92	-0.01	10.93	0	
CDCA;GBA	10.26	10.25	-0.01	10.25	-0.01	
CDCA;GBA-3S	6.53	6.66	0.13	6.61	0.08	
CDCA;GBA-7S	6.94	6.94	0	6.92	-0.02	
CDCA;TBA	10.4	10.39	-0.01	10.39	-0.01	
CDCA;TBA-3S	6.41	6.52	0.11	6.53	0.12	
CDCA;TBA-7S	6.85	6.88	0.03	6.84	-0.01	
DCA;BA	13.96	13.98	0.02	13.98	0.02	
DCA;BA-3S	10.94	10.93	-0.01	10.94	0	
DCA;BA-12S	11.15	11.15	0	11.16	0.01	
DCA;GBA	10.65	10.64	-0.01	10.64	-0.01	
DCA;GBA-3S	6.93	6.93	0	6.91	-0.02	
DCA;GBA-12S	7.41	7.4	-0.01	7.39	-0.02	
DCA;TBA	10.77	10.77	0	10.77	0	
DCA;TBA-3S	6.86	6.89	0.03	6.86	0	
DCA;TBA-12S	7.25	7.25	0	7.24	-0.01	
HDCA;BA	11.81	11.79	-0.02	11.79	-0.02	
HDCA;BA-6S	8.17	8.16	-0.01	8.16	-0.01	
HDCA;BA-3S	9.8	9.77	-0.03	9.81	0.01	
HDCA;GBA	7.31	7.31	0	7.31	0	
HDCA;GBA-6S	3.26	3.23	-0.03	3.22	-0.04	
HDCA;GBA-3S	4.15	4.12	-0.03	4.12	-0.03	
HDCA;TBA	7.53	7.52	-0.01	7.52	-0.01	
HDCA;TBA-6S	3.25	3.22	-0.03	3.21	-0.04	
HDCA;TBA-3S	4.08	4.05	-0.03	4.06	-0.02	
isoCDCA;BA	12.25	12.24	-0.01	12.24	-0.01	
isoCDCA;BA-7S	9.58	9.57	-0.01	9.61	0.03	
isoCDCA;BA-3S	9.8	9.76	-0.04	9.8	0	
isoCDCA;GBA	7.41	7.41	0	7.41	0	
isoCDCA;GBA-7S	3.97	3.99	0.02	3.99	0.02	
isoCDCA;GBA-3S	4.17	4.17	0	4.18	0.01	
isoCDCA;TBA	7.61	7.62	0.01	7.62	0.01	
isoCDCA;TBA-7S	3.82	3.83	0.01	3.83	0.01	
isoCDCA;TBA-3S	4.11	4.1	-0.01	4.1	-0.01	
isoDCA;BA	15.67	15.67	0	15.67	0	
isoDCA;GBA	12.08	12.08	0	12.08	0	
isoDCA;TBA	12.21	12.21	0	12.21	0	
isoHDCA;BA	11.33	11.32	-0.01	11.32	-0.01	
isoHDCA;BA-6S	9	9.02	0.02	9.05	0.05	
isoHDCA;BA-3S	9.09	9.1	0.01	9.13	0.04	
isoHDCA;GBA	5.63	5.68	0.05	5.68	0.05	
isoHDCA;GBA-6S	3.23	3.23	0	3.22	-0.01	
isoHDCA;GBA-3S	3.51	3.51	0	3.51	0	
isoHDCA;TBA	6.09	6.16	0.07	6.16	0.07	
isoHDCA;TBA-6S	3.2	3.21	0.01	3.2	0	
isoHDCA;TBA-3S	3.49	3.49	0	3.48	-0.01	
isoUDCA;BA	11	11.01	0.01	11.01	0.01	
isoUDCA;BA-3S	7.35	7.34	-0.01	7.34	-0.01	
isoUDCA;BA-7S	8.52	8.53	0.01	8.54	0.02	
isoUDCA;GBA	4.9	4.94	0.04	4.94	0.04	
isoUDCA;GBA-3S	2.97	2.97	0	2.96	-0.01	
isoUDCA;GBA-7S	3.38	3.39	0.01	3.38	0	
isoUDCA;TBA	5.28	5.36	0.08	5.36	0.08	
isoUDCA;TBA-3S	2.96	2.97	0.01	2.96	0	
isoUDCA;TBA-7S	3.31	3.31	0	3.31	0	
MDCA;BA	10.9	10.91	0.01	10.91	0.01	
MDCA;BA-6S	7.34	7.32	-0.02	7.32	-0.02	
MDCA;BA-3S	7.75	7.73	-0.02	7.73	-0.02	
MDCA;GBA	5.19	5.24	0.05	5.24	0.05	
MDCA;GBA-6S	2.93	2.93	0	2.92	-0.01	
MDCA;GBA-3S	3.06	3.04	-0.02	3.03	-0.03	
MDCA;TBA	5.6	5.65	0.05	5.65	0.05	
MDCA;TBA-6S	2.93	2.93	0	2.92	-0.01	
MDCA;TBA-3S	3.04	3.04	0	3.03	-0.01	
UDCA;BA	11.62	11.61	-0.01	11.61	-0.01	
UDCA;BA-3S	8.15	8.14	-0.01	8.14	-0.01	
UDCA;BA-7S	9.7	9.67	-0.03	9.71	0.01	
UDCA;GBA	7.17	7.17	0	7.17	0	
UDCA;GBA-3S	3.39	3.38	-0.01	3.37	-0.02	
UDCA;GBA-7S	4.54	4.56	0.02	4.57	0.03	
UDCA;TBA	7.39	7.38	-0.01	7.38	-0.01	
UDCA;TBA-3S	3.37	3.37	0	3.36	-0.01	
UDCA;TBA-7S	4.49	4.5	0.01	4.51	0.02	
12o-DCA;BA	12.65	12.65	0	12.65	0	
12o-DCA;BA-3S	9.44	9.45	0.01	9.49	0.05	
12o-DCA;GBA	8.72	8.76	0.04	8.76	0.04	
12o-DCA;GBA-3S	4.05	4.06	0.01	4.06	0.01	
12o-DCA;TBA	9.03	9.06	0.03	9.06	0.03	
12o-DCA;TBA-3S	4	4.01	0.01	4.01	0.01	
3o-CDCA;BA	13.92	13.93	0.01	13.93	0.01	
3o-CDCA;BA-7S	10.72	10.7	-0.02	10.72	0	
3o-CDCA;GBA	10.08	10.07	-0.01	10.07	-0.01	
3o-CDCA;GBA-7S	6.15	6.21	0.06	6.25	0.1	
3o-CDCA;TBA	10.26	10.25	-0.01	10.25	-0.01	
3o-CDCA;TBA-7S	5.96	6.02	0.06	6.06	0.1	
3o-DCA;BA	13.83	13.82	-0.01	13.82	-0.01	
3o-DCA;BA-12S	10.78	10.76	-0.02	10.78	0	
3o-DCA;GBA	10.33	10.32	-0.01	10.32	-0.01	
3o-DCA;GBA-12S	6.88	6.91	0.03	6.88	0	
3o-DCA;TBA	10.48	10.47	-0.01	10.47	-0.01	
3o-DCA;TBA-12S	6.67	6.78	0.11	6.73	0.06	
3o-HDCA;BA	12.2	12.19	-0.01	12.19	-0.01	
3o-HDCA;BA-6S	9.12	9.12	0	9.16	0.04	
3o-HDCA;GBA	7.38	7.39	0.01	7.39	0.01	
3o-HDCA;GBA-6S	3.42	3.42	0	3.41	-0.01	
3o-HDCA;TBA	7.64	7.63	-0.01	7.63	-0.01	
3o-HDCA;TBA-6S	3.42	3.41	-0.01	3.41	-0.01	
6o-alloMDCA;BA	12.39	12.37	-0.02	12.37	-0.02	
6o-alloMDCA;BA-3S	9.45	9.43	-0.02	9.47	0.02	
6o-alloMDCA;GBA	7.62	7.64	0.02	7.64	0.02	
6o-alloMDCA;GBA-3S	3.87	3.81	-0.06	3.81	-0.06	
6o-alloMDCA;TBA	7.88	7.88	0	7.88	0	
6o-alloMDCA;TBA-3S	3.78	3.78	0	3.78	0	
6o-HDCA;BA	12.02	12.03	0.01	12.03	0.01	
6o-HDCA;BA-3S	9.46	9.45	-0.01	9.49	0.03	
6o-HDCA;GBA	7.4	7.41	0.01	7.41	0.01	
6o-HDCA;GBA-3S	3.85	3.84	-0.01	3.84	-0.01	
6o-HDCA;TBA	7.62	7.63	0.01	7.63	0.01	
6o-HDCA;TBA-3S	3.81	3.8	-0.01	3.8	-0.01	
7o-CDCA;BA	12.5	12.48	-0.02	12.48	-0.02	
7o-CDCA;BA-3S	9.78	9.76	-0.02	9.8	0.02	
7o-CDCA;GBA	8.15	8.17	0.02	8.17	0.02	
7o-CDCA;GBA-3S	4.19	4.16	-0.03	4.17	-0.02	
7o-CDCA;TBA	8.39	8.4	0.01	8.4	0.01	
7o-CDCA;TBA-3S	4.09	4.06	-0.03	4.07	-0.02	
apoCA;BA	12.73	12.75	0.02	12.75	0.02	
apoCA;GBA	9.37	9.37	0	9.37	0	
apoCA;TBA	9.56	9.55	-0.01	9.55	-0.01	
12o-d9-DCA;BA	12.05	12.06	0.01	12.06	0.01	
12o-d9-DCA;BA-3S	8.68	8.7	0.02	8.72	0.04	
12o-d9-DCA;GBA	7.68	7.7	0.02	7.7	0.02	
12o-d9-DCA;GBA-3S	3.61	3.61	0	3.61	0	
12o-d9-DCA;TBA	7.88	7.9	0.02	7.9	0.02	
12o-d9-DCA;TBA-3S	3.57	3.57	0	3.56	-0.01	
3,12-2o-DCA;BA	12.71	12.69	-0.02	12.69	-0.02	
3,12-2o-DCA;GBA	8.29	8.33	0.04	8.33	0.04	
3,12-2o-DCA;TBA	8.58	8.62	0.04	8.62	0.04	
3,6-2o-HDCA;BA	12.84	12.83	-0.01	12.83	-0.01	
3,6-2o-HDCA;GBA	8.05	8.07	0.02	8.07	0.02	
3,6-2o-HDCA;TBA	8.36	8.4	0.04	8.4	0.04	
3,7-2o-CDCA;BA	12.87	12.87	0	12.87	0	
3,7-2o-CDCA;GBA	8.15	8.18	0.03	8.18	0.03	
3,7-2o-CDCA;TBA	8.41	8.46	0.05	8.46	0.05	
3o-d4-CDCA;BA	11.95	11.94	-0.01	11.94	-0.01	
iso-d5-7o-CDCA;BA	11.34	11.32	-0.02	11.32	-0.02	
iso-d5-7o-CDCA;BA-3S	8.86	8.84	-0.02	8.86	0	
iso-d5-7o-CDCA;GBA	5.47	5.55	0.08	5.55	0.08	
iso-d5-7o-CDCA;TBA	5.88	5.95	0.07	5.95	0.07	
12-epiCA;BA	7.36	7.38	0.02	7.38	0.02	
12-epiCA;GBA	3.42	3.42	0	3.42	0	
12-epiCA;TBA	3.54	3.54	0	3.54	0	
alloCA;BA	8.58	8.63	0.05	8.63	0.05	
alloCA;GBA	8.03	8.06	0.03	8.06	0.03	
alloCA;TBA	8.17	8.21	0.04	8.21	0.04	
a-MCA;BA	9.93	9.96	0.03	9.96	0.03	
a-MCA;GBA	4.27	4.3	0.03	4.3	0.03	
a-MCA;TBA	4.42	4.45	0.03	4.45	0.03	
b-MCA;BA	9.58	9.59	0.01	9.59	0.01	
b-MCA;GBA	4.21	4.18	-0.03	4.18	-0.03	
b-MCA;TBA	4.59	4.58	-0.01	4.58	-0.01	
CA;BA	11.36	11.36	0	11.36	0	
CA;BA-7S	8	7.99	-0.01	7.99	-0.01	
CA;BA-3S	8.46	8.46	0	8.47	0.01	
CA;GBA	7.64	7.64	0	7.64	0	
CA;GBA-3S	3.82	3.82	0	3.82	0	
CA;TBA	7.85	7.84	-0.01	7.84	-0.01	
CA;TBA-3S	3.79	3.79	0	3.79	0	
DCA-1b-ol;BA	9.21	9.22	0.01	9.22	0.01	
DCA-1b-ol;GBA	4.16	4.17	0.01	4.17	0.01	
DCA-1b-ol;TBA	4.34	4.36	0.02	4.36	0.02	
HCA;BA	10.78	10.78	0	10.78	0	
HCA;GBA	6.17	6.28	0.11	6.28	0.11	
HCA;TBA	6.64	6.72	0.08	6.72	0.08	
isoCA;BA	9	9.1	0.1	9.1	0.1	
isoCA;GBA	4.21	4.21	0	4.21	0	
isoCA;TBA	4.42	4.43	0.01	4.43	0.01	
UCA;BA	7.45	7.49	0.04	7.49	0.04	
UCA;GBA	3.68	3.69	0.01	3.69	0.01	
UCA;TBA	3.83	3.84	0.01	3.84	0.01	
w-MCA;BA	9.18	9.19	0.01	9.19	0.01	
w-MCA;GBA	3.95	3.94	-0.01	3.94	-0.01	
w-MCA;TBA	4.16	4.17	0.01	4.17	0.01	
12o-CA;BA	9.85	9.87	0.02	9.87	0.02	
12o-CA;GBA	5.1	5.17	0.07	5.17	0.07	
12o-CA;TBA	5.42	5.5	0.08	5.5	0.08	
3o-CA;BA	10.99	11	0.01	11	0.01	
3o-CA;GBA	7.03	7.06	0.03	7.06	0.03	
3o-CA;TBA	7.21	7.22	0.01	7.22	0.01	
7o-CA;BA	9.73	9.74	0.01	9.74	0.01	
7o-CA;GBA	5.07	5.12	0.05	5.12	0.05	
7o-CA;TBA	5.34	5.38	0.04	5.38	0.04	
7o-HCA;BA	10.4	10.4	0	10.4	0	
7o-HCA;GBA	4.95	4.94	-0.01	4.94	-0.01	
7o-HCA;TBA	5.24	5.25	0.01	5.25	0.01	
7,12-2o-CA;BA	7.55	7.59	0.04	7.59	0.04	
7,12-2o-CA;BA-3S	4.39	4.4	0.01	4.41	0.02	
7,12-2o-CA;GBA	3.44	3.43	-0.01	3.43	-0.01	
7,12-2o-CA;GBA-3S	2.52	2.46	-0.06	2.45	-0.07	
7,12-2o-CA;TBA	3.55	3.55	0	3.55	0	
7,12-2o-CA;TBA-3S	2.52	2.46	-0.06	2.45	-0.07	
3,7,12-3o-CA;BA	7.66	7.7	0.04	7.7	0.04	
3,7,12-3o-CA;GBA	3.43	3.42	-0.01	3.42	-0.01	
3,7,12-3o-CA;TBA	3.56	3.53	-0.03	3.53	-0.03	
CA-6a-ol;BA	7.18	7.17	-0.01	7.17	-0.01	
CA-6a-ol;GBA	3.42	3.4	-0.02	3.4	-0.02	
CA-6a-ol;TBA	3.55	3.52	-0.03	3.52	-0.03	
