All compounds together:
optimized t0: 0.47
optimized tD: 0.39
optimized time: [0.6, 0.9, 1.9, 5.5, 5.9, 8.0, 8.9, 17.1, 17.9]
optimized perB: [0.03, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.63, 0.98]
average/RMS error of calibration compounds after optimization: -0.016/0.036
average/RMS error of all compounds after optimization: -0.036/0.062
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.46
optimized tD: 0.39
optimized time: [0.4, 1.1, 1.9, 5.5, 6.0, 8.1, 9.0, 16.9, 17.9]
optimized perB: [0.07, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.63, 0.98]
For compounds without sulfate: 
optimized t0: 0.51
optimized tD: 0.28
optimized time: [0.6, 1.1, 1.9, 5.4, 5.9, 8.1, 8.9, 16.9, 17.9]
optimized perB: [0.03, 0.2, 0.23, 0.25, 0.32, 0.3, 0.35, 0.63, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.006/0.032
average/RMS error of all compounds after optimization: -0.022/0.065
name	actual RT	predict RT1	error1	predict RT2	error2
LCA;BA	16.37	16.36	-0.01	16.36	-0.01	
LCA;BA-3S	12	12.01	0.01	12.02	0.02	
LCA;GBA	11.88	11.91	0.03	11.91	0.03	
LCA;GBA-3S	7.97	7.98	0.01	7.99	0.02	
LCA;TBA	11.96	11.98	0.02	11.98	0.02	
LCA;TBA-3S	7.77	7.81	0.04	7.82	0.05	
3o-alloLCA;BA	16.59	16.45	-0.14	16.45	-0.14	
3o-alloLCA;GBA	11.5	11.42	-0.08	11.42	-0.08	
3o-alloLCA;TBA	11.54	11.49	-0.05	11.49	-0.05	
3o-LCA;BA	16.81	16.76	-0.05	16.76	-0.05	
3o-LCA;GBA	11.99	11.97	-0.02	11.97	-0.02	
3o-LCA;TBA	12.06	12.05	-0.01	12.05	-0.01	
iso-d5-LCA;BA	14.55	14.43	-0.12	14.43	-0.12	
iso-d5-LCA;BA-3S	10.87	10.82	-0.05	10.87	0	
iso-d5-LCA;GBA	9.58	9.51	-0.07	9.51	-0.07	
iso-d5-LCA;GBA-3S	5.5	5.51	0.01	5.51	0.01	
iso-d5-LCA;TBA	9.68	9.65	-0.03	9.65	-0.03	
iso-d5-LCA;TBA-3S	5.25	5.32	0.07	5.32	0.07	
3o-d4-LCA;BA	15.11	14.98	-0.13	14.98	-0.13	
3o-d4-LCA;GBA	10.42	10.32	-0.1	10.32	-0.1	
3o-d4-LCA;TBA	10.53	10.44	-0.09	10.44	-0.09	
12-epiDCA;BA	11.78	11.66	-0.12	11.66	-0.12	
12-epiDCA;BA-12S	8.09	8.01	-0.08	8.02	-0.07	
12-epiDCA;BA-3S	9.34	9.31	-0.03	9.33	-0.01	
12-epiDCA;GBA	7.28	7.28	0	7.28	0	
12-epiDCA;GBA-12S	3.14	3.13	-0.01	3.18	0.04	
12-epiDCA;GBA-3S	3.98	3.95	-0.03	3.98	0	
12-epiDCA;TBA	7.55	7.55	0	7.55	0	
12-epiDCA;TBA-12S	3.15	3.16	0.01	3.21	0.06	
12-epiDCA;TBA-3S	3.74	3.73	-0.01	3.77	0.03	
3b-DCA;BA	11.76	11.65	-0.11	11.65	-0.11	
3b-DCA;BA-12S	8.46	8.38	-0.08	8.37	-0.09	
3b-DCA;BA-3S	9.24	9.13	-0.11	9.15	-0.09	
3b-DCA;GBA	7.11	7.12	0.01	7.12	0.01	
3b-DCA;GBA-12S	3.53	3.52	-0.01	3.56	0.03	
3b-DCA;GBA-3S	3.81	3.79	-0.02	3.82	0.01	
3b-DCA;TBA	7.31	7.3	-0.01	7.3	-0.01	
3b-DCA;TBA-12S	3.38	3.37	-0.01	3.41	0.03	
3b-DCA;TBA-3S	3.76	3.76	0	3.79	0.03	
alloCDCA;BA	13.12	13.1	-0.02	13.1	-0.02	
alloCDCA;BA-3S	10.19	10.16	-0.03	10.21	0.02	
alloCDCA;BA-7S	10.69	10.66	-0.03	10.7	0.01	
alloCDCA;GBA	9.51	9.54	0.03	9.54	0.03	
alloCDCA;GBA-3S	5.16	5.23	0.07	5.24	0.08	
alloCDCA;GBA-7S	6.6	6.67	0.07	6.69	0.09	
alloCDCA;TBA	9.66	9.7	0.04	9.7	0.04	
alloCDCA;TBA-3S	5.04	5.12	0.08	5.13	0.09	
alloCDCA;TBA-7S	6.46	6.53	0.07	6.53	0.07	
alloUDCA;BA	11.3	11.2	-0.1	11.2	-0.1	
alloUDCA;BA-3S	7.33	7.27	-0.06	7.29	-0.04	
alloUDCA;BA-7S	9.28	9.24	-0.04	9.26	-0.02	
alloUDCA;GBA	6.55	6.58	0.03	6.58	0.03	
alloUDCA;GBA-3S	2.83	2.83	0	2.89	0.06	
alloUDCA;GBA-7S	3.92	3.87	-0.05	3.91	-0.01	
alloUDCA;TBA	6.78	6.79	0.01	6.79	0.01	
alloUDCA;TBA-3S	2.83	2.82	-0.01	2.88	0.05	
alloUDCA;TBA-7S	3.84	3.81	-0.03	3.85	0.01	
CDCA;BA	13.21	13.21	0	13.21	0	
CDCA;BA-3S	10.3	10.26	-0.04	10.31	0.01	
CDCA;BA-7S	10.4	10.37	-0.03	10.42	0.02	
CDCA;GBA	9.68	9.69	0.01	9.69	0.01	
CDCA;GBA-3S	5.44	5.45	0.01	5.45	0.01	
CDCA;GBA-7S	6.14	6.14	0	6.13	-0.01	
CDCA;TBA	9.83	9.84	0.01	9.84	0.01	
CDCA;TBA-3S	5.29	5.34	0.05	5.34	0.05	
CDCA;TBA-7S	5.89	5.91	0.02	5.9	0.01	
DCA;BA	13.45	13.41	-0.04	13.41	-0.04	
DCA;BA-3S	10.43	10.38	-0.05	10.43	0	
DCA;BA-12S	10.62	10.59	-0.03	10.64	0.02	
DCA;GBA	10.09	10.08	-0.01	10.08	-0.01	
DCA;GBA-3S	6.12	6.13	0.01	6.12	0	
DCA;GBA-12S	6.83	6.85	0.02	6.88	0.05	
DCA;TBA	10.22	10.21	-0.01	10.21	-0.01	
DCA;TBA-3S	5.96	6	0.04	5.99	0.03	
DCA;TBA-12S	6.7	6.74	0.04	6.77	0.07	
HDCA;BA	11.27	11.2	-0.07	11.2	-0.07	
HDCA;BA-6S	7.46	7.4	-0.06	7.41	-0.05	
HDCA;BA-3S	9.15	9.1	-0.05	9.11	-0.04	
HDCA;GBA	6.72	6.76	0.04	6.76	0.04	
HDCA;GBA-6S	2.81	2.8	-0.01	2.86	0.05	
HDCA;GBA-3S	3.5	3.48	-0.02	3.52	0.02	
HDCA;TBA	6.9	6.93	0.03	6.93	0.03	
HDCA;TBA-6S	2.81	2.79	-0.02	2.85	0.04	
HDCA;TBA-3S	3.45	3.43	-0.02	3.48	0.03	
isoCDCA;BA	11.72	11.61	-0.11	11.61	-0.11	
isoCDCA;BA-7S	8.86	8.74	-0.12	8.73	-0.13	
isoCDCA;BA-3S	9.14	9.09	-0.05	9.1	-0.04	
isoCDCA;GBA	6.8	6.81	0.01	6.81	0.01	
isoCDCA;GBA-7S	3.39	3.38	-0.01	3.43	0.04	
isoCDCA;GBA-3S	3.55	3.52	-0.03	3.56	0.01	
isoCDCA;TBA	6.97	6.98	0.01	6.98	0.01	
isoCDCA;TBA-7S	3.27	3.26	-0.01	3.31	0.04	
isoCDCA;TBA-3S	3.47	3.47	0	3.51	0.04	
isoDCA;BA	15.17	15.16	-0.01	15.16	-0.01	
isoDCA;GBA	11.54	11.52	-0.02	11.52	-0.02	
isoDCA;TBA	11.67	11.66	-0.01	11.66	-0.01	
isoHDCA;BA	10.79	10.69	-0.1	10.69	-0.1	
isoHDCA;BA-6S	8.17	8.06	-0.11	8.07	-0.1	
isoHDCA;BA-3S	8.26	8.15	-0.11	8.15	-0.11	
isoHDCA;GBA	4.71	4.68	-0.03	4.68	-0.03	
isoHDCA;GBA-6S	2.81	2.8	-0.01	2.86	0.05	
isoHDCA;GBA-3S	3.04	3.01	-0.03	3.07	0.03	
isoHDCA;TBA	5.07	5.05	-0.02	5.05	-0.02	
isoHDCA;TBA-6S	2.79	2.78	-0.01	2.84	0.05	
isoHDCA;TBA-3S	3.02	3	-0.02	3.05	0.03	
isoUDCA;BA	10.42	10.33	-0.09	10.33	-0.09	
isoUDCA;BA-3S	6.78	6.76	-0.02	6.78	0	
isoUDCA;BA-7S	7.75	7.68	-0.07	7.69	-0.06	
isoUDCA;GBA	4.14	4.11	-0.03	4.11	-0.03	
isoUDCA;GBA-3S	2.59	2.58	-0.01	2.66	0.07	
isoUDCA;GBA-7S	2.92	2.92	0	2.97	0.05	
isoUDCA;TBA	4.46	4.43	-0.03	4.43	-0.03	
isoUDCA;TBA-3S	2.58	2.58	0	2.66	0.08	
isoUDCA;TBA-7S	2.87	2.86	-0.01	2.92	0.05	
MDCA;BA	10.33	10.23	-0.1	10.23	-0.1	
MDCA;BA-6S	6.77	6.75	-0.02	6.77	0	
MDCA;BA-3S	7.11	7.06	-0.05	7.08	-0.03	
MDCA;GBA	4.38	4.34	-0.04	4.34	-0.04	
MDCA;GBA-6S	2.55	2.55	0	2.63	0.08	
MDCA;GBA-3S	2.67	2.64	-0.03	2.71	0.04	
MDCA;TBA	4.69	4.66	-0.03	4.66	-0.03	
MDCA;TBA-6S	2.55	2.55	0	2.63	0.08	
MDCA;TBA-3S	2.66	2.64	-0.02	2.71	0.05	
UDCA;BA	11.08	10.97	-0.11	10.97	-0.11	
UDCA;BA-3S	7.44	7.38	-0.06	7.4	-0.04	
UDCA;BA-7S	9.02	8.93	-0.09	8.92	-0.1	
UDCA;GBA	6.56	6.57	0.01	6.57	0.01	
UDCA;GBA-3S	2.91	2.91	0	2.97	0.06	
UDCA;GBA-7S	3.83	3.82	-0.01	3.86	0.03	
UDCA;TBA	6.77	6.79	0.02	6.79	0.02	
UDCA;TBA-3S	2.91	2.9	-0.01	2.96	0.05	
UDCA;TBA-7S	3.77	3.77	0	3.81	0.04	
12o-DCA;BA	12.13	12.03	-0.1	12.03	-0.1	
12o-DCA;BA-3S	8.68	8.55	-0.13	8.54	-0.14	
12o-DCA;GBA	7.89	7.85	-0.04	7.85	-0.04	
12o-DCA;GBA-3S	3.45	3.43	-0.02	3.48	0.03	
12o-DCA;TBA	8.14	8.09	-0.05	8.09	-0.05	
12o-DCA;TBA-3S	3.38	3.4	0.02	3.44	0.06	
3o-CDCA;BA	13.43	13.36	-0.07	13.36	-0.07	
3o-CDCA;BA-7S	10.18	10.13	-0.05	10.18	0	
3o-CDCA;GBA	9.48	9.44	-0.04	9.44	-0.04	
3o-CDCA;GBA-7S	5.12	5.1	-0.02	5.11	-0.01	
3o-CDCA;TBA	9.68	9.65	-0.03	9.65	-0.03	
3o-CDCA;TBA-7S	4.96	4.95	-0.01	4.96	0	
3o-DCA;BA	13.38	13.23	-0.15	13.23	-0.15	
3o-DCA;BA-12S	10.24	10.18	-0.06	10.23	-0.01	
3o-DCA;GBA	9.74	9.71	-0.03	9.71	-0.03	
3o-DCA;GBA-12S	5.99	5.96	-0.03	5.95	-0.04	
3o-DCA;TBA	9.9	9.87	-0.03	9.87	-0.03	
3o-DCA;TBA-12S	5.6	5.63	0.03	5.63	0.03	
3o-HDCA;BA	11.69	11.56	-0.13	11.56	-0.13	
3o-HDCA;BA-6S	8.28	8.15	-0.13	8.15	-0.13	
3o-HDCA;GBA	6.79	6.79	0	6.79	0	
3o-HDCA;GBA-6S	2.97	2.94	-0.03	2.99	0.02	
3o-HDCA;TBA	6.99	6.98	-0.01	6.98	-0.01	
3o-HDCA;TBA-6S	2.93	2.94	0.01	2.99	0.06	
6o-alloMDCA;BA	11.88	11.75	-0.13	11.75	-0.13	
6o-alloMDCA;BA-3S	8.66	8.55	-0.11	8.54	-0.12	
6o-alloMDCA;GBA	7	6.98	-0.02	6.98	-0.02	
6o-alloMDCA;GBA-3S	3.25	3.25	0	3.3	0.05	
6o-alloMDCA;TBA	7.2	7.18	-0.02	7.18	-0.02	
6o-alloMDCA;TBA-3S	3.21	3.22	0.01	3.27	0.06	
6o-HDCA;BA	11.5	11.4	-0.1	11.4	-0.1	
6o-HDCA;BA-3S	8.7	8.56	-0.14	8.55	-0.15	
6o-HDCA;GBA	6.79	6.81	0.02	6.81	0.02	
6o-HDCA;GBA-3S	3.25	3.26	0.01	3.31	0.06	
6o-HDCA;TBA	7	6.98	-0.02	6.98	-0.02	
6o-HDCA;TBA-3S	3.24	3.24	0	3.29	0.05	
7o-CDCA;BA	11.98	11.87	-0.11	11.87	-0.11	
7o-CDCA;BA-3S	9.12	9.05	-0.07	9.06	-0.06	
7o-CDCA;GBA	7.42	7.39	-0.03	7.39	-0.03	
7o-CDCA;GBA-3S	3.52	3.52	0	3.56	0.04	
7o-CDCA;TBA	7.6	7.57	-0.03	7.57	-0.03	
7o-CDCA;TBA-3S	3.44	3.44	0	3.48	0.04	
apoCA;BA	12.21	12.16	-0.05	12.16	-0.05	
apoCA;GBA	8.49	8.46	-0.03	8.46	-0.03	
apoCA;TBA	8.77	8.73	-0.04	8.73	-0.04	
12o-d9-DCA;BA	11.54	11.42	-0.12	11.42	-0.12	
12o-d9-DCA;BA-3S	7.89	7.81	-0.08	7.82	-0.07	
12o-d9-DCA;GBA	7.03	7.02	-0.01	7.02	-0.01	
12o-d9-DCA;GBA-3S	3.1	3.09	-0.01	3.14	0.04	
12o-d9-DCA;TBA	7.21	7.18	-0.03	7.18	-0.03	
12o-d9-DCA;TBA-3S	3.05	3.06	0.01	3.11	0.06	
3,12-2o-DCA;BA	12.21	12.04	-0.17	12.04	-0.17	
3,12-2o-DCA;GBA	7.57	7.47	-0.1	7.47	-0.1	
3,12-2o-DCA;TBA	7.81	7.71	-0.1	7.71	-0.1	
3,6-2o-HDCA;BA	12.36	12.2	-0.16	12.2	-0.16	
3,6-2o-HDCA;GBA	7.39	7.28	-0.11	7.28	-0.11	
3,6-2o-HDCA;TBA	7.67	7.54	-0.13	7.54	-0.13	
3,7-2o-CDCA;BA	12.39	12.23	-0.16	12.23	-0.16	
3,7-2o-CDCA;GBA	7.44	7.36	-0.08	7.36	-0.08	
3,7-2o-CDCA;TBA	7.68	7.58	-0.1	7.58	-0.1	
3o-d4-CDCA;BA	11.43	11.31	-0.12	11.31	-0.12	
iso-d5-7o-CDCA;BA	10.8	10.66	-0.14	10.66	-0.14	
iso-d5-7o-CDCA;BA-3S	8.06	7.93	-0.13	7.93	-0.13	
iso-d5-7o-CDCA;GBA	4.63	4.58	-0.05	4.58	-0.05	
iso-d5-7o-CDCA;TBA	4.94	4.89	-0.05	4.89	-0.05	
12-epiCA;BA	6.73	6.71	-0.02	6.71	-0.02	
12-epiCA;GBA	2.94	2.93	-0.01	2.93	-0.01	
12-epiCA;TBA	3.05	3.03	-0.02	3.03	-0.02	
alloCA;BA	7.79	7.73	-0.06	7.73	-0.06	
alloCA;GBA	7.32	7.32	0	7.32	0	
alloCA;TBA	7.46	7.43	-0.03	7.43	-0.03	
a-MCA;BA	9.3	9.21	-0.09	9.21	-0.09	
a-MCA;GBA	3.65	3.61	-0.04	3.61	-0.04	
a-MCA;TBA	3.77	3.73	-0.04	3.73	-0.04	
b-MCA;BA	8.84	8.67	-0.17	8.67	-0.17	
b-MCA;GBA	3.56	3.53	-0.03	3.53	-0.03	
b-MCA;TBA	3.87	3.83	-0.04	3.83	-0.04	
CA;BA	10.82	10.74	-0.08	10.74	-0.08	
CA;BA-7S	7.3	7.28	-0.02	7.3	0	
CA;BA-3S	7.69	7.64	-0.05	7.65	-0.04	
CA;GBA	6.98	7	0.02	7	0.02	
CA;GBA-3S	3.28	3.25	-0.03	3.3	0.02	
CA;TBA	7.15	7.17	0.02	7.17	0.02	
CA;TBA-3S	3.24	3.23	-0.01	3.28	0.04	
DCA-1b-ol;BA	8.33	8.21	-0.12	8.21	-0.12	
DCA-1b-ol;GBA	3.53	3.52	-0.01	3.52	-0.01	
DCA-1b-ol;TBA	3.68	3.66	-0.02	3.66	-0.02	
HCA;BA	10.21	10.15	-0.06	10.15	-0.06	
HCA;GBA	5.14	5.14	0	5.14	0	
HCA;TBA	5.52	5.52	0	5.52	0	
isoCA;BA	8.14	8.07	-0.07	8.07	-0.07	
isoCA;GBA	3.56	3.54	-0.02	3.54	-0.02	
isoCA;TBA	3.72	3.72	0	3.72	0	
UCA;BA	6.84	6.8	-0.04	6.8	-0.04	
UCA;GBA	3.17	3.14	-0.03	3.14	-0.03	
UCA;TBA	3.28	3.26	-0.02	3.26	-0.02	
w-MCA;BA	8.31	8.17	-0.14	8.17	-0.14	
w-MCA;GBA	3.37	3.34	-0.03	3.34	-0.03	
w-MCA;TBA	3.55	3.52	-0.03	3.52	-0.03	
12o-CA;BA	9.16	9.08	-0.08	9.08	-0.08	
12o-CA;GBA	4.31	4.29	-0.02	4.29	-0.02	
12o-CA;TBA	4.57	4.54	-0.03	4.54	-0.03	
3o-CA;BA	10.43	10.33	-0.1	10.33	-0.1	
3o-CA;GBA	6.35	6.35	0	6.35	0	
3o-CA;TBA	6.62	6.64	0.02	6.64	0.02	
7o-CA;BA	9.04	8.88	-0.16	8.88	-0.16	
7o-CA;GBA	4.29	4.25	-0.04	4.25	-0.04	
7o-CA;TBA	4.5	4.45	-0.05	4.45	-0.05	
7o-HCA;BA	9.81	9.71	-0.1	9.71	-0.1	
7o-HCA;GBA	4.16	4.11	-0.05	4.11	-0.05	
7o-HCA;TBA	4.4	4.35	-0.05	4.35	-0.05	
7,12-2o-CA;BA	6.93	6.84	-0.09	6.84	-0.09	
7,12-2o-CA;BA-3S	3.77	3.69	-0.08	3.73	-0.04	
7,12-2o-CA;GBA	2.99	2.95	-0.04	2.95	-0.04	
7,12-2o-CA;GBA-3S	2.16	2.16	0	2.27	0.11	
7,12-2o-CA;TBA	3.08	3.04	-0.04	3.04	-0.04	
7,12-2o-CA;TBA-3S	2.16	2.16	0	2.27	0.11	
3,7,12-3o-CA;BA	7.05	6.88	-0.17	6.88	-0.17	
3,7,12-3o-CA;GBA	2.99	2.94	-0.05	2.94	-0.05	
3,7,12-3o-CA;TBA	3.09	3.02	-0.07	3.02	-0.07	
CA-6a-ol;BA	6.55	6.51	-0.04	6.51	-0.04	
CA-6a-ol;GBA	2.93	2.92	-0.01	2.92	-0.01	
CA-6a-ol;TBA	3.03	3.02	-0.01	3.02	-0.01	
