All compounds together:
optimized t0: 0.46
optimized tD: 0.67
optimized time: [0.6, 1.1, 2.1, 5.6, 5.9, 8.1, 9.0, 17.1, 17.9]
optimized perB: [0.03, 0.22, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
average/RMS error of calibration compounds after optimization: -0.009/0.056
average/RMS error of all compounds after optimization: -0.006/0.1
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.46
optimized tD: 0.61
optimized time: [0.6, 1.1, 1.9, 5.6, 5.9, 8.0, 9.0, 17.1, 17.9]
optimized perB: [0.03, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
For compounds without sulfate: 
optimized t0: 0.49
optimized tD: 0.6
optimized time: [0.6, 1.1, 2.1, 5.5, 6.0, 8.0, 9.0, 17.0, 17.9]
optimized perB: [0.03, 0.18, 0.23, 0.27, 0.3, 0.3, 0.35, 0.65, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.031/0.046
average/RMS error of all compounds after optimization: -0.015/0.096
name	actual RT	predict RT1	error1	predict RT2	error2
alloUDCA;TBA-3S	3.04	3.11	0.07	3.11	0.07	
alloUDCA;TBA-7S	4.07	4.08	0.01	4.08	0.01	
CDCA;BA	13.44	13.4	-0.04	13.4	-0.04	
CDCA;BA-3S	10.48	10.58	0.1	10.5	0.02	
CDCA;BA-7S	10.64	10.69	0.05	10.61	-0.03	
CDCA;GBA	10	10	0	10	0	
CDCA;GBA-3S	5.66	5.69	0.03	5.68	0.02	
CDCA;GBA-7S	6.49	6.36	-0.13	6.36	-0.13	
CDCA;TBA	10.14	10.16	0.02	10.16	0.02	
CDCA;TBA-3S	5.49	5.58	0.09	5.57	0.08	
CDCA;TBA-7S	6.19	6.14	-0.05	6.13	-0.06	
DCA;BA	13.69	13.58	-0.11	13.58	-0.11	
DCA;BA-3S	10.62	10.7	0.08	10.62	0	
DCA;BA-12S	10.89	10.91	0.02	10.83	-0.06	
DCA;GBA	10.42	10.4	-0.02	10.4	-0.02	
DCA;GBA-3S	6.34	6.36	0.02	6.35	0.01	
DCA;GBA-12S	7.05	7.14	0.09	7.09	0.04	
DCA;TBA	10.54	10.53	-0.01	10.53	-0.01	
DCA;TBA-3S	6.14	6.22	0.08	6.22	0.08	
DCA;TBA-12S	6.89	7.03	0.14	6.98	0.09	
HDCA;BA	11.51	11.48	-0.03	11.48	-0.03	
HDCA;BA-6S	7.59	7.67	0.08	7.62	0.03	
HDCA;BA-3S	9.28	9.36	0.08	9.29	0.01	
HDCA;GBA	7	7.04	0.04	7.04	0.04	
HDCA;GBA-6S	3.02	3.08	0.06	3.09	0.07	
HDCA;GBA-3S	3.75	3.76	0.01	3.75	0	
HDCA;TBA	7.19	7.21	0.02	7.21	0.02	
HDCA;TBA-6S	3.01	3.08	0.07	3.08	0.07	
HDCA;TBA-3S	3.66	3.71	0.05	3.7	0.04	
isoCDCA;BA	11.95	11.88	-0.07	11.88	-0.07	
isoCDCA;BA-7S	9.09	8.98	-0.11	8.94	-0.15	
isoCDCA;BA-3S	9.22	9.36	0.14	9.29	0.07	
isoCDCA;GBA	7.11	7.1	-0.01	7.1	-0.01	
isoCDCA;GBA-7S	3.66	3.66	0	3.66	0	
isoCDCA;GBA-3S	3.74	3.8	0.06	3.79	0.05	
isoCDCA;TBA	7.27	7.25	-0.02	7.25	-0.02	
isoCDCA;TBA-7S	3.53	3.54	0.01	3.54	0.01	
isoCDCA;TBA-3S	3.64	3.75	0.11	3.74	0.1	
isoDCA;BA	15.29	15.22	-0.07	15.22	-0.07	
isoDCA;GBA	11.88	11.79	-0.09	11.79	-0.09	
isoDCA;TBA	11.99	11.93	-0.06	11.93	-0.06	
isoHDCA;BA	11	10.99	-0.01	10.99	-0.01	
isoHDCA;BA-6S	8.3	8.32	0.02	8.27	-0.03	
isoHDCA;BA-3S	8.3	8.41	0.11	8.36	0.06	
isoHDCA;GBA	5.14	4.93	-0.21	4.93	-0.21	
isoHDCA;GBA-6S	3.02	3.08	0.06	3.09	0.07	
isoHDCA;GBA-3S	3.24	3.3	0.06	3.29	0.05	
isoHDCA;TBA	5.48	5.3	-0.18	5.3	-0.18	
isoHDCA;TBA-6S	2.98	3.06	0.08	3.07	0.09	
isoHDCA;TBA-3S	3.2	3.29	0.09	3.28	0.08	
isoUDCA;BA	10.66	10.64	-0.02	10.64	-0.02	
isoUDCA;BA-3S	6.87	7.04	0.17	7	0.13	
isoUDCA;BA-7S	7.93	7.94	0.01	7.9	-0.03	
isoUDCA;GBA	4.57	4.38	-0.19	4.38	-0.19	
isoUDCA;GBA-3S	2.76	2.83	0.07	2.89	0.13	
isoUDCA;GBA-7S	3.14	3.2	0.06	3.2	0.06	
isoUDCA;TBA	4.89	4.69	-0.2	4.69	-0.2	
isoUDCA;TBA-3S	2.76	2.83	0.07	2.89	0.13	
isoUDCA;TBA-7S	3.08	3.15	0.07	3.15	0.07	
MDCA;BA	10.54	10.54	0	10.54	0	
MDCA;BA-6S	6.86	7.03	0.17	6.99	0.13	
MDCA;BA-3S	7.2	7.33	0.13	7.29	0.09	
MDCA;GBA	4.8	4.6	-0.2	4.6	-0.2	
MDCA;GBA-6S	2.75	2.79	0.04	2.86	0.11	
MDCA;GBA-3S	2.87	2.89	0.02	2.94	0.07	
MDCA;TBA	5.1	4.91	-0.19	4.91	-0.19	
MDCA;TBA-6S	2.73	2.79	0.06	2.86	0.13	
MDCA;TBA-3S	2.84	2.89	0.05	2.94	0.1	
UDCA;BA	11.31	11.26	-0.05	11.26	-0.05	
UDCA;BA-3S	7.58	7.65	0.07	7.6	0.02	
UDCA;BA-7S	9.19	9.17	-0.02	9.12	-0.07	
UDCA;GBA	6.88	6.84	-0.04	6.84	-0.04	
UDCA;GBA-3S	3.14	3.2	0.06	3.2	0.06	
UDCA;GBA-7S	4.1	4.09	-0.01	4.09	-0.01	
UDCA;TBA	7.06	7.07	0.01	7.07	0.01	
UDCA;TBA-3S	3.11	3.19	0.08	3.19	0.08	
UDCA;TBA-7S	4.01	4.04	0.03	4.04	0.03	
12o-DCA;BA	12.35	12.28	-0.07	12.28	-0.07	
12o-DCA;BA-3S	8.8	8.8	0	8.75	-0.05	
12o-DCA;GBA	8.3	8.11	-0.19	8.11	-0.19	
12o-DCA;GBA-3S	3.7	3.71	0.01	3.71	0.01	
12o-DCA;TBA	8.55	8.34	-0.21	8.34	-0.21	
12o-DCA;TBA-3S	3.61	3.68	0.07	3.67	0.06	
3o-CDCA;BA	13.54	13.53	-0.01	13.53	-0.01	
3o-CDCA;BA-7S	10.34	10.45	0.11	10.37	0.03	
3o-CDCA;GBA	9.74	9.74	0	9.74	0	
3o-CDCA;GBA-7S	5.38	5.34	-0.04	5.34	-0.04	
3o-CDCA;TBA	9.92	9.96	0.04	9.96	0.04	
3o-CDCA;TBA-7S	5.16	5.19	0.03	5.19	0.03	
3o-DCA;BA	13.53	13.42	-0.11	13.42	-0.11	
3o-DCA;BA-12S	10.45	10.5	0.05	10.42	-0.03	
3o-DCA;GBA	10.03	10.02	-0.01	10.02	-0.01	
3o-DCA;GBA-12S	6.29	6.19	-0.1	6.18	-0.11	
3o-DCA;TBA	10.17	10.18	0.01	10.18	0.01	
3o-DCA;TBA-12S	5.84	5.86	0.02	5.86	0.02	
3o-HDCA;BA	11.83	11.83	0	11.83	0	
3o-HDCA;BA-6S	8.29	8.4	0.11	8.36	0.07	
3o-HDCA;GBA	7.01	7.07	0.06	7.07	0.06	
3o-HDCA;GBA-6S	3.15	3.23	0.08	3.22	0.07	
3o-HDCA;TBA	7.2	7.26	0.06	7.26	0.06	
3o-HDCA;TBA-6S	3.12	3.23	0.11	3.22	0.1	
6o-alloMDCA;BA	12.03	12.01	-0.02	12.01	-0.02	
6o-alloMDCA;BA-3S	8.7	8.79	0.09	8.75	0.05	
6o-alloMDCA;GBA	7.27	7.25	-0.02	7.25	-0.02	
6o-alloMDCA;GBA-3S	3.48	3.53	0.05	3.52	0.04	
6o-alloMDCA;TBA	7.45	7.45	0	7.45	0	
6o-alloMDCA;TBA-3S	3.41	3.51	0.1	3.5	0.09	
6o-HDCA;BA	11.65	11.68	0.03	11.68	0.03	
6o-HDCA;BA-3S	8.76	8.81	0.05	8.76	0	
6o-HDCA;GBA	7.04	7.09	0.05	7.09	0.05	
6o-HDCA;GBA-3S	3.5	3.55	0.05	3.54	0.04	
6o-HDCA;TBA	7.23	7.26	0.03	7.26	0.03	
6o-HDCA;TBA-3S	3.44	3.52	0.08	3.51	0.07	
7o-CDCA;BA	12.17	12.13	-0.04	12.13	-0.04	
7o-CDCA;BA-3S	9.21	9.31	0.1	9.25	0.04	
7o-CDCA;GBA	7.75	7.66	-0.09	7.66	-0.09	
7o-CDCA;GBA-3S	3.75	3.79	0.04	3.79	0.04	
7o-CDCA;TBA	7.92	7.84	-0.08	7.84	-0.08	
7o-CDCA;TBA-3S	3.64	3.72	0.08	3.71	0.07	
apoCA;BA	12.46	12.4	-0.06	12.4	-0.06	
apoCA;GBA	8.97	8.7	-0.27	8.7	-0.27	
apoCA;TBA	9.19	8.97	-0.22	8.97	-0.22	
12o-d9-DCA;BA	11.74	11.7	-0.04	11.7	-0.04	
12o-d9-DCA;BA-3S	8.01	8.07	0.06	8.03	0.02	
12o-d9-DCA;GBA	7.33	7.29	-0.04	7.29	-0.04	
12o-d9-DCA;GBA-3S	3.32	3.38	0.06	3.37	0.05	
12o-d9-DCA;TBA	7.5	7.45	-0.05	7.45	-0.05	
12o-d9-DCA;TBA-3S	3.26	3.34	0.08	3.34	0.08	
3,12-2o-DCA;BA	12.31	12.29	-0.02	12.29	-0.02	
3,12-2o-DCA;GBA	7.82	7.74	-0.08	7.74	-0.08	
3,12-2o-DCA;TBA	8.05	7.96	-0.09	7.96	-0.09	
3,6-2o-HDCA;BA	12.4	12.44	0.04	12.44	0.04	
3,6-2o-HDCA;GBA	7.56	7.55	-0.01	7.55	-0.01	
3,6-2o-HDCA;TBA	7.8	7.8	0	7.8	0	
3,7-2o-CDCA;BA	12.45	12.47	0.02	12.47	0.02	
3,7-2o-CDCA;GBA	7.64	7.63	-0.01	7.63	-0.01	
3,7-2o-CDCA;TBA	7.85	7.84	-0.01	7.84	-0.01	
3o-d4-CDCA;BA	11.6	11.59	-0.01	11.59	-0.01	
iso-d5-7o-CDCA;BA	10.94	10.96	0.02	10.96	0.02	
iso-d5-7o-CDCA;BA-3S	8.02	8.19	0.17	8.14	0.12	
iso-d5-7o-CDCA;GBA	4.98	4.84	-0.14	4.84	-0.14	
iso-d5-7o-CDCA;TBA	5.26	5.14	-0.12	5.14	-0.12	
12-epiCA;BA	7.04	6.98	-0.06	6.98	-0.06	
12-epiCA;GBA	3.26	3.22	-0.04	3.22	-0.04	
12-epiCA;TBA	3.36	3.32	-0.04	3.32	-0.04	
alloCA;BA	8.16	7.99	-0.17	7.99	-0.17	
alloCA;GBA	7.68	7.59	-0.09	7.59	-0.09	
alloCA;TBA	7.79	7.7	-0.09	7.7	-0.09	
a-MCA;BA	9.53	9.47	-0.06	9.47	-0.06	
a-MCA;GBA	4.02	3.89	-0.13	3.89	-0.13	
a-MCA;TBA	4.12	4	-0.12	4	-0.12	
b-MCA;BA	9.13	8.91	-0.22	8.91	-0.22	
b-MCA;GBA	3.92	3.8	-0.12	3.8	-0.12	
b-MCA;TBA	4.23	4.1	-0.13	4.1	-0.13	
CA;BA	11.1	11.04	-0.06	11.04	-0.06	
CA;BA-7S	7.57	7.55	-0.02	7.5	-0.07	
CA;BA-3S	7.9	7.91	0.01	7.86	-0.04	
CA;GBA	7.33	7.28	-0.05	7.28	-0.05	
CA;GBA-3S	3.54	3.54	0	3.53	-0.01	
CA;TBA	7.5	7.44	-0.06	7.44	-0.06	
CA;TBA-3S	3.49	3.51	0.02	3.51	0.02	
DCA-1b-ol;BA	8.68	8.46	-0.22	8.46	-0.22	
DCA-1b-ol;GBA	3.91	3.79	-0.12	3.79	-0.12	
DCA-1b-ol;TBA	4.06	3.94	-0.12	3.94	-0.12	
HCA;BA	10.49	10.46	-0.03	10.46	-0.03	
HCA;GBA	5.62	5.39	-0.23	5.39	-0.23	
HCA;TBA	6.01	5.76	-0.25	5.76	-0.25	
isoCA;BA	8.52	8.32	-0.2	8.32	-0.2	
isoCA;GBA	3.95	3.82	-0.13	3.82	-0.13	
isoCA;TBA	4.12	3.99	-0.13	3.99	-0.13	
UCA;BA	7.14	7.08	-0.06	7.08	-0.06	
UCA;GBA	3.51	3.43	-0.08	3.43	-0.08	
UCA;TBA	3.62	3.54	-0.08	3.54	-0.08	
w-MCA;BA	8.67	8.42	-0.25	8.42	-0.25	
w-MCA;GBA	3.73	3.62	-0.11	3.62	-0.11	
w-MCA;TBA	3.91	3.79	-0.12	3.79	-0.12	
12o-CA;BA	9.48	9.33	-0.15	9.33	-0.15	
12o-CA;GBA	4.78	4.55	-0.23	4.55	-0.23	
12o-CA;TBA	5.01	4.8	-0.21	4.8	-0.21	
3o-CA;BA	10.65	10.64	-0.01	10.64	-0.01	
3o-CA;GBA	6.71	6.57	-0.14	6.57	-0.14	
3o-CA;TBA	6.88	6.92	0.04	6.92	0.04	
7o-CA;BA	9.32	9.11	-0.21	9.11	-0.21	
7o-CA;GBA	4.72	4.51	-0.21	4.51	-0.21	
7o-CA;TBA	4.91	4.71	-0.2	4.71	-0.2	
7o-HCA;BA	10	10.01	0.01	10.01	0.01	
7o-HCA;GBA	4.54	4.37	-0.17	4.37	-0.17	
7o-HCA;TBA	4.75	4.61	-0.14	4.61	-0.14	
7,12-2o-CA;BA	7.14	7.12	-0.02	7.12	-0.02	
7,12-2o-CA;BA-3S	3.95	3.97	0.02	3.97	0.02	
7,12-2o-CA;GBA	3.26	3.24	-0.02	3.24	-0.02	
7,12-2o-CA;GBA-3S	2.35	2.44	0.09	2.52	0.17	
7,12-2o-CA;TBA	3.35	3.33	-0.02	3.33	-0.02	
7,12-2o-CA;TBA-3S	2.32	2.43	0.11	2.52	0.2	
3,7,12-3o-CA;BA	7.12	7.15	0.03	7.15	0.03	
3,7,12-3o-CA;GBA	3.2	3.23	0.03	3.23	0.03	
3,7,12-3o-CA;TBA	3.29	3.31	0.02	3.31	0.02	
CA-6a-ol;BA	6.85	6.77	-0.08	6.77	-0.08	
CA-6a-ol;GBA	3.23	3.21	-0.02	3.21	-0.02	
CA-6a-ol;TBA	3.33	3.3	-0.03	3.3	-0.03	
