All compounds together:
optimized t0: 0.47
optimized tD: 0.38
optimized time: [0.6, 1.1, 2.1, 5.5, 5.9, 8.1, 8.9, 17.1, 17.9]
optimized perB: [0.03, 0.22, 0.25, 0.25, 0.3, 0.3, 0.35, 0.63, 0.98]
average/RMS error of calibration compounds after optimization: -0.011/0.032
average/RMS error of all compounds after optimization: -0.026/0.061
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.46
optimized tD: 0.39
optimized time: [0.4, 1.1, 1.9, 5.5, 6.0, 8.1, 9.0, 16.9, 17.9]
optimized perB: [0.07, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.63, 0.98]
For compounds without sulfate: 
optimized t0: 0.5
optimized tD: 0.29
optimized time: [0.6, 1.1, 2.0, 5.4, 5.9, 7.9, 8.9, 17.0, 17.9]
optimized perB: [0.03, 0.22, 0.25, 0.25, 0.3, 0.3, 0.35, 0.63, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.002/0.028
average/RMS error of all compounds after optimization: -0.009/0.057
name	actual RT	predict RT1	error1	predict RT2	error2
iso-d5-LCA;BA	14.55	14.43	-0.12	14.46	-0.09	
iso-d5-LCA;BA-3S	10.87	10.83	-0.04	10.87	0	
iso-d5-LCA;GBA	9.58	9.54	-0.04	9.51	-0.07	
iso-d5-LCA;GBA-3S	5.5	5.53	0.03	5.51	0.01	
iso-d5-LCA;TBA	9.68	9.67	-0.01	9.64	-0.04	
iso-d5-LCA;TBA-3S	5.25	5.35	0.1	5.32	0.07	
3o-d4-LCA;BA	15.11	14.97	-0.14	15.01	-0.1	
3o-d4-LCA;GBA	10.42	10.33	-0.09	10.32	-0.1	
3o-d4-LCA;TBA	10.53	10.45	-0.08	10.44	-0.09	
12-epiDCA;BA	11.78	11.67	-0.11	11.69	-0.09	
12-epiDCA;BA-12S	8.09	8.01	-0.08	8.02	-0.07	
12-epiDCA;BA-3S	9.34	9.34	0	9.33	-0.01	
12-epiDCA;GBA	7.28	7.28	0	7.3	0.02	
12-epiDCA;GBA-12S	3.14	3.15	0.01	3.18	0.04	
12-epiDCA;GBA-3S	3.98	3.97	-0.01	3.98	0	
12-epiDCA;TBA	7.55	7.54	-0.01	7.58	0.03	
12-epiDCA;TBA-12S	3.15	3.18	0.03	3.21	0.06	
12-epiDCA;TBA-3S	3.74	3.75	0.01	3.77	0.03	
3b-DCA;BA	11.76	11.65	-0.11	11.68	-0.08	
3b-DCA;BA-12S	8.46	8.38	-0.08	8.37	-0.09	
3b-DCA;BA-3S	9.24	9.16	-0.08	9.15	-0.09	
3b-DCA;GBA	7.11	7.12	0.01	7.13	0.02	
3b-DCA;GBA-12S	3.53	3.54	0.01	3.56	0.03	
3b-DCA;GBA-3S	3.81	3.81	0	3.82	0.01	
3b-DCA;TBA	7.31	7.3	-0.01	7.32	0.01	
3b-DCA;TBA-12S	3.38	3.39	0.01	3.41	0.03	
3b-DCA;TBA-3S	3.76	3.78	0.02	3.79	0.03	
alloCDCA;BA	13.12	13.09	-0.03	13.12	0	
alloCDCA;BA-3S	10.19	10.18	-0.01	10.21	0.02	
alloCDCA;BA-7S	10.69	10.67	-0.02	10.7	0.01	
alloCDCA;GBA	9.51	9.57	0.06	9.53	0.02	
alloCDCA;GBA-3S	5.16	5.25	0.09	5.24	0.08	
alloCDCA;GBA-7S	6.6	6.67	0.07	6.69	0.09	
alloCDCA;TBA	9.66	9.72	0.06	9.68	0.02	
alloCDCA;TBA-3S	5.04	5.15	0.11	5.13	0.09	
alloCDCA;TBA-7S	6.46	6.54	0.08	6.53	0.07	
alloUDCA;BA	11.3	11.2	-0.1	11.22	-0.08	
alloUDCA;BA-3S	7.33	7.27	-0.06	7.29	-0.04	
alloUDCA;BA-7S	9.28	9.27	-0.01	9.26	-0.02	
alloUDCA;GBA	6.55	6.58	0.03	6.59	0.04	
alloUDCA;GBA-3S	2.83	2.85	0.02	2.89	0.06	
alloUDCA;GBA-7S	3.92	3.9	-0.02	3.91	-0.01	
alloUDCA;TBA	6.78	6.79	0.01	6.77	-0.01	
alloUDCA;TBA-3S	2.83	2.84	0.01	2.88	0.05	
alloUDCA;TBA-7S	3.84	3.83	-0.01	3.85	0.01	
CDCA;BA	13.21	13.21	0	13.24	0.03	
CDCA;BA-3S	10.3	10.27	-0.03	10.31	0.01	
CDCA;BA-7S	10.4	10.38	-0.02	10.42	0.02	
CDCA;GBA	9.68	9.71	0.03	9.67	-0.01	
CDCA;GBA-3S	5.44	5.47	0.03	5.45	0.01	
CDCA;GBA-7S	6.14	6.16	0.02	6.13	-0.01	
CDCA;TBA	9.83	9.85	0.02	9.82	-0.01	
CDCA;TBA-3S	5.29	5.36	0.07	5.34	0.05	
CDCA;TBA-7S	5.89	5.93	0.04	5.9	0.01	
DCA;BA	13.45	13.41	-0.04	13.44	-0.01	
DCA;BA-3S	10.43	10.39	-0.04	10.43	0	
DCA;BA-12S	10.62	10.6	-0.02	10.64	0.02	
DCA;GBA	10.09	10.09	0	10.07	-0.02	
DCA;GBA-3S	6.12	6.16	0.04	6.12	0	
DCA;GBA-12S	6.83	6.85	0.02	6.88	0.05	
DCA;TBA	10.22	10.22	0	10.2	-0.02	
DCA;TBA-3S	5.96	6.02	0.06	5.99	0.03	
DCA;TBA-12S	6.7	6.74	0.04	6.77	0.07	
HDCA;BA	11.27	11.2	-0.07	11.21	-0.06	
HDCA;BA-6S	7.46	7.4	-0.06	7.41	-0.05	
HDCA;BA-3S	9.15	9.12	-0.03	9.11	-0.04	
HDCA;GBA	6.72	6.76	0.04	6.73	0.01	
HDCA;GBA-6S	2.81	2.82	0.01	2.86	0.05	
HDCA;GBA-3S	3.5	3.51	0.01	3.52	0.02	
HDCA;TBA	6.9	6.92	0.02	6.91	0.01	
HDCA;TBA-6S	2.81	2.81	0	2.85	0.04	
HDCA;TBA-3S	3.45	3.46	0.01	3.48	0.03	
isoCDCA;BA	11.72	11.61	-0.11	11.64	-0.08	
isoCDCA;BA-7S	8.86	8.74	-0.12	8.73	-0.13	
isoCDCA;BA-3S	9.14	9.11	-0.03	9.1	-0.04	
isoCDCA;GBA	6.8	6.81	0.01	6.8	0	
isoCDCA;GBA-7S	3.39	3.4	0.01	3.43	0.04	
isoCDCA;GBA-3S	3.55	3.55	0	3.56	0.01	
isoCDCA;TBA	6.97	6.97	0	6.97	0	
isoCDCA;TBA-7S	3.27	3.28	0.01	3.31	0.04	
isoCDCA;TBA-3S	3.47	3.49	0.02	3.51	0.04	
isoDCA;BA	15.17	15.15	-0.02	15.19	0.02	
isoDCA;GBA	11.54	11.52	-0.02	11.53	-0.01	
isoDCA;TBA	11.67	11.66	-0.01	11.67	0	
isoHDCA;BA	10.79	10.7	-0.09	10.71	-0.08	
isoHDCA;BA-6S	8.17	8.06	-0.11	8.07	-0.1	
isoHDCA;BA-3S	8.26	8.15	-0.11	8.15	-0.11	
isoHDCA;GBA	4.71	4.7	-0.01	4.76	0.05	
isoHDCA;GBA-6S	2.81	2.81	0	2.86	0.05	
isoHDCA;GBA-3S	3.04	3.04	0	3.07	0.03	
isoHDCA;TBA	5.07	5.08	0.01	5.16	0.09	
isoHDCA;TBA-6S	2.79	2.79	0	2.84	0.05	
isoHDCA;TBA-3S	3.02	3.02	0	3.05	0.03	
isoUDCA;BA	10.42	10.35	-0.07	10.35	-0.07	
isoUDCA;BA-3S	6.78	6.76	-0.02	6.78	0	
isoUDCA;BA-7S	7.75	7.68	-0.07	7.69	-0.06	
isoUDCA;GBA	4.14	4.14	0	4.16	0.02	
isoUDCA;GBA-3S	2.59	2.56	-0.03	2.66	0.07	
isoUDCA;GBA-7S	2.92	2.94	0.02	2.97	0.05	
isoUDCA;TBA	4.46	4.46	0	4.5	0.04	
isoUDCA;TBA-3S	2.58	2.56	-0.02	2.66	0.08	
isoUDCA;TBA-7S	2.87	2.88	0.01	2.92	0.05	
MDCA;BA	10.33	10.25	-0.08	10.25	-0.08	
MDCA;BA-6S	6.77	6.75	-0.02	6.77	0	
MDCA;BA-3S	7.11	7.06	-0.05	7.08	-0.03	
MDCA;GBA	4.38	4.36	-0.02	4.4	0.02	
MDCA;GBA-6S	2.55	2.52	-0.03	2.63	0.08	
MDCA;GBA-3S	2.67	2.63	-0.04	2.71	0.04	
MDCA;TBA	4.69	4.68	-0.01	4.75	0.06	
MDCA;TBA-6S	2.55	2.52	-0.03	2.63	0.08	
MDCA;TBA-3S	2.66	2.62	-0.04	2.71	0.05	
UDCA;BA	11.08	10.97	-0.11	10.99	-0.09	
UDCA;BA-3S	7.44	7.38	-0.06	7.4	-0.04	
UDCA;BA-7S	9.02	8.93	-0.09	8.92	-0.1	
UDCA;GBA	6.56	6.58	0.02	6.58	0.02	
UDCA;GBA-3S	2.91	2.93	0.02	2.97	0.06	
UDCA;GBA-7S	3.83	3.85	0.02	3.86	0.03	
UDCA;TBA	6.77	6.79	0.02	6.77	0	
UDCA;TBA-3S	2.91	2.93	0.02	2.96	0.05	
UDCA;TBA-7S	3.77	3.79	0.02	3.81	0.04	
12o-DCA;BA	12.13	12.03	-0.1	12.06	-0.07	
12o-DCA;BA-3S	8.68	8.55	-0.13	8.54	-0.14	
12o-DCA;GBA	7.89	7.85	-0.04	7.9	0.01	
12o-DCA;GBA-3S	3.45	3.46	0.01	3.48	0.03	
12o-DCA;TBA	8.14	8.09	-0.05	8.16	0.02	
12o-DCA;TBA-3S	3.38	3.42	0.04	3.44	0.06	
3o-CDCA;BA	13.43	13.35	-0.08	13.39	-0.04	
3o-CDCA;BA-7S	10.18	10.14	-0.04	10.18	0	
3o-CDCA;GBA	9.48	9.47	-0.01	9.44	-0.04	
3o-CDCA;GBA-7S	5.12	5.12	0	5.11	-0.01	
3o-CDCA;TBA	9.68	9.67	-0.01	9.64	-0.04	
3o-CDCA;TBA-7S	4.96	4.97	0.01	4.96	0	
3o-DCA;BA	13.38	13.23	-0.15	13.26	-0.12	
3o-DCA;BA-12S	10.24	10.19	-0.05	10.23	-0.01	
3o-DCA;GBA	9.74	9.73	-0.01	9.71	-0.03	
3o-DCA;GBA-12S	5.99	5.98	-0.01	5.95	-0.04	
3o-DCA;TBA	9.9	9.89	-0.01	9.86	-0.04	
3o-DCA;TBA-12S	5.6	5.65	0.05	5.63	0.03	
3o-HDCA;BA	11.69	11.56	-0.13	11.59	-0.1	
3o-HDCA;BA-6S	8.28	8.15	-0.13	8.15	-0.13	
3o-HDCA;GBA	6.79	6.79	0	6.77	-0.02	
3o-HDCA;GBA-6S	2.97	2.96	-0.01	2.99	0.02	
3o-HDCA;TBA	6.99	6.98	-0.01	6.98	-0.01	
3o-HDCA;TBA-6S	2.93	2.96	0.03	2.99	0.06	
6o-alloMDCA;BA	11.88	11.75	-0.13	11.77	-0.11	
6o-alloMDCA;BA-3S	8.66	8.54	-0.12	8.54	-0.12	
6o-alloMDCA;GBA	7	6.97	-0.03	6.97	-0.03	
6o-alloMDCA;GBA-3S	3.25	3.27	0.02	3.3	0.05	
6o-alloMDCA;TBA	7.2	7.18	-0.02	7.18	-0.02	
6o-alloMDCA;TBA-3S	3.21	3.25	0.04	3.27	0.06	
6o-HDCA;BA	11.5	11.4	-0.1	11.42	-0.08	
6o-HDCA;BA-3S	8.7	8.56	-0.14	8.55	-0.15	
6o-HDCA;GBA	6.79	6.81	0.02	6.79	0	
6o-HDCA;GBA-3S	3.25	3.29	0.04	3.31	0.06	
6o-HDCA;TBA	7	6.98	-0.02	6.98	-0.02	
6o-HDCA;TBA-3S	3.24	3.26	0.02	3.29	0.05	
7o-CDCA;BA	11.98	11.87	-0.11	11.89	-0.09	
7o-CDCA;BA-3S	9.12	9.07	-0.05	9.06	-0.06	
7o-CDCA;GBA	7.42	7.39	-0.03	7.41	-0.01	
7o-CDCA;GBA-3S	3.52	3.54	0.02	3.56	0.04	
7o-CDCA;TBA	7.6	7.57	-0.03	7.61	0.01	
7o-CDCA;TBA-3S	3.44	3.46	0.02	3.48	0.04	
apoCA;BA	12.21	12.16	-0.05	12.18	-0.03	
apoCA;GBA	8.49	8.45	-0.04	8.54	0.05	
apoCA;TBA	8.77	8.73	-0.04	8.82	0.05	
12o-d9-DCA;BA	11.54	11.43	-0.11	11.45	-0.09	
12o-d9-DCA;BA-3S	7.89	7.81	-0.08	7.82	-0.07	
12o-d9-DCA;GBA	7.03	7.02	-0.01	7.02	-0.01	
12o-d9-DCA;GBA-3S	3.1	3.11	0.01	3.14	0.04	
12o-d9-DCA;TBA	7.21	7.18	-0.03	7.19	-0.02	
12o-d9-DCA;TBA-3S	3.05	3.08	0.03	3.11	0.06	
3,12-2o-DCA;BA	12.21	12.04	-0.17	12.08	-0.13	
3,12-2o-DCA;GBA	7.57	7.47	-0.1	7.51	-0.06	
3,12-2o-DCA;TBA	7.81	7.71	-0.1	7.76	-0.05	
3,6-2o-HDCA;BA	12.36	12.2	-0.16	12.23	-0.13	
3,6-2o-HDCA;GBA	7.39	7.28	-0.11	7.31	-0.08	
3,6-2o-HDCA;TBA	7.67	7.54	-0.13	7.58	-0.09	
3,7-2o-CDCA;BA	12.39	12.23	-0.16	12.27	-0.12	
3,7-2o-CDCA;GBA	7.44	7.37	-0.07	7.4	-0.04	
3,7-2o-CDCA;TBA	7.68	7.58	-0.1	7.63	-0.05	
3o-d4-CDCA;BA	11.43	11.31	-0.12	11.33	-0.1	
iso-d5-7o-CDCA;BA	10.8	10.67	-0.13	10.68	-0.12	
iso-d5-7o-CDCA;BA-3S	8.06	7.93	-0.13	7.93	-0.13	
iso-d5-7o-CDCA;GBA	4.63	4.61	-0.02	4.66	0.03	
iso-d5-7o-CDCA;TBA	4.94	4.91	-0.03	4.99	0.05	
12-epiCA;BA	6.73	6.71	-0.02	6.71	-0.02	
12-epiCA;GBA	2.94	2.96	0.02	2.91	-0.03	
12-epiCA;TBA	3.05	3.06	0.01	3.01	-0.04	
alloCA;BA	7.79	7.73	-0.06	7.78	-0.01	
alloCA;GBA	7.32	7.31	-0.01	7.33	0.01	
alloCA;TBA	7.46	7.43	-0.03	7.46	0	
a-MCA;BA	9.3	9.23	-0.07	9.25	-0.05	
a-MCA;GBA	3.65	3.64	-0.01	3.63	-0.02	
a-MCA;TBA	3.77	3.75	-0.02	3.75	-0.02	
b-MCA;BA	8.84	8.67	-0.17	8.78	-0.06	
b-MCA;GBA	3.56	3.55	-0.01	3.54	-0.02	
b-MCA;TBA	3.87	3.85	-0.02	3.86	-0.01	
CA;BA	10.82	10.75	-0.07	10.75	-0.07	
CA;BA-7S	7.3	7.27	-0.03	7.3	0	
CA;BA-3S	7.69	7.64	-0.05	7.65	-0.04	
CA;GBA	6.98	7	0.02	7	0.02	
CA;GBA-3S	3.28	3.28	0	3.3	0.02	
CA;TBA	7.15	7.16	0.01	7.17	0.02	
CA;TBA-3S	3.24	3.25	0.01	3.28	0.04	
DCA-1b-ol;BA	8.33	8.21	-0.12	8.3	-0.03	
DCA-1b-ol;GBA	3.53	3.54	0.01	3.53	0	
DCA-1b-ol;TBA	3.68	3.69	0.01	3.68	0	
HCA;BA	10.21	10.16	-0.05	10.15	-0.06	
HCA;GBA	5.14	5.17	0.03	5.25	0.11	
HCA;TBA	5.52	5.55	0.03	5.66	0.14	
isoCA;BA	8.14	8.07	-0.07	8.16	0.02	
isoCA;GBA	3.56	3.57	0.01	3.56	0	
isoCA;TBA	3.72	3.75	0.03	3.74	0.02	
UCA;BA	6.84	6.8	-0.04	6.81	-0.03	
UCA;GBA	3.17	3.17	0	3.13	-0.04	
UCA;TBA	3.28	3.28	0	3.26	-0.02	
w-MCA;BA	8.31	8.17	-0.14	8.26	-0.05	
w-MCA;GBA	3.37	3.36	-0.01	3.34	-0.03	
w-MCA;TBA	3.55	3.54	-0.01	3.53	-0.02	
12o-CA;BA	9.16	9.1	-0.06	9.14	-0.02	
12o-CA;GBA	4.31	4.31	0	4.35	0.04	
12o-CA;TBA	4.57	4.57	0	4.62	0.05	
3o-CA;BA	10.43	10.34	-0.09	10.35	-0.08	
3o-CA;GBA	6.35	6.38	0.03	6.44	0.09	
3o-CA;TBA	6.62	6.64	0.02	6.63	0.01	
7o-CA;BA	9.04	8.88	-0.16	8.97	-0.07	
7o-CA;GBA	4.29	4.27	-0.02	4.3	0.01	
7o-CA;TBA	4.5	4.47	-0.03	4.52	0.02	
7o-HCA;BA	9.81	9.73	-0.08	9.73	-0.08	
7o-HCA;GBA	4.16	4.13	-0.03	4.16	0	
7o-HCA;TBA	4.4	4.37	-0.03	4.41	0.01	
7,12-2o-CA;BA	6.93	6.85	-0.08	6.86	-0.07	
7,12-2o-CA;BA-3S	3.77	3.72	-0.05	3.73	-0.04	
7,12-2o-CA;GBA	2.99	2.97	-0.02	2.93	-0.06	
7,12-2o-CA;GBA-3S	2.16	2.17	0.01	2.27	0.11	
7,12-2o-CA;TBA	3.08	3.06	-0.02	3.03	-0.05	
7,12-2o-CA;TBA-3S	2.16	2.16	0	2.27	0.11	
3,7,12-3o-CA;BA	7.05	6.89	-0.16	6.92	-0.13	
3,7,12-3o-CA;GBA	2.99	2.96	-0.03	2.93	-0.06	
3,7,12-3o-CA;TBA	3.09	3.05	-0.04	3.02	-0.07	
CA-6a-ol;BA	6.55	6.52	-0.03	6.54	-0.01	
CA-6a-ol;GBA	2.93	2.95	0.02	2.89	-0.04	
CA-6a-ol;TBA	3.03	3.04	0.01	2.99	-0.04	
