All compounds together:
optimized t0: 0.57
optimized tD: 0.54
optimized time: [0.5, 13.5, 15.5, 18.1]
optimized perB: [0.2, 0.4, 0.6, 0.68]
average/RMS error of calibration compounds after optimization: 0.004/0.017
average/RMS error of all compounds after optimization: 0.007/0.034
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.6
optimized tD: 0.39
optimized time: [0.5, 13.5, 15.4, 17.9]
optimized perB: [0.2, 0.4, 0.62, 0.68]
For compounds without sulfate: 
optimized t0: 0.57
optimized tD: 0.55
optimized time: [0.5, 13.5, 15.5, 18.1]
optimized perB: [0.2, 0.4, 0.6, 0.68]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: 0.001/0.013
average/RMS error of all compounds after optimization: 0.007/0.034
name	actual RT	predict RT1	error1	predict RT2	error2
7o-CDCA;BA-3S	9.64	9.64	0	9.65	0.01	
7o-CDCA;GBA	8.13	8.14	0.01	8.14	0.01	
7o-CDCA;GBA-3S	4.6	4.65	0.05	4.64	0.04	
7o-CDCA;TBA	8.35	8.35	0	8.35	0	
7o-CDCA;TBA-3S	4.53	4.57	0.04	4.56	0.03	
apoCA;BA	14.75	14.77	0.02	14.77	0.02	
apoCA;GBA	9.17	9.17	0	9.17	0	
apoCA;TBA	9.39	9.38	-0.01	9.38	-0.01	
12o-d9-DCA;BA	13.42	13.38	-0.04	13.38	-0.04	
12o-d9-DCA;BA-3S	8.6	8.6	0	8.61	0.01	
12o-d9-DCA;GBA	7.64	7.65	0.01	7.65	0.01	
12o-d9-DCA;GBA-3S	3.9	3.95	0.05	3.95	0.05	
12o-d9-DCA;TBA	7.87	7.88	0.01	7.88	0.01	
12o-d9-DCA;TBA-3S	3.85	3.92	0.07	3.91	0.06	
3,12-2o-DCA;BA	14.57	14.47	-0.1	14.47	-0.1	
3,12-2o-DCA;GBA	8.23	8.24	0.01	8.24	0.01	
3,12-2o-DCA;TBA	8.5	8.5	0	8.5	0	
3,6-2o-HDCA;BA	14.81	14.77	-0.04	14.77	-0.04	
3,6-2o-HDCA;GBA	8.02	8.01	-0.01	8.01	-0.01	
3,6-2o-HDCA;TBA	8.33	8.32	-0.01	8.32	-0.01	
3,7-2o-CDCA;BA	14.84	14.82	-0.02	14.82	-0.02	
3,7-2o-CDCA;GBA	8.11	8.11	0	8.11	0	
3,7-2o-CDCA;TBA	8.37	8.37	0	8.37	0	
3o-d4-CDCA;BA	13.23	13.18	-0.05	13.18	-0.05	
iso-d5-7o-CDCA;BA	12.1	12.03	-0.07	12.03	-0.07	
iso-d5-7o-CDCA;BA-3S	8.72	8.71	-0.01	8.72	0	
iso-d5-7o-CDCA;GBA	5.63	5.67	0.04	5.67	0.04	
iso-d5-7o-CDCA;TBA	5.88	5.92	0.04	5.92	0.04	
12-epiCA;BA	7.21	7.21	0	7.21	0	
12-epiCA;GBA	3.36	3.41	0.05	3.41	0.05	
12-epiCA;TBA	3.58	3.63	0.05	3.63	0.05	
alloCA;BA	8.52	8.52	0	8.52	0	
alloCA;GBA	8.02	8.05	0.03	8.05	0.03	
alloCA;TBA	8.17	8.19	0.02	8.19	0.02	
a-MCA;BA	9.88	9.86	-0.02	9.86	-0.02	
a-MCA;GBA	4.6	4.63	0.03	4.63	0.03	
a-MCA;TBA	4.78	4.81	0.03	4.81	0.03	
b-MCA;BA	9.41	9.39	-0.02	9.39	-0.02	
b-MCA;GBA	4.5	4.53	0.03	4.53	0.03	
b-MCA;TBA	4.88	4.91	0.03	4.91	0.03	
CA;BA	12.21	12.19	-0.02	12.19	-0.02	
CA;BA-7S	7.98	8	0.02	8	0.02	
CA;BA-3S	8.41	8.42	0.01	8.42	0.01	
CA;GBA	7.6	7.62	0.02	7.62	0.02	
CA;GBA-3S	4.27	4.29	0.02	4.29	0.02	
CA;TBA	7.82	7.85	0.03	7.85	0.03	
CA;TBA-3S	4.26	4.28	0.02	4.27	0.01	
DCA-1b-ol;BA	9.02	9	-0.02	9	-0.02	
DCA-1b-ol;GBA	4.5	4.53	0.03	4.53	0.03	
DCA-1b-ol;TBA	4.71	4.73	0.02	4.73	0.02	
HCA;BA	11.19	11.16	-0.03	11.16	-0.03	
HCA;GBA	6.08	6.11	0.03	6.11	0.03	
HCA;TBA	6.33	6.36	0.03	6.36	0.03	
isoCA;BA	8.85	8.87	0.02	8.87	0.02	
isoCA;GBA	4.53	4.57	0.04	4.57	0.04	
isoCA;TBA	4.76	4.81	0.05	4.81	0.05	
UCA;BA	7.34	7.35	0.01	7.35	0.01	
UCA;GBA	3.8	3.84	0.04	3.84	0.04	
UCA;TBA	4.01	4.05	0.04	4.05	0.04	
w-MCA;BA	8.98	8.96	-0.02	8.96	-0.02	
w-MCA;GBA	4.22	4.25	0.03	4.25	0.03	
w-MCA;TBA	4.51	4.53	0.02	4.53	0.02	
12o-CA;BA	9.73	9.73	0	9.73	0	
12o-CA;GBA	5.36	5.4	0.04	5.4	0.04	
12o-CA;TBA	5.59	5.63	0.04	5.63	0.04	
3o-CA;BA	11.49	11.47	-0.02	11.47	-0.02	
3o-CA;GBA	6.8	6.83	0.03	6.83	0.03	
3o-CA;TBA	7.05	7.07	0.02	7.07	0.02	
7o-CA;BA	9.6	9.56	-0.04	9.56	-0.04	
7o-CA;GBA	5.32	5.35	0.03	5.35	0.03	
7o-CA;TBA	5.52	5.54	0.02	5.54	0.02	
7o-HCA;BA	10.51	10.5	-0.01	10.5	-0.01	
7o-HCA;GBA	5.17	5.2	0.03	5.2	0.03	
7o-HCA;TBA	5.41	5.45	0.04	5.45	0.04	
7,12-2o-CA;BA	7.42	7.42	0	7.42	0	
7,12-2o-CA;BA-3S	4.59	4.65	0.06	4.67	0.08	
7,12-2o-CA;GBA	3.33	3.37	0.04	3.37	0.04	
7,12-2o-CA;GBA-3S	1.32	1.33	0.01	1.4	0.08	
7,12-2o-CA;TBA	3.53	3.57	0.04	3.57	0.04	
7,12-2o-CA;TBA-3S	1.31	1.33	0.02	1.4	0.09	
3,7,12-3o-CA;BA	7.51	7.49	-0.02	7.49	-0.02	
3,7,12-3o-CA;GBA	3.13	3.19	0.06	3.19	0.06	
3,7,12-3o-CA;TBA	3.35	3.39	0.04	3.39	0.04	
CA-6a-ol;BA	6.97	6.97	0	6.97	0	
CA-6a-ol;GBA	3.44	3.48	0.04	3.48	0.04	
CA-6a-ol;TBA	3.66	3.69	0.03	3.69	0.03	
