All compounds together:
optimized t0: 0.46
optimized tD: 0.67
optimized time: [0.6, 1.0, 1.9, 5.5, 5.9, 8.1, 9.0, 17.1, 17.9]
optimized perB: [0.03, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
average/RMS error of calibration compounds after optimization: -0.015/0.073
average/RMS error of all compounds after optimization: -0.009/0.102
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.45
optimized tD: 0.63
optimized time: [0.5, 1.1, 1.9, 5.5, 6.0, 8.1, 9.0, 17.1, 17.9]
optimized perB: [0.03, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
For compounds without sulfate: 
optimized t0: 0.5
optimized tD: 0.56
optimized time: [0.6, 1.1, 1.9, 5.4, 6.0, 8.0, 9.0, 17.0, 17.9]
optimized perB: [0.03, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.002/0.026
average/RMS error of all compounds after optimization: 0.025/0.069
name	actual RT	predict RT1	error1	predict RT2	error2
DCA;BA	13.69	13.58	-0.11	13.65	-0.04	
DCA;BA-3S	10.62	10.69	0.07	10.62	0	
DCA;BA-12S	10.89	10.9	0.01	10.83	-0.06	
DCA;GBA	10.42	10.39	-0.03	10.43	0.01	
DCA;GBA-3S	6.34	6.37	0.03	6.28	-0.06	
DCA;GBA-12S	7.05	7.11	0.06	7.09	0.04	
DCA;TBA	10.54	10.52	-0.02	10.56	0.02	
DCA;TBA-3S	6.14	6.23	0.09	6.15	0.01	
DCA;TBA-12S	6.89	7	0.11	6.97	0.08	
HDCA;BA	11.51	11.48	-0.03	11.53	0.02	
HDCA;BA-6S	7.59	7.64	0.05	7.61	0.02	
HDCA;BA-3S	9.28	9.34	0.06	9.27	-0.01	
HDCA;GBA	7	7.01	0.01	7.07	0.07	
HDCA;GBA-6S	3.02	3.1	0.08	3.08	0.06	
HDCA;GBA-3S	3.75	3.77	0.02	3.74	-0.01	
HDCA;TBA	7.19	7.18	-0.01	7.25	0.06	
HDCA;TBA-6S	3.01	3.1	0.09	3.08	0.07	
HDCA;TBA-3S	3.66	3.72	0.06	3.69	0.03	
isoCDCA;BA	11.95	11.87	-0.08	11.94	-0.01	
isoCDCA;BA-7S	9.09	8.96	-0.13	8.89	-0.2	
isoCDCA;BA-3S	9.22	9.33	0.11	9.27	0.05	
isoCDCA;GBA	7.11	7.07	-0.04	7.14	0.03	
isoCDCA;GBA-7S	3.66	3.67	0.01	3.64	-0.02	
isoCDCA;GBA-3S	3.74	3.81	0.07	3.77	0.03	
isoCDCA;TBA	7.27	7.23	-0.04	7.31	0.04	
isoCDCA;TBA-7S	3.53	3.55	0.02	3.52	-0.01	
isoCDCA;TBA-3S	3.64	3.75	0.11	3.72	0.08	
isoDCA;BA	15.29	15.22	-0.07	15.29	0	
isoDCA;GBA	11.88	11.79	-0.09	11.83	-0.05	
isoDCA;TBA	11.99	11.93	-0.06	11.97	-0.02	
isoHDCA;BA	11	10.99	-0.01	11.05	0.05	
isoHDCA;BA-6S	8.3	8.29	-0.01	8.24	-0.06	
isoHDCA;BA-3S	8.3	8.38	0.08	8.33	0.03	
isoHDCA;GBA	5.14	4.95	-0.19	5.13	-0.01	
isoHDCA;GBA-6S	3.02	3.1	0.08	3.08	0.06	
isoHDCA;GBA-3S	3.24	3.31	0.07	3.29	0.05	
isoHDCA;TBA	5.48	5.31	-0.17	5.52	0.04	
isoHDCA;TBA-6S	2.98	3.09	0.11	3.07	0.09	
isoHDCA;TBA-3S	3.2	3.3	0.1	3.27	0.07	
isoUDCA;BA	10.66	10.63	-0.03	10.71	0.05	
isoUDCA;BA-3S	6.87	7.02	0.15	6.99	0.12	
isoUDCA;BA-7S	7.93	7.92	-0.01	7.88	-0.05	
isoUDCA;GBA	4.57	4.39	-0.18	4.53	-0.04	
isoUDCA;GBA-3S	2.76	2.9	0.14	2.89	0.13	
isoUDCA;GBA-7S	3.14	3.22	0.08	3.2	0.06	
isoUDCA;TBA	4.89	4.7	-0.19	4.87	-0.02	
isoUDCA;TBA-3S	2.76	2.9	0.14	2.89	0.13	
isoUDCA;TBA-7S	3.08	3.16	0.08	3.14	0.06	
MDCA;BA	10.54	10.53	-0.01	10.61	0.07	
MDCA;BA-6S	6.86	7	0.14	6.97	0.11	
MDCA;BA-3S	7.2	7.31	0.11	7.28	0.08	
MDCA;GBA	4.8	4.61	-0.19	4.77	-0.03	
MDCA;GBA-6S	2.75	2.87	0.12	2.86	0.11	
MDCA;GBA-3S	2.87	2.95	0.08	2.94	0.07	
MDCA;TBA	5.1	4.93	-0.17	5.11	0.01	
MDCA;TBA-6S	2.73	2.87	0.14	2.86	0.13	
MDCA;TBA-3S	2.84	2.95	0.11	2.94	0.1	
UDCA;BA	11.31	11.26	-0.05	11.32	0.01	
UDCA;BA-3S	7.58	7.62	0.04	7.59	0.01	
UDCA;BA-7S	9.19	9.14	-0.05	9.08	-0.11	
UDCA;GBA	6.88	6.82	-0.06	6.91	0.03	
UDCA;GBA-3S	3.14	3.21	0.07	3.19	0.05	
UDCA;GBA-7S	4.1	4.1	0	4.06	-0.04	
UDCA;TBA	7.06	7.04	-0.02	7.11	0.05	
UDCA;TBA-3S	3.11	3.2	0.09	3.18	0.07	
UDCA;TBA-7S	4.01	4.05	0.04	4.01	0	
12o-DCA;BA	12.35	12.28	-0.07	12.35	0	
12o-DCA;BA-3S	8.8	8.77	-0.03	8.71	-0.09	
12o-DCA;GBA	8.3	8.08	-0.22	8.24	-0.06	
12o-DCA;GBA-3S	3.7	3.72	0.02	3.69	-0.01	
12o-DCA;TBA	8.55	8.32	-0.23	8.5	-0.05	
12o-DCA;TBA-3S	3.61	3.69	0.08	3.65	0.04	
3o-CDCA;BA	13.54	13.53	-0.01	13.6	0.06	
3o-CDCA;BA-7S	10.34	10.44	0.1	10.37	0.03	
3o-CDCA;GBA	9.74	9.72	-0.02	9.8	0.06	
3o-CDCA;GBA-7S	5.38	5.35	-0.03	5.28	-0.1	
3o-CDCA;TBA	9.92	9.95	0.03	10	0.08	
3o-CDCA;TBA-7S	5.16	5.2	0.04	5.14	-0.02	
3o-DCA;BA	13.53	13.41	-0.12	13.48	-0.05	
3o-DCA;BA-12S	10.45	10.49	0.04	10.42	-0.03	
3o-DCA;GBA	10.03	10.01	-0.02	10.07	0.04	
3o-DCA;GBA-12S	6.29	6.2	-0.09	6.11	-0.18	
3o-DCA;TBA	10.17	10.18	0.01	10.22	0.05	
3o-DCA;TBA-12S	5.84	5.87	0.03	5.79	-0.05	
3o-HDCA;BA	11.83	11.83	0	11.89	0.06	
3o-HDCA;BA-6S	8.29	8.38	0.09	8.32	0.03	
3o-HDCA;GBA	7.01	7.04	0.03	7.11	0.1	
3o-HDCA;GBA-6S	3.15	3.24	0.09	3.22	0.07	
3o-HDCA;TBA	7.2	7.23	0.03	7.31	0.11	
3o-HDCA;TBA-6S	3.12	3.24	0.12	3.22	0.1	
6o-alloMDCA;BA	12.03	12.01	-0.02	12.07	0.04	
6o-alloMDCA;BA-3S	8.7	8.76	0.06	8.71	0.01	
6o-alloMDCA;GBA	7.27	7.23	-0.04	7.31	0.04	
6o-alloMDCA;GBA-3S	3.48	3.54	0.06	3.51	0.03	
6o-alloMDCA;TBA	7.45	7.42	-0.03	7.52	0.07	
6o-alloMDCA;TBA-3S	3.41	3.52	0.11	3.49	0.08	
6o-HDCA;BA	11.65	11.67	0.02	11.74	0.09	
6o-HDCA;BA-3S	8.76	8.78	0.02	8.72	-0.04	
6o-HDCA;GBA	7.04	7.06	0.02	7.13	0.09	
6o-HDCA;GBA-3S	3.5	3.56	0.06	3.53	0.03	
6o-HDCA;TBA	7.23	7.23	0	7.32	0.09	
6o-HDCA;TBA-3S	3.44	3.53	0.09	3.5	0.06	
7o-CDCA;BA	12.17	12.12	-0.05	12.19	0.02	
7o-CDCA;BA-3S	9.21	9.29	0.08	9.22	0.01	
7o-CDCA;GBA	7.75	7.63	-0.12	7.75	0	
7o-CDCA;GBA-3S	3.75	3.8	0.05	3.77	0.02	
7o-CDCA;TBA	7.92	7.81	-0.11	7.95	0.03	
7o-CDCA;TBA-3S	3.64	3.73	0.09	3.69	0.05	
apoCA;BA	12.46	12.4	-0.06	12.46	0	
apoCA;GBA	8.97	8.68	-0.29	8.88	-0.09	
apoCA;TBA	9.19	8.95	-0.24	9.17	-0.02	
12o-d9-DCA;BA	11.74	11.7	-0.04	11.76	0.02	
12o-d9-DCA;BA-3S	8.01	8.04	0.03	8	-0.01	
12o-d9-DCA;GBA	7.33	7.27	-0.06	7.36	0.03	
12o-d9-DCA;GBA-3S	3.32	3.39	0.07	3.36	0.04	
12o-d9-DCA;TBA	7.5	7.43	-0.07	7.53	0.03	
12o-d9-DCA;TBA-3S	3.26	3.35	0.09	3.33	0.07	
3,12-2o-DCA;BA	12.31	12.28	-0.03	12.36	0.05	
3,12-2o-DCA;GBA	7.82	7.71	-0.11	7.85	0.03	
3,12-2o-DCA;TBA	8.05	7.94	-0.11	8.1	0.05	
3,6-2o-HDCA;BA	12.4	12.44	0.04	12.51	0.11	
3,6-2o-HDCA;GBA	7.56	7.53	-0.03	7.65	0.09	
3,6-2o-HDCA;TBA	7.8	7.78	-0.02	7.92	0.12	
3,7-2o-CDCA;BA	12.45	12.47	0.02	12.55	0.1	
3,7-2o-CDCA;GBA	7.64	7.61	-0.03	7.74	0.1	
3,7-2o-CDCA;TBA	7.85	7.82	-0.03	7.97	0.12	
3o-d4-CDCA;BA	11.6	11.59	-0.01	11.65	0.05	
iso-d5-7o-CDCA;BA	10.94	10.96	0.02	11.03	0.09	
iso-d5-7o-CDCA;BA-3S	8.02	8.16	0.14	8.11	0.09	
iso-d5-7o-CDCA;GBA	4.98	4.85	-0.13	5.03	0.05	
iso-d5-7o-CDCA;TBA	5.26	5.15	-0.11	5.35	0.09	
12-epiCA;BA	7.04	6.96	-0.08	7.05	0.01	
12-epiCA;GBA	3.26	3.24	-0.02	3.28	0.02	
12-epiCA;TBA	3.36	3.33	-0.03	3.38	0.02	
alloCA;BA	8.16	7.96	-0.2	8.12	-0.04	
alloCA;GBA	7.68	7.56	-0.12	7.67	-0.01	
alloCA;TBA	7.79	7.67	-0.12	7.79	0	
a-MCA;BA	9.53	9.46	-0.07	9.6	0.07	
a-MCA;GBA	4.02	3.9	-0.12	4	-0.02	
a-MCA;TBA	4.12	4.02	-0.1	4.12	0	
b-MCA;BA	9.13	8.88	-0.25	9.12	-0.01	
b-MCA;GBA	3.92	3.82	-0.1	3.91	-0.01	
b-MCA;TBA	4.23	4.11	-0.12	4.23	0	
CA;BA	11.1	11.04	-0.06	11.1	0	
CA;BA-7S	7.57	7.52	-0.05	7.49	-0.08	
CA;BA-3S	7.9	7.88	-0.02	7.84	-0.06	
CA;GBA	7.33	7.25	-0.08	7.33	0	
CA;GBA-3S	3.54	3.55	0.01	3.52	-0.02	
CA;TBA	7.5	7.41	-0.09	7.51	0.01	
CA;TBA-3S	3.49	3.52	0.03	3.49	0	
DCA-1b-ol;BA	8.68	8.44	-0.24	8.64	-0.04	
DCA-1b-ol;GBA	3.91	3.81	-0.1	3.89	-0.02	
DCA-1b-ol;TBA	4.06	3.95	-0.11	4.05	-0.01	
HCA;BA	10.49	10.45	-0.04	10.51	0.02	
HCA;GBA	5.62	5.4	-0.22	5.62	0	
HCA;TBA	6.01	5.77	-0.24	6.02	0.01	
isoCA;BA	8.52	8.3	-0.22	8.5	-0.02	
isoCA;GBA	3.95	3.83	-0.12	3.92	-0.03	
isoCA;TBA	4.12	4.01	-0.11	4.11	-0.01	
UCA;BA	7.14	7.05	-0.09	7.15	0.01	
UCA;GBA	3.51	3.44	-0.07	3.5	-0.01	
UCA;TBA	3.62	3.56	-0.06	3.62	0	
w-MCA;BA	8.67	8.4	-0.27	8.6	-0.07	
w-MCA;GBA	3.73	3.63	-0.1	3.7	-0.03	
w-MCA;TBA	3.91	3.81	-0.1	3.89	-0.02	
12o-CA;BA	9.48	9.31	-0.17	9.49	0.01	
12o-CA;GBA	4.78	4.56	-0.22	4.72	-0.06	
12o-CA;TBA	5.01	4.81	-0.2	4.98	-0.03	
3o-CA;BA	10.65	10.63	-0.02	10.7	0.05	
3o-CA;GBA	6.71	6.58	-0.13	6.77	0.06	
3o-CA;TBA	6.88	6.89	0.01	6.97	0.09	
7o-CA;BA	9.32	9.09	-0.23	9.32	0	
7o-CA;GBA	4.72	4.52	-0.2	4.67	-0.05	
7o-CA;TBA	4.91	4.72	-0.19	4.89	-0.02	
7o-HCA;BA	10	10	0	10.09	0.09	
7o-HCA;GBA	4.54	4.39	-0.15	4.53	-0.01	
7o-HCA;TBA	4.75	4.62	-0.13	4.78	0.03	
7,12-2o-CA;BA	7.14	7.09	-0.05	7.2	0.06	
7,12-2o-CA;BA-3S	3.95	3.98	0.03	3.95	0	
7,12-2o-CA;GBA	3.26	3.25	-0.01	3.3	0.04	
7,12-2o-CA;GBA-3S	2.35	2.5	0.15	2.52	0.17	
7,12-2o-CA;TBA	3.35	3.34	-0.01	3.39	0.04	
7,12-2o-CA;TBA-3S	2.32	2.5	0.18	2.52	0.2	
3,7,12-3o-CA;BA	7.12	7.13	0.01	7.26	0.14	
3,7,12-3o-CA;GBA	3.2	3.24	0.04	3.29	0.09	
3,7,12-3o-CA;TBA	3.29	3.33	0.04	3.38	0.09	
CA-6a-ol;BA	6.85	6.76	-0.09	6.88	0.03	
CA-6a-ol;GBA	3.23	3.23	0	3.26	0.03	
CA-6a-ol;TBA	3.33	3.32	-0.01	3.36	0.03	
