All compounds together:
optimized t0: 0.51
optimized tD: 0.6
optimized time: [0.6, 1.1, 1.9, 5.4, 6.1, 7.9, 9.0, 17.1, 17.9]
optimized perB: [0.03, 0.2, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
average/RMS error of calibration compounds after optimization: 0.007/0.033
average/RMS error of all compounds after optimization: 0.006/0.077
Sulfate and none-sulfate compounds separately:
For compounds with sulfate: 
optimized t0: 0.52
optimized tD: 0.52
optimized time: [0.6, 0.9, 1.9, 5.4, 6.1, 7.9, 9.0, 16.9, 17.9]
optimized perB: [0.03, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
For compounds without sulfate: 
optimized t0: 0.56
optimized tD: 0.42
optimized time: [0.6, 0.9, 1.9, 5.6, 5.9, 7.9, 9.0, 17.0, 17.9]
optimized perB: [0.03, 0.18, 0.25, 0.25, 0.3, 0.3, 0.35, 0.65, 0.98]
Combined compounds with or without sulfate: 
average/RMS error of calibration compounds after optimization: -0.002/0.011
average/RMS error of all compounds after optimization: 0.014/0.049
name	actual RT	predict RT1	error1	predict RT2	error2
3b-DCA;BA	12.11	12.08	-0.03	12.11	0	
3b-DCA;BA-12S	9.04	8.95	-0.09	8.95	-0.09	
3b-DCA;BA-3S	9.57	9.58	0.01	9.55	-0.02	
3b-DCA;GBA	7.61	7.6	-0.01	7.62	0.01	
3b-DCA;GBA-12S	3.99	3.96	-0.03	3.93	-0.06	
3b-DCA;GBA-3S	4.23	4.25	0.02	4.23	0	
3b-DCA;TBA	7.84	7.79	-0.05	7.83	-0.01	
3b-DCA;TBA-12S	3.79	3.8	0.01	3.77	-0.02	
3b-DCA;TBA-3S	4.18	4.22	0.04	4.2	0.02	
alloCDCA;BA	13.46	13.45	-0.01	13.47	0.01	
alloCDCA;BA-3S	10.52	10.58	0.06	10.54	0.02	
alloCDCA;BA-7S	11.04	11.07	0.03	11.02	-0.02	
alloCDCA;GBA	9.96	9.95	-0.01	9.96	0	
alloCDCA;GBA-3S	5.86	5.81	-0.05	5.82	-0.04	
alloCDCA;GBA-7S	6.96	7.09	0.13	7.05	0.09	
alloCDCA;TBA	10.1	10.11	0.01	10.11	0.01	
alloCDCA;TBA-3S	5.74	5.69	-0.05	5.7	-0.04	
alloCDCA;TBA-7S	6.86	6.96	0.1	6.92	0.06	
alloUDCA;BA	11.64	11.64	0	11.66	0.02	
alloUDCA;BA-3S	7.69	7.75	0.06	7.72	0.03	
alloUDCA;BA-7S	9.66	9.68	0.02	9.65	-0.01	
alloUDCA;GBA	7	7.03	0.03	7.03	0.03	
alloUDCA;GBA-3S	3.11	3.21	0.1	3.17	0.06	
alloUDCA;GBA-7S	4.39	4.35	-0.04	4.33	-0.06	
alloUDCA;TBA	7.2	7.23	0.03	7.22	0.02	
alloUDCA;TBA-3S	3.1	3.2	0.1	3.16	0.06	
alloUDCA;TBA-7S	4.3	4.28	-0.02	4.26	-0.04	
CDCA;BA	13.54	13.57	0.03	13.59	0.05	
CDCA;BA-3S	10.62	10.67	0.05	10.63	0.01	
CDCA;BA-7S	10.75	10.78	0.03	10.74	-0.01	
CDCA;GBA	10.11	10.1	-0.01	10.1	-0.01	
CDCA;GBA-3S	6.13	6.05	-0.08	6.07	-0.06	
CDCA;GBA-7S	6.74	6.73	-0.01	6.72	-0.02	
CDCA;TBA	10.25	10.25	0	10.25	0	
CDCA;TBA-3S	5.99	5.93	-0.06	5.94	-0.05	
CDCA;TBA-7S	6.62	6.55	-0.07	6.56	-0.06	
DCA;BA	13.78	13.76	-0.02	13.79	0.01	
DCA;BA-3S	10.74	10.79	0.05	10.75	0.01	
DCA;BA-12S	10.98	11.01	0.03	10.96	-0.02	
DCA;GBA	10.51	10.5	-0.01	10.5	-0.01	
DCA;GBA-3S	6.69	6.73	0.04	6.71	0.02	
DCA;GBA-12S	7.2	7.29	0.09	7.25	0.05	
DCA;TBA	10.63	10.63	0	10.63	0	
DCA;TBA-3S	6.61	6.63	0.02	6.62	0.01	
DCA;TBA-12S	7.05	7.16	0.11	7.12	0.07	
HDCA;BA	11.6	11.62	0.02	11.63	0.03	
HDCA;BA-6S	7.81	7.89	0.08	7.86	0.05	
HDCA;BA-3S	9.51	9.56	0.05	9.53	0.02	
HDCA;GBA	7.12	7.19	0.07	7.16	0.04	
HDCA;GBA-6S	3.08	3.18	0.1	3.14	0.06	
HDCA;GBA-3S	3.89	3.92	0.03	3.89	0	
HDCA;TBA	7.32	7.37	0.05	7.36	0.04	
HDCA;TBA-6S	3.07	3.17	0.1	3.13	0.06	
HDCA;TBA-3S	3.83	3.86	0.03	3.84	0.01	
isoCDCA;BA	12.06	12.03	-0.03	12.06	0	
isoCDCA;BA-7S	9.34	9.29	-0.05	9.27	-0.07	
isoCDCA;BA-3S	9.5	9.55	0.05	9.52	0.02	
isoCDCA;GBA	7.24	7.26	0.02	7.25	0.01	
isoCDCA;GBA-7S	3.8	3.82	0.02	3.79	-0.01	
isoCDCA;GBA-3S	3.91	3.96	0.05	3.94	0.03	
isoCDCA;TBA	7.44	7.43	-0.01	7.43	-0.01	
isoCDCA;TBA-7S	3.66	3.68	0.02	3.65	-0.01	
isoCDCA;TBA-3S	3.84	3.9	0.06	3.87	0.03	
isoDCA;BA	15.43	15.43	0	15.46	0.03	
isoDCA;GBA	11.94	11.92	-0.02	11.92	-0.02	
isoDCA;TBA	12.07	12.06	-0.01	12.06	-0.01	
isoHDCA;BA	11.13	11.13	0	11.15	0.02	
isoHDCA;BA-6S	8.66	8.62	-0.04	8.6	-0.06	
isoHDCA;BA-3S	8.66	8.71	0.05	8.7	0.04	
isoHDCA;GBA	5.39	5.23	-0.16	5.37	-0.02	
isoHDCA;GBA-6S	3.07	3.18	0.11	3.14	0.07	
isoHDCA;GBA-3S	3.32	3.41	0.09	3.37	0.05	
isoHDCA;TBA	5.83	5.63	-0.2	5.82	-0.01	
isoHDCA;TBA-6S	3.05	3.16	0.11	3.12	0.07	
isoHDCA;TBA-3S	3.3	3.39	0.09	3.35	0.05	
isoUDCA;BA	10.78	10.79	0.01	10.83	0.05	
isoUDCA;BA-3S	7.05	7.2	0.15	7.16	0.11	
isoUDCA;BA-7S	8.19	8.2	0.01	8.18	-0.01	
isoUDCA;GBA	4.73	4.62	-0.11	4.7	-0.03	
isoUDCA;GBA-3S	2.8	2.97	0.17	2.92	0.12	
isoUDCA;GBA-7S	3.2	3.31	0.11	3.27	0.07	
isoUDCA;TBA	5.11	4.97	-0.14	5.08	-0.03	
isoUDCA;TBA-3S	2.8	2.97	0.17	2.92	0.12	
isoUDCA;TBA-7S	3.2	3.25	0.05	3.21	0.01	
MDCA;BA	10.68	10.69	0.01	10.73	0.05	
MDCA;BA-6S	7.04	7.19	0.15	7.15	0.11	
MDCA;BA-3S	7.42	7.53	0.11	7.49	0.07	
MDCA;GBA	4.98	4.86	-0.12	4.97	-0.01	
MDCA;GBA-6S	2.78	2.94	0.16	2.89	0.11	
MDCA;GBA-3S	2.9	3.03	0.13	2.98	0.08	
MDCA;TBA	5.35	5.21	-0.14	5.35	0	
MDCA;TBA-6S	2.77	2.94	0.17	2.89	0.12	
MDCA;TBA-3S	2.88	3.02	0.14	2.97	0.09	
UDCA;BA	11.41	11.41	0	11.44	0.03	
UDCA;BA-3S	7.82	7.87	0.05	7.85	0.03	
UDCA;BA-7S	9.43	9.43	0	9.41	-0.02	
UDCA;GBA	6.99	7.02	0.03	7.02	0.03	
UDCA;GBA-3S	3.2	3.3	0.1	3.26	0.06	
UDCA;GBA-7S	4.28	4.29	0.01	4.27	-0.01	
UDCA;TBA	7.19	7.23	0.04	7.22	0.03	
UDCA;TBA-3S	3.18	3.29	0.11	3.25	0.07	
UDCA;TBA-7S	4.22	4.24	0.02	4.21	-0.01	
12o-DCA;BA	12.45	12.44	-0.01	12.47	0.02	
12o-DCA;BA-3S	9.14	9.13	-0.01	9.12	-0.02	
12o-DCA;GBA	8.51	8.38	-0.13	8.48	-0.03	
12o-DCA;GBA-3S	3.83	3.87	0.04	3.84	0.01	
12o-DCA;TBA	8.82	8.65	-0.17	8.77	-0.05	
12o-DCA;TBA-3S	3.77	3.83	0.06	3.8	0.03	
3o-CDCA;BA	13.69	13.71	0.02	13.74	0.05	
3o-CDCA;BA-7S	10.49	10.55	0.06	10.51	0.02	
3o-CDCA;GBA	9.89	9.87	-0.02	9.9	0.01	
3o-CDCA;GBA-7S	5.74	5.68	-0.06	5.68	-0.06	
3o-CDCA;TBA	10.06	10.07	0.01	10.09	0.03	
3o-CDCA;TBA-7S	5.55	5.51	-0.04	5.51	-0.04	
3o-DCA;BA	13.66	13.59	-0.07	13.63	-0.03	
3o-DCA;BA-12S	10.58	10.61	0.03	10.57	-0.01	
3o-DCA;GBA	10.15	10.14	-0.01	10.15	0	
3o-DCA;GBA-12S	6.63	6.6	-0.03	6.6	-0.03	
3o-DCA;TBA	10.3	10.29	-0.01	10.31	0.01	
3o-DCA;TBA-12S	6.32	6.26	-0.06	6.27	-0.05	
3o-HDCA;BA	11.97	11.99	0.02	12.01	0.04	
3o-HDCA;BA-6S	8.66	8.71	0.05	8.7	0.04	
3o-HDCA;GBA	7.16	7.24	0.08	7.22	0.06	
3o-HDCA;GBA-6S	3.22	3.34	0.12	3.29	0.07	
3o-HDCA;TBA	7.38	7.44	0.06	7.44	0.06	
3o-HDCA;TBA-6S	3.21	3.33	0.12	3.29	0.08	
6o-alloMDCA;BA	12.17	12.17	0	12.19	0.02	
6o-alloMDCA;BA-3S	9.11	9.13	0.02	9.11	0	
6o-alloMDCA;GBA	7.42	7.44	0.02	7.45	0.03	
6o-alloMDCA;GBA-3S	3.6	3.67	0.07	3.63	0.03	
6o-alloMDCA;TBA	7.66	7.65	-0.01	7.68	0.02	
6o-alloMDCA;TBA-3S	3.56	3.63	0.07	3.6	0.04	
6o-HDCA;BA	11.78	11.83	0.05	11.86	0.08	
6o-HDCA;BA-3S	9.11	9.14	0.03	9.13	0.02	
6o-HDCA;GBA	7.18	7.25	0.07	7.24	0.06	
6o-HDCA;GBA-3S	3.62	3.68	0.06	3.65	0.03	
6o-HDCA;TBA	7.4	7.44	0.04	7.45	0.05	
6o-HDCA;TBA-3S	3.58	3.65	0.07	3.62	0.04	
7o-CDCA;BA	12.29	12.28	-0.01	12.31	0.02	
7o-CDCA;BA-3S	9.49	9.53	0.04	9.5	0.01	
7o-CDCA;GBA	7.94	7.89	-0.05	7.94	0	
7o-CDCA;GBA-3S	3.91	3.96	0.05	3.93	0.02	
7o-CDCA;TBA	8.16	8.09	-0.07	8.15	-0.01	
7o-CDCA;TBA-3S	3.81	3.87	0.06	3.84	0.03	
apoCA;BA	12.56	12.56	0	12.58	0.02	
apoCA;GBA	9.18	9.04	-0.14	9.14	-0.04	
apoCA;TBA	9.38	9.29	-0.09	9.35	-0.03	
12o-d9-DCA;BA	11.85	11.85	0	11.88	0.03	
12o-d9-DCA;BA-3S	8.32	8.34	0.02	8.32	0	
12o-d9-DCA;GBA	7.49	7.48	-0.01	7.5	0.01	
12o-d9-DCA;GBA-3S	3.42	3.5	0.08	3.46	0.04	
12o-d9-DCA;TBA	7.69	7.66	-0.03	7.69	0	
12o-d9-DCA;TBA-3S	3.36	3.46	0.1	3.42	0.06	
3,12-2o-DCA;BA	12.46	12.46	0	12.5	0.04	
3,12-2o-DCA;GBA	8.04	7.99	-0.05	8.07	0.03	
3,12-2o-DCA;TBA	8.32	8.24	-0.08	8.34	0.02	
3,6-2o-HDCA;BA	12.55	12.61	0.06	12.64	0.09	
3,6-2o-HDCA;GBA	7.77	7.78	0.01	7.84	0.07	
3,6-2o-HDCA;TBA	8.08	8.06	-0.02	8.14	0.06	
3,7-2o-CDCA;BA	12.61	12.65	0.04	12.68	0.07	
3,7-2o-CDCA;GBA	7.87	7.87	0	7.94	0.07	
3,7-2o-CDCA;TBA	8.12	8.11	-0.01	8.19	0.07	
3o-d4-CDCA;BA	11.73	11.74	0.01	11.77	0.04	
iso-d5-7o-CDCA;BA	11.1	11.11	0.01	11.14	0.04	
iso-d5-7o-CDCA;BA-3S	8.38	8.47	0.09	8.45	0.07	
iso-d5-7o-CDCA;GBA	5.24	5.13	-0.11	5.26	0.02	
iso-d5-7o-CDCA;TBA	5.6	5.46	-0.14	5.62	0.02	
12-epiCA;BA	7.14	7.17	0.03	7.19	0.05	
12-epiCA;GBA	3.29	3.34	0.05	3.3	0.01	
12-epiCA;TBA	3.41	3.45	0.04	3.42	0.01	
alloCA;BA	8.36	8.26	-0.1	8.35	-0.01	
alloCA;GBA	7.85	7.8	-0.05	7.84	-0.01	
alloCA;TBA	7.98	7.93	-0.05	7.98	0	
a-MCA;BA	9.7	9.69	-0.01	9.76	0.06	
a-MCA;GBA	4.12	4.08	-0.04	4.11	-0.01	
a-MCA;TBA	4.25	4.2	-0.05	4.24	-0.01	
b-MCA;BA	9.33	9.26	-0.07	9.36	0.03	
b-MCA;GBA	4.01	3.98	-0.03	4	-0.01	
b-MCA;TBA	4.38	4.31	-0.07	4.36	-0.02	
CA;BA	11.18	11.18	0	11.2	0.02	
CA;BA-7S	7.74	7.76	0.02	7.73	-0.01	
CA;BA-3S	8.14	8.15	0.01	8.13	-0.01	
CA;GBA	7.45	7.46	0.01	7.46	0.01	
CA;GBA-3S	3.65	3.67	0.02	3.64	-0.01	
CA;TBA	7.65	7.64	-0.01	7.65	0	
CA;TBA-3S	3.62	3.65	0.03	3.61	-0.01	
DCA-1b-ol;BA	8.93	8.79	-0.14	8.94	0.01	
DCA-1b-ol;GBA	4	3.97	-0.03	3.99	-0.01	
DCA-1b-ol;TBA	4.18	4.13	-0.05	4.16	-0.02	
HCA;BA	10.59	10.59	0	10.61	0.02	
HCA;GBA	5.92	5.73	-0.19	5.92	0	
HCA;TBA	6.38	6.14	-0.24	6.37	-0.01	
isoCA;BA	8.74	8.65	-0.09	8.79	0.05	
isoCA;GBA	4.04	4	-0.04	4.02	-0.02	
isoCA;TBA	4.24	4.19	-0.05	4.23	-0.01	
UCA;BA	7.24	7.27	0.03	7.29	0.05	
UCA;GBA	3.56	3.57	0.01	3.55	-0.01	
UCA;TBA	3.7	3.69	-0.01	3.69	-0.01	
w-MCA;BA	8.89	8.75	-0.14	8.9	0.01	
w-MCA;GBA	3.79	3.77	-0.02	3.77	-0.02	
w-MCA;TBA	4.01	3.97	-0.04	3.99	-0.02	
12o-CA;BA	9.63	9.58	-0.05	9.66	0.03	
12o-CA;GBA	4.95	4.81	-0.14	4.91	-0.04	
12o-CA;TBA	5.25	5.08	-0.17	5.21	-0.04	
3o-CA;BA	10.77	10.78	0.01	10.82	0.05	
3o-CA;GBA	6.85	6.88	0.03	6.92	0.07	
3o-CA;TBA	7.01	7.08	0.07	7.07	0.06	
7o-CA;BA	9.49	9.43	-0.06	9.52	0.03	
7o-CA;GBA	4.89	4.76	-0.13	4.86	-0.03	
7o-CA;TBA	5.12	4.98	-0.14	5.1	-0.02	
7o-HCA;BA	10.15	10.16	0.01	10.22	0.07	
7o-HCA;GBA	4.7	4.62	-0.08	4.7	0	
7o-HCA;TBA	4.98	4.87	-0.11	4.98	0	
7,12-2o-CA;BA	7.28	7.33	0.05	7.37	0.09	
7,12-2o-CA;BA-3S	4.11	4.17	0.06	4.14	0.03	
7,12-2o-CA;GBA	3.3	3.36	0.06	3.32	0.02	
7,12-2o-CA;GBA-3S	2.36	2.59	0.23	2.54	0.18	
7,12-2o-CA;TBA	3.41	3.46	0.05	3.43	0.02	
7,12-2o-CA;TBA-3S	2.36	2.59	0.23	2.53	0.17	
3,7,12-3o-CA;BA	7.32	7.39	0.07	7.47	0.15	
3,7,12-3o-CA;GBA	3.25	3.36	0.11	3.31	0.06	
3,7,12-3o-CA;TBA	3.37	3.45	0.08	3.42	0.05	
CA-6a-ol;BA	6.95	6.99	0.04	7.01	0.06	
CA-6a-ol;GBA	3.26	3.32	0.06	3.28	0.02	
CA-6a-ol;TBA	3.37	3.42	0.05	3.39	0.02	
